,S&P 500,S&P 500 Utilities (Sector),S&P 500 Performance (%),S&P 500 Utilities (Sector) Performance (%),S&P 500 Utilities (Sector) Outperform/Underperform,overall,utilities and public transportation,fuels and utilities,shelter
1996-09-11,667.28,118.75,-15.18309966570488,-5.446290483200588,OUTPERFORM,158.2,144.0,128.8,172.5
1996-09-12,671.15,119.220001,-14.964650432050275,-5.102281424077404,OUTPERFORM,158.2,144.0,128.8,172.5
1996-09-13,680.54,120.529999,-12.558462250089942,-3.227622563766619,OUTPERFORM,158.2,144.0,128.8,172.5
1996-09-16,683.98,120.639999,-12.327116580144837,-2.8898043252884698,OUTPERFORM,158.2,144.0,128.8,172.5
1996-09-17,682.94,120.440002,-13.503723592887162,-3.5322355391627536,OUTPERFORM,158.2,144.0,128.8,172.5
1996-09-18,681.47,119.760002,-13.23606177507861,-4.107612331712806,OUTPERFORM,158.2,144.0,128.8,172.5
1996-09-19,683.0,119.559998,-13.499411086766555,-4.6266775316953,OUTPERFORM,158.2,144.0,128.8,172.5
1996-09-20,687.03,120.099998,-14.417579132254566,-4.901419709387767,OUTPERFORM,158.2,144.0,128.8,172.5
1996-09-23,686.48,120.150002,-15.439383114483507,-5.229529146786005,OUTPERFORM,158.2,144.0,128.8,172.5
1996-09-24,685.61,120.209999,-15.197654858499899,-4.844457296850191,OUTPERFORM,158.2,144.0,128.8,172.5
1996-09-25,685.83,120.080002,-15.982065197417572,-5.112604382948938,OUTPERFORM,158.2,144.0,128.8,172.5
1996-09-26,685.86,120.040001,-15.585422589816488,-4.586278588129367,OUTPERFORM,158.2,144.0,128.8,172.5
1996-09-27,686.19,119.790001,-14.525411061285487,-4.213974959443057,OUTPERFORM,158.2,144.0,128.8,172.5
1996-09-30,687.33,119.43,-14.273420058121399,-4.6923614187592495,OUTPERFORM,158.2,144.0,128.8,172.5
1996-10-01,689.08,119.809998,-14.957792368070288,-5.078436816047882,OUTPERFORM,158.2,144.0,128.8,172.5
1996-10-02,694.01,120.190002,-14.53394579018017,-4.177627361875147,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-03,692.78,120.07,-14.013007645715414,-3.2395810537378056,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-04,701.46,121.690002,-11.773806079967809,-1.4655854251012124,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-07,703.34,121.900002,-11.06193571229863,-1.836042841037211,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-08,700.64,122.169998,-11.903534470835265,-1.6819603785295234,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-09,696.74,121.330002,-11.910993109551804,-2.5305277346434507,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-10,694.61,120.709999,-13.389194378982284,-3.145308588910589,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-11,700.66,121.379997,-12.259567220997791,-1.3090503505821638,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-14,703.54,121.540001,-12.600469582717377,-1.6268732911321693,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-15,702.57,121.879997,-13.652061697289986,-1.35168430550342,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-16,704.41,121.980003,-13.179431557670028,-0.7485752522607858,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-17,706.99,122.709999,-12.094347599035139,0.1632495279854762,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-18,710.82,122.830002,-9.972642991032965,1.3198044711753454,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-21,709.85,122.790001,-10.504683737408115,0.5733516446343456,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-22,706.57,122.779999,-11.202573802013294,0.08151206390609733,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-23,707.27,122.589996,-10.433604336043356,0.8058506635486351,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-24,702.29,122.559998,-10.623973936393604,0.6983805825189426,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-25,700.92,122.940002,-10.442726633872102,1.7294199706978874,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-28,697.26,122.779999,-11.07511796964673,1.2368073980607575,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-29,701.5,124.220001,-11.302456725966948,1.9031984921542566,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-30,700.9,124.599998,-11.173913594484652,1.4327597340527465,OUTPERFORM,158.7,144.4,129.4,173.0
1996-10-31,705.27,124.970001,-10.781783681214419,2.484827743401219,OUTPERFORM,158.7,144.4,129.4,173.0
1996-11-01,703.77,125.010002,-9.059544115366725,4.279283557205948,OUTPERFORM,158.7,144.4,129.4,173.0
1996-11-04,706.73,125.75,-6.655483939137785,5.089416510465772,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-05,714.14,126.690002,-5.989679321784003,5.981262288930389,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-06,724.59,128.059998,-3.4021676820732982,7.649629351459564,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-07,727.65,128.339996,-3.0213775455805614,8.505239334673998,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-08,730.82,127.870003,-3.573030742842054,8.696025235430337,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-11,731.87,127.730003,-3.970451235353545,8.771185387039072,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-12,729.56,127.75,-4.772098365791266,9.160045365804015,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-13,731.13,127.480003,-3.8745727057586166,8.901422499597178,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-14,735.88,127.57,-2.9617322045520478,8.027779084690634,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-15,737.62,127.68,-0.004066969429938894,10.106934374844222,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-18,737.02,127.07,-0.9022091350355699,9.988748463505125,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-19,742.16,127.360001,-1.6641933432266387,9.992227221761564,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-20,743.95,127.730003,-2.5644048040024514,9.884725737865207,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-21,742.75,127.68,-2.4968166244404455,10.55502832375148,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-22,748.73,127.529999,-2.2979356421431785,9.75987331508954,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-25,757.03,128.029999,-0.4392598340281717,11.002257187524101,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-26,755.96,127.169998,-2.4076632111643237,10.05624811623762,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-27,755.0,126.769997,-2.4093893800734123,9.87172845913664,OUTPERFORM,159.1,145.6,130.2,173.1
1996-11-29,757.02,126.790001,-1.8361472029876258,10.995358198493621,OUTPERFORM,159.1,145.6,130.2,173.1
1996-12-02,756.56,126.339996,-1.1510772567516425,10.78568475284387,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-03,748.28,125.860001,-3.1929207203477583,8.706168670808157,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-04,745.1,126.230003,-6.164599206599075,7.686403278566778,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-05,744.38,126.360001,-7.108093942646077,7.705421922945788,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-06,739.6,124.959999,-7.379810401612962,6.412329898663027,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-09,749.76,125.660004,-7.775194656629402,5.102045920074372,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-10,747.54,125.190002,-9.966397282877072,2.2459980031689364,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-11,740.73,124.080002,-10.513917077413737,0.38022894280211883,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-12,729.3,122.199997,-10.583359897991718,0.5678503733379969,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-13,728.64,123.120003,-11.169629141979376,0.9097622996514731,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-16,720.98,122.809998,-12.585174228279051,0.6969490053865934,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-17,726.04,122.93,-13.325215481221498,0.35921463563091116,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-18,731.54,123.440002,-12.193775281168605,1.6134334471493261,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-19,745.76,125.18,-10.798526386297302,2.413480264743195,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-20,748.87,126.099998,-11.047892811327031,3.242180311463727,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-23,746.92,125.629997,-9.982524856884611,3.1021740353249783,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-24,751.03,125.830002,-9.869550085806523,3.3511310061601574,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-26,755.82,126.07,-10.19889266449634,3.8981408899996906,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-27,756.79,126.919998,-9.836182760469415,5.170697712959904,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-30,753.85,126.629997,-9.789866692195382,5.551384466521769,OUTPERFORM,159.4,146.0,131.4,173.8
1996-12-31,740.74,125.410004,-12.548551999338864,3.893633534037222,OUTPERFORM,159.4,146.0,131.4,173.8
1997-01-02,737.01,124.360001,-13.263348671899832,3.1690724807609705,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-03,748.03,124.809998,-11.706660686252535,3.379437504031202,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-06,747.65,124.75,-11.424272580798034,3.2784162324826838,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-07,753.23,126.019997,-11.205026642146453,3.558217543623665,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-08,748.41,126.099998,-11.573089465475695,4.137420237424072,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-09,754.85,126.870003,-10.719354686095473,4.66958505626256,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-10,759.5,127.0,-9.59517206080156,5.19340416151568,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-13,759.51,127.269997,-9.949847645922006,5.181815702479331,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-14,768.86,127.790001,-10.390321791121316,5.073176983888095,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-15,767.2,127.889999,-11.091539094459435,5.3980577022600285,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-16,769.75,127.650002,-11.039328764431911,5.434874039811688,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-17,776.17,128.330002,-10.740940924824926,5.369899783480592,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-20,776.7,127.900002,-12.084304892128673,3.613091321887696,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-21,782.72,128.71000700000002,-12.375877394292878,3.756552911973743,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-22,786.23,129.309998,-12.044971473319155,4.501373921147156,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-23,777.56,128.860001,-13.065450235907072,3.81052454226678,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-24,770.52,127.419998,-13.333183362202771,2.7746369710928365,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-27,765.02,126.580002,-14.807514560295775,1.2964172638957772,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-28,765.02,126.230003,-14.87481918326472,1.3977066655587844,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-29,772.5,125.660004,-12.078031458423432,1.963653066596116,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-30,784.17,126.25,-12.514224513019624,1.9049164735242208,OUTPERFORM,159.7,145.8,131.4,174.3
1997-01-31,786.16,125.769997,-11.567059247010658,2.0446223123732343,OUTPERFORM,159.7,145.8,131.4,174.3
1997-02-03,786.73,125.589996,-10.971166032953095,1.8985768762677546,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-04,789.26,125.629997,-11.0492505353319,1.151368787875251,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-05,778.28,124.550003,-12.072666470840776,-0.2562665110210638,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-06,780.15,124.230003,-12.444025453688424,-0.6557376891866307,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-07,789.56,124.849998,-12.662190414034935,-1.0932464289016952,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-10,785.43,124.889999,-14.340400471142523,-2.0393748849223403,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-11,789.59,125.360001,-13.4411313308485,-0.7756807274237998,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-12,802.77,126.290001,-12.623673469387754,-0.4022097696638083,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-13,811.82,126.779999,-10.547193512131692,0.7790111101984687,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-14,808.48,126.330002,-11.523561469938059,-0.394228488618964,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-18,816.29,126.550003,-10.951477069424442,-0.18928779722937605,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-19,812.49,125.809998,-11.530085585487493,-0.6632483116739363,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-20,802.8,125.059998,-13.28206014517802,-1.4654900955797467,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-21,801.77,125.309998,-14.394772525865108,-1.2918464267470675,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-24,810.28,126.220001,-13.023690170779624,0.4376565677990829,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-25,812.03,125.43,-11.282639571725117,0.8441896006799343,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-26,805.68,124.089996,-11.748855346463083,0.2504419150948678,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-27,795.07,123.5,-14.872909484143126,-1.5308547525252014,OUTPERFORM,159.8,145.6,130.6,174.6
1997-02-28,790.82,124.18,-15.561202699239763,0.03222249099583685,OUTPERFORM,159.8,145.6,130.6,174.6
1997-03-03,795.31,124.260002,-15.419546953100072,-0.11254019111671676,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-04,790.95,124.480003,-15.747930847154311,-0.0722461266757568,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-05,801.99,124.629997,-14.358481499279197,0.0722627262545128,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-06,798.56,122.989998,-15.25326597968778,-2.3733965143658553,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-07,804.97,123.550003,-15.47007739239097,-2.3474502611630643,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-10,813.65,123.550003,-14.739445253638749,-2.8618593779092816,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-11,811.34,122.900002,-14.337901471799308,-2.607179608413035,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-12,804.26,122.510002,-15.367778596232762,-2.514519018294248,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-13,789.56,121.230003,-17.095246595335855,-3.556081230455399,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-14,793.17,122.089996,-17.405656447850724,-3.3868852563056384,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-17,795.71,122.68,-16.34584047351213,-2.324839208994245,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-18,789.66,121.610001,-15.412301561797026,-1.8165670772116282,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-19,785.77,121.709999,-16.139807897545356,-3.0276495414285787,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-20,782.65,120.849998,-15.528908939807673,-3.543780800193308,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-21,784.1,121.279999,-14.958460770916027,-2.5315446435747013,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-24,790.89,121.900002,-14.477113228154026,-1.8281356499659451,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-25,789.07,122.839996,-12.40439160311274,0.2611810380635182,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-26,790.5,121.940002,-13.368913631930212,-1.6454274484894116,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-27,773.88,119.879997,-16.42854828781547,-4.17266273657334,OUTPERFORM,159.9,145.4,130.2,175.1
1997-03-31,757.12,119.660004,-19.399584819289938,-4.402008538819347,OUTPERFORM,159.9,145.4,130.2,175.1
1997-04-01,759.64,119.540001,-17.88119561104805,-3.1515830835291303,OUTPERFORM,159.9,145.4,130.2,175.1
1997-04-02,750.11,118.959999,-18.77882928730753,-4.495824574435203,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-03,750.32,118.279999,-18.457659537471738,-4.988351754973919,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-04,757.9,117.639999,-16.98977021313881,-5.6540242897742505,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-07,762.13,117.43,-16.588595819196673,-5.905450979836912,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-08,766.12,117.029999,-15.221264399614897,-5.8639004182754135,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-09,760.6,117.059998,-15.439091909680148,-5.627219399974059,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-10,758.34,118.089996,-18.245326548653484,-6.255461568187171,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-11,737.65,115.959999,-20.499859892656225,-8.447816723580715,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-14,743.73,115.529999,-20.103773888942598,-8.844878630974884,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-15,754.72,115.790001,-18.7643291534363,-8.234267712791254,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-16,763.53,116.239998,-18.005798969072174,-8.291914792899412,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-17,761.77,115.489998,-18.406846468584646,-9.462214008501313,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-18,766.34,116.190002,-16.614256335484146,-8.360279924597524,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-21,760.37,115.339996,-16.679998685061204,-8.728342753936625,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-22,774.61,115.550003,-16.15958264333106,-9.96571092303915,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-23,773.64,115.379997,-15.887667569066178,-10.286916956014958,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-24,771.18,114.230003,-18.44888118099911,-12.494247644091717,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-25,765.37,114.040001,-18.83669141039236,-11.815655098131872,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-28,772.96,115.779999,-18.403023361378246,-10.670474418096799,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-29,794.05,117.220001,-16.460636921231764,-9.573403935300329,OUTPERFORM,159.9,145.2,129.7,175.6
1997-04-30,801.34,117.32,-16.1278167945323,-9.920150878372592,OUTPERFORM,159.9,145.2,129.7,175.6
1997-05-01,798.53,117.43,-16.11463027743636,-9.537014244465203,OUTPERFORM,159.9,145.2,129.7,175.6
1997-05-02,812.97,119.559998,-13.924064035236317,-7.4971001934236,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-05,830.29,122.440002,-11.474448507852564,-4.893586107907943,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-06,827.76,123.610001,-12.426736632741587,-4.245096575880303,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-07,815.62,121.510002,-14.446052824805422,-6.032013085330035,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-08,820.26,122.010002,-13.40891816569546,-5.264377178745539,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-09,824.78,121.959999,-13.672664091855857,-5.880539344334945,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-12,837.66,122.489998,-12.785540261957816,-6.531861735249256,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-13,833.13,121.480003,-13.667968871434045,-6.740359540164276,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-14,836.04,122.230003,-14.048669154612469,-6.4232064930028425,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-15,841.88,122.139999,-14.366506631947274,-6.820264619770144,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-16,829.75,121.849998,-14.796065062022512,-5.337168230755374,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-19,833.27,121.75,-14.15074900579012,-5.105224354515414,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-20,841.66,121.339996,-12.959937123828835,-5.8430971460812,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-21,839.35,120.68,-13.29924594566677,-6.5727321602962245,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-22,835.66,119.970001,-13.874345549738221,-7.736674673049881,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-23,847.03,120.709999,-12.290311891645622,-6.945730751266332,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-27,849.71,120.540001,-11.048416644857362,-7.490408116107261,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-28,847.21,120.730003,-10.26838671411624,-7.216409745481467,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-29,844.08,120.790001,-11.671079205952218,-8.14448593155893,OUTPERFORM,160.2,145.7,130.5,176.0
1997-05-30,848.28,121.690002,-12.753527790348462,-8.255426027257418,OUTPERFORM,160.2,145.7,130.5,176.0
1997-06-02,846.36,121.089996,-12.61035219775114,-8.556110988613664,OUTPERFORM,160.4,145.9,130.6,176.5
1997-06-03,845.48,121.209999,-11.066698923939455,-7.204100719801742,OUTPERFORM,160.4,145.9,130.6,176.5
1997-06-04,840.11,120.730003,-10.782252240771417,-7.980178536132132,OUTPERFORM,160.4,145.9,130.6,176.5
1997-06-05,843.43,121.0,-3.8267255042817028,-4.626785576729276,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-06-06,858.01,121.620003,-6.925204751315295,-5.537861747572814,OUTPERFORM,160.4,145.9,130.6,176.5
1997-06-09,862.91,121.339996,-6.119718003394404,-6.141710288843683,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-06-10,865.27,121.07,-4.250398371104813,-5.789429063474794,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-06-11,869.57,121.790001,-4.925542848396047,-6.0189792736778935,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-06-12,883.46,123.440002,-5.913800998945673,-5.648551469104158,OUTPERFORM,160.4,145.9,130.6,176.5
1997-06-13,893.27,124.050003,-5.0480462604702625,-5.146043776923415,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-06-16,893.9,123.739998,-5.182655182655182,-4.983489364462546,OUTPERFORM,160.4,145.9,130.6,176.5
1997-06-17,894.42,124.129997,-4.649105039284462,-4.1245106656019885,OUTPERFORM,160.4,145.9,130.6,176.5
1997-06-18,889.06,123.980003,-4.145507865144316,-3.801987748215885,OUTPERFORM,160.4,145.9,130.6,176.5
1997-06-19,897.99,124.959999,-2.5121318380684543,-3.4759831273607267,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-06-20,898.7,124.489998,-2.714932126696823,-4.656512731901752,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-06-23,878.62,123.239998,-3.0177932800565133,-5.657204866523591,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-06-24,896.34,123.889999,-2.2167433944974113,-5.043306468588127,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-06-25,888.99,123.25,-4.239780255291647,-5.822568419904039,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-06-26,883.68,123.25,-6.607482561826261,-7.608691496642795,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-06-27,887.3,124.199997,-5.428306492011559,-6.356033840155561,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-06-30,885.14,124.870003,-6.293735906583809,-6.541424994076617,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-07-01,891.03,125.050003,-7.085653506851031,-8.058225426741616,UNDERPERFORM,160.4,145.9,130.6,176.5
1997-07-02,904.03,126.230003,-6.1323448483527,-7.706368861406188,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-03,916.92,127.489998,-3.1425945683289824,-6.634935775138729,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-07,912.2,126.339996,-4.061757220083717,-8.409457613317993,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-08,918.75,126.800003,-3.456138876045567,-8.182478283165317,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-09,907.54,125.800003,-5.0094201381620245,-9.215561344382406,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-10,913.78,126.830002,-6.2568605927552206,-9.549278922056203,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-11,916.68,126.790001,-5.660299687139803,-8.823527381325002,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-14,918.38,126.650002,-5.977865823069917,-8.450191078507775,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-15,925.76,126.919998,-4.86486486486487,-8.00898957737921,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-16,936.59,126.949997,-4.7977718822106326,-8.273119578314425,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-17,931.61,125.669998,-5.167095900729867,-9.112609847035225,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-18,915.3,124.379997,-6.198118428334254,-10.194948014440431,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-21,912.94,123.779999,-5.862093855370743,-10.737722084628565,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-22,933.98,125.419998,-2.1949022975265464,-9.023649288962366,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-23,936.56,124.139999,-1.765279686172505,-10.812560373409575,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-24,940.3,124.400002,-2.396744828158903,-11.94167305325482,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-25,938.79,124.57,-3.021569356638154,-11.84005848888765,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-28,936.45,124.540001,-3.0128218406280327,-12.431444153906313,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-29,942.29,125.980003,-1.3618758505181572,-11.636391376483557,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-30,952.29,126.519997,0.5819725807473697,-11.505913048150562,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-07-31,954.31,127.190002,0.0639614134423816,-12.518052909540211,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-08-01,947.14,126.190002,0.852917061535674,-13.574408382111102,UNDERPERFORM,160.8,144.7,130.1,177.0
1997-08-04,950.3,125.669998,1.8869947464350778,-13.640740416692122,UNDERPERFORM,161.2,146.1,130.8,177.4
1997-08-05,952.37,125.699997,1.698951370053181,-13.780092574666602,UNDERPERFORM,161.2,146.1,130.8,177.4
1997-08-06,960.32,126.370003,0.7311060995437213,-14.319615759725545,UNDERPERFORM,161.2,146.1,130.8,177.4
1997-08-07,951.19,125.599998,-2.024020435911167,-15.35247757944206,UNDERPERFORM,161.2,146.1,130.8,177.4
1997-08-08,933.54,123.860001,-3.8014076234246685,-16.592591919191925,UNDERPERFORM,161.2,146.1,130.8,177.4
1997-08-11,937.0,125.510002,-3.901378404988509,-15.1271316226964,UNDERPERFORM,161.2,146.1,130.8,177.4
1997-08-12,926.53,125.290001,-5.172607899126991,-14.343339321984294,UNDERPERFORM,161.2,146.1,130.8,177.4
1997-08-13,922.02,124.43,-4.61006848889901,-14.091408839862163,UNDERPERFORM,161.2,146.1,130.8,177.4
