,S&P 500,S&P 500 Real Estate (Sector),S&P 500 Performance (%),S&P 500 Real Estate (Sector) Performance (%),S&P 500 Real Estate (Sector) Outperform/Underperform,overall,commodities,housing,shelters,transportations
2002-03-27,1144.58,96.839996,20.393394341011884,9.895588632696706,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-28,1147.39,96.290001,22.39740567295694,9.234258440515974,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-04-01,1146.54,96.82,20.769781747703718,9.265318708212167,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-04-02,1136.76,97.269997,18.08039887815518,9.649417310894126,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-03,1125.4,96.949997,19.613970197478903,9.018325649387137,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-04,1126.34,97.419998,18.818503085605776,8.473444125897899,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-05,1122.73,98.139999,20.10119595216191,8.814720948780996,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-08,1125.29,99.07,22.597971390284034,8.700900907405096,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-09,1117.8,99.260002,21.791239921551544,9.91031358454908,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-10,1130.47,100.32,23.40432499699805,10.49674952641535,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-11,1103.69,99.620003,25.702148014851602,11.681621469112823,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-12,1111.01,100.82,24.35751063353482,12.560008931561907,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-15,1102.55,99.959999,25.410908263663767,11.849609090871361,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-16,1128.37,98.559998,26.227179165920877,10.15982664401669,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-17,1126.07,97.480003,24.708735713652864,8.952723717975598,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-18,1124.47,97.730003,23.62518964796938,9.378853035900448,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-19,1125.17,96.43,23.719830666886587,8.190287496587722,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-22,1107.83,94.639999,24.908953557858183,7.070935706199077,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-23,1100.96,93.769997,23.72978501028311,5.217677113408548,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-24,1093.14,94.029999,22.673100662103018,5.9970691691699995,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-25,1091.48,93.870003,24.951918673871234,6.513112669231114,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-26,1076.32,93.82,23.79177880523542,7.950748684811937,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-29,1065.45,93.360001,26.339942133472462,9.014481655937434,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-30,1076.92,94.129997,27.387359680147625,8.021572274748356,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-05-01,1086.46,95.32,30.31786014153772,10.567220862628712,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-05-02,1084.56,96.440002,32.378034639749046,13.086307611237192,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-03,1073.43,95.970001,27.841030893456885,12.892599390834025,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-06,1052.67,95.080002,23.126498625650616,11.701126232338122,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-07,1049.49,95.010002,26.846513651691506,13.36356552591733,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-08,1088.85,95.160004,33.55534294966145,14.141778308440278,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-09,1073.01,94.0,26.547628875706142,12.35954518959861,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-10,1054.99,93.989998,27.42810208839126,14.8320101363961,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-13,1074.56,94.419998,31.21191769949323,14.75449580401673,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-14,1097.28,95.709999,37.06063104249417,18.805860695279563,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-15,1091.07,96.269997,38.94025061124695,24.331650523053085,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-16,1098.23,96.050003,37.52801953540794,25.42439343367995,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-17,1106.59,96.440002,42.46227921108192,29.99056395766102,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-20,1091.88,96.339996,35.81948452582348,24.05355528954132,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-21,1079.88,95.589996,29.277402672029893,19.26387225791959,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-22,1086.02,95.489998,29.066837801863453,21.226357289311547,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-23,1097.08,96.790001,24.488522246303624,18.687918380579326,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-24,1083.82,97.18,26.022650636031706,20.720496894409955,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-28,1074.55,97.68,22.219062784349397,19.049355793442203,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-29,1067.66,97.650002,20.722758059227274,20.051643474386218,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-30,1064.66,97.080002,18.332370070688665,19.07273787652075,OUTPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-31,1067.14,97.18,19.88181899883168,21.88636190067623,OUTPERFORM,179.6,149.7,180.0,207.8,208.6
2002-06-03,1040.68,96.720001,16.12917624478318,21.75226405457542,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-04,1040.69,97.269997,17.925212464589247,20.937457416386906,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-05,1049.9,96.57,16.960953601069463,17.768292682926813,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-06,1029.15,96.120003,15.604956022600902,19.01931726054191,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-07,1027.53,95.709999,16.480190443802066,19.38381113593146,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-10,1030.74,96.800003,15.721166260623542,20.457941507492027,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-11,1013.6,96.879997,14.4328034682081,20.843207455237845,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-12,1020.26,96.989998,13.241431362102652,20.514406541460993,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-13,1009.56,97.290001,11.142180877415075,18.32887353041994,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-14,1007.27,96.93,10.03725188171163,18.207317073170735,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-17,1036.17,97.769997,12.16874512860484,17.63926822717763,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-18,1037.14,96.379997,14.89946269318121,16.725199224900102,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-19,1019.99,96.230003,13.998480005364677,17.36797822583189,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-20,1006.29,96.599998,14.84837763498783,18.382353391724337,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-21,989.14,96.629997,12.026728580327294,16.773410271903334,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-24,992.72,96.459999,12.4856945372962,19.1011253019169,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-25,976.14,97.260002,7.947847434947519,17.237226581933783,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-26,973.53,95.959999,7.001307936647505,15.684150054881862,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-27,990.64,96.5,10.027100271002709,16.913010456590616,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-28,989.82,97.620003,10.379820237750081,17.984052888181125,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-07-01,968.65,96.120003,5.961822458021104,15.988897695587156,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-07-02,948.09,94.910004,1.534655586017819,12.759898129022208,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-03,953.99,94.080002,2.518940411584558,11.08749531024924,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-05,989.03,94.849998,6.020131422384689,11.891000774719851,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-08,976.98,93.82,6.971345983291544,11.292997225634727,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-09,952.83,92.910004,1.4868938191656023,9.395977864123385,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-10,920.47,90.959999,-1.6917473913554137,7.200944188590319,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-11,927.37,89.470001,-0.7661605298920238,4.716759018802441,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-12,921.39,88.839996,0.06950855281020463,4.8630724166303985,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-15,917.93,87.779999,0.03814381307349901,3.820219852623774,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-16,900.94,88.139999,-0.6188296288125228,4.604791013415843,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-17,906.04,86.910004,-0.6785569428762517,3.575259035859424,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-18,881.56,84.41999799999998,-1.1704035874439578,0.5478787583120148,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-19,847.75,82.339996,-6.269003261650729,-1.1643284399070475,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-22,819.85,81.32,-9.404835572842995,-1.3824872833190338,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-23,797.7,79.440002,-11.52199472037978,-3.7324225787356724,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-24,843.43,80.309998,-5.1771821738543995,-2.4416933916423744,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-25,838.68,81.360001,-7.877855887521967,-2.4226386095936303,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-26,852.84,84.389999,-5.55377135959424,2.5768835265667978,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-29,898.96,89.18,0.8797917227758356,8.84901745392408,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-30,902.78,89.68,2.0955612100650223,10.266811502107153,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-31,911.62,89.709999,1.7705635438063805,9.979157778595082,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-08-01,884.66,88.300003,-1.4174597160623192,8.091566701149056,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-08-02,864.24,87.389999,-3.1631315338330745,6.677247477471893,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-05,834.6,85.809998,-6.188881145606184,4.6080690553220505,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-06,859.57,85.980003,-1.8083161983093343,5.38057018657041,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-07,876.77,87.57,-0.29793379501700246,6.19694526069543,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-08,905.46,88.0,2.9142324566388655,6.692527642124357,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-09,908.64,86.389999,-0.04290287449258967,3.5230702285106164,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-12,903.8,86.720001,-0.527190481955564,2.8585020248725446,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-13,884.21,85.480003,-4.822337757397655,-0.0818234921628358,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-14,919.62,86.5,-0.3586404169330204,2.5002974582331694,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-15,930.25,87.220001,2.2331388128757235,4.49263202955994,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-16,928.77,88.199997,0.12937029011286239,4.950018979652304,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-19,950.7,88.120003,2.493612341925666,6.283920816117683,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-20,937.43,88.150002,1.2059249022952523,7.355987000901387,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-21,949.36,88.610001,1.8998347036472518,7.824289364808945,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-22,962.7,88.709999,4.844154995534833,8.966950793909788,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-23,940.86,88.93,2.871200524819595,9.925831645838535,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-26,947.95,89.809998,5.119874026924531,12.417072379735528,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-27,934.82,90.190002,5.317590860954025,13.919419323466498,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-28,917.87,91.139999,4.498155653718294,14.627086790917199,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-29,917.8,90.309998,3.432731534699207,12.816982655203635,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-30,916.07,90.790001,6.346644996517314,15.862684840956053,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-09-03,878.02,89.199997,3.6036248643035673,14.638220399388779,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-04,893.4,89.57,4.060381578027816,14.598254114725972,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-05,879.15,89.370003,1.7110926003054194,13.183895810333034,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-06,893.92,89.470001,5.838197511277388,15.044367302727292,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-09,902.96,89.470001,5.522963655486746,12.753627290576608,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-10,909.58,89.349998,5.725776455272458,13.734725400578562,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-11,909.45,89.129997,7.221174251355822,12.651660288738874,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-12,886.91,88.389999,5.1351960075392,11.19637844248027,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-13,889.81,89.120003,6.16357453916363,12.425894251011504,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-16,891.1,88.709999,7.401559618652742,12.064166899233598,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-17,873.52,88.129997,4.491787982822348,10.162496250000007,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-18,869.46,86.910004,4.855282199710564,9.887480586040232,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-19,843.32,85.639999,3.0097229686812943,8.998344151711857,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-20,845.39,87.139999,3.4280680719869894,10.668022877013538,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-23,833.7,86.209999,-0.14253374696067134,9.779702149238535,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-24,819.29,85.279999,-3.7454327572635338,7.4596748051956485,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-25,839.66,85.010002,-0.6472377030752652,6.435456124873329,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-26,854.95,85.120003,2.132361725002996,6.653308022887061,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-27,827.37,83.809998,-2.452338564202927,3.918159853238423,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-30,815.28,83.370003,-2.0778784020754837,4.355994546951991,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-10-01,847.91,83.660004,1.1138008752995976,3.386067804895432,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-10-02,827.91,81.849998,0.04350190320827618,1.6896509302932294,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-03,818.95,82.279999,-2.1892317982036946,1.4424830299287095,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-04,800.58,80.559998,-4.82315877073054,-0.49407238752560145,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-07,785.28,77.43,-5.933086570596902,-4.818682355714365,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-08,798.55,76.58000200000002,-2.8516161997104605,-4.263027985073808,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-09,776.76,74.190002,-6.397541724408029,-8.089691426044443,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-10,803.92,77.660004,-2.2114098041600805,-2.645096000191649,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-11,835.32,80.150002,0.7757362255546685,0.3128911060602979,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-14,841.44,78.769997,4.205676920790613,-0.24063070213563575,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-15,881.27,81.550003,10.058321781374492,3.345582139369818,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-16,860.02,80.5,6.942389236374469,2.131438721136769,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-17,879.2,82.050003,5.6857795408101985,2.2939833224533634,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-18,884.39,81.339996,6.1348662498349915,1.5861071562383033,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-21,899.72,81.529999,4.280299957115874,-0.6942740729421137,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-22,890.16,79.730003,2.7364533441052385,-3.1227216358667764,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-23,896.14,79.440002,2.5308345346788386,-4.87366770749208,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-24,882.5,80.43,0.7799741911907576,-4.375224059264948,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-25,897.65,82.0,0.2076379508590298,-3.9250123942592197,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-28,890.23,80.760002,3.0084583964916645,-2.2985747738410445,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-29,882.15,80.16999799999998,0.847108855202694,-4.661669861418494,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-30,890.71,80.360001,2.3863440427610794,-4.921907415590665,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-31,885.76,80.16999799999998,1.9849859531156477,-3.9535197801183863,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-11-01,900.96,80.480003,4.338158656630009,-3.396945226190018,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-11-04,908.35,82.220001,7.094013063264892,-0.03647294832826997,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-05,915.39,82.0,6.629158512720146,-2.2762530198425446,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-06,923.76,83.110001,4.865478487910102,-2.384305877194115,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-07,902.65,82.57,2.989331964173658,-2.984374304025683,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-08,894.74,81.989998,1.8080446037435305,-2.843940073989104,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-11,876.19,81.599998,-0.42503380950755787,-4.550239900578779,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-12,882.95,82.75,0.5305764610777919,-2.7957207610379675,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-13,882.53,80.989998,1.9099527708172026,-4.650346017180462,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-14,904.27,82.959999,3.7506597214254533,-1.3085879445298043,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-15,909.83,82.949997,4.782909132788227,-1.0969428485652966,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-18,900.36,82.540001,1.7091603312133552,-3.144801652842033,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-19,896.74,82.739998,0.6656862855154433,-3.3298260698598425,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-20,914.15,82.870003,3.891307065495342,-3.290931187047952,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-21,933.76,84.16999799999998,4.496519617717487,-2.8508783800886506,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-22,930.55,84.690002,4.320579365702182,-2.811564181909154,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-25,932.87,84.769997,2.3590857719696823,-3.7797969076003746,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-26,913.31,84.300003,-0.6213140084002533,-4.627215800737816,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-27,938.87,84.93,3.010653588317269,-2.6590257879656076,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-29,936.31,84.849998,4.172183220035386,-1.9415243492606593,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-12-02,934.53,85.440002,2.1522889248393184,-1.1568717918354565,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-03,920.75,84.720001,0.31704872308899734,-2.227352516391179,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-04,917.58,84.550003,0.0719801073157944,-1.3649066569656143,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-05,906.55,84.260002,-1.0640619884317415,-2.114312218533665,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-06,912.23,83.910004,-1.9191897471185326,-3.7839640383438122,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-09,892.0,83.959999,-3.728886730343739,-4.4388822622481,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-10,904.45,83.309998,-3.2042294973191,-6.298510570306581,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-11,904.96,82.459999,-2.652696800843357,-6.049901084080023,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-12,901.58,82.519997,-2.0309257065861064,-6.683255682460709,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-13,889.48,82.32,-4.706399117215366,-8.441779181769371,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-16,910.4,83.379997,-3.6725883759562428,-7.622429478785076,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-17,902.99,82.269997,-4.171707524143054,-8.446476647602076,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-18,891.12,81.93,-5.127331573119831,-7.819528841793277,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-19,884.25,81.33000200000002,-6.5936387547931075,-8.288225078935485,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-20,895.76,81.57,-5.14031557767658,-8.090140845070426,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
