,S&P 500,S&P 500 Financials (Sector),S&P 500 Performance (%),S&P 500 Financials (Sector) Performance (%),S&P 500 Financials (Sector) Outperform/Underperform,overall,purchasing power of the consumer dollar,commodities,other services,housing,shelter,services,other personal services
1993-05-28,450.19,104.050003,-3.407213508700413,-5.973252088441994,UNDERPERFORM,144.3,,131.3,176.6,141.2,155.8,157.8,
1993-06-01,453.83,104.870003,-2.4776517105037033,-5.23224362073943,UNDERPERFORM,144.3,,131.3,176.6,141.2,155.8,157.8,
1993-06-02,453.85,104.739998,-2.0333714680423887,-5.349725091280499,UNDERPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-03,452.49,104.339996,-2.522619560534245,-5.10232028473816,UNDERPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-04,450.06,103.040001,-3.0669825543829465,-5.372392371865109,UNDERPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-07,447.69,100.489998,-3.6417640601795087,-7.322698515171089,UNDERPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-08,444.71,100.209999,-4.921642828127348,-7.742592310552599,UNDERPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-09,445.78,101.300003,-4.713250539725966,-6.936146200021054,UNDERPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-10,445.38,101.360001,-5.0564911532722245,-6.966494914176091,UNDERPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-11,447.26,102.82,-4.521390146016568,-4.30007624162182,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-14,447.71,103.309998,-3.3065526327156536,-1.3558722040712623,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-15,446.27,103.440002,-2.4525126232267436,0.31031709725610757,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-16,447.43,103.489998,-2.641599756293922,-1.541245347338549,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-17,448.54,104.160004,-2.5357988744268867,-1.3542873891197016,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-18,443.68,103.639999,-3.6169704342536857,-2.438109692983814,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-21,446.22,105.010002,-3.773829034762355,-1.1949539066141712,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-22,445.93,106.150002,-3.6118796472419112,0.9318284859147763,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-23,443.19,105.489998,-4.770192741571588,-0.34010392706856907,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-24,446.62,107.199997,-3.693800539083558,2.085510864003215,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-25,447.6,107.220001,-4.100784162488747,1.5437115841921312,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-28,451.85,109.550003,-2.7882360534411843,4.742334056500019,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-29,450.69,108.739998,-2.788921961951596,4.407101211577502,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-30,450.53,109.139999,-2.6091655858192953,5.266202739197534,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-07-01,449.02,109.260002,-2.2019907215821255,6.553540993236373,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-07-02,445.84,108.290001,-3.294796434071534,4.185105749757434,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-06,441.43,108.129997,-4.526775672636041,4.121327956116083,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-07,442.83,108.949997,-4.3687643070012605,4.358232675129647,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-08,448.64,111.07,-2.870751244858194,5.77087694941667,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-09,448.11,110.620003,-2.9623854999025534,5.402578525085611,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-12,448.98,110.75,-2.7950377795578962,5.055968602845162,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-13,448.09,109.970001,-3.2432899311178875,3.8040390069088215,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-14,450.08,109.239998,-3.1856998429736105,2.640231137837068,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-15,449.22,109.980003,-3.6897283622408517,2.230898824485994,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-16,445.75,109.639999,-4.501242608621137,1.858045353567861,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-19,446.03,110.269997,-4.34493555512665,2.3672446865276253,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-20,447.31,109.940002,-3.6343659787151594,2.4794957352674896,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-21,447.18,110.010002,-3.6104584743387957,3.3248811559605462,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-22,444.51,109.029999,-4.550139574833578,2.1836945318752132,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-23,447.1,109.910004,-3.4466375847622244,3.698467849768239,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-26,449.09,110.610001,-2.7606963450545696,5.002852857522422,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-27,448.24,110.699997,-3.2589459144472643,4.070690869492588,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-28,447.19,110.309998,-4.114670440413393,2.51858740740869,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-29,450.24,111.900002,-3.3508640120210376,3.6495026273573927,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-30,448.13,111.089996,-3.6900924134966706,3.619062621201974,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-08-02,450.15,111.650002,-3.674141915603868,3.8508045046822703,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-03,449.27,111.669998,-3.8747913903034004,3.9854726137021457,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-04,448.54,112.0,-4.675479236621749,3.5215804876313817,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-05,448.13,112.150002,-4.843504480400895,3.6219152650305286,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-06,448.68,112.519997,-4.653831442050227,4.533628804660239,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-09,450.72,113.220001,-3.8238306589279514,5.6353806680350615,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-10,449.45,113.239998,-3.6445492550112535,6.0101085938962795,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-11,450.46,113.150002,-3.218459951873498,6.725151105220273,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-12,448.96,113.260002,-3.8403049968943503,6.738291332218527,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-13,450.14,113.190002,-3.7236659180836296,7.228120637137581,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-16,452.38,112.870003,-3.15550607980819,7.444074037770365,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-17,453.13,111.889999,-3.5688444349861626,4.472456666152325,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-18,456.04,112.110001,-4.046121152187165,3.565820785219387,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-19,456.43,111.919998,-3.7331533545651996,3.333025636285214,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-20,456.16,111.720001,-3.7982158297656943,3.0057182648508096,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-23,455.23,111.779999,-3.6489089254344242,3.061036354979141,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-24,459.77,113.339996,-3.187972457939403,3.5919859759807604,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-25,460.13,113.5,-2.782590323262202,4.358218014744053,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-26,461.04,113.720001,-2.7854507116499727,4.840047894901378,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-27,460.54,113.209999,-2.9011174362218006,5.203975418604445,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-30,461.9,113.260002,-2.7538001600067474,4.695879090404875,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-31,463.56,113.800003,-2.3508594539939365,5.165884901264994,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-09-01,463.15,113.660004,-1.8687628450960947,5.553495542347697,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-09-02,461.3,113.080002,-2.042809819077551,5.063648752122507,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-03,461.34,113.459999,-2.5063398140321214,4.235187032341514,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-07,458.52,113.510002,-3.8842888586102187,2.761183258746902,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-08,456.65,113.459999,-4.606225193231673,1.885774049157929,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-09,457.5,115.129997,-5.006125288096175,2.5474303700212975,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-10,461.72,116.510002,-3.732121262666277,4.380934302608819,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-13,462.06,116.139999,-4.136929460580907,4.133417054903776,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-14,459.9,115.190002,-4.3290133344427995,4.3387680373411674,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-15,461.6,115.209999,-1.7475149528532796,7.411893391536584,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-16,459.43,114.839996,-2.613617093437337,6.927368586082516,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-17,458.83,114.879997,-2.594204436896297,7.254220826680791,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-20,455.05,114.330002,-3.7481227658269334,5.998517467100717,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-21,452.95,112.919998,-3.4077580875610525,5.611672383308508,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-22,456.2,114.120003,-2.9733293632225988,6.524788757344968,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-23,457.74,114.419998,-2.656146991897579,6.8147822960759274,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-24,457.63,114.93,-3.1511893676458125,6.901681575636109,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-27,461.8,116.339996,-2.324499249138101,8.223252093023259,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-28,461.53,116.769997,-1.8731130671429175,9.365927021614517,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-29,460.11,116.330002,-1.6207316812418493,9.662518671521148,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-30,458.93,115.709999,-2.657701607771601,7.847886961991901,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-10-01,461.28,116.209999,-1.999192674584127,8.516204445464727,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-10-04,461.34,116.459999,-0.6289579115151045,10.735001630407925,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-05,461.2,115.849998,-1.0449074173407458,9.261528899948402,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-06,460.74,115.959999,-1.3700389604829333,9.375591663146343,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-07,459.18,115.470001,-1.132546722935146,10.097258107282347,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-08,460.31,115.940002,-0.9681375185559671,11.245443185132963,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-11,460.88,115.790001,-0.46003326062071803,12.015089135675083,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-12,461.12,116.389999,-0.7789301544949834,12.356408431563226,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-13,461.49,116.519997,-1.1608232850014,12.645006522718361,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-14,466.83,115.720001,0.2039151712887488,12.001549554781278,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-15,469.5,114.489998,0.522416820108762,10.543591773679651,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-18,468.45,111.809998,0.9808148307824949,8.637777081962227,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-19,466.21,110.830002,-0.04930966469428588,6.189516924704885,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-20,466.07,110.660004,-0.2824193927983054,5.400520152405375,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-21,465.36,110.660004,-0.3533114922592562,4.662821205065137,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-22,463.27,110.660004,-1.3101273912487832,3.246878148908383,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-25,464.2,109.949997,-1.4228073901040528,2.9590747920303917,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-26,464.3,108.889999,-1.4350613509956256,2.2825474570970172,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-27,464.61,108.43,-0.8387757715456523,2.4664524664524734,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-28,467.73,108.620003,-0.22824232081911644,2.211354160478618,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-29,467.83,108.849998,-0.15153455414693706,2.2641825955621364,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-11-01,469.1,108.949997,1.0229352858834861,3.1235162683669326,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-11-02,468.44,107.440002,1.7065439228798551,2.6660295716000038,OUTPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-03,463.02,104.730003,0.6565217391304223,0.10514241717236583,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-04,457.49,103.120003,1.1072312588401578,0.2138007732983338,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-05,459.57,105.110001,3.1466726517787036,3.925254142033352,OUTPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-08,460.21,105.589996,3.2393386724095308,3.9988151679189787,OUTPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-09,460.33,106.230003,4.877882074182072,6.272513067952312,OUTPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-10,463.72,106.279999,3.441968368689907,3.9616510624576717,OUTPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-11,462.64,105.169998,3.2563329985492606,2.0374483360822815,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-12,465.39,105.849998,3.218151171043293,1.5737443774469284,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-15,463.75,105.010002,3.7239991053455546,0.7193554437108007,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-16,466.74,105.589996,3.7499722141952185,-0.8265285918425014,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-17,464.81,104.589996,3.851911432848487,-1.4510515815806535,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-18,463.62,104.150002,3.89010890512258,-1.3263865089610638,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-19,462.6,103.68,3.6336753438774183,-2.3820723320033044,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-22,459.13,102.540001,2.9024160652651343,-3.745421982027808,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-23,461.03,103.940002,4.19698955837815,-1.9433943396226394,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-24,462.36,103.849998,4.4786911917566785,-2.378265718507211,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-26,463.06,104.400002,4.774187709294964,-1.126995023278532,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-29,461.9,105.010002,2.9349497470639196,-1.064628802191725,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-30,461.79,104.949997,3.1633268547684557,-0.3134517506976908,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-12-01,461.89,105.419998,2.0277882087870847,-0.36858520685350005,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-12-02,463.11,105.940002,2.4874410781862144,0.7896498830782139,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-03,464.89,106.43,3.5159207303495865,2.297192403910109,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-06,466.43,107.580002,3.4419285444988956,2.6624687216101783,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-07,466.76,107.639999,3.032978676438125,2.231928936917771,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-08,466.29,107.720001,2.926958479570896,2.0945872032113177,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-09,464.18,107.279999,2.758345877977497,1.6390297970905854,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-10,463.93,106.470001,2.7803624440604358,0.2447999269823864,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-13,465.7,106.699997,3.9926756286007725,1.3969342944901264,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-14,463.06,105.989998,4.688913004159878,1.795999756165978,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-15,461.84,105.339996,3.549247774713571,-0.1611278521253423,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-16,463.34,106.370003,4.949149471109182,1.536847049697454,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-17,466.38,107.599998,5.099718309859158,2.8483988860141807,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-20,465.85,107.959999,4.888098347367964,2.7701055848613265,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-21,465.3,107.209999,4.681770118562856,1.40938137145874,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-22,467.32,107.510002,3.9944811625164167,-0.2782636170719499,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-23,467.38,107.389999,3.017478895280923,-1.9090280806806303,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-27,470.54,108.190002,3.0800911321416047,-1.4483485284054298,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-28,470.94,108.230003,3.5214982854128163,-0.806523684295446,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-29,470.58,107.639999,3.8349514563106757,-0.9478227836168807,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-30,468.64,107.18,3.0408302368021722,-2.1901824750833465,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-31,466.45,106.82,2.215453390016209,-2.8202311284612813,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1994-01-03,465.44,106.019997,1.833457314138176,-3.3105380153116593,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-04,466.89,106.110001,2.0903942448560198,-3.4398016511038465,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-05,467.55,105.559998,2.420591456736032,-4.149640537990762,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-06,467.12,105.050003,2.07372768393681,-5.801644704133202,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-07,469.9,107.099998,2.676718015951063,-4.023656385828711,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-10,475.27,108.25,3.2903744593919093,-3.4258150923656028,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-11,474.13,108.309998,3.3233089260809034,-3.441205374720624,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-12,474.17,108.459999,3.4831190938652723,-3.178002227584431,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-13,472.47,108.459999,3.371548593182516,-3.2470999687261415,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-14,474.91,109.410004,3.7238457170314154,-2.6341540633401883,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-17,473.3,108.760002,3.1896570519109657,-3.4445996399556145,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-18,474.25,108.470001,3.2999346547593067,-4.136103329454654,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-19,474.3,107.610001,2.580184700564492,-5.063958624860321,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-20,474.98,108.18,3.1197759492846533,-4.180692574301281,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-21,474.72,108.209999,2.7688177862446706,-3.762009004588962,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-24,471.97,107.68,2.9490675100883434,-3.3306392255196937,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-25,470.92,107.629997,3.3898305084745672,-2.2256585714814814,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-26,473.2,108.849998,4.843355341870881,0.009189636500894771,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-27,477.05,110.459999,5.288132600587092,0.9781515767268489,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-28,478.7,111.360001,6.4653159264284055,2.664331126907604,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-31,481.61,112.269997,8.764679313459812,5.318948505045951,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-02-01,479.62,111.620003,7.223178556258514,3.39014823444006,UNDERPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-02-02,482.0,111.529999,8.054789607012358,3.9906750582750616,UNDERPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
1994-02-03,480.71,110.400002,7.390031946026854,2.174918033088802,UNDERPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
1994-02-04,469.81,107.260002,5.748756386881859,0.5436839145106731,UNDERPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
1994-02-07,471.76,107.400002,5.728372926938596,-0.11160249567343516,UNDERPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
1994-02-08,471.05,107.110001,5.5290454107578935,-0.557049489899264,UNDERPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
1994-02-09,472.77,107.860001,5.971353641315313,0.04638067055711126,UNDERPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
1994-02-10,468.93,106.919998,4.583166064498867,-0.9724951285311034,UNDERPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
