,S&P 500,S&P 500 Industrials (Sector),S&P 500 Performance (%),S&P 500 Industrials (Sector) Performance (%),S&P 500 Industrials (Sector) Outperform/Underperform,overall,energy,commodities,communication,transportation,services,durable
1993-09-03,461.34,100.099998,-2.5063398140321214,-7.151470311686669,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-07,458.52,99.580002,-3.8842888586102187,-8.026226323807883,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-08,456.65,98.970001,-4.606225193231673,-8.98473163481206,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-09,457.5,99.120003,-5.006125288096175,-9.520766512439083,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-10,461.72,99.790001,-3.732121262666277,-8.659037986270024,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-13,462.06,100.580002,-4.136929460580907,-8.67156565890037,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-14,459.9,100.199997,-4.3290133344427995,-8.884244713246847,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-15,461.6,100.510002,-1.7475149528532796,-6.641279708665071,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-16,459.43,100.400002,-2.613617093437337,-7.41423815171085,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-17,458.83,100.269997,-2.594204436896297,-7.772262621667925,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-20,455.05,99.510002,-3.7481227658269334,-8.781734669785857,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-21,452.95,98.849998,-3.4077580875610525,-8.429827932278677,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-22,456.2,99.480003,-2.9733293632225988,-7.922989560135241,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-23,457.74,99.410004,-2.656146991897579,-8.284892594195892,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-24,457.63,99.150002,-3.1511893676458125,-9.311259319285469,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-27,461.8,100.160004,-2.324499249138101,-8.779598120776011,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-28,461.53,100.209999,-1.8731130671429175,-8.42547838801061,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-29,460.11,99.849998,-1.6207316812418493,-7.768339039934624,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-30,458.93,99.589996,-2.657701607771601,-8.7251442697723,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-10-01,461.28,100.019997,-1.999192674584127,-8.027588965517241,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-10-04,461.34,100.110001,-0.6289579115151045,-6.5440644171752,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-05,461.2,99.809998,-1.0449074173407458,-6.73705774818888,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-06,460.74,99.639999,-1.3700389604829333,-7.156169399925449,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-07,459.18,99.089996,-1.132546722935146,-7.132147342047257,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-08,460.31,99.25,-0.9681375185559671,-6.982190449358683,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-11,460.88,99.260002,-0.46003326062071803,-6.946654297302979,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-12,461.12,98.68,-0.7789301544949834,-8.050689526649258,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-13,461.49,98.650002,-1.1608232850014,-8.826243313112103,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-14,466.83,98.620003,0.2039151712887488,-8.68518240740741,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-15,469.5,99.440002,0.522416820108762,-7.9855630609789845,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-18,468.45,99.690002,0.9808148307824949,-7.2478607950913325,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-19,466.21,99.769997,-0.04930966469428588,-7.628927735785062,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-20,466.07,99.0,-0.2824193927983054,-8.443537642935473,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-21,465.36,98.660004,-0.3533114922592562,-8.639683464018589,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-22,463.27,98.82,-1.3101273912487832,-8.406709689560765,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-25,464.2,99.260002,-1.4228073901040528,-8.135123328039152,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-26,464.3,99.730003,-1.4350613509956256,-8.099884116288736,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-27,464.61,99.93,-0.8387757715456523,-7.231712706723792,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-28,467.73,100.580002,-0.22824232081911644,-6.437207441860471,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-29,467.83,100.599998,-0.15153455414693706,-6.791440748633382,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-11-01,469.1,101.239998,1.0229352858834861,-5.374334150375438,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-11-02,468.44,101.379997,1.7065439228798551,-4.286254801477629,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-03,463.02,100.440002,0.6565217391304223,-5.111002458403435,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-04,457.49,99.279999,1.1072312588401578,-4.400576878200802,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-05,459.57,99.370003,3.1466726517787036,-2.482825270209521,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-08,460.21,99.449997,3.2393386724095308,-2.7574069450691407,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-09,460.33,99.82,4.877882074182072,-1.0703686606468144,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-10,463.72,100.370003,3.441968368689907,-2.477647735671362,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-11,462.64,100.190002,3.2563329985492606,-2.680908285990513,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-12,465.39,100.610001,3.218151171043293,-2.6511824412420393,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-15,463.75,100.5,3.7239991053455546,-2.0658769616290096,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-16,466.74,101.059998,3.7499722141952185,-1.9691513034882702,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-17,464.81,100.879997,3.851911432848487,-2.0677652253613177,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-18,463.62,100.669998,3.89010890512258,-1.7566146017701234,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-19,462.6,100.839996,3.6336753438774183,-1.0596566142004882,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-22,459.13,100.349998,2.9024160652651343,-1.1719548830810056,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-23,461.03,100.32,4.19698955837815,0.5009016229212682,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-24,462.36,100.639999,4.4786911917566785,1.054325777862264,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-26,463.06,101.110001,4.774187709294964,2.348415807790105,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-29,461.9,100.970001,2.9349497470639196,1.1926257886613056,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-30,461.79,101.040001,3.1633268547684557,1.4050602308817828,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-12-01,461.89,101.010002,2.0277882087870847,0.27796981203307425,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-12-02,463.11,101.459999,2.4874410781862144,0.6248110557411257,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-03,464.89,101.800003,3.5159207303495865,0.9820504113094097,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-06,466.43,102.089996,3.4419285444988956,0.9792265277789536,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-07,466.76,102.239998,3.032978676438125,0.9977229774457363,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-08,466.29,102.589996,2.926958479570896,1.0639286560155892,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-09,464.18,102.839996,2.758345877977497,1.2105058438096172,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-10,463.93,102.870003,2.7803624440604358,1.1603903793806492,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-13,465.7,103.449997,3.9926756286007725,3.161146820514027,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-14,463.06,103.550003,4.688913004159878,4.543159882589798,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-15,461.84,103.879997,3.549247774713571,4.391513327474361,OUTPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-16,463.34,104.080002,4.949149471109182,5.761607326019402,OUTPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-17,466.38,104.989998,5.099718309859158,6.232921051645834,OUTPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-20,465.85,104.739998,4.888098347367964,5.80866765953465,OUTPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-21,465.3,104.660004,4.681770118562856,5.899020420944656,OUTPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-22,467.32,105.019997,3.9944811625164167,5.696453243795774,OUTPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-23,467.38,104.970001,3.017478895280923,4.6769067079867055,OUTPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-27,470.54,105.610001,3.0800911321416047,4.440266877761068,OUTPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-28,470.94,105.529999,3.5214982854128163,4.921452477203192,OUTPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-29,470.58,105.559998,3.8349514563106757,5.633941759231442,OUTPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-30,468.64,105.290001,3.0408302368021722,4.860070516479609,OUTPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-31,466.45,105.0,2.215453390016209,4.456827630028681,OUTPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1994-01-03,465.44,104.199997,1.833457314138176,2.964426965348621,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-04,466.89,104.459999,2.0903942448560198,2.7239619879248167,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-05,467.55,104.660004,2.420591456736032,2.9004080513264086,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-06,467.12,105.389999,2.07372768393681,3.3032759254050914,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-07,469.9,105.830002,2.676718015951063,3.430416340891318,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-10,475.27,106.980003,3.2903744593919093,4.228374943768265,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-11,474.13,107.160004,3.3233089260809034,4.495368956742007,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-12,474.17,107.300003,3.4831190938652723,5.196081372549033,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-13,472.47,107.07,3.371548593182516,5.156157925751326,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-14,474.91,107.919998,3.7238457170314154,5.980551782764398,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-17,473.3,108.0,3.1896570519109657,6.215578284815093,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-18,474.25,108.629997,3.2999346547593067,6.2396058679706545,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-19,474.3,109.089996,2.580184700564492,5.809891480308282,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-20,474.98,109.0,3.1197759492846533,6.268889538851519,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-21,474.72,109.0,2.7688177862446706,5.753371495100423,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-24,471.97,108.889999,2.9490675100883434,6.265246352442211,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-25,470.92,107.860001,3.3898305084745672,6.109197125249444,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-26,473.2,107.809998,4.843355341870881,7.562600791301977,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-27,477.05,108.269997,5.288132600587092,7.817167054713536,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-28,478.7,108.739998,6.4653159264284055,8.544617688161305,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-31,481.61,109.550003,8.764679313459812,10.701297602074566,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-02-01,479.62,109.25,7.223178556258514,9.304655606943136,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-02-02,482.0,110.129997,8.054789607012358,10.33964453140257,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-03,480.71,109.970001,7.390031946026854,9.882093127855862,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-04,469.81,107.660004,5.748756386881859,8.791436022548883,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-07,471.76,108.440002,5.728372926938596,9.226433412836755,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-08,471.05,108.720001,5.5290454107578935,9.222423053823348,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-09,472.77,109.089996,5.971353641315313,9.506115955447214,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-10,468.93,107.949997,4.583166064498867,7.906833187656592,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-11,470.18,108.040001,4.589033477922366,7.856646857475225,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-14,470.23,108.389999,4.947998035977319,8.781613897848395,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
