,S&P 500,S&P 500 Energy (Sector),S&P 500 Performance (%),S&P 500 Energy (Sector) Performance (%),S&P 500 Energy (Sector) Outperform/Underperform,overall,energy,energy commodities,fuels and utilities,transportation,transportation services,utilities and public transportation
1993-02-01,442.52,93.04,-1.3685195916729898,-10.331534309946022,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-02-02,442.55,93.25,-1.3046387154326378,-9.139627789145466,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-03,447.2,93.89,-0.3875796320220948,-9.590755897929704,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-04,449.56,94.16,0.4693156930228426,-8.777368726990897,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-05,448.93,94.92,0.8604807908335177,-7.077826725403824,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-08,447.85,95.94,0.9512431530780185,-4.953437685753914,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-09,445.33,95.18,1.3357302143539806,-5.340626553953243,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-10,446.23,94.69,2.105118641740855,-4.776749798873691,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-11,447.66,95.06,3.256908243760659,-4.366197183098597,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-12,444.58,93.7,1.4999657542065226,-5.970898143502257,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-16,433.91,93.72,-0.938313319026518,-7.299703264094948,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-17,433.3,93.58,-1.2736676616008524,-7.6847193449738675,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-18,431.9,93.44,-1.8832776755491998,-8.013388462295723,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-19,434.22,96.32,-1.8623152375355834,-5.317998623808129,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-22,435.24,97.29,-1.9840108095935172,-4.458411077285662,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-23,434.8,96.5,-2.186628273193547,-5.01968503937007,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-24,440.87,96.62,-0.5391869331769161,-5.004424343722336,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-25,442.34,96.15,0.006782573308306006,-4.688739095955585,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-26,443.38,96.7,0.13098464317975456,-3.41590091889733,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-03-01,442.01,97.22,-0.5288504815915029,-3.2444267515923664,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-03-02,447.9,98.83,0.6969424460431473,-2.7742252828332536,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-03,449.26,97.49,2.2835416524372043,-3.931809223492322,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-04,447.34,97.75,1.7699517699517608,-3.227403227403236,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-05,446.11,96.52,1.3034493721189033,-4.831394202326966,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-08,454.71,97.62,3.2680777616278966,-3.4516862822668304,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-09,454.4,97.47,1.5260182764707197,-3.875739644970422,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-10,456.33,97.34,1.273885350318471,-4.662095984329085,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-11,453.72,96.61,1.7674502063520725,-4.705070033537185,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-12,449.83,95.68,0.40848214285713613,-5.965601965601963,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-15,451.43,96.57,0.5748022724741064,-5.406993828974449,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-16,451.37,97.73,-0.4565102328863757,-4.401838990511586,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-17,448.31,98.17,-0.9062575981963361,-4.754050645192576,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-18,451.89,98.88,0.3776183389235577,-3.8038719719817204,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-19,450.18,99.02,-0.8042659145494957,-4.448518768696319,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-22,448.88,99.3,-1.0950754654621586,-4.048700357522462,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-23,448.76,98.6,-0.8243276094499374,-4.8170672844869316,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-24,448.07,99.45,-0.4421632671199438,-3.913043478260869,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-25,450.88,100.23,0.7125466282472237,-3.448608033908096,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-26,447.78,99.78,0.6903375233298092,-4.223459397197161,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-29,450.77,100.52,1.1193862443357627,-4.40323347598669,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-30,451.97,100.82,1.479635367551313,-3.5953337158156518,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-31,451.67,100.25,0.9860036667710181,-1.6288882347169076,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-04-01,450.3,99.78,0.5784994751066641,-2.387008413226377,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-04-02,441.39,99.89,-1.0935084141887152,-2.2411430808377486,UNDERPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-05,442.29,101.63,-1.148783049862545,-1.7877850792423766,UNDERPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-06,441.16,102.19,-1.645338208409508,-1.6836636521069814,UNDERPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-07,442.73,102.82,-0.2141182834475286,0.5574572127139188,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-08,441.84,102.81,-0.9815785935189059,0.0,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-12,448.37,103.51,0.5471710806628893,0.27123898091641063,UNDERPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-13,449.22,103.84,1.3605902660258629,2.9137760158572723,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-14,448.66,103.76,0.45676413953696926,2.7225027225027176,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-15,448.4,102.63,0.17873100983019086,1.4330895433880109,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-16,448.94,103.85,-0.6440190328648954,1.5747261345852914,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-19,447.46,103.22,-0.7166788701768456,1.3252184156277602,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-20,445.1,102.15,-1.2052471533527065,0.4424778761062065,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-21,443.63,100.94,-1.2003919647231687,-0.43401065298874775,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-22,439.46,100.55,-1.431006639153054,0.4595863722649529,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-23,437.03,99.44,-0.9967605282830916,0.18134193028409573,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-26,433.54,99.4,-2.09787051464444,-0.23085416039344553,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-27,438.01,99.65,-2.3693830242510705,-0.5489021956087803,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-28,438.02,101.1,-2.2516792751779757,1.3026052104208485,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-29,438.89,101.37,-2.2473161388035123,1.4917901481778184,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-30,440.19,101.58,-1.7630386752661265,1.6409845907544574,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-05-03,442.46,101.73,-1.6930323498044797,1.6283716283716387,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-04,444.05,101.83,-1.1508837540626038,3.098106712564541,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-05,444.52,101.6,-0.27593942793046056,3.7369818256075105,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-06,443.26,101.71,-0.6210344595654949,2.4785894206549086,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-07,442.31,100.88,-1.1177930294426708,1.77562550443906,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-10,442.8,100.12,-0.9794713538172517,0.45148991672518957,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-11,444.36,100.48,-0.03374502260915513,0.6712754233042739,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-12,444.8,101.65,-0.5144263028405316,0.793257312840856,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-13,439.23,101.48,-2.195551003139673,-0.10827837385569694,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-14,439.56,101.01,-1.936462609316436,-1.2416894798592093,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-17,440.37,101.42,-1.5250788255551262,-1.304009342156487,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-18,440.32,101.11,-2.2032693674484793,-1.6056831451926823,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-19,447.57,101.4,-0.12496373820096718,-1.1792222980216316,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-20,450.59,102.1,0.09774519604575094,-1.0946430301269072,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-21,445.84,101.38,-0.7634607251764014,-0.8605515353021786,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-24,448.0,101.75,-0.1203906006153388,0.34516765285994566,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-25,448.85,102.09,0.16066766340125938,1.7744990529358962,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-26,453.44,102.23,1.0608897209592572,1.2378688849277175,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-27,452.41,103.07,0.3749556265530751,1.6669954626159056,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-28,450.19,102.79,0.16464567805094532,1.440836869633877,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-06-01,453.83,103.63,0.7481241397682359,2.008071660596511,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-06-02,453.85,103.49,1.0891838916607277,1.113825109916955,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-03,452.49,103.59,0.522059803616659,0.8371459164800976,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-04,450.06,103.5,-0.5128431849330206,-0.10616735836309621,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-07,447.69,103.81,-1.2005384768168037,0.9432127576818328,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-08,444.71,104.18,-2.4844311902464833,0.6861892335942921,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-09,445.78,105.15,-2.333326030278471,1.2908197668818122,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-10,445.38,104.58,-2.36320589266924,0.4128660585693611,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-11,447.26,101.91,-1.7507633503943132,-2.066115702479343,UNDERPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-14,447.71,102.22,-2.62305065576266,-2.7587519025875196,UNDERPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-15,446.27,102.18,-3.0121922065503237,-3.43067762971363,UNDERPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-16,447.43,103.48,-2.952021516571235,-2.8448033048540045,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-17,448.54,103.94,-2.6056368610761327,-1.6836927733635987,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-18,443.68,102.25,-3.9445767482138905,-3.16317833128138,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-21,446.22,102.81,-3.7406161014755357,-2.9178470254957567,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-22,445.93,103.23,-3.7180179207600084,-2.548853016142738,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-23,443.19,100.9,-3.9258616952091985,-4.3239142802958375,UNDERPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-24,446.62,101.01,-3.1907053366280747,-4.851168048229082,UNDERPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-25,447.6,101.18,-2.3815755037948083,-3.738940157929782,UNDERPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-28,451.85,102.24,-1.0511332530384276,-2.172040953018861,UNDERPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-29,450.69,101.87,-1.488524590163931,-1.9915335770636866,UNDERPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-30,450.53,101.7,-2.4235467382829556,-2.9950400610454064,UNDERPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-07-01,449.02,101.38,-2.822144310262742,-2.6876559800345645,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-07-02,445.84,100.09,-3.0571863448575765,-4.054831288343552,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-06,441.43,99.26,-4.369584055459274,-5.655355954757146,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-07,442.83,99.63,-3.6131728446118117,-4.18349682631276,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-08,448.64,100.2,-2.2208661159906717,-2.6239067055393583,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-09,448.11,99.8,-1.525107131084491,-2.3101018010963204,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-12,448.98,99.88,-0.8764764322772844,-2.4609375000000044,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-13,448.09,99.94,-1.7777290661990408,-2.3260359655981167,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-14,450.08,100.1,-1.673439070214533,-1.6506189821183015,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-15,449.22,98.77,-1.8377291698533638,-4.022932659605482,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-16,445.75,97.94,-3.4755305326981456,-6.0617686552848715,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-19,446.03,99.25,-3.3583949039065697,-5.141928701137333,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-20,447.31,99.12,-2.781943448305846,-7.416402017560242,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-21,447.18,99.67,-2.5603033142309273,-6.579810666416719,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-22,444.51,99.81,-3.635535900104059,-7.668825161887138,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-23,447.1,100.85,-3.0866605973902006,-6.36895367189676,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-26,449.09,101.59,-2.6257588898525586,-5.20668097415321,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-27,448.24,102.28,-2.7130268698181137,-4.187353629976576,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-28,447.19,102.76,-2.6111764449671226,-3.529853548629358,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-29,450.24,102.76,-2.187656144771999,-3.611293499671697,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-30,448.13,102.61,-2.766446797430999,-3.8602080014991103,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-08-02,450.15,103.23,-2.3789902845246402,-3.703358208955221,UNDERPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-03,449.27,102.26,-2.647944700860261,-3.528301886792451,UNDERPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-04,448.54,101.4,-3.9179144442302305,-4.348646354117536,UNDERPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-05,448.13,100.31,-4.551650692225772,-5.732543933840795,UNDERPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-06,448.68,100.98,-4.220300992635284,-5.484837139648069,UNDERPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-09,450.72,101.38,-3.322537054117236,-4.744902752983194,UNDERPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-10,449.45,101.33,-3.5659879417254903,-4.3966411925653315,UNDERPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-11,450.46,101.59,-3.2018222451435485,-3.4957727747696343,UNDERPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-12,448.96,102.35,-3.088911433937014,-2.4587820451729803,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-13,450.14,102.73,-3.0288668677294295,-2.864977307110439,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-16,452.38,103.61,-2.567305621365501,-2.190125554611544,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-17,453.13,102.84,-2.4708895632896466,-2.7701616715514743,UNDERPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-18,456.04,103.47,-2.4993051546832623,-2.4879841673734804,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-19,456.43,103.81,-2.436782591967168,-1.8994518994518872,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-20,456.16,104.15,-2.7584736729908355,-1.4384404277467566,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-23,455.23,104.06,-2.819998292203907,-1.1024520053221742,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-24,459.77,105.12,-0.7019135242538166,0.4299226139294898,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-25,460.13,105.81,0.5770617937004063,1.4477468839884988,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-26,461.04,106.51,0.31986422090215516,2.1972749952024584,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-27,460.54,105.72,0.07170639490667874,1.7027417027416947,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-30,461.9,105.59,0.34105967458126774,2.2366382649109173,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-31,463.56,105.9,-0.03450357974640328,2.190485380681273,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-09-01,463.15,105.93,0.11023690126232832,3.761387011460471,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-09-02,461.3,105.46,-0.8788328068931373,2.6774413396942753,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-03,461.34,106.16,-0.5196765498652334,4.870097797095707,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-07,458.52,105.11,-1.7611518189998732,4.255108113469563,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-08,456.65,104.51,-1.7555560336481646,1.3381169397847392,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-09,457.5,103.94,-1.320046589879642,1.0401477593078523,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-10,461.72,104.84,-0.19022913964548138,2.1434138737334463,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-13,462.06,104.18,0.6381634831093663,1.847687946035781,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-14,459.9,104.32,-0.2451033555300075,1.8849497021193429,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-15,461.6,105.21,-0.16437408080283156,3.035941631573791,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-16,459.43,103.98,-0.7839156912711087,4.966686856450631,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-17,458.83,102.9,-0.6646460272786259,4.6795523906409064,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-20,455.05,102.16,-1.459537885185913,2.7456502061751875,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-21,452.95,102.4,-1.935525774535063,3.3091202582727908,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-22,456.2,102.32,-1.492086113450375,3.1971759959656953,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-23,457.74,101.78,-1.5379982361418798,2.528457741513046,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-24,457.63,102.91,-1.8866710974851597,3.6354481369587077,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-27,461.8,104.26,-1.0626446139343493,4.762861736334423,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-28,461.53,104.63,-1.0208239507602634,5.922251467908479,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-29,460.11,107.06,-0.8768150286526777,8.712428919577576,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-30,458.93,106.69,-1.0777487983100853,7.064726542900135,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-10-01,461.28,108.1,-0.9491088683701965,8.851072399556937,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-10-04,461.34,107.71,-0.371442145726264,9.128672745694022,OUTPERFORM,146.0,104.4,97.0,122.4,165.7,165.7,136.5
1993-10-05,461.2,107.17,-0.13857613026155846,9.334829626606812,OUTPERFORM,146.0,104.4,97.0,122.4,165.7,165.7,136.5
1993-10-06,460.74,106.75,-0.5611430051366106,8.386638237384503,OUTPERFORM,146.0,104.4,97.0,122.4,165.7,165.7,136.5
