,S&P 500,S&P 500 Energy (Sector),S&P 500 Performance (%),S&P 500 Energy (Sector) Performance (%),S&P 500 Energy (Sector) Outperform/Underperform,overall,energy,energy commodities,fuels and utilities,transportation,transportation services,utilities and public transportation
1995-06-14,536.47,115.39,-3.7652925770458867,4.255511384170574,OUTPERFORM,152.6,105.8,100.1,123.5,177.0,177.0,138.8
1995-06-15,537.12,115.77,-4.102838778789508,3.736559139784945,OUTPERFORM,152.6,105.8,100.1,123.5,177.0,177.0,138.8
1995-06-16,539.83,116.16,-3.4379751363920796,4.357200610906475,OUTPERFORM,152.6,105.8,100.1,123.5,177.0,177.0,138.8
1995-06-19,545.22,115.8,-2.6392857142857107,4.099244875943908,OUTPERFORM,152.6,105.8,100.1,123.5,177.0,177.0,138.8
1995-06-20,544.98,114.1,-2.8417599657705073,2.5802391441157813,OUTPERFORM,152.6,105.8,100.1,123.5,177.0,177.0,138.8
1995-06-21,543.98,112.08,-3.1857336085996946,0.28632784538296097,OUTPERFORM,152.6,105.8,100.1,123.5,177.0,177.0,138.8
1995-06-22,551.07,112.07,-2.2648269012485733,-1.5548137737175116,OUTPERFORM,152.6,105.8,100.1,123.5,177.0,177.0,138.8
1995-06-23,549.71,113.09,-3.41901365145737,-1.377866922473181,OUTPERFORM,152.6,105.8,100.1,123.5,177.0,177.0,138.8
1995-06-26,544.13,112.34,-4.567058947331493,-1.3176387912860132,OUTPERFORM,152.6,105.8,100.1,123.5,177.0,177.0,138.8
1995-06-27,542.43,113.29,-4.8852338284030905,-0.9529638048609845,OUTPERFORM,152.6,105.8,100.1,123.5,177.0,177.0,138.8
1995-06-28,544.73,114.28,-4.880561570161335,-0.07869196467605866,OUTPERFORM,152.6,105.8,100.1,123.5,177.0,177.0,138.8
1995-06-29,543.87,113.69,-5.234270181735812,-1.0186313773289268,OUTPERFORM,152.6,105.8,100.1,123.5,177.0,177.0,138.8
1995-06-30,544.75,112.48,-5.509011118627605,-3.209706565700021,OUTPERFORM,152.6,105.8,100.1,123.5,177.0,177.0,138.8
1995-07-03,547.09,113.17,-5.473676935570248,-2.7665607010911586,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-05,547.26,112.58,-6.228474494953828,-3.925584570745866,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-06,553.99,113.91,-5.032999057169796,-2.7822821541350184,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-07,556.37,114.16,-4.5300890574326065,-1.4077208739960323,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-10,557.19,113.58,-4.623416638137623,-2.1873923527385486,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-11,554.78,113.76,-5.451880634660943,-2.15876838393394,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-12,560.89,114.4,-3.792452830188686,-1.3282732447817747,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-13,561.0,114.81,-3.5635088443092156,-0.2346193952033282,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-14,559.89,114.47,-3.7675529812137953,-0.07856145251396995,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-17,562.72,114.94,-3.2145989921053886,1.6178940854035817,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-18,558.46,114.44,-3.886135205837793,1.0150940065319025,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-19,550.98,114.65,-5.9552460443443085,0.36767924363128035,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-20,553.54,114.89,-5.282250474837868,0.8868984896382104,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-21,553.62,115.26,-4.830502647321744,1.6581407655671176,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-24,556.63,115.86,-4.414946594772817,1.917663617171006,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-25,561.1,115.41,-3.503190190379557,-0.04330504070673147,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-26,561.61,116.37,-3.6077785215316682,1.1913043478260832,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-27,565.22,116.47,-2.9648577657985564,1.3575841963275659,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-28,562.93,115.35,-2.6695713816415223,0.5930060172669283,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-07-31,562.06,116.16,-2.676963568361279,1.3347291285003893,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-08-01,559.64,115.48,-3.4204259137818105,1.4673578771636997,OUTPERFORM,152.9,105.6,98.8,124.1,176.5,176.5,138.9
1995-08-02,558.8,115.39,-4.167381238209577,1.6920772010222906,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-03,558.75,115.21,-4.405474764756201,0.6113003231158709,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-04,558.94,114.83,-4.131862854398561,0.5516637478108599,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-07,560.03,114.35,-4.558778417805653,-0.1745962461807138,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-08,560.39,113.81,-4.604725588996339,-0.4983388704318914,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-09,559.71,113.96,-5.238296791670183,-0.5063733193644282,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-10,557.45,113.1,-5.108432914581417,-1.463669628855202,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-11,555.11,112.0,-5.11913308036781,-1.5298048180059753,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-14,559.74,112.31,-4.569168343164998,-1.9469181072114594,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-15,558.57,111.29,-4.103215616254907,-2.972972972972965,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-16,559.97,110.27,-2.904355666527947,-2.3381454255601786,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-17,559.04,110.31,-3.5639123684664598,-2.033747779751327,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-18,559.21,110.65,-4.121731675953699,-2.9130472931473084,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-21,558.11,111.12,-4.02235597592433,-2.569048662867157,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-22,559.52,111.13,-4.227859368046294,-3.264275766016711,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-23,557.14,110.91,-5.524655768839459,-2.999825083085539,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-24,557.46,110.68,-5.606448007856823,-3.572050879944233,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-25,560.1,111.6,-4.8193590048601465,-2.5412627718103264,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-28,559.05,111.31,-4.65104379860829,-2.607402222416666,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-29,560.0,111.24,-5.35904412634568,-4.400137504297009,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-30,560.92,111.23,-5.45123554596636,-3.4964428249175783,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-08-31,561.88,111.76,-5.203131326764754,-2.8342896887497804,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-09-01,563.84,113.84,-4.804997467499561,-1.77739430543572,OUTPERFORM,153.1,104.1,97.4,123.4,176.8,176.8,138.3
1995-09-05,569.17,114.67,-3.414278199188858,-1.18914261094355,OUTPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-06,570.17,113.84,-4.005320223584096,-2.692537823745611,OUTPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-07,570.29,114.38,-4.528409281146429,-3.444200574033429,OUTPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-08,572.68,114.37,-4.564467478794154,-5.016194668216922,UNDERPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-11,573.91,114.86,-3.8435117701265065,-4.378954378954381,UNDERPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-12,576.51,116.21,-3.953418632546979,-3.855381815173331,OUTPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-13,578.77,116.39,-3.2804144385026768,-2.56989787376527,OUTPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-14,583.61,117.18,-2.7268030068170135,-1.7934964800536246,OUTPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-15,583.35,117.17,-2.9884254639792496,-2.089078298654634,OUTPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-18,582.77,115.79,-3.9046912358809527,-3.323035818652409,OUTPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-19,584.2,116.12,-3.8575472319136273,-2.7877773126831262,OUTPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-20,586.77,116.27,-3.072501115020565,-1.8652937204591602,OUTPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-21,583.0,115.94,-3.9507067778180582,-3.165455608452361,OUTPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-22,581.73,115.08,-5.206296441141955,-4.923992068737615,OUTPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-25,581.81,114.56,-5.807214091438939,-6.021328958162431,UNDERPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-26,581.41,113.11,-6.251410880712049,-7.552104617899468,UNDERPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-27,581.04,113.29,-5.701348653780613,-7.56364229765013,UNDERPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-28,585.87,114.23,-5.119194143939887,-7.446118943445146,UNDERPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-09-29,584.41,113.88,-5.667290805785131,-9.940688018979838,UNDERPERFORM,153.5,104.4,97.0,124.1,177.7,177.7,139.2
1995-10-02,581.72,113.38,-5.989204563819117,-10.477694433478103,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-03,582.34,113.68,-6.3295211439785115,-11.173620878262225,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-04,581.47,115.46,-5.746288011411515,-8.495799651291813,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-05,582.63,115.0,-5.46938378167895,-8.337318667304316,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-06,582.49,114.91,-4.00784430052239,-6.668291098115664,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-09,578.37,114.67,-5.484287418495571,-7.695403686710134,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-10,577.52,114.63,-4.690233356437945,-7.809232748914274,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-11,579.46,113.81,-5.082802339104653,-9.061126648022377,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-12,583.1,113.47,-4.7144374540403655,-9.657643312101904,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-13,584.5,114.51,-4.851049975581956,-9.111834272561303,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-16,583.03,114.2,-5.125868549948742,-9.837359861045314,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-17,586.78,114.55,-4.451898651729314,-10.015710919088772,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-18,587.44,114.38,-4.625525627912241,-9.200603318250378,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-19,590.65,114.54,-4.845907238251746,-9.44738714522886,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-20,587.46,114.78,-5.449687761539945,-8.969783487984772,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-23,585.06,113.74,-5.284118504128232,-10.53956268680195,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-24,586.54,114.54,-4.892088664039839,-11.216184791876582,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-25,582.47,114.7,-5.819293082818611,-11.721696298006623,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-26,576.72,112.91,-5.370415948806306,-12.111777068576323,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-27,579.7,112.6,-3.1379494719957157,-10.056713795031557,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-30,583.25,113.97,-3.22553883422656,-8.85316698656431,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-10-31,581.5,114.05,-3.3748192951263634,-7.614418793033617,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-11-01,584.22,114.88,-2.6007802340702213,-6.319823860393048,UNDERPERFORM,153.7,103.4,95.4,124.0,177.6,177.6,139.1
1995-11-02,589.72,114.34,-3.0767207941621244,-7.5293166194905,UNDERPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-03,590.57,114.78,-2.605669805564248,-7.338338580770165,UNDERPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-06,588.46,114.51,-3.2520057871892605,-8.03148341498675,UNDERPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-07,586.32,114.29,-4.169458836604933,-8.281839338736852,UNDERPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-08,591.71,116.36,-3.5360286925334106,-5.880449729030168,UNDERPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-09,593.26,115.26,-3.187062452063505,-5.710078534031404,UNDERPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-10,592.72,115.02,-4.393831860120012,-6.503007641033975,UNDERPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-13,592.3,115.9,-4.007908853702413,-6.100623835372277,UNDERPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-14,589.29,116.05,-5.20092661111291,-6.80212014134276,UNDERPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-15,593.96,116.99,-4.847649867034054,-6.527644614892935,UNDERPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-16,597.34,118.46,-5.206696818217871,-4.920138052813239,OUTPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-17,600.07,120.41,-5.652337976793175,-4.261747634571044,OUTPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-20,596.85,120.12,-6.517244619866558,-5.862068965517231,OUTPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-21,600.24,120.87,-5.598892803220934,-4.811781382894942,OUTPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-22,598.4,119.46,-6.708448310805537,-5.736605381519777,OUTPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-24,599.97,119.32,-7.1728064610957265,-6.002835985504962,OUTPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-27,601.32,119.67,-7.4792669979843796,-5.563446969696972,OUTPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-28,606.45,119.77,-7.563217339613148,-6.8952114427860645,OUTPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-29,607.64,119.45,-7.424166247695663,-7.3240747924586795,OUTPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-11-30,605.37,118.48,-8.478343034242952,-9.38432122370937,UNDERPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-12-01,606.98,119.73,-8.104343613268528,-8.909007912355438,UNDERPERFORM,153.9,104.4,97.0,124.4,176.0,176.0,138.5
1995-12-04,613.68,121.04,-6.39128710454866,-6.8851450111547035,UNDERPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-05,617.68,121.9,-5.164895903703259,-5.934099853383746,UNDERPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-06,620.18,122.35,-4.2902558720948285,-5.088821658521447,UNDERPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-07,616.17,122.56,-3.82111917583704,-3.9121912975303763,UNDERPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-08,617.48,123.42,-4.7245795401944175,-4.347826086956519,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-11,619.52,126.45,-5.97091946695808,-3.5395529788694757,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-12,618.78,126.65,-6.11458396552772,-2.2686935720348744,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-13,621.69,127.98,-4.423023706300155,0.5183788878416751,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-14,616.92,126.18,-4.684506519992593,-0.26084894474744935,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-15,616.34,125.46,-4.406359053896858,-0.023906287353570033,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-18,606.81,123.12,-5.249597926393202,-2.270201619304646,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-19,611.93,124.23,-5.034374660521134,-2.250373750885204,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-20,605.94,124.34,-6.894485333661116,-1.8161718256475057,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-21,610.49,125.15,-6.907699110995891,-1.789217609668059,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-22,611.95,125.6,-6.142638036809811,-2.7788528523879585,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-26,614.3,125.99,-6.020041306509604,-2.7404662652462553,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-27,614.53,126.66,-2.994475138121555,1.1176752355101405,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-28,614.12,127.3,-4.0467485391081475,0.8556488670575124,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1995-12-29,615.93,125.97,-3.3213517713353014,-0.5997001499250421,OUTPERFORM,154.7,106.9,101.2,125.3,176.7,176.7,138.8
1996-01-02,620.73,126.49,-2.7906976744185963,-1.279950050729728,OUTPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-03,621.32,126.09,-3.0505406712749816,-3.2310053722179655,UNDERPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-04,617.7,127.14,-3.6995463261774275,-0.7726527745258727,OUTPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-05,616.71,129.01,-5.506780050563076,-1.6092129347162976,OUTPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-08,618.46,129.93,-5.099050161886787,-1.887789775730575,OUTPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-09,609.45,128.47,-6.235576479276284,-1.2832334409097812,OUTPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-10,598.48,125.19,-7.811272508818689,-3.7296216548754146,OUTPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-11,602.69,125.04,-7.366819341551123,-4.169221336603302,OUTPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-12,601.81,123.45,-7.41954341271307,-6.57635840774935,OUTPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-15,599.82,122.63,-8.13973076864174,-8.771016217824723,UNDERPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-16,608.44,123.65,-6.236612165015165,-7.260181504537622,UNDERPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-17,606.37,123.87,-6.559928498782641,-7.490664675130699,UNDERPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-18,608.24,124.51,-5.77226955848179,-5.638499431602872,OUTPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-19,611.83,124.61,-6.409373900539972,-6.301225656064369,OUTPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-22,613.4,123.63,-6.388303879376123,-7.86943885535435,UNDERPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-23,612.79,122.24,-6.569799353540285,-8.97311787921662,UNDERPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-24,619.96,123.02,-5.473729149513618,-9.802771464183591,UNDERPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-25,617.03,123.43,-4.223581274059363,-7.943019093078762,UNDERPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-26,621.62,124.52,-3.2031018857347604,-7.892595606183894,UNDERPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-29,624.22,125.16,-1.4648776637726901,-6.478368078906083,UNDERPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-30,630.15,124.59,-0.16318641275071544,-7.2093542861398685,UNDERPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-01-31,636.02,125.77,-0.10836958741028413,-5.443199759416584,UNDERPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-02-01,638.46,127.6,-0.6272471166866356,-5.270972531551587,UNDERPERFORM,155.0,107.1,101.0,125.7,178.0,178.0,140.0
1996-02-02,635.84,126.98,-1.420155038759685,-5.996446550192481,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-05,641.43,126.73,-0.028054425585644083,-5.198982645122685,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-06,646.33,126.94,0.42261618060626116,-3.511705685618738,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-07,649.93,126.72,0.7534066070348899,-4.108967082860393,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-08,656.07,128.64,1.2625600024695594,-2.7958289254949475,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-09,656.37,128.89,0.7351361306362936,-4.561273602369509,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-12,661.45,130.75,1.7349308642355288,-3.420002954646173,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-13,660.51,131.44,1.1702176543569198,-2.7307037667431366,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-14,655.58,129.99,0.32442689682612436,-4.01683526545078,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-15,651.32,129.59,-0.43414455179159317,-5.180361454598659,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-16,647.98,128.91,-0.9462372166256339,-4.7861732771991905,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-20,640.65,127.55,-2.128082128998754,-4.564160119715677,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-21,648.1,129.03,0.7336255401162672,-2.4495350419596384,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-22,658.86,131.09,2.685348253666442,-0.4178061379519815,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-23,659.08,129.59,2.851079103010279,-1.1744070769465376,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-26,650.46,127.32,1.9114467458402506,-2.1217712177121872,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-27,647.24,126.51,0.38308233943886716,-3.8750854798267675,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-28,644.75,125.49,-0.10690381755082967,-5.696250093935518,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-02-29,640.43,125.98,-1.7880967351132648,-5.540976231536332,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-03-01,644.37,127.09,-2.5910417076083436,-6.005472967975745,UNDERPERFORM,155.5,108.3,103.5,126.1,177.6,177.6,140.1
1996-03-04,650.81,126.64,-2.222055288461555,-7.2506225281968595,UNDERPERFORM,156.1,111.2,108.2,126.7,178.3,178.3,140.6
1996-03-05,655.79,127.43,-1.447206275735624,-6.774453142146452,UNDERPERFORM,156.1,111.2,108.2,126.7,178.3,178.3,140.6
1996-03-06,652.0,129.19,-1.9327667895013945,-4.303703703703709,UNDERPERFORM,156.1,111.2,108.2,126.7,178.3,178.3,140.6
1996-03-07,653.65,129.54,-2.2813233469375582,-4.377352919465571,UNDERPERFORM,156.1,111.2,108.2,126.7,178.3,178.3,140.6
1996-03-08,633.5,125.26,-5.890217633514072,-9.91729593671341,UNDERPERFORM,156.1,111.2,108.2,126.7,178.3,178.3,140.6
1996-03-11,640.02,126.22,-4.866520007134789,-8.230332994038092,UNDERPERFORM,156.1,111.2,108.2,126.7,178.3,178.3,140.6
1996-03-12,637.09,126.73,-6.092096341499353,-9.251700680272112,UNDERPERFORM,156.1,111.2,108.2,126.7,178.3,178.3,140.6
1996-03-13,638.55,128.13,-5.539940828402379,-8.28203292770221,UNDERPERFORM,156.1,111.2,108.2,126.7,178.3,178.3,140.6
1996-03-14,640.87,130.3,-5.547449558591621,-6.339850488786658,UNDERPERFORM,156.1,111.2,108.2,126.7,178.3,178.3,140.6
1996-03-15,641.43,128.13,-4.581765169659202,-6.8009892347977825,UNDERPERFORM,156.1,111.2,108.2,126.7,178.3,178.3,140.6
1996-03-18,652.65,131.12,-2.2876648750617568,-3.736876881286255,UNDERPERFORM,156.1,111.2,108.2,126.7,178.3,178.3,140.6
1996-03-19,651.69,132.43,-2.9790084859312227,-3.4907447893892996,UNDERPERFORM,156.1,111.2,108.2,126.7,178.3,178.3,140.6
1996-03-20,649.98,130.14,-2.8604734576757496,-4.210216399234524,UNDERPERFORM,156.1,111.2,108.2,126.7,178.3,178.3,140.6
