,S&P 500,S&P 500 Consumer Staples (Sector),S&P 500 Performance (%),S&P 500 Consumer Staples (Sector) Performance (%),S&P 500 Consumer Staples (Sector) Outperform/Underperform,overall,food and beverages,food,nondurables,household furnishings and operations,household furnishings and supplies,tobacco and smoking products,domestically produced farm food,footwear,infants' and toddlers' apparel,men's apparel,women's apparel
1993-08-04,448.54,85.16999799999998,-1.7393971258324536,-5.1664626470652175,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-05,448.13,85.269997,-1.4925701222192944,-5.065690269427736,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-06,448.68,85.150002,-0.9973521624006998,-5.9739356443006875,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-09,450.72,85.699997,-0.8992766210065728,-5.094137150803868,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-10,449.45,85.010002,-1.5098391550159906,-5.993583987614737,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-11,450.46,85.650002,-1.4440117271255493,-5.138995402159763,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-12,448.96,84.760002,-1.8301882666783342,-6.041455559710174,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-13,450.14,84.989998,-1.393209200438117,-5.419544787229635,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-16,452.38,85.139999,-1.147214999016677,-4.998888473592212,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-17,453.13,86.83000200000002,-0.987654320987652,-3.7788077078636184,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-18,456.04,88.989998,-0.8888792297828796,-2.4660237278830266,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-19,456.43,89.879997,-0.5339086471408572,-1.4797829174684973,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-20,456.16,89.059998,-0.4473931166932066,-2.581492071351843,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-23,455.23,88.900002,-0.400385069793896,-2.4256382128675424,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-24,459.77,89.769997,0.4171580832568855,-0.3109450201795094,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-25,460.13,88.730003,0.31831164017703806,-1.1695210644856568,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-26,461.04,88.25,0.4225658897843543,-1.164745199185302,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-27,460.54,88.16999799999998,-0.39578692389211634,-1.8151502734359837,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-30,461.9,88.540001,0.28006339419464066,-0.9065439486635407,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-31,463.56,89.099998,0.35286731755894696,-0.8788530523846205,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-09-01,463.15,89.309998,1.0251935870869255,-0.25687178627573637,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-09-02,461.3,88.949997,1.2777728989198156,-0.7808198375723441,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-03,461.34,89.129997,2.215624584570386,-0.23505597649678966,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-07,458.52,88.83000200000002,1.1984373965437278,-1.1792157212060728,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-08,456.65,89.040001,1.5612837221715692,0.20256583161641917,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-09,457.5,88.489998,3.3197831978319714,0.7170464293529966,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-10,461.72,89.410004,3.2214795108537864,0.9028360128333635,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-13,462.06,89.760002,3.5846391821911405,1.549952500847973,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-14,459.9,89.290001,2.7411031432209576,1.006786176317065,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-15,461.6,89.66999799999998,3.900781056564706,2.444874927966101,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-16,459.43,89.41999799999998,2.9650380995069447,1.3947113868984395,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-17,458.83,89.029999,2.791406232497695,0.7240638163147795,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-20,455.05,87.870003,1.9994172102302032,-0.7791271630335772,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-21,452.95,87.239998,1.019224764708504,-1.579423528648738,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-22,456.2,87.41999799999998,1.4792570348125755,-1.8634979375057092,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-23,457.74,87.279999,2.1604249430879907,-2.0206589128725194,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-24,457.63,87.470001,2.160955463779435,-1.4311438231044415,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-27,461.8,88.019997,2.9126646312927607,-0.33967730978259336,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-28,461.53,87.529999,1.7908736022584248,-2.0588608461834745,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-29,460.11,86.910004,1.310110974106049,-3.2074807527844973,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-30,458.93,86.769997,0.8149905540178359,-3.2664438104719196,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-10-01,461.28,86.82,1.6348653769884924,-2.9184837302918654,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-10-04,461.34,86.989998,2.1567759078830795,-2.422887214293057,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-05,461.2,87.529999,1.89788117805616,-2.1901877794208824,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-06,460.74,87.58000200000002,1.6839178124517185,-2.0796063935687115,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-07,459.18,87.599998,1.0853054485415514,-2.7531127275063683,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-08,460.31,87.980003,1.532998058937718,-2.092141085108601,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-11,460.88,88.739998,1.8361800384470994,-1.3122776092588162,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-12,461.12,88.91999799999998,1.5146178231771668,-1.3862704089225186,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-13,461.49,89.599998,0.7048400471348248,-1.2998468968919097,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-14,466.83,92.120003,1.2624455000976198,1.2752902514873599,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-15,469.5,93.870003,1.9411151641479885,3.483633595894986,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-18,468.45,93.190002,1.5169574168382383,2.71134015062251,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-19,466.21,92.269997,1.7037521815008727,1.8882498208535825,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-20,466.07,92.220001,1.9646021571244177,1.8555334453773664,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-21,465.36,92.110001,1.6313961868571036,1.353437544677738,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-22,463.27,91.279999,1.1683263452131332,0.506495265360063,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-25,464.2,91.5,0.8472735172713408,-0.043697836533784784,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-26,464.3,91.589996,1.1811366806136814,0.2737026614277438,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-27,464.61,91.330002,0.5779971424860308,-1.7005725239232605,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-28,467.73,92.639999,1.40927519892462,-0.21542116395609767,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-29,467.83,92.68,0.606438571213519,-1.1413333333333275,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-11-01,469.1,92.489998,0.8448524195455498,-1.4176103176294919,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-11-02,468.44,91.940002,1.1378111708443939,-2.8529131746926506,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-03,463.02,90.690002,-0.14233954451345898,-4.062199344781536,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-04,457.49,89.83000200000002,-1.0447309223048928,-5.1024739022829335,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-05,459.57,90.970001,-1.063486254332524,-4.312610707899445,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-08,460.21,91.110001,-1.8804767285674706,-4.716588431815882,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-09,460.33,91.550003,-1.6556998803623268,-4.06580425442733,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-10,463.72,92.269997,-2.127479949345712,-4.610778312495234,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-11,462.64,91.970001,-2.5179628732168835,-4.605334317795484,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-12,465.39,92.809998,-2.2433675719957136,-3.893550792171485,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-15,463.75,93.019997,-2.4690319459925614,-4.17224992273616,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-16,466.74,93.699997,-1.3589196271952986,-3.2124791491060622,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-17,464.81,92.870003,-1.3121297692095357,-3.4816025412429563,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-18,463.62,92.690002,-1.7462806764718342,-3.5283096684365023,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-19,462.6,92.93,-1.781354168878313,-2.9755679993272888,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-22,459.13,92.650002,-2.9610686054867497,-3.6902236078032224,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-23,461.03,92.389999,-1.5271903968559153,-2.7678363323880184,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-24,462.36,92.550003,-0.8258081122241023,-2.4660090891138076,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-26,463.06,93.220001,-0.9518512972984561,-1.9046596012276207,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-29,461.9,93.029999,-1.471843003412976,-2.8610191979018262,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-30,461.79,92.910004,-2.7421494913754896,-4.766291610625073,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-12-01,461.89,92.580002,-1.973726097752504,-4.062174093264259,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-12-02,463.11,92.940002,-1.6438356164383605,-4.076785056009746,UNDERPERFORM,146.3,143.6,142.9,135.6,120.8,,217.1,144.5,127.4,125.6,129.2,131.6
1993-12-03,464.89,93.190002,0.33019682320440946,-2.5922400458292083,UNDERPERFORM,146.3,143.6,142.9,135.6,120.8,,217.1,144.5,127.4,125.6,129.2,131.6
1993-12-06,466.43,93.690002,1.0770164261257875,-1.9979038074875222,UNDERPERFORM,146.3,143.6,142.9,135.6,120.8,,217.1,144.5,127.4,125.6,129.2,131.6
1993-12-07,466.76,94.400002,1.190192295185044,-1.533327374569915,UNDERPERFORM,146.3,143.6,142.9,135.6,120.8,,217.1,144.5,127.4,125.6,129.2,131.6
