,S&P 500,S&P 500 Materials (Sector),S&P 500 Performance (%),S&P 500 Materials (Sector) Performance (%),S&P 500 Materials (Sector) Outperform/Underperform,overall,transportation,energy,energy commodities,fuels and utilities,transportation services
1996-11-11,731.87,133.330002,-19.900404946919124,-14.815998854689516,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-11-12,729.56,135.669998,-19.26698905573938,-12.808487937976054,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-11-13,731.13,135.600006,-18.715465774289306,-12.079355821289129,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-11-14,735.88,135.410004,-20.666681040988376,-14.112647111184906,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-11-15,737.62,135.389999,-20.503093139051153,-13.604752120265074,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-11-18,737.02,134.78999299999998,-20.82460493946523,-13.839177143452108,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-11-19,742.16,135.399994,-20.116247779990314,-13.088131405205194,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-11-20,743.95,136.009995,-20.108462199312715,-12.09849511015304,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-11-21,742.75,135.580002,-20.444077890362244,-13.11201737877542,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-11-22,748.73,135.729996,-18.530407059617204,-12.443560509777818,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-11-25,757.03,136.429993,-17.045989984549472,-10.917402321282488,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-11-26,755.96,136.630005,-18.178177528114205,-11.042379999801554,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-11-27,755.0,136.639999,-17.914261173989143,-10.92568165289498,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-11-29,757.02,136.720001,-19.946279768199314,-11.770782896260478,OUTPERFORM,159.1,145.7,113.9,110.9,130.2,184.7
1996-12-02,756.56,136.990005,-19.77094379639449,-12.550264764133978,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-03,748.28,136.179993,-21.008350135650122,-14.346821361506345,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-04,745.1,135.630005,-21.610503834783433,-13.40185842810171,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-05,744.38,137.330002,-22.089530368525168,-11.667845168406465,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-06,739.6,135.889999,-22.3052115176536,-12.436370095542626,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-09,749.76,136.03999299999998,-20.61663560901237,-11.942527932470458,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-10,747.54,136.350006,-20.297256666417884,-12.1229682360668,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-11,740.73,133.699997,-21.634116925160285,-14.013767637347495,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-12,729.3,132.429993,-23.500534961293983,-15.14161559838032,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-13,728.64,131.729996,-23.08082087661515,-15.329737558429912,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-16,720.98,130.649994,-24.537109722527497,-16.239263142435266,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-17,726.04,130.53999299999998,-24.407054952835104,-16.667731886411698,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-18,731.54,130.770004,-24.195102742919914,-15.854835188087367,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-19,745.76,133.119995,-23.33014629532534,-14.215748804679995,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-20,748.87,134.28999299999998,-23.82720318984458,-13.866981236175203,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-23,746.92,133.240005,-23.301569046249902,-13.949878298886043,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-24,751.03,133.580002,-22.62368383095341,-13.53485812884787,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-26,755.82,134.309998,-21.837059711679665,-13.253247907340338,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-27,756.79,134.009995,-21.827290569156087,-13.514038338445399,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-30,753.85,134.509995,-22.305932308199694,-12.297059799734612,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1996-12-31,740.74,132.990005,-23.2966077123804,-13.293779720505295,OUTPERFORM,159.4,145.6,115.2,111.7,131.4,183.7
1997-01-02,737.01,133.350006,-22.84637529442555,-12.49425364193354,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-03,748.03,134.910004,-20.772962209794954,-10.885788433091935,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-06,747.65,134.990005,-21.762015885141427,-10.75630737658031,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-07,753.23,136.009995,-22.529518245772817,-11.933441311403236,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-08,748.41,135.860001,-22.72403432146951,-12.585251094907346,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-09,754.85,137.089996,-20.599774900335543,-10.369402622479285,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-10,759.5,138.639999,-19.342848647041333,-7.425211252177199,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-13,759.51,138.360001,-13.395819792700037,0.13027066805539889,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-14,768.86,138.53999299999998,-16.595975484080927,-2.7175134409798907,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-15,767.2,138.240005,-16.532486183036678,-3.132227440784896,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-16,769.75,139.449997,-14.820511685552407,-1.46269569070957,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-17,776.17,141.490005,-15.13743412564782,-0.28190429404399975,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-20,776.7,140.179993,-17.283464147647997,-3.953411523537065,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-21,782.72,139.970001,-16.79918363876015,-2.8660685829534294,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-22,786.23,138.080002,-16.603377317663025,-4.37010668585155,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-23,777.56,136.820007,-17.107128769868773,-5.511046847146817,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-24,770.52,136.0,-16.925963062392857,-4.808563897548945,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-27,765.02,135.309998,-16.947662110668414,-5.018958759422243,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-28,765.02,135.21000700000002,-17.185910065167032,-5.855722248145168,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-29,772.5,136.029999,-14.731334716764543,-3.202163261952351,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-30,784.17,136.96000700000002,-14.453559662252092,-2.1294804612050577,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-01-31,786.16,136.339996,-15.316421608229657,-3.346095326047005,OUTPERFORM,159.7,145.2,115.0,110.9,131.4,182.9
1997-02-03,786.73,136.309998,-16.853730712322978,-4.598269016018019,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-04,789.26,137.28999299999998,-15.877769843215416,-4.173944882419367,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-05,778.28,135.800003,-17.606580632867175,-5.227154976551606,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-06,780.15,136.259995,-18.647938434586752,-5.878295755244989,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-07,789.56,138.229996,-18.018046080843963,-4.976974599732076,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-10,785.43,136.820007,-17.03233439318875,-4.381850007180099,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-11,789.59,137.169998,-16.95694242864054,-4.210893244641623,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-12,802.77,139.28999299999998,-15.643520659072763,-2.2320544519403906,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-13,811.82,139.830002,-15.028260414486072,-2.3055983265004465,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-14,808.48,139.679993,-17.05940888619879,-3.1681157712305064,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-18,816.29,140.050003,-15.991890334266422,-3.5069560666043498,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-19,812.49,139.179993,-16.81869836297183,-4.066727956069371,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-20,802.8,138.800003,-17.500770732709903,-3.268521734318708,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-21,801.77,139.130005,-18.501916059321598,-3.9223762712848,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-24,810.28,141.059998,-17.517839510571378,-2.54249473046515,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-25,812.03,140.570007,-16.781446637561746,-2.0827466158086727,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-26,805.68,140.220001,-16.922220274492418,-1.3438429133946883,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-27,795.07,140.029999,-16.741365949693176,-0.2208899877694237,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-02-28,790.82,139.669998,-17.05178363523846,0.6848305890655215,OUTPERFORM,159.8,145.0,113.0,108.3,130.6,184.1
1997-03-03,795.31,141.03999299999995,-17.44672458713502,0.9591954393527669,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-04,790.95,139.550003,-18.293665551010285,-0.8102914093355285,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-05,801.99,140.559998,-16.938707873314407,-0.811522788224861,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-06,798.56,140.520004,-16.407411284413275,1.42919813775364,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-07,804.97,141.600006,-14.978136420287703,4.155946395497168,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-10,813.65,142.75,-14.684911397714174,4.6247419433488535,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-11,811.34,143.830002,-13.60727481818278,5.695179222587021,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-12,804.26,143.399994,-13.770773024552385,4.878225842996442,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-13,789.56,141.78999299999995,-15.686735151528108,3.594650529504273,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-14,793.17,142.96000700000005,-16.80180416426287,3.3321292374935307,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-17,795.71,143.669998,-18.039017757817966,1.6700870663093337,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-18,789.66,142.25,-18.627824778706348,0.6224835758111169,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-19,785.77,140.949997,-19.411511322612405,-1.087721403508779,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-20,782.65,139.369995,-19.89826726846593,-1.7829451071012747,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-21,784.1,139.139999,-18.878933973390723,-0.6781333622138286,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-24,790.89,140.580002,-17.95746887966805,1.4066197285356852,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-25,789.07,138.190002,-17.465613723131625,1.416414993997317,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-26,790.5,137.619995,-14.788345244639922,4.8613149626137275,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-27,773.88,134.759995,-17.603091960264482,2.4868734319388075,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-03-31,757.12,133.410004,-20.4806116876024,0.9381902237752815,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-04-01,759.64,132.610001,-20.700670188111992,-0.7335841225715733,OUTPERFORM,159.9,144.3,111.0,105.2,130.2,184.7
1997-04-02,750.11,131.78999299999998,-21.1016797618672,-0.5808728210753511,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-03,750.32,131.110001,-21.964410146540338,-3.0824941091254665,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-04,757.9,131.350006,-22.55262620069487,-4.361431610934375,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-07,762.13,131.21000700000002,-21.4954522512129,-4.310084754597588,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-08,766.12,132.350006,-20.44774879548097,-2.8766404086991826,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-09,760.6,131.570007,-20.57143453879009,-3.618773848757373,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-10,758.34,131.690002,-20.75448038037515,-4.641566778787842,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-11,737.65,128.5,-23.876700171307096,-6.836796547941537,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-14,743.73,128.5,-23.911975937634278,-9.052299266516318,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-15,754.72,130.46000700000002,-23.41677744066404,-8.003660644575984,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-16,763.53,132.149994,-22.111029501775004,-5.876068627182418,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-17,761.77,132.96000700000002,-23.919622079958458,-8.404516853003097,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-18,766.34,133.669998,-23.82306163021869,-8.35733094503408,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-21,760.37,133.009995,-24.48405998609594,-8.603039982155158,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-22,774.61,134.71000700000002,-22.812244653925095,-7.301128192210992,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-23,773.64,133.570007,-23.58809236908125,-8.757423381087658,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-24,771.18,133.029999,-23.70144646496627,-9.25648461433215,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-25,765.37,132.529999,-24.89082540897538,-10.748202210647106,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-28,772.96,133.100006,-24.22035078087469,-9.994589194123982,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-29,794.05,135.53999299999998,-22.466654949518627,-8.288788537935698,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-04-30,801.34,136.71000700000002,-21.444186297287494,-7.138971558626728,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-05-01,798.53,135.979996,-21.924009542805745,-7.628564952109573,OUTPERFORM,159.9,143.3,108.8,101.9,129.7,184.9
1997-05-02,812.97,138.089996,-21.229943415239116,-6.258911224749319,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-05,830.29,141.190002,-19.254483214688612,-3.102055303586704,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-06,827.76,141.970001,-19.96209667282274,-2.8268342439356275,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-07,815.62,140.149994,-21.434488604619805,-3.2714507783245916,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-08,820.26,141.110001,-20.406380996739635,-1.8092031684335264,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-09,824.78,141.78999299999995,-20.914756927797495,-2.3417652408325162,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-12,837.66,143.699997,-20.121677934908032,-2.774022947753263,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-13,833.13,142.809998,-20.604379895934578,-3.6304770412244003,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-14,836.04,143.100006,-20.202348000381797,-4.479001461571341,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-15,841.88,144.369995,-19.974905420049048,-3.727668537652218,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-16,829.75,142.639999,-20.774731937402724,-4.543929812002334,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-19,833.27,143.350006,-19.494710400463745,-3.213824163028667,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-20,841.66,143.720001,-20.27394405554661,-4.479599685250612,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-21,839.35,142.809998,-20.237382520359958,-5.492689395190997,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-22,835.66,142.75,-21.478975804557198,-6.760291047931122,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-23,847.03,144.509995,-20.72496186135315,-5.740005945339588,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-27,849.71,145.410004,-20.581912666367586,-4.667930929442942,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-28,847.21,143.800003,-20.718503476478777,-5.182645913684658,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-29,844.08,144.399994,-21.79158134665097,-5.750285619398254,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-05-30,848.28,144.71000700000005,-21.488268776898522,-6.148255319433716,OUTPERFORM,160.2,143.6,110.0,103.2,130.5,184.9
1997-06-02,846.36,144.360001,-22.031837276144152,-6.490480421995059,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-03,845.48,144.240005,-22.414520894892355,-7.45540608587576,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-04,840.11,142.660004,-23.567997379817317,-8.767660956950218,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-05,843.43,144.03999299999995,-23.013098443704074,-8.07327132461204,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-06,858.01,145.449997,-22.397684619906855,-7.445114506335903,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-09,862.91,145.580002,-21.691033005726325,-7.21478166531988,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-10,865.27,146.679993,-21.396257267441854,-6.828431987543826,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-11,869.57,148.429993,-20.619111955013516,-5.506753813257537,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-12,883.46,151.169998,-19.215435259692747,-3.4427695892024768,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-13,893.27,150.78999299999995,-18.922623099614256,-3.3954789773971594,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-16,893.9,150.639999,-19.33402517709697,-3.6828613944831723,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-17,894.42,150.169998,-20.14178444835314,-5.1537951726925435,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-18,889.06,149.520004,-20.81054600516613,-5.570286865486606,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-19,897.99,151.380005,-19.920990208493116,-3.5611874653679765,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-20,898.7,150.809998,-19.00319949529088,-5.186722056918425,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-23,878.62,147.080002,-20.245086915081934,-7.251860168345814,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-24,896.34,150.490005,-19.29736105233778,-6.1607472145896125,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-25,888.99,149.309998,-19.888437311321184,-7.8788276421664865,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-26,883.68,148.949997,-20.7994622451266,-10.325110403668504,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-27,887.3,149.190002,-20.728656684415537,-10.519999052839902,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-06-30,885.14,149.720001,-20.12597345172673,-9.150486483911047,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-07-01,891.03,150.619995,-20.63648995297136,-9.521238604425797,OUTPERFORM,160.4,143.3,109.1,101.5,130.6,185.5
1997-07-02,904.03,151.490005,-19.545232056245275,-8.243489100781742,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-03,916.92,152.229996,-18.6168088260094,-8.438589812299712,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-07,912.2,151.679993,-19.312894722875782,-8.911848813071133,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-08,918.75,155.71000700000005,-17.93797674127797,-6.085642833190996,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-09,907.54,153.910004,-18.084664680927887,-5.761696422165851,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-10,913.78,156.029999,-15.900012884937508,-2.681970277777457,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-11,916.68,155.779999,-15.52192865239469,-2.466818166373541,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-14,918.38,155.229996,-16.10056457948876,-3.150738103011841,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-15,925.76,155.220001,-16.729480548684506,-4.143761063461538,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-16,936.59,157.600006,-16.450490633363067,-3.720444697654768,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-17,931.61,158.929993,-16.973985580222262,-3.6729570376096476,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-18,915.3,155.970001,-17.94710891976693,-5.323542390325898,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-21,912.94,155.639999,-17.375013575643482,-4.6031230623275405,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-22,933.98,159.080002,-14.715926730828944,-1.0204075347162278,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-23,936.56,160.529999,-15.483603154836045,-0.6805704176028549,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-24,940.3,159.779999,-15.031085086387641,-3.7701724065960174,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-25,938.79,159.020004,-15.863200064528272,-4.795542745587877,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-28,936.45,160.070007,-16.303201472927785,-4.595298632705324,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-29,942.29,160.660004,-15.668936878563045,-4.283587574015346,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-30,952.29,162.690002,-14.109837381508573,-1.9762601555928239,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-07-31,954.31,162.320007,-13.701144851784196,-1.0304176888731642,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-08-01,947.14,161.78999299999995,-14.635157545605304,-1.6533961963831167,OUTPERFORM,160.8,144.1,110.9,105.6,130.1,184.8
1997-08-04,950.3,161.860001,-15.080514002823797,-2.282056280379463,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-05,952.37,162.720001,-14.558063590038051,-1.1421658149878833,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-06,960.32,164.160004,-13.521301791133478,-0.39438990831127674,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-07,951.19,163.550003,-13.055520008774968,2.0020001746787974,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-08,933.54,161.229996,-14.528991146553382,1.0212969540865702,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-11,937.0,162.149994,-14.631924198250722,1.9875394053858964,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-12,926.53,160.860001,-15.061146660310587,2.6220102073365226,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-13,922.02,159.669998,-15.486993345432554,2.675071142533314,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-14,924.77,158.889999,-15.408609429026187,1.9898620831185543,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-15,900.81,155.46000700000005,-16.80197279100053,-0.3716906088299443,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-18,912.49,156.820007,-16.654640446462,0.019142803329330604,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-19,926.01,157.830002,-16.864776542833027,-1.0408194544855531,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-20,939.35,160.470001,-15.807729537876892,-0.16797560756577345,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-21,925.05,158.059998,-17.28882967784624,-0.497329537400204,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-22,923.54,157.350006,-16.96874887618226,0.7555919927718868,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-25,920.16,157.729996,-15.934879131721758,3.2940400123256053,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-26,913.02,157.139999,-16.91056022714863,3.497330521012554,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-27,913.7,156.520004,-15.163276106999934,6.21607148333283,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-28,903.67,155.600006,-16.910784394854673,4.310523621512696,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-08-29,899.47,154.229996,-18.755137249234487,1.7415397253523146,OUTPERFORM,161.2,144.8,112.4,107.5,130.8,185.6
1997-09-02,927.58,157.660004,-16.1600549544908,4.424432492368058,OUTPERFORM,161.5,144.7,111.8,106.2,131.0,186.7
1997-09-03,927.86,156.71000700000005,-15.698905192386325,5.273415254108471,OUTPERFORM,161.5,144.7,111.8,106.2,131.0,186.7
