,S&P 500,S&P 500 Materials (Sector),S&P 500 Performance (%),S&P 500 Materials (Sector) Performance (%),S&P 500 Materials (Sector) Outperform/Underperform,overall,transportation,energy,energy commodities,fuels and utilities,transportation services
1993-09-02,461.3,90.769997,1.2777728989198156,-10.039647967499544,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-03,461.34,90.779999,2.215624584570386,-9.599680533751853,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-07,458.52,89.379997,1.1984373965437278,-11.408466759921366,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-08,456.65,89.440002,1.5612837221715692,-10.613628035451272,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-09,457.5,89.269997,3.3197831978319714,-9.121455488502829,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-10,461.72,89.66999799999998,3.2214795108537864,-9.378473250484298,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-13,462.06,90.010002,3.5846391821911405,-8.656382091979076,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-14,459.9,89.300003,2.7411031432209576,-9.569617215189874,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-15,461.6,90.07,3.900781056564706,-8.18552310266103,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-16,459.43,90.110001,2.9650380995069447,-8.499189424273268,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-17,458.83,89.860001,2.791406232497695,-8.558050530926554,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-20,455.05,88.809998,1.9994172102302032,-9.91986854325464,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-21,452.95,87.82,1.019224764708504,-11.095362533866815,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-22,456.2,87.949997,1.4792570348125755,-11.421093650709102,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-23,457.74,87.970001,2.1604249430879907,-11.347376458307679,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-24,457.63,87.839996,2.160955463779435,-11.478390260655335,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-27,461.8,88.230003,2.9126646312927607,-11.165925291985502,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-28,461.53,87.980003,1.7908736022584248,-12.405414926216363,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-29,460.11,87.690002,1.310110974106049,-13.452425977102234,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-30,458.93,88.089996,0.8149905540178359,-13.544021135970375,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-10-01,461.28,88.83000200000002,1.6348653769884924,-13.311211932163424,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-10-04,461.34,89.160004,2.1567759078830795,-12.528201707053865,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-05,461.2,89.33000200000002,1.89788117805616,-12.344226774831624,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-06,460.74,89.32,1.6839178124517185,-12.542834990977248,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-07,459.18,89.019997,1.0853054485415514,-12.989933789266605,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-08,460.31,89.279999,1.532998058937718,-12.87206194132856,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-11,460.88,89.370003,1.8361800384470994,-12.382349999999997,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-12,461.12,89.32,1.5146178231771668,-12.500001714341657,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-13,461.49,88.83000200000002,0.7048400471348248,-13.639897786895784,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-14,466.83,88.449997,1.2624455000976198,-15.01729890435628,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-15,469.5,88.660004,1.9411151641479885,-15.27950090244623,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-18,468.45,89.410004,1.5169574168382383,-14.977177064390379,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-19,466.21,90.260002,1.7037521815008727,-13.601989914789026,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-20,466.07,90.809998,1.9646021571244177,-12.598656157869959,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-21,465.36,89.82,1.6313961868571036,-13.46821059340433,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-22,463.27,90.110001,1.1683263452131332,-13.405724839625687,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-25,464.2,90.68,0.8472735172713408,-13.075153374233118,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-26,464.3,92.010002,1.1811366806136814,-11.135791856907563,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-27,464.61,91.610001,0.5779971424860308,-11.453700091375406,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-28,467.73,92.040001,1.40927519892462,-10.614742054824289,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-29,467.83,91.57,0.606438571213519,-11.47525306505699,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-11-01,469.1,92.400002,0.8448524195455498,-9.941516762992531,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-11-02,468.44,93.0,1.1378111708443939,-9.161943030726993,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-03,463.02,92.32,-0.14233954451345898,-9.922917551427801,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-04,457.49,92.080002,-1.0447309223048928,-9.919779789475847,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-05,459.57,91.900002,-1.063486254332524,-10.367694434484488,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-08,460.21,91.82,-1.8804767285674706,-12.385498691254815,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-09,460.33,91.169998,-1.6556998803623268,-12.730930288782128,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-10,463.72,92.339996,-2.127479949345712,-12.952494099689016,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-11,462.64,92.989998,-2.5179628732168835,-13.392944582482691,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-12,465.39,94.410004,-2.2433675719957136,-12.938028164182446,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-15,463.75,94.190002,-2.4690319459925614,-13.436261620002954,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-16,466.74,94.209999,-1.3589196271952986,-12.88950785225136,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-17,464.81,93.599998,-1.3121297692095357,-13.1644891625894,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-18,463.62,93.480003,-1.7462806764718342,-13.380277305045919,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-19,462.6,94.029999,-1.781354168878313,-12.46508960091398,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-22,459.13,93.779999,-2.9610686054867497,-13.343191523348807,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-23,461.03,93.639999,-1.5271903968559153,-12.551366033780976,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-24,462.36,93.639999,-0.8258081122241023,-12.248149304171573,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-26,463.06,93.790001,-0.9518512972984561,-12.631576388105747,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-29,461.9,93.339996,-1.471843003412976,-13.010257790952718,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-30,461.79,93.760002,-2.7421494913754896,-13.457628335153348,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-12-01,461.89,94.300003,-1.973726097752504,-13.279377658255974,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-12-02,463.11,94.339996,-1.6438356164383605,-13.9547638996239,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-03,464.89,94.75,0.33019682320440946,-12.236012525342833,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-06,466.43,94.699997,1.0770164261257875,-11.652210809735786,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-07,466.76,94.720001,1.190192295185044,-11.59230736972473,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-08,466.29,95.93,1.4401635956229564,-11.052385925867137,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-09,464.18,95.089996,0.7291350201814151,-11.790358670027123,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-10,463.93,95.669998,0.40688237203765354,-11.759823127832924,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-13,465.7,96.959999,0.1850098958781521,-11.540919518831139,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-14,463.06,96.480003,0.1773970231914168,-11.615977038623049,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-15,461.84,96.110001,-0.1880227356227504,-11.574202565568093,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-16,463.34,96.199997,0.34651535496166286,-11.131642494226334,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-17,466.38,96.339996,2.593545832508415,-9.27583182454409,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-20,465.85,96.330002,2.718733462691847,-8.283344837506867,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-21,465.3,96.029999,2.86055354142718,-8.307078917967747,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-22,467.32,96.190002,2.6851241485387867,-8.084089668722605,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-23,467.38,96.029999,1.8168351341930844,-9.200078305596094,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-27,470.54,96.940002,1.0197728590137123,-8.873844017874898,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-28,470.94,97.040001,1.1751562936386906,-8.495994101952075,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-29,470.58,97.120003,0.5964214711729587,-8.952840704093767,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-30,468.64,96.910004,-0.09806011511405144,-9.691542441366918,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-31,466.45,96.790001,-0.5352268850221775,-10.155018746263277,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1994-01-03,465.44,97.470001,-0.47470384467348525,-9.059525097966048,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-04,466.89,98.32,-0.7208471548864503,-8.317790158854732,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-05,467.55,99.610001,0.14994109456998306,-6.889139832983549,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-06,467.12,100.190002,0.47968336595753946,-5.8718525766281005,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-07,469.9,99.519997,1.9681878349933735,-5.569790355534588,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-10,475.27,100.82,2.9770545793339487,-3.456861055252336,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-11,474.13,100.610001,2.4880031127058944,-3.1758279982358584,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-12,474.17,100.519997,1.7859826124288825,-3.7441376998946674,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-13,472.47,100.419998,-0.2743947485066456,-4.986284322333534,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-14,474.91,101.300003,0.5419709960834185,-3.39500092127597,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-17,473.3,101.919998,1.0418000939327987,-0.778819112355722,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-18,474.25,102.690002,1.6591284216844304,0.9337566529144192,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-19,474.3,103.300003,1.3656472398538178,1.5133657328348038,OUTPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-20,474.98,103.220001,2.7472527472527597,2.3500278106103556,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-21,474.72,103.0,2.5158183427991476,2.334821612820237,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-24,471.97,102.830002,1.3572425641576347,1.6207134772069587,OUTPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-25,470.92,102.379997,1.186076493339061,1.5976977750629562,OUTPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-26,473.2,102.589996,1.9015009582875608,2.313751939176778,OUTPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-27,477.05,102.900002,3.179409538228617,3.4378758512904284,OUTPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-28,478.7,103.209999,2.716505021028226,3.3857527118951625,OUTPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-31,481.61,104.470001,3.565361374534981,4.365637449862891,OUTPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-02-01,479.62,105.139999,3.006743696576608,5.350697233946966,OUTPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-02-02,482.0,105.220001,3.975667105291536,6.3257902821927114,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-03,480.71,105.269997,4.169285110624732,7.177760057241311,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-04,469.81,102.779999,2.51145537857298,5.588661622710567,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-07,471.76,103.330002,4.814592637028148,9.205240671996172,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-08,471.05,103.419998,4.694063520992153,10.302896537907502,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-09,472.77,104.059998,4.528068274779451,9.860638620559126,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-10,468.93,103.279999,3.252157829839697,8.510190166001252,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-11,470.18,102.25,3.29766900279016,6.8108187565814715,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-14,470.23,102.300003,3.645661134254663,5.878699879568416,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-15,472.52,102.809998,5.257061391784723,7.5081054326499475,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-16,472.79,103.459999,4.2995808515332135,7.068200571298777,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
