,S&P 500,S&P 500 Consumer Staples (Sector),S&P 500 Performance (%),S&P 500 Consumer Staples (Sector) Performance (%),S&P 500 Consumer Staples (Sector) Outperform/Underperform,overall,food and beverages,food,nondurables,household furnishings and operations,household furnishings and supplies,tobacco and smoking products,domestically produced farm food,footwear,infants' and toddlers' apparel,men's apparel,women's apparel
1993-06-10,445.38,87.110001,-2.36320589266924,-2.1895318255003793,OUTPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-11,447.26,87.989998,-1.7507633503943132,-1.023626523652943,OUTPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-14,447.71,88.190002,-2.62305065576266,-1.7600479590079487,OUTPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-15,446.27,87.58000200000002,-3.0121922065503237,-1.2960678024545702,OUTPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-16,447.43,87.83000200000002,-2.952021516571235,-0.47591841359770903,OUTPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-17,448.54,88.25,-2.6056368610761327,0.09073608008931533,OUTPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-18,443.68,87.43,-3.9445767482138905,-1.2536717726036595,OUTPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-21,446.22,87.889999,-3.7406161014755357,-1.358023599506697,OUTPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-22,445.93,87.769997,-3.7180179207600084,-1.7243321402828693,OUTPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-23,443.19,87.540001,-3.9258616952091985,-1.585155758914747,OUTPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
