,S&P 500,S&P 500 Consumer Staples (Sector),S&P 500 Performance (%),S&P 500 Consumer Staples (Sector) Performance (%),S&P 500 Consumer Staples (Sector) Outperform/Underperform,overall,food and beverages,food,nondurables,household furnishings and operations,household furnishings and supplies,tobacco and smoking products,domestically produced farm food,footwear,infants' and toddlers' apparel,men's apparel,women's apparel
2004-02-12,1152.11,231.289993,1.4601111375304843,-2.7825694122555644,UNDERPERFORM,187.1,184.7,184.2,170.1,125.5,,473.6,189.5,118.8,119.8,120.9,112.7
2004-02-13,1145.81,229.820007,0.6765602621890743,-3.752404739728654,UNDERPERFORM,187.1,184.7,184.2,170.1,125.5,,473.6,189.5,118.8,119.8,120.9,112.7
2004-02-17,1156.99,232.059998,3.08087062659812,-1.7735458201058152,UNDERPERFORM,187.1,184.7,184.2,170.1,125.5,,473.6,189.5,118.8,119.8,120.9,112.7
2004-02-18,1151.82,231.75999500000003,3.405183635727038,-2.363398962872265,UNDERPERFORM,187.1,184.7,184.2,170.1,125.5,,473.6,189.5,118.8,119.8,120.9,112.7
2004-02-19,1147.06,233.190002,3.590716156416507,-1.8643182784344403,UNDERPERFORM,187.1,184.7,184.2,170.1,125.5,,473.6,189.5,118.8,119.8,120.9,112.7
2004-02-20,1144.11,234.75,2.382124224825266,-1.7659124502409806,UNDERPERFORM,187.1,184.7,184.2,170.1,125.5,,473.6,189.5,118.8,119.8,120.9,112.7
2004-02-23,1140.99,236.289993,1.9150551560894957,-0.6558810009027249,UNDERPERFORM,187.1,184.7,184.2,170.1,125.5,,473.6,189.5,118.8,119.8,120.9,112.7
2004-02-24,1139.09,234.919998,1.5657182598771247,-1.368710679238283,UNDERPERFORM,187.1,184.7,184.2,170.1,125.5,,473.6,189.5,118.8,119.8,120.9,112.7
2004-02-25,1143.67,235.589996,2.664296806973132,-0.691312240295272,UNDERPERFORM,187.1,184.7,184.2,170.1,125.5,,473.6,189.5,118.8,119.8,120.9,112.7
2004-02-26,1144.91,235.639999,4.205879675980717,0.27234000000000425,UNDERPERFORM,187.1,184.7,184.2,170.1,125.5,,473.6,189.5,118.8,119.8,120.9,112.7
2004-02-27,1144.94,236.369995,5.31864007653251,0.8920932255936931,UNDERPERFORM,187.1,184.7,184.2,170.1,125.5,,473.6,189.5,118.8,119.8,120.9,112.7
2004-03-01,1155.97,238.940002,5.524670226847417,2.483383293589103,UNDERPERFORM,187.1,184.7,184.2,170.1,125.5,,473.6,189.5,118.8,119.8,120.9,112.7
2004-03-02,1149.1,236.75999500000003,4.722586759988334,2.1001319681751562,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-03,1151.03,237.720001,4.978840611433366,3.0384438417532467,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-04,1154.87,237.350006,5.4002007848863665,2.3589791625198586,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-05,1156.86,237.720001,6.711557974356608,3.0473791404275863,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-08,1147.2,237.429993,5.104032102905198,2.4597579503691014,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-09,1140.58,237.5,4.767241062571181,3.242917417407498,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-10,1123.89,236.820007,3.185853707801223,2.4618188365461258,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-11,1106.78,232.089996,1.2088957167416536,0.3675795630604828,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-12,1120.57,232.169998,2.2968568846367887,1.2781333694352304,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-15,1104.49,229.389999,-0.7690579938008146,-1.3121678599882336,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-16,1110.7,229.720001,-0.380289522306132,-1.2296848290507811,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-17,1123.75,232.190002,0.2202839611872065,-1.283961102896447,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-18,1122.32,232.77999900000003,0.14633972231143932,-0.6995985897073287,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-19,1109.78,231.520004,-1.0185515519086752,-1.312873794214653,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-22,1095.4,228.940002,-2.6302456021831233,-3.2007074373326283,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-23,1093.95,228.460007,-2.0319888236137063,-3.2031170544340903,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-24,1091.33,228.570007,-2.7768374164810705,-3.299906149255527,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-25,1109.19,232.080002,-2.7384647761351077,-2.8384823627292888,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-26,1108.06,231.089996,-2.9872699574498007,-3.6201392397691157,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-29,1122.47,234.00999500000003,-0.7831490369741734,-1.8784896247538652,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-30,1127.0,235.100006,-0.8332820048043477,-1.454500104030254,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-03-31,1126.21,234.990005,0.08175670271663993,-0.8020574984256679,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-04-01,1132.17,234.75,0.014134150758393638,-1.2452176655734948,UNDERPERFORM,187.4,185.1,184.6,169.6,125.3,,473.3,189.4,119.1,118.8,120.8,113.5
2004-04-02,1141.81,235.0,0.7277956173471267,-1.0817893354694408,UNDERPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-05,1150.57,235.860001,1.635970142661547,-0.29169392992990373,UNDERPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-06,1148.16,237.190002,1.157688851297789,0.2790356414790196,UNDERPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-07,1140.53,235.789993,0.9050694505883472,-0.1862604273167756,UNDERPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-08,1139.32,234.610001,0.4328241112119935,-0.8662228367071201,UNDERPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-12,1145.2,235.479996,0.09964512350750798,-0.5826247547807806,UNDERPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-13,1129.44,233.520004,-0.9827729803182472,-0.8112768367622536,OUTPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-14,1128.17,234.970001,-0.5518189751681501,0.9581489868920379,OUTPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-15,1128.84,235.710007,-0.39793532448052504,0.739384148036315,OUTPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-16,1134.61,237.380005,-0.13994015138181215,1.375128521094493,OUTPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-19,1135.82,238.139999,-0.4400266470320102,1.3577365570257793,OUTPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-20,1118.15,236.380005,-0.9557638138430691,1.3940719471095209,OUTPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-21,1124.09,236.729996,-0.11462794789317554,1.6619406438978634,OUTPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-22,1139.93,238.580002,2.125048154021192,2.386060383039057,OUTPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-23,1140.6,238.919998,1.991362120304374,2.5231742089865117,OUTPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-26,1135.53,237.910004,2.38209014434998,2.146751927409696,UNDERPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-27,1138.11,238.77999900000003,2.273523782137099,2.344520615014556,OUTPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-28,1122.41,236.25,0.7232916049715321,1.0651972335984805,OUTPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-29,1113.89,237.369995,-0.11209354879208044,1.3319082177161157,OUTPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-04-30,1107.3,237.619995,-0.37517881724203894,1.6338716642360307,OUTPERFORM,188.2,186.5,186.1,171.3,125.3,,473.5,192.3,119.1,117.1,121.4,114.4
2004-05-03,1117.49,238.970001,0.9758830386106254,2.88014552643423,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-04,1119.55,237.850006,1.6488255749552705,2.3098804595643507,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-05,1121.53,238.179993,1.873921337087836,2.575364374358702,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-06,1113.99,237.229996,0.4798542397647543,2.0695284577018302,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-07,1098.7,235.0,0.4406333418656372,2.5350137219336544,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-10,1087.12,234.27999900000003,-0.88618212319026,2.763401662661691,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-11,1095.45,233.149994,0.8515927085251285,3.5761829344420404,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-12,1097.28,231.889999,1.2185559973064475,3.3101629547752864,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-13,1096.44,230.710007,0.1470547938949629,1.9262208457816454,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-14,1095.7,231.880005,0.025560972047244945,2.629017857581517,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-17,1084.1,230.690002,-1.4839653589960422,3.2816981407516987,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-18,1091.49,231.729996,-0.928548088443526,3.779839341031277,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-19,1088.68,230.039993,-1.6211526992101932,2.0268736327366366,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-20,1089.19,231.130005,-0.954814538642712,2.843285511184357,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-21,1093.56,231.240005,-0.46148384806533604,2.522723087704848,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-24,1095.41,229.240005,1.3611548070694868,3.0384794685091476,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-25,1113.05,232.440002,4.612912018196003,5.563377032895445,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-26,1114.94,232.580002,4.667580405925542,5.497593493227093,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-27,1121.28,235.210007,3.9145907473309594,5.522661880376711,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-05-28,1120.68,234.419998,4.17274746930163,4.572422755698113,OUTPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-06-01,1121.2,234.600006,5.452253980794364,4.7368189486847845,UNDERPERFORM,188.9,186.9,186.4,172.4,125.4,,476.0,192.6,119.2,117.8,122.8,114.1
2004-06-02,1124.99,236.50999500000003,5.652704733283254,5.2840082144053335,UNDERPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-03,1116.64,236.020004,3.455815591009337,4.332067437308518,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-04,1122.5,236.369995,3.7708812898096467,4.251752820566357,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-07,1140.42,238.860001,4.1317786279755575,4.97033524539221,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-08,1142.18,239.770004,4.669043189794997,5.695392399504717,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-09,1131.33,238.490005,3.0026858469522466,4.83537727294876,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-10,1136.47,238.570007,3.722802278037385,5.240639152669835,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-14,1125.29,236.889999,2.6546492852516312,4.453461930306579,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-15,1132.01,237.710007,2.4480524181870855,4.3548945541255435,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-16,1133.56,237.570007,2.5762607570424256,4.137992282076186,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-17,1132.05,236.550003,2.1917907146790316,3.6363649507119344,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-18,1135.02,236.52999900000003,3.2634308329163364,4.23038218663323,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-21,1130.3,236.229996,2.359994204158511,3.846492066933216,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-22,1134.41,236.660004,2.5770632329936483,3.998948004912517,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-23,1144.06,236.860001,2.3025815739821764,3.117111055077637,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-24,1140.65,235.429993,2.4262995788547403,2.1211070306573543,UNDERPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-25,1134.43,232.740005,1.1709622759297433,0.6878697993823124,UNDERPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-28,1133.35,233.979996,1.5300957653614278,2.505914801233544,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-29,1136.2,234.160004,1.5933761333357221,2.9003366400099706,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-06-30,1140.84,234.949997,1.5054452274183117,2.975978646984956,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-07-01,1128.94,233.130005,0.2771313353822302,2.452209152464846,OUTPERFORM,189.1,187.3,186.8,172.4,125.2,,480.5,192.6,118.0,118.2,122.5,114.3
2004-07-02,1125.38,232.860001,-0.26144833515016064,2.2796165702957616,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-06,1116.21,233.020004,-0.3713059078697123,3.32564733370615,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-07,1118.33,233.039993,-0.46016911437473107,3.915097741797413,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-08,1109.11,232.910004,-1.72256435248771,3.524761374784613,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-09,1112.81,233.309998,-0.8367492425592649,5.455610525772681,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-12,1114.35,233.75999500000003,-1.3238289205702691,5.9751531782106015,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-13,1115.14,234.25,0.14188728043393883,7.286802368540846,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-14,1111.47,233.800003,0.2805947526074659,6.655716223757979,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-15,1106.69,232.27999900000003,-0.30807757789766965,6.083299038257728,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-16,1101.39,232.479996,-0.19301870378424235,6.691143828117774,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-19,1100.9,232.199997,-0.8251806208673274,5.906498061573551,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-20,1108.67,232.419998,-0.5498744169357583,5.5015863980719,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-21,1093.88,229.190002,-1.8572018159306536,3.828031534202414,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-22,1096.84,227.979996,-3.063190455148046,2.256110817530077,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-23,1086.2,225.100006,-4.313891311433526,0.9598129408024292,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-26,1084.07,224.460007,-4.443445455186524,0.9171877611472645,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-27,1094.83,226.350006,-4.134670110765725,1.32504007039278,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-28,1095.42,225.940002,-3.1159067792862483,2.0690282703784257,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-29,1100.43,223.360001,-1.934696205464559,1.5503541925486086,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-07-30,1101.72,223.289993,-2.016204341909844,1.4355098933468868,OUTPERFORM,189.2,187.5,187.0,172.4,125.0,,481.6,192.3,119.1,117.1,121.2,113.6
2004-08-02,1106.62,225.470001,-1.356699707623188,2.761951091345871,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-03,1099.69,224.740005,-1.25353567099179,2.832304696879828,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-04,1098.63,225.550003,-0.42237308413923813,3.615403460620281,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-05,1080.7,222.479996,-2.481501534019126,1.5426699714467418,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-06,1063.97,220.190002,-4.492738011884878,0.04088868584581906,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-09,1065.22,220.460007,-3.445337780879776,0.6390984263589639,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-10,1079.04,222.899994,-2.2307594730261227,1.64158274088122,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-11,1075.79,224.169998,-2.7745393089860793,2.1647981238246183,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-12,1063.23,223.990005,-2.9669447131618787,2.83261307580438,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-13,1064.8,224.639999,-2.740226525392764,3.755024796892159,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-16,1079.34,226.220001,-2.8575542935315723,3.1837237004259222,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-17,1081.71,226.729996,-3.8821752265861043,2.4907309353099594,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-18,1095.17,227.550003,-2.862236571347476,2.315651591249601,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-19,1091.23,226.850006,-3.4480622898601987,2.166282269699038,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-20,1098.35,227.490005,-2.844733792713028,2.5607533705491514,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-23,1095.68,226.690002,-3.085196716671379,1.777940138785783,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-24,1096.19,226.789993,-4.112141357592725,0.6702743282593682,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-25,1104.96,227.789993,-4.881765045150521,-1.623843641237177,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-26,1105.09,228.130005,-5.237658317397987,-1.807772118901796,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-27,1107.77,228.25,-4.903467280172391,-1.5782001366357545,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-30,1099.15,226.929993,-5.577795340526414,-1.9910167311787075,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-08-31,1104.24,227.479996,-5.04510237249659,-1.9017650692214616,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-09-01,1105.91,227.559998,-5.7580870572996545,-2.618964046271599,OUTPERFORM,189.8,187.4,186.9,172.0,125.3,,482.9,191.6,120.8,118.7,120.9,111.9
2004-09-02,1118.31,229.699997,-5.561701444893908,-2.1928928543438087,OUTPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
2004-09-03,1113.63,230.539993,-5.9283161993900935,-1.9354302936820833,OUTPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
2004-09-07,1121.3,231.149994,-4.605123231498265,-1.0191431551370145,OUTPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
2004-09-08,1116.27,228.25999500000003,-5.556119599979703,-2.7066220420842058,OUTPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
2004-09-09,1118.38,227.559998,-5.50631574500442,-3.038051872358838,OUTPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
2004-09-10,1123.92,228.160004,-3.966368747543436,-1.6678856254272678,OUTPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
2004-09-13,1125.82,227.550003,-4.367843430396523,-2.45627401601628,OUTPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
2004-09-14,1128.33,227.669998,-4.130202049382303,-2.13634844453382,OUTPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
2004-09-15,1120.37,225.520004,-5.194794205253195,-3.093845380311766,OUTPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
2004-09-16,1123.5,224.25999500000003,-5.001479727730107,-3.6766651244022897,OUTPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
2004-09-17,1128.55,224.979996,-4.244126356516798,-2.394795661605209,OUTPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
2004-09-20,1122.2,221.240005,-4.39760781039682,-3.139091490931367,OUTPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
2004-09-21,1129.3,220.580002,-5.2099683557584875,-4.799307356054905,OUTPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
2004-09-22,1113.56,218.339996,-6.449471995161005,-6.540535624957943,UNDERPERFORM,190.8,188.3,187.8,175.1,126.2,,482.3,193.7,119.8,118.1,120.2,113.8
