,S&P 500,S&P 500 Consumer Discretionary (Sector),S&P 500 Performance (%),S&P 500 Consumer Discretionary (Sector) Performance (%),S&P 500 Consumer Discretionary (Sector) Outperform/Underperform,overall,durables,jewelry and watches,jewelry,watches,sporting goods,"pets, pet products and services"
1993-06-02,453.85,103.559998,-2.0333714680423887,-5.242934346756945,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-03,452.49,103.199997,-2.522619560534245,-5.993807669828821,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-04,450.06,102.669998,-3.0669825543829465,-6.220318609234954,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-07,447.69,101.699997,-3.6417640601795087,-7.385485063026776,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-08,444.71,100.489998,-4.921642828127348,-10.068015215106774,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-09,445.78,100.660004,-4.713250539725966,-9.567868287986126,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-10,445.38,100.440002,-5.0564911532722245,-10.048362527373722,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-11,447.26,101.059998,-4.521390146016568,-9.9527797393002,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-14,447.71,100.800003,-3.3065526327156536,-9.879298343840826,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-15,446.27,100.059998,-2.4525126232267436,-9.415173903812912,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-16,447.43,99.889999,-2.641599756293922,-9.331033118472053,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-17,448.54,100.029999,-2.5357988744268867,-10.044962501213007,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-18,443.68,98.910004,-3.6169704342536857,-11.020150736950319,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-21,446.22,99.089996,-3.773829034762355,-11.920003555555558,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-22,445.93,98.330002,-3.6118796472419112,-12.393082900803332,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-23,443.19,97.519997,-4.770192741571588,-13.775421110087017,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-24,446.62,98.769997,-3.693800539083558,-12.916594302884754,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-25,447.6,99.260002,-4.100784162488747,-13.02899797675453,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-28,451.85,100.489998,-2.7882360534411843,-11.657144615384619,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-29,450.69,99.889999,-2.788921961951596,-12.022196476817015,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-30,450.53,99.989998,-2.6091655858192953,-11.372098918631446,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-07-01,449.02,99.290001,-2.2019907215821255,-10.742536151429993,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-07-02,445.84,98.540001,-3.294796434071534,-11.66293290014524,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-06,441.43,97.379997,-4.526775672636041,-13.516875018061725,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-07,442.83,97.790001,-4.3687643070012605,-13.658838713423293,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-08,448.64,99.639999,-2.870751244858194,-12.087522042968835,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-09,448.11,99.690002,-2.9623854999025534,-11.386664888888888,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-12,448.98,99.349998,-2.7950377795578962,-12.19620305441974,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-13,448.09,99.629997,-3.2432899311178875,-11.565778925411719,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-14,450.08,100.870003,-3.1856998429736105,-11.088580284404948,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-15,449.22,100.940002,-3.6897283622408517,-11.19908174890616,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-16,445.75,100.25,-4.501242608621137,-11.580523326350068,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-19,446.03,99.510002,-4.34493555512665,-12.09363547951331,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-20,447.31,100.370003,-3.6343659787151594,-11.44343873101954,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-21,447.18,100.150002,-3.6104584743387957,-11.528264439794988,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-22,444.51,99.309998,-4.550139574833578,-12.285817768187446,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-23,447.1,100.150002,-3.4466375847622244,-10.532427898295026,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-26,449.09,100.870003,-2.7606963450545696,-9.265085171630583,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-27,448.24,100.169998,-3.2589459144472643,-10.00000422282109,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-28,447.19,100.410004,-4.114670440413393,-10.476105189867857,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-29,450.24,101.800003,-3.3508640120210376,-8.560135479023877,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-30,448.13,101.410004,-3.6900924134966706,-8.54900810306618,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-08-02,450.15,102.230003,-3.674141915603868,-8.165645885734818,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-03,449.27,102.019997,-3.8747913903034004,-8.230638809582425,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-04,448.54,102.160004,-4.675479236621749,-8.310890474078093,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-05,448.13,102.099998,-4.843504480400895,-8.708868337227049,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-06,448.68,102.279999,-4.653831442050227,-8.645945057573634,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-09,450.72,103.0,-3.8238306589279514,-7.498875752112721,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-10,449.45,102.269997,-3.6445492550112535,-7.831652918453969,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-11,450.46,102.860001,-3.218459951873498,-6.880316919068596,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-12,448.96,102.529999,-3.8403049968943503,-7.780177190142112,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-13,450.14,102.68,-3.7236659180836296,-7.395379889846132,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-16,452.38,103.360001,-3.15550607980819,-6.206893090931754,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-17,453.13,102.830002,-3.5688444349861626,-7.201512628851415,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-18,456.04,102.589996,-4.046121152187165,-8.914144781518551,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-19,456.43,102.940002,-3.7331533545651996,-8.773479573678811,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-20,456.16,102.989998,-3.7982158297656943,-8.729172588768963,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-23,455.23,102.949997,-3.6489089254344242,-8.643184689978101,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-24,459.77,104.050003,-3.187972457939403,-8.245148884565268,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-25,460.13,104.07,-2.782590323262202,-7.665689891453198,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-26,461.04,104.150002,-2.7854507116499727,-7.3233628934871735,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-27,460.54,104.400002,-2.9011174362218006,-7.241226817204083,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-30,461.9,104.580002,-2.7538001600067474,-6.9158844132778725,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-31,463.56,104.379997,-2.3508594539939365,-7.291943593283367,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-09-01,463.15,104.440002,-1.8687628450960947,-6.382212376877227,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-09-02,461.3,103.010002,-2.042809819077551,-7.415063681196054,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-03,461.34,102.68,-2.5063398140321214,-8.009319799068626,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-07,458.52,102.139999,-3.8842888586102187,-9.570604946541073,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-08,456.65,101.739998,-4.606225193231673,-10.226774724666466,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-09,457.5,102.480003,-5.006125288096175,-10.081598577857342,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-10,461.72,104.019997,-3.732121262666277,-8.706340903873254,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-13,462.06,104.639999,-4.136929460580907,-8.619337025249552,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-14,459.9,103.120003,-4.3290133344427995,-10.353817355071005,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-15,461.6,103.290001,-1.7475149528532796,-8.29263628587329,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-16,459.43,103.160004,-2.613617093437337,-8.724113662823763,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-17,458.83,103.040001,-2.594204436896297,-8.676771094978786,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-20,455.05,102.440002,-3.7481227658269334,-9.489307298109207,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-21,452.95,101.739998,-3.4077580875610525,-9.363030734966593,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-22,456.2,103.529999,-2.9733293632225988,-7.562500892857138,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-23,457.74,104.800003,-2.656146991897579,-6.6868445674800885,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-24,457.63,104.949997,-3.1511893676458125,-7.008686806586151,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-27,461.8,105.669998,-2.324499249138101,-6.129521186817078,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-28,461.53,105.199997,-1.8731130671429175,-6.480577055392967,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-29,460.11,104.080002,-1.6207316812418493,-7.096310872947531,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-30,458.93,103.690002,-2.657701607771601,-8.173925047359631,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-10-01,461.28,104.239998,-1.999192674584127,-8.14240813863919,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-10-04,461.34,104.849998,-0.6289579115151045,-6.392289859971612,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-05,461.2,106.080002,-1.0449074173407458,-5.673125606198881,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-06,460.74,106.220001,-1.3700389604829333,-5.866709708142848,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-07,459.18,106.089996,-1.132546722935146,-5.546655982905979,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-08,460.31,106.059998,-0.9681375185559671,-5.766330366068506,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-11,460.88,106.339996,-0.46003326062071803,-5.391464316877858,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-12,461.12,105.919998,-0.7789301544949834,-6.981649943400803,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-13,461.49,107.209999,-1.1608232850014,-6.186559382101509,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-14,466.83,108.860001,0.2039151712887488,-4.817698570839424,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-15,469.5,109.739998,0.522416820108762,-4.490865021917056,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-18,468.45,110.260002,0.9808148307824949,-2.9657617609547215,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-19,466.21,109.330002,-0.04930966469428588,-4.289591938468218,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-20,466.07,109.330002,-0.2824193927983054,-4.205726037125901,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-21,465.36,109.669998,-0.3533114922592562,-3.61223504668865,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-22,463.27,109.290001,-1.3101273912487832,-4.190408521083533,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-25,464.2,109.779999,-1.4228073901040528,-3.574878411504223,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-26,464.3,109.480003,-1.4350613509956256,-3.872153866644612,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-27,464.61,109.809998,-0.8387757715456523,-2.9432570527068935,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-28,467.73,111.739998,-0.22824232081911644,-1.9480528426470078,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-29,467.83,111.309998,-0.15153455414693706,-2.5391831060256,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-11-01,469.1,111.660004,1.0229352858834861,-0.9579510547800374,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-11-02,468.44,112.230003,1.7065439228798551,0.5104773236440208,UNDERPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-03,463.02,111.849998,0.6565217391304223,0.5845332891510902,UNDERPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-04,457.49,110.459999,1.1072312588401578,1.647189687074424,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-05,459.57,110.169998,3.1466726517787036,3.21341583686372,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-08,460.21,111.199997,3.2393386724095308,4.432751565568616,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-09,460.33,111.160004,4.877882074182072,5.524974578506736,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-10,463.72,112.5,3.441968368689907,3.182611237114652,UNDERPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-11,462.64,112.239998,3.2563329985492606,3.1333234745323235,UNDERPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-12,465.39,113.099998,3.218151171043293,3.0148437652350424,UNDERPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-15,463.75,113.419998,3.7239991053455546,5.164580531563856,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-16,466.74,114.129997,3.7499722141952185,5.646577854730883,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-17,464.81,113.75,3.851911432848487,6.060606060606055,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-18,463.62,113.540001,3.89010890512258,6.520316409431137,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-19,462.6,112.82,3.6336753438774183,6.363722070330913,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-22,459.13,111.239998,2.9024160652651343,5.261163890991671,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-23,461.03,111.550003,4.19698955837815,7.208072833981571,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-24,462.36,112.599998,4.4786911917566785,9.267340826763482,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-26,463.06,113.260002,4.774187709294964,11.104571098595816,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-29,461.9,113.339996,2.9349497470639196,8.615235431053868,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-30,461.79,112.5,3.1633268547684557,7.60401412900964,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-12-01,461.89,113.150002,2.0277882087870847,7.007758785847518,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-12-02,463.11,112.660004,2.4874410781862144,6.262976030833123,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-03,464.89,113.449997,3.5159207303495865,7.403200058786319,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-06,466.43,113.669998,3.4419285444988956,7.104495630957186,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-07,466.76,113.379997,3.032978676438125,6.250583883896388,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-08,466.29,113.199997,2.926958479570896,5.626573773006882,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-09,464.18,113.339996,2.758345877977497,5.89554055774586,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-10,463.93,113.199997,2.7803624440604358,6.002430883018706,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-13,465.7,113.220001,3.9926756286007725,7.664508076663812,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-14,463.06,111.940002,4.688913004159878,8.133699037877683,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-15,461.84,111.169998,3.549247774713571,6.505078746074311,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-16,463.34,111.300003,4.949149471109182,7.807056524739564,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-17,466.38,112.160004,5.099718309859158,8.064363541146902,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-20,465.85,111.330002,4.888098347367964,7.575615181671935,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-21,465.3,110.889999,4.681770118562856,7.911635696542718,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-22,467.32,111.32,3.9944811625164167,6.771530658516567,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-23,467.38,111.169998,3.017478895280923,5.584573030823692,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-27,470.54,111.419998,3.0800911321416047,5.212460713645695,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-28,470.94,111.839996,3.5214982854128163,6.069796925838444,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-29,470.58,111.959999,3.8349514563106757,6.68953389194713,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-30,468.64,111.349998,3.0408302368021722,5.695301484486026,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-31,466.45,110.959999,2.215453390016209,4.926713002364069,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1994-01-03,465.44,110.459999,1.833457314138176,4.365082364515582,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-04,466.89,111.18,2.0903942448560198,4.797817128770565,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-05,467.55,110.879997,2.420591456736032,4.960240486181755,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-06,467.12,110.199997,2.07372768393681,4.5144109538237664,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-07,469.9,110.809998,2.676718015951063,5.6238621437856295,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-10,475.27,112.629997,3.2903744593919093,6.677396160685811,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-11,474.13,112.839996,3.3233089260809034,7.712861632056867,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-12,474.17,112.839996,3.4831190938652723,7.712861632056867,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-13,472.47,112.690002,3.371548593182516,7.579954176610992,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-14,474.91,113.400002,3.7238457170314154,7.620763757594284,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-17,473.3,112.709999,3.1896570519109657,7.128600010727126,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-18,474.25,112.379997,3.2999346547593067,6.491043366730254,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-19,474.3,112.550003,2.580184700564492,5.324725759641358,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-20,474.98,112.349998,3.1197759492846533,5.492955868544591,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-21,474.72,112.589996,2.7688177862446706,5.145679769412048,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-24,471.97,111.559998,2.9490675100883434,5.304885684257377,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-25,470.92,111.260002,3.3898305084745672,5.780568549153831,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-26,473.2,111.620003,4.843355341870881,7.378553363498419,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-27,477.05,112.949997,5.288132600587092,8.200017321582687,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-28,478.7,113.330002,6.4653159264284055,9.582289877824191,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-31,481.61,113.970001,8.764679313459812,11.844944811679191,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-02-01,479.62,113.940002,7.223178556258514,10.204084632982745,OUTPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-02-02,482.0,114.510002,8.054789607012358,11.163964446869933,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-03,480.71,115.029999,7.390031946026854,11.011383583920576,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-04,469.81,112.629997,5.748756386881859,9.317672613002737,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-07,471.76,113.019997,5.728372926938596,8.997969736754374,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-08,471.05,112.830002,5.5290454107578935,9.204415408439793,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-09,472.77,113.18,5.971353641315313,9.830176327117623,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-10,468.93,112.25,4.583166064498867,7.880823415257376,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-11,470.18,112.0,4.589033477922366,7.166776247884865,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-14,470.23,112.309998,4.947998035977319,8.229740047115918,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
