,S&P 500,S&P 500 Energy (Sector),S&P 500 Performance (%),S&P 500 Energy (Sector) Performance (%),S&P 500 Energy (Sector) Outperform/Underperform,overall,energy,energy commodities,fuels and utilities,transportation,transportation services,utilities and public transportation
1993-01-04,435.38,90.74,-3.9828863796753655,-11.239362222439608,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-05,434.34,90.91,-3.9941645852213825,-11.797807315416708,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-06,434.52,90.89,-3.480752571136636,-11.577001653857389,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-07,430.73,89.91,-5.090011678381767,-13.239409437421601,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-08,429.05,88.9,-5.4643604715214344,-14.097980481205907,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-11,430.95,89.17,-4.760326195054043,-13.92026257360749,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-12,431.04,88.96,-4.226103186241826,-14.048309178743967,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-13,433.03,89.84,-3.2745873260515146,-13.457277718909545,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-14,435.94,89.26,-1.9720716871669097,-14.321366865041274,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-15,437.15,88.99,-1.9359325227690793,-15.368521160247273,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-18,436.84,88.2,-1.9174637388297722,-15.662650602409634,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-19,435.13,87.89,-2.7120690426150285,-13.757236777548808,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-20,433.37,87.72,-3.2029662058028596,-14.185090980238702,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-21,435.49,87.5,-2.4155780133103266,-14.366803679780782,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-22,436.11,87.64,-2.530004693471599,-15.307305759567068,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-25,440.01,91.19,-1.9017255986088277,-12.266692322493745,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-26,439.95,92.13,-0.8406959971150374,-9.897310513447433,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-27,438.11,91.24,-1.8174891309219676,-11.253769088610067,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-28,438.66,92.84,-1.6303007198439134,-10.06490361329071,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-01-29,438.78,92.42,-0.9950585527651823,-8.404360753221018,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-02-01,442.52,93.04,-0.9180063588733245,-7.8903078903078905,UNDERPERFORM,143.1,104.3,100.5,118.9,160.8,160.8,131.8
1993-02-02,442.55,93.25,-1.1282394995531742,-7.837517295908292,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-03,447.2,93.89,-1.0291025782892649,-8.167057902973395,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-04,449.56,94.16,-0.2507266635603189,-7.568469618140772,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-05,448.93,94.92,-0.35513728275585743,-6.666666666666665,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-08,447.85,95.94,-0.2605674580196782,-5.365949891497335,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-09,445.33,95.18,-0.1143908128476534,-4.905584973523824,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-10,446.23,94.69,1.0873751217633565,-4.604070118879722,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-11,447.66,95.06,1.0907120113813562,-4.58697179564388,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-12,444.58,93.7,-0.9049572039942944,-6.487025948103797,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-16,433.91,93.72,-3.168864787663739,-6.092184368737474,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-17,433.3,93.58,-3.4923604614904957,-6.307569082899478,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-18,431.9,93.44,-3.6131134370327334,-6.503902341404844,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-19,434.22,96.32,-3.523817987913247,-3.776223776223775,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-22,435.24,97.29,-3.112060905569658,-1.498430697580222,OUTPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-23,434.8,96.5,-2.456533931575988,-1.4702879313865602,OUTPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-24,440.87,96.62,-1.156872856085911,-2.649874055415613,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-25,442.34,96.15,-1.1110862712660152,-2.9963680387409153,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-02-26,443.38,96.7,-0.8497696676953326,-2.979833450386271,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-03-01,442.01,97.22,-0.5624170434860853,-2.5949303676986335,UNDERPERFORM,143.3,104.9,99.9,120.3,160.5,160.5,132.5
1993-03-02,447.9,98.83,0.17893088794451728,-2.0029747149231447,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-03,449.26,97.49,0.03785432764034091,-4.035830298257714,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-04,447.34,97.75,-0.20078529359273123,-4.4290183809151396,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-05,446.11,96.52,-0.24150808381224742,-6.072401712728692,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-08,454.71,97.62,0.9928038379530824,-5.001946282600233,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-09,454.4,97.47,1.3991475687858301,-5.009258356885294,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-10,456.33,97.34,1.3728757080972986,-5.705705705705711,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-11,453.72,96.61,0.990495693013127,-5.525132016428714,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-12,449.83,95.68,0.2875997681366149,-5.641025641025643,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-15,451.43,96.57,0.7363934572557129,-3.7284418303260014,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-16,451.37,97.73,0.5995364179370632,-3.2184591008120433,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-17,448.31,98.17,-0.5347000354987586,-3.166304991122504,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-18,451.89,98.88,0.542885749249078,-2.417842692193828,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-19,450.18,99.02,-0.06215868223593546,-2.5297765528103255,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-22,448.88,99.3,-0.01781895937277289,-2.979970688812894,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-23,448.76,98.6,-0.30657128893233354,-4.020247250073017,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-24,448.07,99.45,-0.9527388478712595,-4.015056461731492,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-25,450.88,100.23,-0.4965462450069569,-2.5379229871645315,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-26,447.78,99.78,-1.8112446276642546,-3.5662510872716657,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-29,450.77,100.52,-1.2400587165611432,-3.169251517194882,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-30,451.97,100.82,-0.9185373553139198,-3.197311569851191,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-03-31,451.67,100.25,-0.7820222744546745,-3.6613492216029275,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-04-01,450.3,99.78,-2.0597255149313765,-5.0799086757990946,UNDERPERFORM,143.8,104.9,99.4,120.7,161.0,161.0,133.1
1993-04-02,441.39,99.89,-4.072762045508882,-5.594934316227196,UNDERPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-05,442.29,101.63,-4.06689224362311,-4.5817294150784065,UNDERPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-06,441.16,102.19,-4.208103530637941,-3.3390087022323156,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-07,442.73,102.82,-4.15024897163887,-2.623354484326179,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-08,441.84,102.81,-4.685477608076627,-2.9178470254957567,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-12,448.37,103.51,-3.191190758933382,-2.2845275181723745,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-13,449.22,103.84,-2.618686321265984,-1.5361274416840431,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-14,448.66,103.76,-2.7485151948671183,-2.260738507912574,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-15,448.4,102.63,-2.2071011079124125,-2.3594329749785925,UNDERPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-16,448.94,103.85,-1.688382787692977,-0.6315185149746494,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-19,447.46,103.22,-2.1945355191256843,-0.6927073311525866,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-20,445.1,102.15,-3.5995841635623305,-2.565814574589853,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-21,443.63,100.94,-3.9886594814526277,-3.1100019197542794,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-22,439.46,100.55,-4.444444444444439,-3.6138803680981546,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-23,437.03,99.44,-5.322790294627389,-5.4842695561258425,UNDERPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-26,433.54,99.4,-5.635243671505997,-4.404693210232735,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-27,438.01,99.65,-4.53762831549811,-3.158406219630705,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-28,438.02,101.1,-3.74244588506758,-1.037588097102582,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-29,438.89,101.37,-3.1040953747654254,-1.0058593749999956,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-30,440.19,101.58,-3.509425690486623,-0.7232212666145377,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-05-03,442.46,101.73,-3.338139555206021,-0.049125564943997,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-04,444.05,101.83,-2.967462797456455,-1.0494606938101225,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-05,444.52,101.6,-3.7418796015591282,-2.551314022635731,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-06,443.26,101.71,-3.958572573830521,-2.790786581286442,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-07,442.31,100.88,-3.868640107800314,-5.772464038856717,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-10,442.8,100.12,-3.514697230514452,-6.158027931389998,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-11,444.36,100.48,-3.668054110301755,-7.0490286771507815,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-12,444.8,101.65,-3.585208306238341,-5.626218549809659,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-13,439.23,101.48,-4.76366001734605,-5.309321638518238,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-14,439.56,101.01,-4.596952728219817,-5.377049180327864,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-17,440.37,101.42,-4.096432771462178,-4.787833270747277,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-18,440.32,101.11,-4.342725554517612,-5.1589907138167135,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-19,447.57,101.4,-2.887953480298555,-4.993909866017054,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-20,450.59,102.1,-2.2835704371964027,-4.757462686567171,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-21,445.84,101.38,-3.391189408221207,-4.358490566037743,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-24,448.0,101.75,-4.033588244114561,-4.018488821809263,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-25,448.85,102.09,-4.398296059637907,-4.059768818720045,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-26,453.44,102.23,-3.2041840111004305,-4.314863347061026,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-27,452.41,103.07,-2.9600394671928876,-3.1570046039650634,UNDERPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-28,450.19,102.79,-3.407213508700413,-3.019152750259446,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-06-01,453.83,103.63,-2.4776517105037033,-1.5578987365821195,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-06-02,453.85,103.49,-2.0333714680423887,-1.3723434670733003,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-03,452.49,103.59,-2.522619560534245,-2.051815431164905,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-04,450.06,103.5,-3.0669825543829465,-2.2939677145284665,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-07,447.69,103.81,-3.6417640601795087,-1.8530774321641186,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-08,444.71,104.18,-4.921642828127348,-1.8188672132692374,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-09,445.78,105.15,-4.713250539725966,-0.6331506331506254,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-10,445.38,104.58,-5.0564911532722245,-1.0315132014762973,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-11,447.26,101.91,-4.521390146016568,-3.1457897738072615,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-14,447.71,102.22,-3.3065526327156536,-2.340689786949468,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-15,446.27,102.18,-2.4525126232267436,-2.0325982742090076,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-16,447.43,103.48,-2.641599756293922,-0.7100364613317978,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-17,448.54,103.94,-2.5357988744268867,-0.009620009620014969,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-18,443.68,102.25,-3.6169704342536857,-0.9972889233152649,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-21,446.22,102.81,-3.773829034762355,-0.7912766573386021,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-22,445.93,103.23,-3.6118796472419112,1.1166617690273384,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-23,443.19,100.9,-4.770192741571588,-1.7622432090351414,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-24,446.62,101.01,-3.693800539083558,-0.21732687938358364,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-25,447.6,101.18,-4.100784162488747,0.3570720095219304,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-28,451.85,102.24,-2.7882360534411843,-0.8629884611655148,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-29,450.69,101.87,-2.788921961951596,-0.9721007096335166,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-30,450.53,101.7,-2.6091655858192953,-0.9158222915042868,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-07-01,449.02,101.38,-2.2019907215821255,-0.8896275295727896,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-07-02,445.84,100.09,-3.294796434071534,-2.246313116515286,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-06,441.43,99.26,-4.526775672636041,-2.7911076290275116,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-07,442.83,99.63,-4.3687643070012605,0.575408843125369,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-08,448.64,100.2,-2.870751244858194,1.9328585961342792,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-09,448.11,99.8,-2.9623854999025534,0.3721210902142058,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-12,448.98,99.88,-2.7950377795578962,0.7667473769168653,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-13,448.09,99.94,-3.2432899311178875,0.7967725668179382,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-14,450.08,100.1,-3.1856998429736105,0.8361035559584895,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-15,449.22,98.77,-3.6897283622408517,-0.5337361530715068,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-16,445.75,97.94,-4.501242608621137,-1.5876205787781372,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-19,446.03,99.25,-4.34493555512665,0.4758048187892383,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-20,447.31,99.12,-3.6343659787151594,0.6498781478472715,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-21,447.18,99.67,-3.6104584743387957,0.020070245860503988,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-22,444.51,99.81,-4.550139574833578,0.5034739703957403,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-23,447.1,100.85,-3.4466375847622244,2.178318135764945,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-26,449.09,101.59,-2.7606963450545696,3.642113854315454,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-27,448.24,102.28,-3.2589459144472643,3.8481064067418025,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-28,447.19,102.76,-4.114670440413393,3.672316384180796,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-29,450.24,102.76,-3.3508640120210376,3.3802816901408406,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-30,448.13,102.61,-3.6900924134966706,3.6255301959200237,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-08-02,450.15,103.23,-3.674141915603868,3.364373685791522,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-03,449.27,102.26,-3.8747913903034004,2.0864530298492667,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-04,448.54,101.4,-4.675479236621749,0.03946329913180335,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-05,448.13,100.31,-4.843504480400895,-0.908821495604073,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-06,448.68,100.98,-4.653831442050227,0.039627501486028116,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-09,450.72,101.38,-3.8238306589279514,0.37623762376237657,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-10,449.45,101.33,-3.6445492550112535,0.9262948207171329,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-11,450.46,101.59,-3.218459951873498,0.33580246913580414,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-12,448.96,102.35,-3.8403049968943503,0.23504064244441736,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-13,450.14,102.73,-3.7236659180836296,-0.6383596092465416,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-16,452.38,103.61,-3.15550607980819,0.21278653641552125,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-17,453.13,102.84,-3.5688444349861626,-0.310197751066299,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-18,456.04,103.47,-4.046121152187165,-0.16402933230412753,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-19,456.43,103.81,-3.7331533545651996,0.85494996599631,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-20,456.16,104.15,-3.7982158297656943,1.5701189779598224,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-23,455.23,104.06,-3.6489089254344242,1.6906088146193765,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-24,459.77,105.12,-3.187972457939403,2.7465545889942433,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-25,460.13,105.81,-2.782590323262202,2.827988338192422,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-26,461.04,106.51,-2.7854507116499727,3.1773709193064104,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-27,460.54,105.72,-2.9011174362218006,2.0167905046801105,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-30,461.9,105.59,-2.7538001600067474,1.4313160422670501,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-31,463.56,105.9,-2.3508594539939365,1.7193353184132176,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-09-01,463.15,105.93,-1.8687628450960947,2.002888781896983,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-09-02,461.3,105.46,-2.042809819077551,1.8051935515011053,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-03,461.34,106.16,-2.5063398140321214,2.679175935777156,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-07,458.52,105.11,-3.8842888586102187,1.624286957362453,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-08,456.65,104.51,-4.606225193231673,0.5483933038291422,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-09,457.5,103.94,-5.006125288096175,-1.122526636225274,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-10,461.72,104.84,-3.732121262666277,0.0763650248186254,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-13,462.06,104.18,-4.136929460580907,-1.874352453612127,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-14,459.9,104.32,-4.3290133344427995,-1.314918172358337,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-15,461.6,105.21,-1.7475149528532796,1.691474966170503,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-16,459.43,103.98,-2.613617093437337,0.14446691707599157,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-17,458.83,102.9,-2.594204436896297,-0.8670520231213841,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-20,455.05,102.16,-3.7481227658269334,-1.797558396616361,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-21,452.95,102.4,-3.4077580875610525,-1.2250409954663755,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-22,456.2,102.32,-2.9733293632225988,-2.1423106350420884,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-23,457.74,101.78,-2.656146991897579,-2.1346153846153793,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-24,457.63,102.91,-3.1511893676458125,-0.9909563209543948,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-27,461.8,104.26,-2.324499249138101,0.5497154981193964,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-28,461.53,104.63,-1.8731130671429175,0.9747153059254776,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-29,460.11,107.06,-1.6207316812418493,3.8812342324859195,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-30,458.93,106.69,-2.657701607771601,3.341728012398293,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-10-01,461.28,108.1,-1.999192674584127,4.717620846653103,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-10-04,461.34,107.71,-0.6289579115151045,6.380246913580234,OUTPERFORM,146.0,104.4,97.0,122.4,165.7,165.7,136.5
1993-10-05,461.2,107.17,-1.0449074173407458,5.909674869058201,OUTPERFORM,146.0,104.4,97.0,122.4,165.7,165.7,136.5
1993-10-06,460.74,106.75,-1.3700389604829333,5.390463026952319,OUTPERFORM,146.0,104.4,97.0,122.4,165.7,165.7,136.5
1993-10-07,459.18,106.52,-1.132546722935146,5.528036457301355,OUTPERFORM,146.0,104.4,97.0,122.4,165.7,165.7,136.5
1993-10-08,460.31,106.61,-0.9681375185559671,4.5606120047077425,OUTPERFORM,146.0,104.4,97.0,122.4,165.7,165.7,136.5
