,S&P 500,S&P 500 Materials (Sector),S&P 500 Performance (%),S&P 500 Materials (Sector) Performance (%),S&P 500 Materials (Sector) Outperform/Underperform,overall,transportation,energy,energy commodities,fuels and utilities,transportation services
1993-06-09,445.78,90.419998,-2.333326030278471,-1.1911309978990037,OUTPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-10,445.38,89.989998,-2.36320589266924,-1.7898057990769156,OUTPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-11,447.26,89.599998,-1.7507633503943132,-2.1940868661271984,UNDERPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-14,447.71,89.239998,-2.62305065576266,-3.5972798962946917,UNDERPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-15,446.27,88.550003,-3.0121922065503237,-4.487106077953895,UNDERPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-16,447.43,88.75,-2.952021516571235,-4.054054054054057,UNDERPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-17,448.54,89.589996,-2.6056368610761327,-2.598398480156605,OUTPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-18,443.68,89.279999,-3.9445767482138905,-2.9354249966701884,OUTPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-21,446.22,89.66999799999998,-3.7406161014755357,-2.5432061179609833,OUTPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-22,445.93,89.349998,-3.7180179207600084,-2.339053499596755,OUTPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-23,443.19,88.720001,-3.9258616952091985,-2.258451104719117,OUTPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-24,446.62,89.07,-3.1907053366280747,-1.8836737374275714,OUTPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-25,447.6,89.010002,-2.3815755037948083,-0.4139572750265441,OUTPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-28,451.85,89.599998,-1.0511332530384276,0.17888640029322112,OUTPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-29,450.69,89.08000200000002,-1.488524590163931,-0.21283186555947076,OUTPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-06-30,450.53,89.650002,-2.4235467382829556,-0.022299543265269506,OUTPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-07-01,449.02,90.519997,-2.822144310262742,0.5665981431707934,OUTPERFORM,144.5,130.1,103.4,95.3,121.7,163.2
1993-07-02,445.84,90.239998,-3.0571863448575765,1.0526259444806563,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-06,441.43,89.279999,-4.369584055459274,-0.8770967025646614,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-07,442.83,89.209999,-3.6131728446118117,-0.9987814782068449,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-08,448.64,89.849998,-2.2208661159906717,-0.011131760392479872,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-09,448.11,90.019997,-1.525107131084491,1.3624580872077185,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-12,448.98,89.980003,-0.8764764322772844,2.459579822363933,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-13,448.09,89.900002,-1.7777290661990408,2.2171746066119935,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-14,450.08,90.43,-1.673439070214533,2.7964066977787194,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-15,449.22,90.199997,-1.8377291698533638,2.686704357318037,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-16,445.75,89.989998,-3.4755305326981456,1.9947806190146133,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-19,446.03,89.769997,-3.3583949039065697,2.034546418462857,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-20,447.31,89.639999,-2.781943448305846,2.223739258210977,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-21,447.18,89.839996,-2.5603033142309273,1.9866046991306563,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-22,444.51,89.389999,-3.635535900104059,0.6304142602630902,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-23,447.1,89.739998,-3.0866605973902006,0.6505091677654118,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-26,449.09,90.699997,-2.6257588898525586,1.5336336833396302,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-27,448.24,90.300003,-2.7130268698181137,1.0971820420958567,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-28,447.19,89.760002,-2.6111764449671226,0.8312795157699115,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-29,450.24,90.230003,-2.187656144771999,1.0640725925635364,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-07-30,448.13,89.900002,-2.766446797430999,0.593039031228404,OUTPERFORM,144.8,130.5,103.4,95.0,122.1,163.9
1993-08-02,450.15,90.080002,-2.3789902845246402,0.8508755038065363,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-03,449.27,90.18,-2.647944700860261,1.5197545531969947,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-04,448.54,89.889999,-3.9179144442302305,1.6280407561800159,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-05,448.13,89.25,-4.551650692225772,0.665459027048998,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-06,448.68,89.370003,-4.220300992635284,-0.04473884152829122,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-09,450.72,89.739998,-3.322537054117236,-0.5761178689094204,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-10,449.45,89.959999,-3.5659879417254903,-0.9360191815002583,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-11,450.46,90.089996,-3.2018222451435485,0.30059674905367206,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-12,448.96,89.269997,-3.088911433937014,-0.9321984138031425,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-13,450.14,90.25,-3.0288668677294295,-0.4741949713277571,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-16,452.38,91.309998,-2.567305621365501,-0.7607912018086971,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-17,453.13,91.25,-2.4708895632896466,-0.39297128705412243,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-18,456.04,91.900002,-2.4993051546832623,-0.15210669108967068,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-19,456.43,91.510002,-2.436782591967168,-0.0655214589931119,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-20,456.16,91.629997,-2.7584736729908355,-0.8333387265511027,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-23,455.23,91.610001,-2.819998292203907,-1.4946225806451663,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-24,459.77,92.57,-0.7019135242538166,0.2707972270364012,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-25,460.13,92.709999,0.5770617937004063,0.6841843900046829,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-26,461.04,92.5,0.31986422090215516,0.6528813786097709,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-27,460.54,91.980003,0.07170639490667874,0.17425724243085305,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-30,461.9,91.980003,0.34105967458126774,0.8884556518252706,OUTPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-08-31,463.56,92.010002,-0.03450357974640328,-0.3573684365331786,UNDERPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-09-01,463.15,91.489998,0.11023690126232832,-1.6130767096048326,UNDERPERFORM,145.0,130.4,103.0,93.9,122.5,164.0
1993-09-02,461.3,90.769997,-0.8788328068931373,-3.855531030376824,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-03,461.34,90.779999,-0.5196765498652334,-3.6203449703717028,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-07,458.52,89.379997,-1.7611518189998732,-5.126846461382506,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-08,456.65,89.440002,-1.7555560336481646,-4.4444402659068345,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-09,457.5,89.269997,-1.320046589879642,-4.503643415586955,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-10,461.72,89.66999799999998,-0.19022913964548138,-4.636819149599292,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-13,462.06,90.010002,0.6381634831093663,-4.020043762209902,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-14,459.9,89.300003,-0.2451033555300075,-4.634767243002635,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-15,461.6,90.07,-0.16437408080283156,-3.812472274802148,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-16,459.43,90.110001,-0.7839156912711087,-3.9236591968903056,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-17,458.83,89.860001,-0.6646460272786259,-3.7282999240754178,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-20,455.05,88.809998,-1.459537885185913,-5.27944101366381,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-21,452.95,87.82,-1.935525774535063,-6.871689070890074,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-22,456.2,87.949997,-1.492086113450375,-6.773372133702448,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-23,457.74,87.970001,-1.5379982361418798,-7.155671767810034,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-24,457.63,87.839996,-1.8866710974851597,-7.2439294797443265,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-27,461.8,88.230003,-1.0626446139343493,-6.851771464825052,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-28,461.53,87.980003,-1.0208239507602634,-8.287289690399257,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-29,460.11,87.690002,-0.8768150286526777,-7.782095184860449,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-09-30,458.93,88.089996,-1.0777487983100853,-7.923071138770177,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-10-01,461.28,88.83000200000002,-0.9491088683701965,-8.384897982517492,UNDERPERFORM,145.6,132.0,105.3,98.3,122.6,164.4
1993-10-04,461.34,89.160004,-0.371442145726264,-7.58706340421651,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-05,461.2,89.33000200000002,-0.13857613026155846,-7.054415700193339,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-06,460.74,89.32,-0.5611430051366106,-7.151764256292026,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-07,459.18,89.019997,-1.5438054805094525,-7.598089375050421,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-08,460.31,89.279999,-1.1892239991413533,-7.318595301181441,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-11,460.88,89.370003,-0.9499247797120192,-6.93532861538404,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-12,461.12,89.32,-1.3267140289309198,-7.142116495641626,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-13,461.49,88.83000200000002,-1.260216526167146,-7.497653936245463,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-14,466.83,88.449997,-0.788455816721223,-8.757999612997747,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-15,469.5,88.660004,-0.3057714358516983,-8.635610999220834,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-18,468.45,89.410004,-0.45263292107611264,-7.938631344564517,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-19,466.21,90.260002,-0.5185216797541803,-6.862038722029151,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-20,466.07,90.809998,-0.08146639511201759,-6.178327242707649,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-21,465.36,89.82,-0.017188037126159017,-7.848569735830823,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-22,463.27,90.110001,-0.7753432285977468,-8.350283767290477,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-25,464.2,90.68,-0.7165009089937002,-8.96496427100728,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-26,464.3,92.010002,-0.6036992635725325,-8.164487310819702,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-27,464.61,91.610001,-1.1257714407320596,-7.948147345703804,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-28,467.73,92.040001,-1.5864666400151384,-8.708588573695685,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-10-29,467.83,91.57,-1.3287494990825377,-8.985191243562362,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-11-01,469.1,92.400002,-1.0692367716219953,-8.077989695920905,UNDERPERFORM,146.0,132.2,104.4,97.0,122.4,165.7
1993-11-02,468.44,93.0,-0.8529642093678014,-7.388964496892347,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-03,463.02,92.32,-2.5036322671664224,-8.864760843096931,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-04,457.49,92.080002,-3.340376082822738,-9.654627348010758,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-05,459.57,91.900002,-3.095413811280967,-10.50735202050147,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-08,460.21,91.82,-2.9706936538056117,-11.113264924106547,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-09,460.33,91.169998,-3.0843403932797275,-11.674096961111236,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-10,463.72,92.339996,-2.3171553758004726,-10.349518446601946,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-11,462.64,92.989998,-1.976820560628867,-9.569195573875412,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-12,465.39,94.410004,-1.1742971205300323,-7.784716969663519,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-15,463.75,94.190002,-1.9970414201183395,-8.187927017757158,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-16,466.74,94.209999,-2.161199035740491,-8.445095073953457,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-17,464.81,93.599998,-2.9016085230833433,-9.31111432333218,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-18,463.62,93.480003,-3.73538755424514,-10.519764425004652,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-19,462.6,94.029999,-3.5486426754513967,-10.566863330481869,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-22,459.13,93.779999,-4.744813278008298,-10.872459505108722,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-23,461.03,93.639999,-4.093944373946867,-11.047780309141642,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-24,462.36,93.639999,-1.5857474298120455,-8.892780783156073,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-26,463.06,93.790001,-1.844158046464306,-9.232556677972381,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-29,461.9,93.339996,-1.9424689523405259,-9.746666210533094,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-11-30,461.79,93.760002,-2.3224823910146464,-9.898132037250274,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-12-01,461.89,94.300003,-1.50129017124091,-8.69480643585211,UNDERPERFORM,146.3,132.1,103.7,95.5,122.5,166.4
1993-12-02,463.11,94.339996,-1.5036794419158617,-7.735945232273844,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-03,464.89,94.75,-1.1356144865278806,-7.380256870569202,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-06,466.43,94.699997,-1.2888343350546005,-7.888338836462183,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-07,466.76,94.720001,-1.2754076862877883,-8.447707408154914,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-08,466.29,95.93,-0.8610792192881633,-7.089588377723965,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-09,464.18,95.089996,-0.7504971241634406,-7.35580969754297,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-10,463.93,95.669998,-1.5971662495227523,-6.508359102738992,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-13,465.7,96.959999,-1.0601457434829764,-4.931855180544275,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-14,463.06,96.480003,-0.258475854047302,-4.0190948274700045,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-15,461.84,96.110001,-0.9075889887785182,-5.020259807881033,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-16,463.34,96.199997,-0.8134606327867444,-5.184311109642337,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-17,466.38,96.339996,0.4177073464817882,-4.1393074626865705,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-20,465.85,96.330002,0.22374733762182686,-3.7373818327171016,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-21,465.3,96.029999,0.49458974968144,-3.845002387754004,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-22,467.32,96.190002,0.5551491156345456,-4.202770472950079,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-23,467.38,96.029999,0.10066179777685758,-5.080556589513819,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-27,470.54,96.940002,1.0002575770584832,-3.8484407855584046,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-28,470.94,97.040001,0.8307283860745862,-4.1769488746010275,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-29,470.58,97.120003,1.4399655098081388,-3.650793542139086,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-30,468.64,96.910004,0.47165766229311235,-4.096980580990184,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1993-12-31,466.45,96.790001,-0.20111684032606547,-4.743627549024421,UNDERPERFORM,146.3,131.7,102.8,94.1,122.2,166.5
1994-01-03,465.44,97.470001,-0.33618123808911715,-3.885221225314228,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-04,466.89,98.32,-0.5389629755868985,-3.5983901088026404,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-05,467.55,99.610001,-0.7114036950520153,-3.459971893777869,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-06,467.12,100.190002,-0.8364114974737769,-3.1606389248080236,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-07,469.9,99.519997,0.2902633713236735,-2.6984767569268375,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-10,475.27,100.82,1.3801194539249106,-1.9642124451269005,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-11,474.13,100.610001,1.1930678277201512,-2.8673498191282065,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-12,474.17,100.519997,2.114784106815981,-2.0368423931698354,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-13,472.47,100.419998,2.5815276390638076,-1.1127572295591137,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-14,474.91,101.300003,3.2413043478261017,0.0,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-17,473.3,101.919998,4.601308345120225,3.011922316314486,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-18,474.25,102.690002,6.441476826394332,5.57212415663999,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-19,474.3,103.300003,6.400161518271763,6.3742168018307455,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-20,474.98,103.220001,8.215620158571046,8.004605001569542,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-21,474.72,103.0,5.895737134444223,5.543605104769145,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-24,471.97,102.830002,5.338689878361791,5.272319819819815,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-25,470.92,102.379997,4.444641589779996,4.224772343741057,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-26,473.2,102.589996,5.83762021919032,4.962142520199353,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-27,477.05,102.900002,6.041745393113573,4.700857801189029,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-28,478.7,103.209999,6.955336595392891,5.618090405054343,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-01-31,481.61,104.470001,7.921391117285892,7.6233656124446325,UNDERPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-02-01,479.62,105.139999,7.446570186836321,8.492410133426475,OUTPERFORM,146.7,132.3,104.1,96.3,123.1,167.0
1994-02-02,482.0,105.220001,8.028150073961182,9.330842878862079,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-03,480.71,105.269997,8.64484925190978,10.577731425768855,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-04,469.81,102.779999,6.162154833461386,9.293915256338625,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-07,471.76,103.330002,6.742691646302834,11.215151815083324,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-08,471.05,103.419998,4.974037840126577,10.77548938758046,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-09,472.77,104.059998,5.616245559949062,11.36557766768882,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-10,468.93,103.279999,3.5828676194473275,7.66183571354111,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-11,470.18,102.25,4.052050368468807,5.805050763711206,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-14,470.23,102.300003,4.704965486528612,6.043331543035868,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-15,472.52,102.809998,4.792530660220429,5.9569195708226275,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
1994-02-16,472.79,103.459999,4.364045737495048,5.7008604117550155,OUTPERFORM,147.1,132.6,104.3,95.9,123.4,168.2
