,S&P 500,S&P 500 Information Technology (Sector),S&P 500 Performance (%),S&P 500 Information Technology (Sector) Performance (%),S&P 500 Information Technology (Sector) Outperform/Underperform,overall,communication,information technology commodities,video and audio,video and audio products,video and audio services
1993-07-13,448.09,77.459999,-3.2432899311178875,-8.081165589693807,UNDERPERFORM,144.8,,,,,
1993-07-14,450.08,77.370003,-3.1856998429736105,-8.869256563739548,UNDERPERFORM,144.8,,,,,
1993-07-15,449.22,76.589996,-3.6897283622408517,-8.527417585306907,UNDERPERFORM,144.8,,,,,
1993-07-16,445.75,73.83000200000002,-4.501242608621137,-11.897375469067683,UNDERPERFORM,144.8,,,,,
1993-07-19,446.03,72.620003,-4.34493555512665,-13.423932287455864,UNDERPERFORM,144.8,,,,,
1993-07-20,447.31,73.760002,-3.6343659787151594,-10.15833885891203,UNDERPERFORM,144.8,,,,,
1993-07-21,447.18,73.93,-3.6104584743387957,-9.521477291904002,UNDERPERFORM,144.8,,,,,
1993-07-22,444.51,73.300003,-4.550139574833578,-11.62285841275963,UNDERPERFORM,144.8,,,,,
1993-07-23,447.1,74.040001,-3.4466375847622244,-9.85023291794349,UNDERPERFORM,144.8,,,,,
1993-07-26,449.09,74.089996,-2.7606963450545696,-10.44361983161054,UNDERPERFORM,144.8,,,,,
1993-07-27,448.24,74.139999,-3.2589459144472643,-10.728481250024757,UNDERPERFORM,144.8,,,,,
1993-07-28,447.19,73.800003,-4.114670440413393,-11.775252557674776,UNDERPERFORM,144.8,,,,,
1993-07-29,450.24,73.620003,-3.3508640120210376,-11.493143784563609,UNDERPERFORM,144.8,,,,,
1993-07-30,448.13,73.779999,-3.6900924134966706,-11.375376576576567,UNDERPERFORM,144.8,,,,,
1993-08-02,450.15,74.800003,-3.674141915603868,-10.707883873984137,UNDERPERFORM,145.0,,,,,
1993-08-03,449.27,74.949997,-3.8747913903034004,-10.432603967495236,UNDERPERFORM,145.0,,,,,
1993-08-04,448.54,75.949997,-4.675479236621749,-9.87302752603635,UNDERPERFORM,145.0,,,,,
1993-08-05,448.13,76.279999,-4.843504480400895,-9.642263910027548,UNDERPERFORM,145.0,,,,,
1993-08-06,448.68,76.809998,-4.653831442050227,-9.197302716505629,UNDERPERFORM,145.0,,,,,
1993-08-09,450.72,77.139999,-3.8238306589279514,-8.75325516024066,UNDERPERFORM,145.0,,,,,
1993-08-10,449.45,76.510002,-3.6445492550112535,-8.873269519691151,UNDERPERFORM,145.0,,,,,
1993-08-11,450.46,76.699997,-3.218459951873498,-8.242611950836798,UNDERPERFORM,145.0,,,,,
1993-08-12,448.96,76.43,-3.8403049968943503,-10.335521124718927,UNDERPERFORM,145.0,,,,,
1993-08-13,450.14,76.730003,-3.7236659180836296,-11.560625597956998,UNDERPERFORM,145.0,,,,,
1993-08-16,452.38,77.93,-3.15550607980819,-10.094600830641443,UNDERPERFORM,145.0,,,,,
1993-08-17,453.13,78.949997,-3.5688444349861626,-9.606136231103102,UNDERPERFORM,145.0,,,,,
1993-08-18,456.04,78.93,-4.046121152187165,-10.732863848289131,UNDERPERFORM,145.0,,,,,
1993-08-19,456.43,78.360001,-3.7331533545651996,-11.497628060790287,UNDERPERFORM,145.0,,,,,
1993-08-20,456.16,78.209999,-3.7982158297656943,-12.51678159917715,UNDERPERFORM,145.0,,,,,
1993-08-23,455.23,79.089996,-3.6489089254344242,-11.044885342711265,UNDERPERFORM,145.0,,,,,
1993-08-24,459.77,79.16999799999998,-3.187972457939403,-12.11146065471892,UNDERPERFORM,145.0,,,,,
1993-08-25,460.13,78.629997,-2.782590323262202,-12.017461832243637,UNDERPERFORM,145.0,,,,,
1993-08-26,461.04,77.779999,-2.7854507116499727,-13.094973184357539,UNDERPERFORM,145.0,,,,,
1993-08-27,460.54,78.120003,-2.9011174362218006,-11.025056570897851,UNDERPERFORM,145.0,,,,,
1993-08-30,461.9,78.68,-2.7538001600067474,-10.346401313892395,UNDERPERFORM,145.0,,,,,
1993-08-31,463.56,79.449997,-2.3508594539939365,-9.951270204535756,UNDERPERFORM,145.0,,,,,
1993-09-01,463.15,79.110001,-1.8687628450960947,-11.162270258429984,UNDERPERFORM,145.0,,,,,
1993-09-02,461.3,79.050003,-2.042809819077551,-10.526310368450709,UNDERPERFORM,145.6,,,,,
1993-09-03,461.34,78.879997,-2.5063398140321214,-9.748289250611231,UNDERPERFORM,145.6,,,,,
1993-09-07,458.52,77.68,-3.8842888586102187,-11.717238588867785,UNDERPERFORM,145.6,,,,,
1993-09-08,456.65,76.93,-4.606225193231673,-12.797552564072168,UNDERPERFORM,145.6,,,,,
1993-09-09,457.5,78.040001,-5.006125288096175,-11.45904029338598,UNDERPERFORM,145.6,,,,,
1993-09-10,461.72,78.790001,-3.732121262666277,-10.27217538485764,UNDERPERFORM,145.6,,,,,
1993-09-13,462.06,77.739998,-4.136929460580907,-12.326604541030871,UNDERPERFORM,145.6,,,,,
1993-09-14,459.9,76.639999,-4.3290133344427995,-12.91898959393274,UNDERPERFORM,145.6,,,,,
1993-09-15,461.6,77.389999,-1.7475149528532796,-8.598085711540914,UNDERPERFORM,145.6,,,,,
1993-09-16,459.43,76.970001,-2.613617093437337,-10.686933163146916,UNDERPERFORM,145.6,,,,,
1993-09-17,458.83,77.160004,-2.594204436896297,-11.523902207589742,UNDERPERFORM,145.6,,,,,
1993-09-20,455.05,77.08000200000002,-3.7481227658269334,-12.129501685710164,UNDERPERFORM,145.6,,,,,
1993-09-21,452.95,76.870003,-3.4077580875610525,-11.795753028209921,UNDERPERFORM,145.6,,,,,
1993-09-22,456.2,78.510002,-2.9733293632225988,-9.913941252692116,UNDERPERFORM,145.6,,,,,
1993-09-23,457.74,79.410004,-2.656146991897579,-9.432020985401468,UNDERPERFORM,145.6,,,,,
1993-09-24,457.63,79.550003,-3.1511893676458125,-10.436835172258485,UNDERPERFORM,145.6,,,,,
1993-09-27,461.8,80.760002,-2.324499249138101,-10.296564592875324,UNDERPERFORM,145.6,,,,,
1993-09-28,461.53,81.519997,-1.8731130671429175,-8.753077401078002,UNDERPERFORM,145.6,,,,,
1993-09-29,460.11,80.650002,-1.6207316812418493,-9.878194432410204,UNDERPERFORM,145.6,,,,,
1993-09-30,458.93,79.760002,-2.657701607771601,-12.610929525942682,UNDERPERFORM,145.6,,,,,
1993-10-01,461.28,80.209999,-1.999192674584127,-11.866830856678812,UNDERPERFORM,145.6,,,,,
1993-10-04,461.34,80.529999,-0.6289579115151045,-10.552038326691527,UNDERPERFORM,146.0,,,,,
1993-10-05,461.2,78.959999,-1.0449074173407458,-12.587183381220335,UNDERPERFORM,146.0,,,,,
1993-10-06,460.74,78.790001,-1.3700389604829333,-12.93922541436464,UNDERPERFORM,146.0,,,,,
1993-10-07,459.18,78.41999799999998,-1.132546722935146,-13.19459655499655,UNDERPERFORM,146.0,,,,,
1993-10-08,460.31,79.410004,-0.9681375185559671,-12.331638058475637,UNDERPERFORM,146.0,,,,,
1993-10-11,460.88,78.639999,-0.46003326062071803,-13.648842648512128,UNDERPERFORM,146.0,,,,,
1993-10-12,461.12,79.540001,-0.7789301544949834,-13.373991505118699,UNDERPERFORM,146.0,,,,,
1993-10-13,461.49,78.68,-1.1608232850014,-14.876122471059183,UNDERPERFORM,146.0,,,,,
1993-10-14,466.83,79.459999,0.2039151712887488,-14.347308861074993,UNDERPERFORM,146.0,,,,,
1993-10-15,469.5,80.980003,0.522416820108762,-13.482900929121822,UNDERPERFORM,146.0,,,,,
1993-10-18,468.45,80.93,0.9808148307824949,-13.36972625497166,UNDERPERFORM,146.0,,,,,
1993-10-19,466.21,78.900002,-0.04930966469428588,-15.3342630038789,UNDERPERFORM,146.0,,,,,
1993-10-20,466.07,79.260002,-0.2824193927983054,-16.268752745879876,UNDERPERFORM,146.0,,,,,
1993-10-21,465.36,81.33000200000002,-0.3533114922592562,-14.21790558417686,UNDERPERFORM,146.0,,,,,
1993-10-22,463.27,81.300003,-1.3101273912487832,-14.842356605820072,UNDERPERFORM,146.0,,,,,
1993-10-25,464.2,81.040001,-1.4228073901040528,-15.327550050439342,UNDERPERFORM,146.0,,,,,
1993-10-26,464.3,81.43,-1.4350613509956256,-14.545073832038257,UNDERPERFORM,146.0,,,,,
1993-10-27,464.61,82.629997,-0.8387757715456523,-13.285763319490362,UNDERPERFORM,146.0,,,,,
1993-10-28,467.73,81.690002,-0.22824232081911644,-13.307864375213896,UNDERPERFORM,146.0,,,,,
1993-10-29,467.83,81.809998,-0.15153455414693706,-12.763916749455294,UNDERPERFORM,146.0,,,,,
1993-11-01,469.1,83.07,1.0229352858834861,-9.519658196703151,UNDERPERFORM,146.0,,,,,
1993-11-02,468.44,83.720001,1.7065439228798551,-6.489442717406946,UNDERPERFORM,146.3,,,,,
1993-11-03,463.02,81.610001,0.6565217391304223,-8.024345496753782,UNDERPERFORM,146.3,,,,,
1993-11-04,457.49,79.360001,1.1072312588401578,-7.977733255513297,UNDERPERFORM,146.3,,,,,
1993-11-05,459.57,80.709999,3.1466726517787036,-6.107491927727915,UNDERPERFORM,146.3,,,,,
1993-11-08,460.21,81.18,3.2393386724095308,-7.180424276016728,UNDERPERFORM,146.3,,,,,
1993-11-09,460.33,81.410004,4.877882074182072,-5.105486593944675,UNDERPERFORM,146.3,,,,,
1993-11-10,463.72,83.559998,3.441968368689907,-5.400208187474087,UNDERPERFORM,146.3,,,,,
1993-11-11,462.64,84.629997,3.2563329985492606,-4.717409367259617,UNDERPERFORM,146.3,,,,,
1993-11-12,465.39,84.489998,3.218151171043293,-5.787245762711867,UNDERPERFORM,146.3,,,,,
1993-11-15,463.75,83.139999,3.7239991053455546,-5.939585993207219,UNDERPERFORM,146.3,,,,,
1993-11-16,466.74,84.589996,3.7499722141952185,-4.493625381054523,UNDERPERFORM,146.3,,,,,
1993-11-17,464.81,82.68,3.851911432848487,-2.6836146737713507,UNDERPERFORM,146.3,,,,,
1993-11-18,463.62,82.040001,3.89010890512258,-1.4179283655620156,UNDERPERFORM,146.3,,,,,
1993-11-19,462.6,81.379997,3.6336753438774183,-1.2258793691695469,UNDERPERFORM,146.3,,,,,
1993-11-22,459.13,80.43,2.9024160652651343,-0.9116644304955734,UNDERPERFORM,146.3,,,,,
1993-11-23,461.03,81.93,4.19698955837815,1.7258492460162866,UNDERPERFORM,146.3,,,,,
1993-11-24,462.36,83.199997,4.4786911917566785,5.090310852350943,OUTPERFORM,146.3,,,,,
1993-11-26,463.06,83.809998,4.774187709294964,6.955075204759109,OUTPERFORM,146.3,,,,,
1993-11-29,461.9,82.120003,2.9349497470639196,-1.3099339179177272,UNDERPERFORM,146.3,,,,,
1993-11-30,461.79,82.82,3.1633268547684557,-0.276945203722645,UNDERPERFORM,146.3,,,,,
1993-12-01,461.89,83.269997,2.0277882087870847,-1.931464989684839,UNDERPERFORM,146.3,,,,,
1993-12-02,463.11,84.269997,2.4874410781862144,-0.6718517525625467,UNDERPERFORM,146.3,,,96.7,,
1993-12-03,464.89,84.900002,3.5159207303495865,1.4336977813750762,UNDERPERFORM,146.3,,,96.7,,
1993-12-06,466.43,83.730003,3.4419285444988956,-0.3807257448878443,UNDERPERFORM,146.3,,,96.7,,
1993-12-07,466.76,83.800003,3.032978676438125,-1.4813014691112403,UNDERPERFORM,146.3,,,96.7,,
1993-12-08,466.29,83.879997,2.926958479570896,-0.3208615491179678,UNDERPERFORM,146.3,,,96.7,,
1993-12-09,464.18,82.099998,2.758345877977497,-2.3084281019939645,UNDERPERFORM,146.3,,,96.7,,
1993-12-10,463.93,81.709999,2.7803624440604358,-2.703029196128992,UNDERPERFORM,146.3,,,96.7,,
1993-12-13,465.7,82.940002,3.9926756286007725,-0.42021730795752665,UNDERPERFORM,146.3,,,96.7,,
1993-12-14,463.06,82.129997,4.688913004159878,-0.25503887563947947,UNDERPERFORM,146.3,,,96.7,,
1993-12-15,461.84,82.730003,3.549247774713571,-0.636558956604405,UNDERPERFORM,146.3,,,96.7,,
1993-12-16,463.34,83.050003,4.949149471109182,0.764383663294943,UNDERPERFORM,146.3,,,96.7,,
1993-12-17,466.38,83.650002,5.099718309859158,1.2711913140724285,UNDERPERFORM,146.3,,,96.7,,
1993-12-20,465.85,83.18,4.888098347367964,1.500918907904314,UNDERPERFORM,146.3,,,96.7,,
1993-12-21,465.3,83.25,4.681770118562856,2.4489268410305964,UNDERPERFORM,146.3,,,96.7,,
1993-12-22,467.32,83.769997,3.9944811625164167,1.835636959989384,UNDERPERFORM,146.3,,,96.7,,
1993-12-23,467.38,83.68,3.017478895280923,-0.6293777535848033,UNDERPERFORM,146.3,,,96.7,,
1993-12-27,470.54,84.269997,3.0800911321416047,-1.3462901275178907,UNDERPERFORM,146.3,,,96.7,,
1993-12-28,470.94,84.41999799999998,3.5214982854128163,-1.2747093609002835,UNDERPERFORM,146.3,,,96.7,,
1993-12-29,470.58,84.589996,3.8349514563106757,-0.89045344793095,UNDERPERFORM,146.3,,,96.7,,
1993-12-30,468.64,84.540001,3.0408302368021722,-2.9391470250091145,UNDERPERFORM,146.3,,,96.7,,
1993-12-31,466.45,83.959999,2.215453390016209,-3.957903316355582,UNDERPERFORM,146.3,,,96.7,,
1994-01-03,465.44,83.589996,1.833457314138176,-4.150903613701451,UNDERPERFORM,146.7,,,96.4,,
1994-01-04,466.89,85.239998,2.0903942448560198,-1.9553760764808858,UNDERPERFORM,146.7,,,96.4,,
1994-01-05,467.55,86.760002,2.420591456736032,-0.184072714773853,UNDERPERFORM,146.7,,,96.4,,
1994-01-06,467.12,86.68,2.07372768393681,-1.1517869505807465,UNDERPERFORM,146.7,,,96.4,,
1994-01-07,469.9,87.339996,2.676718015951063,-0.20566842569704757,UNDERPERFORM,146.7,,,96.4,,
1994-01-10,475.27,88.41999799999998,3.2903744593919093,1.948570208166589,UNDERPERFORM,146.7,,,96.4,,
1994-01-11,474.13,88.540001,3.3233089260809034,2.3228961322419472,UNDERPERFORM,146.7,,,96.4,,
1994-01-12,474.17,89.400002,3.4831190938652723,4.171524120251702,OUTPERFORM,146.7,,,96.4,,
1994-01-13,472.47,88.910004,3.371548593182516,6.097853003656817,OUTPERFORM,146.7,,,96.4,,
1994-01-14,474.91,90.080002,3.7238457170314154,7.919013922139517,OUTPERFORM,146.7,,,96.4,,
1994-01-17,473.3,89.370003,3.1896570519109657,5.302226747888761,OUTPERFORM,146.7,,,96.4,,
1994-01-18,474.25,89.5,3.2999346547593067,5.505125415416079,OUTPERFORM,146.7,,,96.4,,
1994-01-19,474.3,87.800003,2.580184700564492,1.667440925573871,UNDERPERFORM,146.7,,,96.4,,
1994-01-20,474.98,87.760002,3.1197759492846533,1.6328940737207587,UNDERPERFORM,146.7,,,96.4,,
1994-01-21,474.72,88.230003,2.7688177862446706,3.00023217369918,OUTPERFORM,146.7,,,96.4,,
1994-01-24,471.97,89.050003,2.9490675100883434,5.272499362690608,OUTPERFORM,146.7,,,96.4,,
1994-01-25,470.92,88.349998,3.3898305084745672,5.253747789998853,OUTPERFORM,146.7,,,96.4,,
1994-01-26,473.2,87.400002,4.843355341870881,6.2743240825468005,OUTPERFORM,146.7,,,96.4,,
1994-01-27,477.05,87.989998,5.288132600587092,5.6683093191416845,OUTPERFORM,146.7,,,96.4,,
1994-01-28,478.7,88.220001,6.4653159264284055,8.631944448121477,OUTPERFORM,146.7,,,96.4,,
1994-01-31,481.61,88.139999,8.764679313459812,9.354840182502233,OUTPERFORM,146.7,,,96.4,,
1994-02-01,479.62,87.809998,7.223178556258514,5.617030377881038,UNDERPERFORM,146.7,,,96.4,,
1994-02-02,482.0,88.66999799999998,8.054789607012358,6.497713031522601,UNDERPERFORM,147.1,,,96.3,,
1994-02-03,480.71,88.010002,7.390031946026854,6.2153040524341785,UNDERPERFORM,147.1,,,96.3,,
1994-02-04,469.81,84.66999799999998,5.748756386881859,3.533870182610266,UNDERPERFORM,147.1,,,96.3,,
1994-02-07,471.76,86.18,5.728372926938596,5.742331288343561,OUTPERFORM,147.1,,,96.3,,
1994-02-08,471.05,87.209999,5.5290454107578935,8.147321529604667,OUTPERFORM,147.1,,,96.3,,
1994-02-09,472.77,87.720001,5.971353641315313,9.39019679785018,OUTPERFORM,147.1,,,96.3,,
1994-02-10,468.93,87.150002,4.583166064498867,6.958761403089309,OUTPERFORM,147.1,,,96.3,,
1994-02-11,470.18,87.150002,4.589033477922366,6.709935269007872,OUTPERFORM,147.1,,,96.3,,
1994-02-14,470.23,87.68,4.947998035977319,7.688531262307374,OUTPERFORM,147.1,,,96.3,,
1994-02-15,472.52,88.82,5.484987163745947,7.012048192771081,OUTPERFORM,147.1,,,96.3,,
1994-02-16,472.79,90.029999,5.361798854545041,6.594837871120518,OUTPERFORM,147.1,,,96.3,,
1994-02-17,470.34,89.339996,3.733927350521582,6.003793379257161,OUTPERFORM,147.1,,,96.3,,
1994-02-18,467.69,89.489998,2.979126299101642,7.975387595634209,OUTPERFORM,147.1,,,96.3,,
1994-02-22,471.46,91.269997,3.5675058213610944,9.213829125284212,OUTPERFORM,147.1,,,96.3,,
1994-02-23,470.69,91.010002,3.7081919534658336,10.839119341869207,OUTPERFORM,147.1,,,96.3,,
1994-02-24,464.26,90.029999,2.80336581045173,11.230537157634357,OUTPERFORM,147.1,,,96.3,,
1994-02-25,466.07,90.330002,2.973862707408137,9.002049873221306,OUTPERFORM,147.1,,,96.3,,
1994-02-28,467.14,90.5,3.0963783628699337,8.82635359180599,OUTPERFORM,147.1,,,96.3,,
1994-03-01,464.44,90.339996,2.2432581177765476,8.412329091267722,OUTPERFORM,147.1,,,96.3,,
1994-03-02,464.81,90.580002,2.525586730192342,8.896371723972084,OUTPERFORM,147.2,,,95.8,,
1994-03-03,463.01,91.07,2.3068254634642127,9.828753252020128,OUTPERFORM,147.2,,,95.8,,
1994-03-04,464.74,91.82,2.311553363860508,10.056334651803889,OUTPERFORM,147.2,,,95.8,,
1994-03-07,466.91,92.43,1.8875747392310016,8.498647529084447,OUTPERFORM,147.2,,,95.8,,
1994-03-08,465.88,92.769997,1.0563762174356395,7.821938542283369,OUTPERFORM,147.2,,,95.8,,
1994-03-09,467.06,93.599998,1.411325343060632,8.786607289788373,OUTPERFORM,147.2,,,95.8,,
1994-03-10,463.9,93.419998,0.5309350958933701,8.300482070473404,OUTPERFORM,147.2,,,95.8,,
1994-03-11,466.44,93.190002,1.753926701570685,8.739796105243759,OUTPERFORM,147.2,,,95.8,,
1994-03-14,467.39,94.660004,2.2533855477039566,10.326341130780614,OUTPERFORM,147.2,,,95.8,,
1994-03-15,467.01,94.809998,1.991744742186996,9.530961403210746,OUTPERFORM,147.2,,,95.8,,
1994-03-16,469.42,95.470001,2.5113556953179517,9.483949867567087,OUTPERFORM,147.2,,,95.8,,
1994-03-17,470.9,95.709999,2.3028459700195514,8.477837181984448,OUTPERFORM,147.2,,,95.8,,
1994-03-18,471.06,95.290001,2.6542887029288753,7.5872202777464315,OUTPERFORM,147.2,,,95.8,,
1994-03-21,468.54,95.290001,1.4287569814261714,8.16118406722326,OUTPERFORM,147.2,,,95.8,,
1994-03-22,468.8,94.230003,1.6412635778245033,7.091720811267654,OUTPERFORM,147.2,,,95.8,,
1994-03-23,468.54,93.779999,0.7591234597105423,4.571809768064217,OUTPERFORM,147.2,,,95.8,,
1994-03-24,464.35,91.809998,-0.1762796397016153,1.1457541416465933,OUTPERFORM,147.2,,,95.8,,
1994-03-25,460.58,89.529999,-0.5591899302631931,-1.1919236155841006,UNDERPERFORM,147.2,,,95.8,,
1994-03-28,460.0,88.730003,-0.7936507936507908,-2.4730709230686654,UNDERPERFORM,147.2,,,95.8,,
1994-03-29,452.48,86.239998,-2.1283959162484822,-4.8543700888611045,UNDERPERFORM,147.2,,,95.8,,
1994-03-30,445.55,85.959999,-4.081720522701337,-5.507312240218621,UNDERPERFORM,147.2,,,95.8,,
1994-03-31,445.77,87.459999,-4.959171055156386,-4.289776897234965,OUTPERFORM,147.2,,,95.8,,
1994-04-04,438.92,85.790001,-6.2297043240471695,-7.802258748986823,UNDERPERFORM,147.5,,,95.9,,
1994-04-05,448.29,88.33000200000002,-5.3841283241874205,-6.60816226246218,UNDERPERFORM,147.5,,,95.9,,
1994-04-06,448.05,88.82,-5.592195368633968,-5.891075626967868,UNDERPERFORM,147.5,,,95.9,,
1994-04-07,450.88,89.68,-5.291238683386901,-5.867531411804283,UNDERPERFORM,147.5,,,95.9,,
1994-04-08,447.1,88.389999,-5.9706828745084035,-5.787679599232565,OUTPERFORM,147.5,,,95.9,,
1994-04-11,449.87,88.57,-4.924234418919204,-3.738726144142468,OUTPERFORM,147.5,,,95.9,,
1994-04-12,447.57,84.959999,-4.9725047240918085,-7.005256052919706,UNDERPERFORM,147.5,,,95.9,,
1994-04-13,446.26,83.220001,-5.425338023990167,-9.54347717391305,UNDERPERFORM,147.5,,,95.9,,
1994-04-14,446.38,82.389999,-5.225164016221151,-11.360944960546904,UNDERPERFORM,147.5,,,95.9,,
1994-04-15,446.18,81.16999799999998,-5.698102041678988,-13.58458639412331,UNDERPERFORM,147.5,,,95.9,,
1994-04-18,442.46,80.540001,-5.493613567431332,-13.051923125939425,UNDERPERFORM,147.5,,,95.9,,
1994-04-19,442.54,79.16999799999998,-5.077111173076498,-13.917584930764558,UNDERPERFORM,147.5,,,95.9,,
1994-04-20,441.96,78.360001,-5.465123740668654,-16.147668790187332,UNDERPERFORM,147.5,,,95.9,,
1994-04-21,448.73,83.209999,-4.281143344709893,-11.393892603816735,UNDERPERFORM,147.5,,,95.9,,
1994-04-22,447.63,83.050003,-5.724395021166362,-13.127610107272169,UNDERPERFORM,147.5,,,95.9,,
1994-04-25,452.71,84.910004,-3.9219847619856196,-11.089001047120417,UNDERPERFORM,147.5,,,95.9,,
1994-04-26,451.87,84.839996,-4.031007751937987,-10.844900763139941,UNDERPERFORM,147.5,,,95.9,,
1994-04-28,449.1,83.699997,-3.0775207182320408,-10.843630512685266,UNDERPERFORM,147.5,,,95.9,,
1994-04-29,450.91,84.050003,-2.286221991071802,-10.029967031255982,UNDERPERFORM,147.5,,,95.9,,
1994-05-02,453.02,85.059998,-1.7885403342944528,-8.939091791495912,UNDERPERFORM,147.9,,,95.7,,
1994-05-03,453.03,84.150002,-1.4445145430417528,-8.691408042907634,UNDERPERFORM,147.9,,,95.7,,
1994-05-04,451.72,84.040001,-1.9747406796579936,-8.323330605941548,UNDERPERFORM,147.9,,,95.7,,
