,S&P 500,S&P 500 Real Estate (Sector),S&P 500 Performance (%),S&P 500 Real Estate (Sector) Performance (%),S&P 500 Real Estate (Sector) Outperform/Underperform,overall,commodities,housing,shelters,transportations
2002-03-06,1162.77,97.080002,5.876728918350427,1.0723570721804077,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-07,1157.54,97.0,4.604234630712378,0.5806698344946071,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-08,1164.31,96.809998,6.633512840238831,0.4878576079658581,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-11,1168.26,96.120003,8.184242693632605,0.5544586485807468,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-12,1165.58,96.389999,7.325831936796745,0.9425081357735454,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-13,1154.09,95.809998,5.196521675721,-1.0125043804886547,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-14,1153.04,97.040001,6.386669373143139,-0.14406153529533672,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-15,1166.16,97.089996,8.525429249453275,-0.6040171990172039,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-18,1165.55,96.470001,9.168649195436739,-1.208398336745553,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-19,1170.29,96.709999,9.921477279131352,-0.38113204818434054,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-20,1151.85,96.459999,7.938039994752311,-0.7408942169170762,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-21,1153.59,97.080002,10.849636775954163,0.3722094667885756,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-22,1148.7,96.949997,10.378691060738543,-0.3289811965348499,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-25,1131.87,96.660004,7.807410229545653,0.09320078699390777,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-26,1138.49,96.599998,10.624301608123199,0.4993705628577594,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-27,1144.58,96.839996,11.391394898445784,1.1806467577123225,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-03-28,1147.39,96.290001,11.317111977802362,-0.5268615539195776,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-04-01,1146.54,96.82,13.115627466456182,-0.06192919266916341,UNDERPERFORM,179.3,150.0,179.5,207.0,208.0
2002-04-02,1136.76,97.269997,11.418657989140012,0.28868853054311305,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-03,1125.4,96.949997,11.474305638099791,-0.3494747625709338,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-04,1126.34,97.419998,11.821060887348978,0.5055173836789439,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-05,1122.73,98.139999,8.353841551096819,0.3784412512562563,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-08,1125.29,99.07,8.499334708911022,2.791038684095404,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-09,1117.8,99.260002,9.58930969911469,3.1487050873312494,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-10,1130.47,100.32,12.340379015989434,3.8509338271414784,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-11,1103.69,99.620003,11.580767131043146,3.0942834449223744,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-12,1111.01,100.82,11.915746635506475,4.520009377151246,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-15,1102.55,99.959999,12.94998668223819,2.7760610163261035,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-16,1128.37,98.559998,15.905005495464941,2.7094612620827574,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-17,1126.07,97.480003,13.670960187353632,1.0155471502590663,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-18,1124.47,97.730003,13.603483461639488,0.11268182403150195,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-19,1125.17,96.43,16.158571207350448,0.32251039359623146,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-22,1107.83,94.639999,16.84861141874716,-0.2844852898752359,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-23,1100.96,93.769997,15.405821863960846,-0.3295121103419896,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-24,1093.14,94.029999,10.526475435527761,-0.8645218948765798,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-25,1091.48,93.870003,11.719789555569204,0.05329673843530447,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-26,1076.32,93.82,12.96033920006716,0.9794381237998806,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-29,1065.45,93.360001,15.750649124903582,2.638524655216856,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-04-30,1076.92,94.129997,16.12624950127781,5.208445230709247,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-05-01,1086.46,95.32,17.915323587188926,7.294016537326264,UNDERPERFORM,179.5,149.7,179.8,207.4,208.7
2002-05-02,1084.56,96.440002,18.152800322464667,9.865576553492561,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-03,1073.43,95.970001,19.145559082735808,8.883596651731285,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-06,1052.67,95.080002,16.183612202551778,9.40052654927963,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-07,1049.49,95.010002,19.049185534733894,12.544425788780543,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-08,1088.85,95.160004,28.43998820406959,15.569599979091574,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-09,1073.01,94.0,30.878819296212722,15.59272011805215,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-10,1054.99,93.989998,32.25398019305503,18.315704473421324,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-13,1074.56,94.419998,27.403578245971815,17.569418940839743,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-14,1097.28,95.709999,30.834167978251536,17.637657108681704,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-15,1091.07,96.269997,27.93372731110171,14.077495130673,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-16,1098.23,96.050003,22.166725994482505,7.703524332810052,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-17,1106.59,96.440002,22.575821351824366,7.537914808206958,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-20,1091.88,96.339996,19.773589872973396,7.3904771752366205,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-21,1079.88,95.589996,22.067234869893525,8.255937431848093,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-22,1086.02,95.489998,25.661853188928994,9.268794018409366,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-23,1097.08,96.790001,31.44979630960938,12.79571524987102,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-24,1083.82,97.18,26.08862570820292,13.026281238906234,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-28,1074.55,97.68,22.557797369891762,11.545049674546103,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-29,1067.66,97.650002,17.91354670554195,10.96591136363636,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-30,1064.66,97.080002,17.170716675471056,12.37412099055586,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-05-31,1067.14,97.18,18.072582429741104,12.061806825855559,UNDERPERFORM,179.6,149.7,180.0,207.8,208.6
2002-06-03,1040.68,96.720001,17.696022438108592,13.149271882922143,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-04,1040.69,97.269997,13.16522041712882,12.450863583815043,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-05,1049.9,96.57,12.862133834990598,10.720017074982602,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-06,1029.15,96.120003,10.807842630575927,8.979598944884316,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-07,1027.53,95.709999,8.081413695171968,8.613249820247958,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-10,1030.74,96.800003,9.953809884471386,9.812819970213948,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-11,1013.6,96.879997,6.766663857756816,9.333027769630654,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-12,1020.26,96.989998,5.979017347044757,9.333783218732773,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-13,1009.56,97.290001,7.301830240418328,9.400653322838192,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-14,1007.27,96.93,6.257714014452231,7.927850081902932,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-17,1036.17,97.769997,10.84165935688155,8.404473702085058,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-18,1037.14,96.379997,12.994214867029118,5.749394401463626,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-19,1019.99,96.230003,11.134234037916757,6.555204441483875,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-20,1006.29,96.599998,9.848592356479301,6.399379817167317,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-21,989.14,96.629997,12.65574816063415,8.32959669269946,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-24,992.72,96.459999,11.117080814864577,7.692306575862462,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-25,976.14,97.260002,11.032247056816246,8.828464512863455,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-26,973.53,95.959999,8.905718632539816,7.2538257823423935,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-27,990.64,96.5,9.710286169929994,7.85738115728869,UNDERPERFORM,180.0,149.9,180.2,208.2,208.8
2002-06-28,989.82,97.620003,8.821653950174802,9.255741673323815,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-07-01,968.65,96.120003,6.509428775633608,7.84248427608496,OUTPERFORM,180.0,149.9,180.2,208.2,208.8
2002-07-02,948.09,94.910004,6.898106910509538,7.37640578545542,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-03,953.99,94.080002,7.21277576111754,5.565528313548196,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-05,989.03,94.849998,10.989787902592285,6.921428327374923,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-08,976.98,93.82,11.84403333638613,6.456374893556371,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-09,952.83,92.910004,9.588710233938302,6.903693158269797,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-10,920.47,90.959999,9.14836598207085,6.2120505162546635,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-11,927.37,89.470001,9.697299471249954,2.6738604851257675,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-12,921.39,88.839996,10.518172004318082,3.0506867306656638,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-15,917.93,87.779999,12.039692904832222,2.9315197341876154,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-16,900.94,88.139999,7.298192125384095,3.681916158524512,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-17,906.04,86.910004,5.9757880577811395,2.1029146345307392,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-18,881.56,84.41999799999998,6.549669434473082,0.7278367910234174,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-19,847.75,82.339996,3.9826807967814792,-1.235464751032811,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-22,819.85,81.32,-3.309313488459853,-2.797040267891937,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-23,797.7,79.440002,-3.6489473493495628,-2.944405691983021,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-24,843.43,80.309998,2.9891934794553876,-2.394264734981355,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-25,838.68,81.360001,4.759049688975492,0.9930524079705183,UNDERPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-26,852.84,84.389999,8.603300733496333,8.988762753454726,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-29,898.96,89.18,12.574040448312584,16.453379042742753,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-30,902.78,89.68,16.223801431587614,20.87882138081085,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-07-31,911.62,89.709999,13.396855408498354,15.516346097535605,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-08-01,884.66,88.300003,5.906718383374021,10.16843517982695,OUTPERFORM,180.5,150.2,180.7,208.9,210.0
2002-08-02,864.24,87.389999,2.709640616086695,10.943255463117518,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-05,834.6,85.809998,-5.295766337217877,5.223782763073581,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-06,859.57,85.980003,-0.052324364549649616,6.807457142857132,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-07,876.77,87.57,-0.2763876251137498,6.727601216541079,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-08,905.46,88.0,2.382433089474101,8.187858774913149,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-09,908.64,86.389999,0.9914195527497505,5.96099602552429,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-12,903.8,86.720001,1.5323087984182582,8.767086086777143,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-13,884.21,85.480003,-1.3312652040975648,7.6032236252964625,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-14,919.62,86.5,4.206232294617562,7.546935223175422,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-15,930.25,87.220001,3.6317050075196367,6.365854878048771,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-16,928.77,88.199997,4.329218291902093,9.21247500712048,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-19,950.7,88.120003,7.770787281074654,9.916434075500447,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-20,937.43,88.150002,5.245253786305293,9.693878674789968,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-21,949.36,88.610001,7.1802745664739875,10.527632793504637,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-22,962.7,88.709999,6.852690463505584,10.226137789781141,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-23,940.86,88.93,3.5790168987724913,8.161030063718933,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-26,947.95,89.809998,3.5569538666579303,9.524387804878032,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-27,934.82,90.190002,1.1972806789642298,8.51883156637192,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-28,917.87,91.139999,1.6861463468675675,10.379071091195357,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-29,917.8,90.309998,2.5772850213469756,10.147579220577608,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-08-30,916.07,90.790001,4.551524212784908,11.262258854467145,OUTPERFORM,180.8,150.2,181.1,209.4,210.3
2002-09-03,878.02,89.199997,-0.5583555127697037,7.794558308157096,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-04,893.4,89.57,1.2316861749742225,10.593903212591748,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-05,879.15,89.370003,-2.7779313700554087,7.7266201509959,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-06,893.92,89.470001,-1.7486783245221682,7.8601618273717255,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-09,902.96,89.470001,0.28877337953707727,8.395929144706438,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-10,909.58,89.349998,1.431853156990881,7.988881024628491,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-11,909.45,89.129997,-0.5141388174807138,7.55399272762185,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-12,886.91,88.389999,-5.017349211788902,5.013664132438289,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-13,889.81,89.120003,-4.3780559883939585,5.230842951213988,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-16,891.1,88.709999,-4.477579941470944,4.647873232790123,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-17,873.52,88.129997,-4.356680645125966,4.543290467024064,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-18,869.46,86.910004,-7.392929798587655,2.331336394677952,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-19,843.32,85.639999,-9.931539767811937,0.9310560030891368,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-20,845.39,87.139999,-9.538484585834595,1.9896968167205653,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-23,833.7,86.209999,-9.454249253326086,1.75873227385821,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-24,819.29,85.279999,-10.711872534274946,0.8633896795958718,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-25,839.66,85.010002,-7.378522971705914,0.8901020439092688,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-26,854.95,85.120003,-6.279118204838685,1.4420199527102717,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-27,827.37,83.809998,-7.245515695067262,-0.1786576962679587,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-09-30,815.28,83.370003,-9.859030349936438,0.07202616905597203,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-10-01,847.91,83.660004,-6.304146039603964,1.4552571119968105,OUTPERFORM,181.2,150.5,181.5,209.7,210.9
2002-10-02,827.91,81.849998,-8.171210541493835,-0.8119231996579046,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-03,818.95,82.279999,-7.929351980932675,-0.0485920796890027,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-04,800.58,80.559998,-12.062829525483298,-3.382104942987718,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-07,785.28,77.43,-13.035581789388594,-5.883064515001745,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-08,798.55,76.58000200000002,-10.388050992010056,-6.529962162821901,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-09,776.76,74.190002,-12.15606446140798,-8.779048105765463,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-10,803.92,77.660004,-10.252746271322676,-4.793424052960638,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-11,835.32,80.150002,-6.915687891417233,-1.8851756179416035,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-14,841.44,78.769997,-5.717839255101009,-3.8452161583304445,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-15,881.27,81.550003,-0.9430568981408594,-0.5851469046098567,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-16,860.02,80.5,-1.7569111263422421,-1.3359431957810086,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-17,879.2,82.050003,-0.021605885898168253,-0.49720592405051445,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-18,884.39,81.339996,0.5194244277238358,-1.3821616859058472,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-21,899.72,81.529999,-1.024168619297483,-2.3007765955941117,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-22,890.16,79.730003,-2.028417658129633,-5.432327254947866,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-23,896.14,79.440002,-3.5381750465549366,-7.142023127690589,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-24,882.5,80.43,-4.380613914381371,-4.692497981899491,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-25,897.65,82.0,-1.3495543613244898,-1.761112953622701,UNDERPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-28,890.23,80.760002,-4.025572194012317,-3.9029021429926036,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-29,882.15,80.16999799999998,-4.896665480772344,-3.304795402012073,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-30,890.71,80.360001,-3.838015244099924,-2.131287271571214,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-10-31,885.76,80.16999799999998,-4.926689994203892,-2.445853005597498,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-11-01,900.96,80.480003,-1.879723813465184,-1.1423669749481946,OUTPERFORM,181.5,150.5,182.0,210.4,211.8
2002-11-04,908.35,82.220001,-0.6833588453968975,1.6316427285131496,OUTPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-05,915.39,82.0,1.509237286256071,2.6411328406700685,OUTPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-06,923.76,83.110001,4.071562154976216,4.976636477873875,OUTPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-07,902.65,82.57,2.765380937201134,3.848569894388887,OUTPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-08,894.74,81.989998,0.833953163387191,2.423478984754057,OUTPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-11,876.19,81.599998,1.7169723705595663,4.1347587527468255,OUTPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-12,882.95,82.75,4.185349506773028,6.34880108851823,OUTPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-13,882.53,80.989998,2.794278659118965,3.6207700296432943,OUTPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-14,904.27,82.959999,4.617289092507737,5.065856193843166,OUTPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-15,909.83,82.949997,7.721907152413543,6.660666323543762,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-18,900.36,82.540001,5.219118850064275,4.020167713173728,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-19,896.74,82.739998,4.233308536358549,5.320774066211165,OUTPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-20,914.15,82.870003,7.775288846970052,4.739635816242327,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-21,933.76,84.16999799999998,10.688841735914355,5.887533171154402,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-22,930.55,84.690002,11.02427966354471,6.8373977609712755,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-25,932.87,84.769997,12.435970061107149,7.086903381156984,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-26,913.31,84.300003,9.251528164886281,5.375003749999996,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-27,938.87,84.93,13.226000964785323,7.383998350436127,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-11-29,936.31,84.849998,14.36825133141153,7.992870052182766,UNDERPERFORM,181.8,150.3,182.3,210.8,212.5
2002-12-02,934.53,85.440002,14.33377784846519,8.509022314173809,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-03,920.75,84.720001,10.283989507599811,7.882340607186289,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-04,917.58,84.550003,7.802201675341003,6.539820986141387,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-05,906.55,84.260002,7.267520973104724,5.496430243028794,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-06,912.23,83.910004,8.975032851511177,5.137208498614432,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-09,892.0,83.959999,5.167596118702633,4.1041499292213235,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-10,904.45,83.309998,8.632203511974822,4.280885020414127,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-11,904.96,82.459999,7.917049262434861,1.9031154696766306,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-12,901.58,82.519997,8.945683040299702,2.5220512491502367,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-13,889.48,82.32,6.234473533346074,1.4918000062655645,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-16,910.4,83.379997,8.232776555905597,2.9891280013479404,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-17,902.99,82.269997,8.167127849450772,1.1309145944908394,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-18,891.12,81.93,8.410077981483965,2.425305723848137,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-19,884.25,81.33000200000002,6.55540157859853,0.7556999410840204,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
2002-12-20,895.76,81.57,8.959980537647482,2.256491246953396,UNDERPERFORM,182.6,151.3,182.9,211.5,213.1
