,S&P 500,S&P 500 Real Estate (Sector),S&P 500 Performance (%),S&P 500 Communication Services (Sector) Performance (%),S&P 500 Communication Services (Sector) Outperform/Underperform,overall,communication,information technology commodities,education and communication commodities,education and communication services
1993-06-01,453.83,109.370003,-2.8222093745315924,4.470341876581485,OUTPERFORM,144.3,,,,
1993-06-02,453.85,109.599998,-3.3168591027225025,4.133014726840845,OUTPERFORM,144.5,,,,
1993-06-03,452.49,109.660004,-3.9095349331068063,3.5896495032150977,OUTPERFORM,144.5,,,,
1993-06-04,450.06,109.790001,-4.458030824098847,3.908760972600378,OUTPERFORM,144.5,,,,
1993-06-07,447.69,110.080002,-4.4499935971315185,4.818134778655536,OUTPERFORM,144.5,,,,
1993-06-08,444.71,109.68,-5.138651877133116,4.060719088031894,OUTPERFORM,144.5,,,,
1993-06-09,445.78,110.080002,-4.857642890681701,4.6885400915161135,OUTPERFORM,144.5,,,,
1993-06-10,445.38,109.959999,-4.085280499623134,5.013847817914696,OUTPERFORM,144.5,,,,
1993-06-11,447.26,110.699997,-2.8920057319032466,6.014172687496111,OUTPERFORM,144.5,,,,
1993-06-14,447.71,111.269997,-2.6717391304347915,5.709666431509297,OUTPERFORM,144.5,,,,
1993-06-15,446.27,111.269997,-1.3724363507779391,7.0418472450749725,OUTPERFORM,144.5,,,,
1993-06-16,447.43,110.980003,0.42195039838401893,8.08336871834825,OUTPERFORM,144.5,,,,
1993-06-17,448.54,111.290001,0.6213966843888086,8.29036124229916,OUTPERFORM,144.5,,,,
1993-06-18,443.68,110.129997,1.0844800874874716,8.867133892165535,OUTPERFORM,144.5,,,,
1993-06-21,446.22,111.260002,-0.4617546677374018,8.493416621352988,OUTPERFORM,144.5,,,,
1993-06-22,445.93,111.910004,-0.47316147751367277,9.81257934206341,OUTPERFORM,144.5,,,,
1993-06-23,443.19,111.68,-1.705553584102204,9.986211246935085,OUTPERFORM,144.5,,,,
1993-06-24,446.62,112.220001,-0.10735853276672147,12.074307762138448,OUTPERFORM,144.5,,,,
1993-06-25,447.6,111.910004,-0.504590214950984,11.375398744763189,OUTPERFORM,144.5,,,,
1993-06-28,451.85,113.050003,0.9562749960900119,11.577184168969623,OUTPERFORM,144.5,,,,
1993-06-29,450.69,113.309998,0.9926948415721837,11.426881474542583,OUTPERFORM,144.5,,,,
1993-06-30,450.53,113.790001,0.9297011514852738,11.635437064652198,OUTPERFORM,144.5,,,,
1993-07-01,449.02,113.82,0.636514411224165,11.184914197960904,OUTPERFORM,144.5,,,,
1993-07-02,445.84,112.870003,0.7639108619988288,10.28923921396283,OUTPERFORM,144.8,,,,
1993-07-06,441.43,112.089996,-0.25082478420029863,7.592624304089068,OUTPERFORM,144.8,,,,
1993-07-07,442.83,112.089996,0.19685039370078705,4.678739172978363,OUTPERFORM,144.8,,,,
1993-07-08,448.64,113.410004,-0.020056604194063077,4.045875229357798,OUTPERFORM,144.8,,,,
1993-07-09,448.11,113.129997,0.10723141880570886,5.679583213089678,OUTPERFORM,144.8,,,,
1993-07-12,448.98,113.839996,-0.8239270172958335,5.5442193070256,OUTPERFORM,144.8,,,,
1993-07-13,448.09,112.870003,-0.8365237789629831,5.407173040583246,OUTPERFORM,144.8,,,,
1993-07-14,450.08,113.639999,0.2182142061901482,7.848529718652486,OUTPERFORM,144.8,,,,
1993-07-15,449.22,114.610001,-0.37479763145639167,9.10042620370033,OUTPERFORM,144.8,,,,
1993-07-16,445.75,114.080002,-1.6047856606772326,8.09171965044797,OUTPERFORM,144.8,,,,
1993-07-19,446.03,115.040001,-1.5451515352184142,9.001326425987056,OUTPERFORM,144.8,,,,
1993-07-20,447.31,115.470001,-0.9762684849021541,8.97508690991966,OUTPERFORM,144.8,,,,
1993-07-21,447.18,115.400002,-0.9304798617572718,9.084035267189371,OUTPERFORM,144.8,,,,
1993-07-22,444.51,114.669998,-0.7391362601045115,10.397607286099731,OUTPERFORM,144.8,,,,
1993-07-23,447.1,114.699997,1.0806655814794786,12.044538086025058,OUTPERFORM,144.8,,,,
1993-07-26,449.09,115.739998,0.6905674760655511,10.713599476625223,OUTPERFORM,144.8,,,,
1993-07-27,448.24,115.25,1.5289134521733194,12.078185119552964,OUTPERFORM,144.8,,,,
1993-07-28,447.19,115.260002,0.7752112676056244,11.437689258435647,OUTPERFORM,144.8,,,,
1993-07-29,450.24,116.019997,1.3734408069527637,11.47193963351385,OUTPERFORM,144.8,,,,
1993-07-30,448.13,115.269997,0.818916061103736,9.645201454728468,OUTPERFORM,144.8,,,,
1993-08-02,450.15,115.599998,0.17357634020962465,8.493660014256399,OUTPERFORM,145.0,,,,
1993-08-03,449.27,114.559998,-0.974233507461042,5.594985816111819,OUTPERFORM,145.0,,,,
1993-08-04,448.54,114.029999,-1.7393971258324536,4.327535105374158,OUTPERFORM,145.0,,,,
1993-08-05,448.13,114.510002,-1.4925701222192944,5.4322815078512,OUTPERFORM,145.0,,,,
1993-08-06,448.68,113.690002,-0.9973521624006998,6.26227135736559,OUTPERFORM,145.0,,,,
1993-08-09,450.72,114.699997,-0.8992766210065728,7.54804955371684,OUTPERFORM,145.0,,,,
1993-08-10,449.45,114.980003,-1.5098391550159906,7.67934451844301,OUTPERFORM,145.0,,,,
1993-08-11,450.46,115.260002,-1.4440117271255493,7.558788444987363,OUTPERFORM,145.0,,,,
1993-08-12,448.96,114.699997,-1.8301882666783342,7.176228943456242,OUTPERFORM,145.0,,,,
1993-08-13,450.14,115.110001,-1.393209200438117,7.861694079256987,OUTPERFORM,145.0,,,,
1993-08-16,452.38,114.849998,-1.147214999016677,6.9665593657476155,OUTPERFORM,145.0,,,,
1993-08-17,453.13,114.099998,-0.987654320987652,6.337367017594575,OUTPERFORM,145.0,,,,
1993-08-18,456.04,113.279999,-0.8888792297828796,4.37667008547562,OUTPERFORM,145.0,,,,
1993-08-19,456.43,111.940002,-0.5339086471408572,2.4997738531249425,OUTPERFORM,145.0,,,,
1993-08-20,456.16,112.419998,-0.4473931166932066,3.0525273829875355,OUTPERFORM,145.0,,,,
1993-08-23,455.23,111.550003,-0.400385069793896,2.255025291228363,OUTPERFORM,145.0,,,,
1993-08-24,459.77,113.599998,0.4171580832568855,3.2539548242307204,OUTPERFORM,145.0,,,,
1993-08-25,460.13,115.18,0.31831164017703806,4.5475193709271,OUTPERFORM,145.0,,,,
1993-08-26,461.04,116.43,0.4225658897843543,6.057570650916122,OUTPERFORM,145.0,,,,
1993-08-27,460.54,117.360001,-0.39578692389211634,6.720014488314874,OUTPERFORM,145.0,,,,
1993-08-30,461.9,118.889999,0.28006339419464066,8.724280909451876,OUTPERFORM,145.0,,,,
1993-08-31,463.56,119.779999,0.35286731755894696,8.71301415864949,OUTPERFORM,145.0,,,,
1993-09-01,463.15,120.160004,1.0251935870869255,9.69509120234533,OUTPERFORM,145.0,,,,
1993-09-02,461.3,119.790001,1.2777728989198156,10.121347767249024,OUTPERFORM,145.6,,,,
1993-09-03,461.34,119.830002,2.215624584570386,10.830557413136589,OUTPERFORM,145.6,,,,
1993-09-07,458.52,119.32,1.1984373965437278,9.85085316191714,OUTPERFORM,145.6,,,,
1993-09-08,456.65,119.0,1.5612837221715692,9.556248124942513,OUTPERFORM,145.6,,,,
1993-09-09,457.5,118.300003,3.3197831978319714,11.814744466500638,OUTPERFORM,145.6,,,,
1993-09-10,461.72,119.599998,3.2214795108537864,12.437712350163244,OUTPERFORM,145.6,,,,
1993-09-13,462.06,120.160004,3.5846391821911405,13.059846754420846,OUTPERFORM,145.6,,,,
1993-09-14,459.9,119.349998,2.7411031432209576,11.406703390461214,OUTPERFORM,145.6,,,,
1993-09-15,461.6,119.949997,3.900781056564706,11.539888306305656,OUTPERFORM,145.6,,,,
1993-09-16,459.43,118.720001,2.9650380995069447,10.612129682062243,OUTPERFORM,145.6,,,,
1993-09-17,458.83,119.050003,2.791406232497695,11.355344257586975,OUTPERFORM,145.6,,,,
1993-09-20,455.05,118.010002,1.9994172102302032,10.579086295173479,OUTPERFORM,145.6,,,,
1993-09-21,452.95,117.169998,1.019224764708504,9.596851198321922,OUTPERFORM,145.6,,,,
1993-09-22,456.2,117.849998,1.4792570348125755,10.088738624323067,OUTPERFORM,145.6,,,,
1993-09-23,457.74,118.080002,2.1604249430879907,10.665422043076521,OUTPERFORM,145.6,,,,
1993-09-24,457.63,116.559998,2.160955463779435,9.63129984951092,OUTPERFORM,145.6,,,,
1993-09-27,461.8,118.260002,2.9126646312927607,11.272114332631865,OUTPERFORM,145.6,,,,
1993-09-28,461.53,118.779999,1.7908736022584248,9.900071060324379,OUTPERFORM,145.6,,,,
1993-09-29,460.11,117.860001,1.310110974106049,9.321958247323225,OUTPERFORM,145.6,,,,
1993-09-30,458.93,117.669998,0.8149905540178359,9.429925689853302,OUTPERFORM,145.6,,,,
1993-10-01,461.28,117.980003,1.6348653769884924,9.799912791063182,OUTPERFORM,145.6,,,,
1993-10-04,461.34,117.309998,2.1567759078830795,9.227184185713512,OUTPERFORM,146.0,,,,
1993-10-05,461.2,116.690002,1.89788117805616,8.086331123437684,OUTPERFORM,146.0,,,,
1993-10-06,460.74,116.75,1.6839178124517185,8.05182485742273,OUTPERFORM,146.0,,,,
1993-10-07,459.18,115.529999,1.0853054485415514,6.587323614607654,OUTPERFORM,146.0,,,,
1993-10-08,460.31,115.779999,1.532998058937718,6.650701117367386,OUTPERFORM,146.0,,,,
1993-10-11,460.88,114.309998,1.8361800384470994,5.277211175590146,OUTPERFORM,146.0,,,,
1993-10-12,461.12,114.68,1.5146178231771668,5.491676069282292,OUTPERFORM,146.0,,,,
1993-10-13,461.49,114.93,0.7048400471348248,5.2858151232753725,OUTPERFORM,146.0,,,,
1993-10-14,466.83,120.370003,1.2624455000976198,9.258423513813607,OUTPERFORM,146.0,,,,
1993-10-15,469.5,120.349998,1.9411151641479885,9.210527473970798,OUTPERFORM,146.0,,,,
1993-10-18,468.45,118.330002,1.5169574168382383,7.426236814775544,OUTPERFORM,146.0,,,,
1993-10-19,466.21,119.050003,1.7037521815008727,8.325751440841644,OUTPERFORM,146.0,,,,
1993-10-20,466.07,119.139999,1.9646021571244177,8.81359135653652,OUTPERFORM,146.0,,,,
1993-10-21,465.36,117.669998,1.6313961868571036,7.3043896660810015,OUTPERFORM,146.0,,,,
1993-10-22,463.27,116.190002,1.1683263452131332,6.342668747159652,OUTPERFORM,146.0,,,,
1993-10-25,464.2,116.599998,0.8472735172713408,6.464573770943405,OUTPERFORM,146.0,,,,
1993-10-26,464.3,116.809998,1.1811366806136814,6.6757972602739635,OUTPERFORM,146.0,,,,
1993-10-27,464.61,117.220001,0.5779971424860308,6.379888258827693,OUTPERFORM,146.0,,,,
1993-10-28,467.73,117.480003,1.40927519892462,6.848573174585892,OUTPERFORM,146.0,,,,
1993-10-29,467.83,117.849998,0.606438571213519,7.576444338390376,OUTPERFORM,146.0,,,,
1993-11-01,469.1,117.940002,0.8448524195455498,8.311142513648107,OUTPERFORM,146.0,,,,
1993-11-02,468.44,118.309998,1.1378111708443939,9.708830107894295,OUTPERFORM,146.3,,,,
1993-11-03,463.02,116.199997,-0.14233954451345898,7.672349104380061,OUTPERFORM,146.3,,,,
1993-11-04,457.49,114.419998,-1.0447309223048928,6.9046053153751785,OUTPERFORM,146.3,,,,
1993-11-05,459.57,114.709999,-1.063486254332524,6.677206423111737,OUTPERFORM,146.3,,,,
1993-11-08,460.21,113.849998,-1.8804767285674706,4.834254232675028,OUTPERFORM,146.3,,,,
1993-11-09,460.33,113.260002,-1.6556998803623268,4.521964705408221,OUTPERFORM,146.3,,,,
1993-11-10,463.72,113.040001,-2.127479949345712,3.5923734349604164,OUTPERFORM,146.3,,,,
1993-11-11,462.64,113.559998,-2.5179628732168835,3.123860249077537,OUTPERFORM,146.3,,,,
1993-11-12,465.39,113.290001,-2.2433675719957136,3.0377481501886683,OUTPERFORM,146.3,,,,
1993-11-15,463.75,112.68,-2.4690319459925614,2.8759253435216348,OUTPERFORM,146.3,,,,
1993-11-16,466.74,113.260002,-1.3589196271952986,4.127981174808704,OUTPERFORM,146.3,,,,
1993-11-17,464.81,112.230003,-1.3121297692095357,2.9916508856414614,OUTPERFORM,146.3,,,,
1993-11-18,463.62,111.599998,-1.7462806764718342,2.169728952584582,OUTPERFORM,146.3,,,,
1993-11-19,462.6,110.989998,-1.781354168878313,2.323220223811018,OUTPERFORM,146.3,,,,
1993-11-22,459.13,109.610001,-2.9610686054867497,1.12556694460344,OUTPERFORM,146.3,,,,
1993-11-23,461.03,110.18,-1.5271903968559153,2.885427318533096,OUTPERFORM,146.3,,,,
1993-11-24,462.36,110.809998,-0.8258081122241023,4.193700125880584,OUTPERFORM,146.3,,,,
1993-11-26,463.06,111.849998,-0.9518512972984561,4.836438188463044,OUTPERFORM,146.3,,,,
1993-11-29,461.9,111.650002,-1.471843003412976,3.7157454024013825,OUTPERFORM,146.3,,,,
1993-11-30,461.79,111.150002,-2.7421494913754896,1.3587433390938042,OUTPERFORM,146.3,,,,
1993-12-01,461.89,110.379997,-1.973726097752504,1.5175149034071245,OUTPERFORM,146.3,,,,
1993-12-02,463.11,111.18,-1.6438356164383605,2.2532851397051967,OUTPERFORM,146.3,,,,
1993-12-03,464.89,111.790001,0.33019682320440946,4.155407543922363,OUTPERFORM,146.3,,,,
1993-12-06,466.43,112.57,1.0770164261257875,5.669765377544023,OUTPERFORM,146.3,,,,
1993-12-07,466.76,112.309998,1.190192295185044,5.723425424359618,OUTPERFORM,146.3,,,,
1993-12-08,466.29,111.449997,1.4401635956229564,4.7363901988012325,OUTPERFORM,146.3,,,,
1993-12-09,464.18,110.739998,0.7291350201814151,3.408350113300962,OUTPERFORM,146.3,,,,
1993-12-10,463.93,110.779999,0.40688237203765354,2.4412798450275552,OUTPERFORM,146.3,,,,
1993-12-13,465.7,111.360001,0.1850098958781521,2.193264181029053,OUTPERFORM,146.3,,,,
1993-12-14,463.06,111.120003,0.1773970231914168,3.560111736436755,OUTPERFORM,146.3,,,,
1993-12-15,461.84,110.900002,-0.1880227356227504,3.4032652680652697,OUTPERFORM,146.3,,,,
1993-12-16,463.34,110.93,0.34651535496166286,4.345783168954642,OUTPERFORM,146.3,,,,
1993-12-17,466.38,111.510002,2.593545832508415,6.94351703107845,OUTPERFORM,146.3,,,,
1993-12-20,465.85,111.330002,2.718733462691847,7.2336755923714025,OUTPERFORM,146.3,,,,
1993-12-21,465.3,111.290001,2.86055354142718,7.474647779585286,OUTPERFORM,146.3,,,,
1993-12-22,467.32,111.330002,2.6851241485387867,6.576683003797457,OUTPERFORM,146.3,,,,
1993-12-23,467.38,111.190002,1.8168351341930844,6.330689490293606,OUTPERFORM,146.3,,,,
1993-12-27,470.54,111.360001,1.0197728590137123,4.9773745290842,OUTPERFORM,146.3,,,,
1993-12-28,470.94,111.419998,1.1751562936386906,5.892412983345263,OUTPERFORM,146.3,,,,
1993-12-29,470.58,110.900002,0.5964214711729587,4.121678638218418,OUTPERFORM,146.3,,,,
1993-12-30,468.64,109.879997,-0.09806011511405144,2.624448491640985,OUTPERFORM,146.3,,,,
1993-12-31,466.45,109.18,-0.5352268850221775,2.429875314002272,OUTPERFORM,146.3,,,,
1994-01-03,465.44,108.489998,-0.47470384467348525,2.629835423610216,OUTPERFORM,146.7,,,,
1994-01-04,466.89,106.629997,-0.7208471548864503,0.13146680686386691,OUTPERFORM,146.7,,,,
1994-01-05,467.55,105.830002,0.14994109456998306,0.43655593328586484,OUTPERFORM,146.7,,,,
1994-01-06,467.12,106.839996,0.47968336595753946,1.5106850356294554,OUTPERFORM,146.7,,,,
1994-01-07,469.9,107.839996,1.9681878349933735,3.852080271651781,OUTPERFORM,146.7,,,,
1994-01-10,475.27,108.849998,2.9770545793339487,5.209741979603155,OUTPERFORM,146.7,,,,
1994-01-11,474.13,108.629997,2.4880031127058944,4.855211483691346,OUTPERFORM,146.7,,,,
1994-01-12,474.17,108.489998,1.7859826124288825,4.34740497886501,OUTPERFORM,146.7,,,,
1994-01-13,472.47,108.059998,-0.2743947485066456,1.7418312940573388,OUTPERFORM,146.7,,,,
1994-01-14,474.91,108.339996,0.5419709960834185,1.8711782204264837,OUTPERFORM,146.7,,,,
1994-01-17,473.3,107.160004,1.0418000939327987,1.6891317618845658,OUTPERFORM,146.7,,,,
1994-01-18,474.25,107.980003,1.6591284216844304,2.8772904237546637,OUTPERFORM,146.7,,,,
1994-01-19,474.3,109.68,1.3656472398538178,4.110111136404582,OUTPERFORM,146.7,,,,
1994-01-20,474.98,110.489998,2.7472527472527597,6.660876789685366,OUTPERFORM,146.7,,,,
1994-01-21,474.72,110.019997,2.5158183427991476,5.808803448486155,OUTPERFORM,146.7,,,,
1994-01-24,471.97,108.739998,1.3572425641576347,3.9877574830257334,OUTPERFORM,146.7,,,,
1994-01-25,470.92,108.650002,1.186076493339061,4.190643500102054,OUTPERFORM,146.7,,,,
1994-01-26,473.2,110.260002,1.9015009582875608,6.213278223933694,OUTPERFORM,146.7,,,,
1994-01-27,477.05,112.010002,3.179409538228617,8.431750965195995,OUTPERFORM,146.7,,,,
1994-01-28,478.7,112.099998,2.716505021028226,7.5918954296593455,OUTPERFORM,146.7,,,,
1994-01-31,481.61,112.809998,3.565361374534981,9.206190439316831,OUTPERFORM,146.7,,,,
1994-02-01,479.62,110.870003,3.006743696576608,8.292641383843758,OUTPERFORM,146.7,,,,
1994-02-02,482.0,111.239998,3.975667105291536,8.020969857614002,OUTPERFORM,147.1,,,,
1994-02-03,480.71,110.339996,4.169285110624732,7.94364597981172,OUTPERFORM,147.1,,,,
1994-02-04,469.81,108.050003,2.51145537857298,5.600081118061007,OUTPERFORM,147.1,,,,
1994-02-07,471.76,108.309998,4.814592637028148,6.8462018295491145,OUTPERFORM,147.1,,,,
1994-02-08,471.05,107.790001,4.694063520992153,6.417217825874055,OUTPERFORM,147.1,,,,
1994-02-09,472.77,107.769997,4.528068274779451,6.428989602429591,OUTPERFORM,147.1,,,,
1994-02-10,468.93,106.669998,3.252157829839697,6.691333065873195,OUTPERFORM,147.1,,,,
1994-02-11,470.18,107.959999,3.29766900279016,8.306580056179769,OUTPERFORM,147.1,,,,
1994-02-14,470.23,107.330002,3.645661134254663,7.826000524151078,OUTPERFORM,147.1,,,,
1994-02-15,472.52,107.760002,5.257061391784723,9.101959373350986,OUTPERFORM,147.1,,,,
1994-02-16,472.79,107.389999,4.2995808515332135,8.793435404654403,OUTPERFORM,147.1,,,,
1994-02-17,470.34,105.989998,3.7545221918291682,7.494929158112162,OUTPERFORM,147.1,,,,
1994-02-18,467.69,105.440002,3.2177616914214946,6.947972692888649,OUTPERFORM,147.1,,,,
1994-02-22,471.46,106.029999,4.483301198945089,8.260156049414814,OUTPERFORM,147.1,,,,
1994-02-23,470.69,104.949997,5.666180267145582,6.256960805617906,OUTPERFORM,147.1,,,,
1994-02-24,464.26,105.120003,3.8705924467513864,5.6588653263416555,OUTPERFORM,147.1,,,,
1994-02-25,466.07,106.169998,3.693238703361734,6.510832664526478,OUTPERFORM,147.1,,,,
1994-02-28,467.14,106.110001,3.7742974564034304,6.163085727756457,OUTPERFORM,147.1,,,,
1994-03-01,464.44,105.519997,2.0814559201705496,3.4408341644773355,OUTPERFORM,147.1,,,,
1994-03-02,464.81,105.580002,2.0797645715289637,4.276545185185188,OUTPERFORM,147.2,,,,
1994-03-03,463.01,104.739998,0.9176111595466496,2.5857003444799354,OUTPERFORM,147.2,,,,
1994-03-04,464.74,104.660004,1.4915594767530793,3.0929935902184846,OUTPERFORM,147.2,,,,
1994-03-07,466.91,104.949997,2.146138700503175,3.7567918189462812,OUTPERFORM,147.2,,,,
1994-03-08,465.88,104.480003,1.3642000826787903,3.5480683142107283,OUTPERFORM,147.2,,,,
1994-03-09,467.06,104.440002,1.6054646710755405,3.1200661840449007,OUTPERFORM,147.2,,,,
1994-03-10,463.9,103.75,0.8851097144596975,3.039028641592423,OUTPERFORM,147.2,,,,
1994-03-11,466.44,104.050003,0.8584340605876983,2.603292472012919,OUTPERFORM,147.2,,,,
1994-03-14,467.39,103.870003,1.4169162001475444,1.953284313504633,OUTPERFORM,147.2,,,,
1994-03-15,467.01,104.690002,1.2663442981980522,3.5202265456410586,OUTPERFORM,147.2,,,,
1994-03-16,469.42,105.25,2.2100289590001543,5.249999999999999,OUTPERFORM,147.2,,,,
1994-03-17,470.9,105.860001,2.5680120232624004,5.807094278647851,OUTPERFORM,147.2,,,,
1994-03-18,471.06,105.660004,2.2465325258839597,5.596648123059134,OUTPERFORM,147.2,,,,
1994-03-21,468.54,105.019997,1.7812920884563654,5.146175565063338,OUTPERFORM,147.2,,,,
1994-03-22,468.8,105.400002,1.7626117912650896,6.50768296794344,OUTPERFORM,147.2,,,,
1994-03-23,468.54,105.150002,1.673068159625024,6.179948562859217,OUTPERFORM,147.2,,,,
1994-03-24,464.35,104.709999,0.5783226477213743,5.799735214714197,OUTPERFORM,147.2,,,,
1994-03-25,460.58,104.419998,-0.23393839622233292,5.74177012658228,OUTPERFORM,147.2,,,,
1994-03-28,460.0,105.260002,-0.35525517719434685,6.938943411561516,OUTPERFORM,147.2,,,,
1994-03-29,452.48,103.949997,-2.895036161126252,4.556426364039945,OUTPERFORM,147.2,,,,
1994-03-30,445.55,102.68,-5.076909966338572,1.8751850195933617,OUTPERFORM,147.2,,,,
1994-03-31,445.77,102.769997,-5.165407935326039,2.1266024682481177,OUTPERFORM,147.2,,,,
1994-04-04,438.92,101.160004,-6.5551084711843455,0.7870887480196709,OUTPERFORM,147.5,,,,
1994-04-05,448.29,102.550003,-3.9961451975586204,2.4680265294159565,OUTPERFORM,147.5,,,,
1994-04-06,448.05,101.910004,-3.5995524764404596,2.04265639202994,OUTPERFORM,147.5,,,,
1994-04-07,450.88,101.540001,-3.2072474346313995,1.125382885155557,OUTPERFORM,147.5,,,,
1994-04-08,447.1,100.129997,-4.026960889537623,-0.8613891089108927,OUTPERFORM,147.5,,,,
1994-04-11,449.87,100.480003,-3.758771179188769,-2.0376299112801033,OUTPERFORM,147.5,,,,
1994-04-12,447.57,101.32,-4.430731124017761,-1.774117270497011,OUTPERFORM,147.5,,,,
1994-04-13,446.26,101.690002,-5.129785922319774,-2.6610500367469037,OUTPERFORM,147.5,,,,
1994-04-14,446.38,101.93,-4.723485091033275,-1.8488185238096921,OUTPERFORM,147.5,,,,
1994-04-15,446.18,102.370003,-5.1528421410654275,-2.1693387057467484,OUTPERFORM,147.5,,,,
1994-04-18,442.46,102.339996,-5.939625850340136,-1.5204022617475443,OUTPERFORM,147.5,,,,
1994-04-19,442.54,104.18,-6.398189471012506,0.10569808782552315,OUTPERFORM,147.5,,,,
1994-04-20,441.96,107.080002,-7.665308680664373,1.4495489876963807,OUTPERFORM,147.5,,,,
1994-04-21,448.73,109.0,-6.736085131146852,2.723587760591961,OUTPERFORM,147.5,,,,
1994-04-22,447.63,107.050003,-6.900854807512324,0.923920995568972,OUTPERFORM,147.5,,,,
1994-04-25,452.71,107.860001,-5.91865998877783,1.3817107000818618,OUTPERFORM,147.5,,,,
1994-04-26,451.87,107.080002,-5.897665507403316,0.9902886069064198,OUTPERFORM,147.5,,,,
1994-04-28,449.1,105.370003,-6.721222946869931,-1.190918990912604,OUTPERFORM,147.5,,,,
1994-04-29,450.91,105.050003,-6.382227758745973,-1.1014855855631112,OUTPERFORM,147.5,,,,
1994-05-02,453.02,105.540001,-6.119573101233033,-0.11357466918134884,OUTPERFORM,147.9,,,,
1994-05-03,453.03,105.540001,-6.503075081520626,-0.3681667138676459,OUTPERFORM,147.9,,,,
1994-05-04,451.72,105.959999,-6.9040847450640985,1.184108086477198,OUTPERFORM,147.9,,,,
1994-05-05,451.38,105.790001,-6.3468680623275375,2.3708197163081035,OUTPERFORM,147.9,,,,
1994-05-06,447.82,103.870003,-7.2298641034139965,0.64923063902802,OUTPERFORM,147.9,,,,
1994-05-09,442.32,102.370003,-8.813160987074031,-2.0570168979243353,OUTPERFORM,147.9,,,,
1994-05-10,446.01,104.540001,-8.39990963422399,-0.5990273005424984,OUTPERFORM,147.9,,,,
1994-05-11,441.49,102.830002,-9.55112577083035,-2.6323255124294564,OUTPERFORM,147.9,,,,
1994-05-12,443.75,103.43,-8.280109960521697,-0.7865707434052682,OUTPERFORM,147.9,,,,
1994-05-13,444.14,104.080002,-8.873797164488394,-1.1022387134595024,OUTPERFORM,147.9,,,,
1994-05-16,444.49,105.129997,-8.475239369916599,0.7571411062733846,OUTPERFORM,147.9,,,,
1994-05-17,449.37,106.550003,-7.371220085337948,2.1474499500997224,OUTPERFORM,147.9,,,,
1994-05-18,453.69,108.489998,-6.536607473940093,4.528371668480857,OUTPERFORM,147.9,,,,
1994-05-19,456.48,109.300003,-6.002512200646581,5.941654665923313,OUTPERFORM,147.9,,,,
1994-05-20,454.92,108.610001,-5.641748942172075,5.7237397335615725,OUTPERFORM,147.9,,,,
1994-05-23,453.2,106.989998,-6.196961543237989,3.9242361512647816,OUTPERFORM,147.9,,,,
1994-05-24,454.81,106.650002,-5.8676214918453535,3.0136221676192676,OUTPERFORM,147.9,,,,
1994-05-25,456.34,106.779999,-6.787589108809778,1.050441015433723,OUTPERFORM,147.9,,,,
1994-05-26,457.06,107.160004,-6.73196612590552,2.398472959417619,OUTPERFORM,147.9,,,,
1994-05-27,457.33,107.019997,-7.214591491002054,0.6583869450714985,OUTPERFORM,147.9,,,,
1994-05-31,456.5,106.720001,-7.192811254777586,0.5369750252100847,OUTPERFORM,147.9,,,,
1994-06-01,457.63,107.370003,-7.626006741890556,0.22403249017173277,OUTPERFORM,147.9,,,,
