,S&P 500,S&P 500 Industrials (Sector),S&P 500 Performance (%),S&P 500 Industrials (Sector) Performance (%),S&P 500 Industrials (Sector) Outperform/Underperform,overall,energy,commodities,communication,transportation,services,durable
1993-07-01,449.02,96.959999,-2.822144310262742,-3.599127985700379,UNDERPERFORM,144.5,103.4,131.3,,130.1,158.1,121.2
1993-07-02,445.84,96.739998,-3.0571863448575765,-3.4530929177572722,UNDERPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-06,441.43,95.720001,-4.369584055459274,-4.765695855821395,UNDERPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-07,442.83,95.580002,-3.6131728446118117,-4.800796717115608,UNDERPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-08,448.64,96.699997,-2.2208661159906717,-3.5603870617449074,UNDERPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-09,448.11,96.790001,-1.525107131084491,-2.733394578768067,UNDERPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-12,448.98,96.800003,-0.8764764322772844,-2.0738442503559718,UNDERPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-13,448.09,96.690002,-1.7777290661990408,-2.8045847565967508,UNDERPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-14,450.08,97.449997,-1.673439070214533,-1.9716395947434018,UNDERPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-15,449.22,97.730003,-1.8377291698533638,-1.432172437071666,OUTPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-16,445.75,97.849998,-3.4755305326981456,-2.3063158024634323,OUTPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-19,446.03,97.769997,-3.3583949039065697,-2.4348887579571654,OUTPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-20,447.31,97.639999,-2.781943448305846,-2.213319022800575,OUTPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-21,447.18,97.769997,-2.5603033142309273,-1.827491789436353,OUTPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-22,444.51,97.309998,-3.635535900104059,-2.7094571898457542,OUTPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-23,447.1,97.839996,-3.0866605973902006,-2.2675107155378016,OUTPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-26,449.09,98.290001,-2.6257588898525586,-1.5228905224504596,OUTPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-27,448.24,97.860001,-2.7130268698181137,-1.7864291628505558,OUTPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-28,447.19,97.639999,-2.6111764449671226,-1.4633132087319867,OUTPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-29,450.24,98.449997,-2.187656144771999,-0.8060483627204018,OUTPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-07-30,448.13,98.089996,-2.766446797430999,-1.1787285678273474,OUTPERFORM,144.8,103.4,131.6,,130.5,158.6,121.7
1993-08-02,450.15,98.540001,-2.3789902845246402,-0.14187170652615322,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-03,449.27,98.540001,-2.647944700860261,-0.11150633326900694,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-04,448.54,98.239998,-3.9179144442302305,-0.38532243808591105,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-05,448.13,98.580002,-4.551650692225772,-0.8648431040860327,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-06,448.68,98.790001,-4.220300992635284,-0.9027996608927724,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-09,450.72,99.400002,-3.322537054117236,-0.3708479614367488,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-10,449.45,99.57,-3.5659879417254903,0.5757575757575628,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-11,450.46,99.720001,-3.2018222451435485,1.0743938344052628,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-12,448.96,99.199997,-3.088911433937014,0.3845345071847861,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-13,450.14,99.330002,-3.0288668677294295,0.07052186035618746,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-16,452.38,99.279999,-2.567305621365501,-0.45122228663724284,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-17,453.13,99.389999,-2.4708895632896466,-0.5403792654858464,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-18,456.04,99.879997,-2.4993051546832623,-0.6959683695373031,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-19,456.43,100.050003,-2.436782591967168,-0.5467147225986957,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-20,456.16,100.089996,-2.7584736729908355,-1.1359166561816791,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-23,455.23,99.559998,-2.819998292203907,-1.7952249495529315,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-24,459.77,100.599998,-0.7019135242538166,0.15929509838121803,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-25,460.13,101.059998,0.5770617937004063,1.7929079552065463,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-26,461.04,100.849998,0.31986422090215516,1.4893780369514609,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-27,460.54,100.660004,0.07170639490667874,1.2166988803428591,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-30,461.9,100.93,0.34105967458126774,1.1120016028852042,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-08-31,463.56,101.400002,-0.03450357974640328,1.0262020217335355,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-09-01,463.15,101.029999,0.11023690126232832,0.8384040156022676,OUTPERFORM,145.0,103.0,131.3,,130.4,159.0,122.1
1993-09-02,461.3,100.32,-0.8788328068931373,-0.28824271654663836,OUTPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-03,461.34,100.099998,-0.5196765498652334,-0.39801194029850384,OUTPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-07,458.52,99.580002,-1.7611518189998732,-1.4644726195225166,OUTPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-08,456.65,98.970001,-1.7555560336481646,-1.8933347113402554,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-09,457.5,99.120003,-1.320046589879642,-1.5396791802856802,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-10,461.72,99.790001,-0.19022913964548138,-1.0412485537980354,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-13,462.06,100.580002,0.6381634831093663,0.22920179829002407,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-14,459.9,100.199997,-0.2451033555300075,-0.11962021531100042,OUTPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-15,461.6,100.510002,-0.16437408080283156,-0.12917031129938694,OUTPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-16,459.43,100.400002,-0.7839156912711087,-0.7022045227751517,OUTPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-17,458.83,100.269997,-0.6646460272786259,-0.6932791849729614,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-20,455.05,99.510002,-1.459537885185913,-1.5142507767789914,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-21,452.95,98.849998,-1.935525774535063,-2.1384060560656115,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-22,456.2,99.480003,-1.492086113450375,-1.9515040602355982,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-23,457.74,99.410004,-1.5379982361418798,-2.347739616471334,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-24,457.63,99.150002,-1.8866710974851597,-2.8798061663162344,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-27,461.8,100.160004,-1.0626446139343493,-2.0344229662445756,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-28,461.53,100.209999,-1.0208239507602634,-2.3199113878511146,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-29,460.11,99.849998,-0.8768150286526777,-2.9074271842639887,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-09-30,458.93,99.589996,-1.0777487983100853,-3.1884970393166956,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-10-01,461.28,100.019997,-0.9491088683701965,-3.31561150262768,UNDERPERFORM,145.6,105.3,132.2,,132.0,159.4,122.5
1993-10-04,461.34,100.110001,-0.371442145726264,-3.3220684696648517,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-05,461.2,99.809998,-0.13857613026155846,-3.9179814377545807,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-06,460.74,99.639999,-0.5611430051366106,-4.265952070216128,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-07,459.18,99.089996,-1.5438054805094525,-5.6195848294044115,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-08,460.31,99.25,-1.1892239991413533,-5.241548696611586,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-11,460.88,99.260002,-0.9499247797120192,-5.159566017215134,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-12,461.12,98.68,-1.3267140289309198,-6.036942659596534,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-13,461.49,98.650002,-1.260216526167146,-6.020766828419866,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-14,466.83,98.620003,-0.788455816721223,-6.618689455367011,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-15,469.5,99.440002,-0.3057714358516983,-5.770868054305578,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-18,468.45,99.690002,-0.45263292107611264,-5.560814807897197,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-19,466.21,99.769997,-0.5185216797541803,-5.242666870142775,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-20,466.07,99.0,-0.08146639511201759,-5.714285714285716,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-21,465.36,98.660004,-0.017188037126159017,-5.316692091651398,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-22,463.27,98.82,-0.7753432285977468,-5.399194958828213,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-25,464.2,99.260002,-0.7165009089937002,-5.159566017215134,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-26,464.3,99.730003,-0.6036992635725325,-5.370524768673734,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-27,464.61,99.93,-1.1257714407320596,-5.574980523953865,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-28,467.73,100.580002,-1.5864666400151384,-5.982427388789668,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-10-29,467.83,100.599998,-1.3287494990825377,-6.121692567312708,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-11-01,469.1,101.239998,-1.0692367716219953,-5.647721184127086,UNDERPERFORM,146.0,104.4,132.4,,132.2,159.9,122.9
1993-11-02,468.44,101.379997,-0.8529642093678014,-5.314283179228529,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-03,463.02,100.440002,-2.5036322671664224,-6.931056466476216,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-04,457.49,99.279999,-3.340376082822738,-8.074074999999992,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-05,459.57,99.370003,-3.095413811280967,-8.524343418696779,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-08,460.21,99.449997,-2.9706936538056117,-8.83673971351141,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-09,460.33,99.82,-3.0843403932797275,-8.422018348623862,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-10,463.72,100.370003,-2.3171553758004726,-7.91742844036698,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-11,462.64,100.190002,-1.976820560628867,-7.989711708969704,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-12,465.39,100.610001,-1.1742971205300323,-6.721676184668313,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-15,463.75,100.5,-1.9970414201183395,-6.780445353500508,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-16,466.74,101.059998,-2.161199035740491,-6.659276992498675,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-17,464.81,100.879997,-2.9016085230833433,-7.228251926213936,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-18,463.62,100.669998,-3.73538755424514,-8.105892064649234,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-19,462.6,100.839996,-3.5486426754513967,-7.697944164759729,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-22,459.13,100.349998,-4.744813278008298,-8.880413390004904,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-23,461.03,100.32,-4.093944373946867,-8.775121316948976,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-24,462.36,100.639999,-1.5857474298120455,-6.520531988834033,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-26,463.06,101.110001,-1.844158046464306,-6.759499137596848,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-29,461.9,100.970001,-1.9424689523405259,-7.128403172108144,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-11-30,461.79,101.040001,-2.3224823910146464,-7.379223847436933,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-12-01,461.89,101.010002,-1.50129017124091,-6.428897816458479,UNDERPERFORM,146.3,103.7,132.4,,132.1,160.5,123.0
1993-12-02,463.11,101.459999,-1.5036794419158617,-6.090338707049813,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-03,464.89,101.800003,-1.1356144865278806,-6.079893035149853,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-06,466.43,102.089996,-1.2888343350546005,-6.622158481255669,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-07,466.76,102.239998,-1.2754076862877883,-6.885250267251819,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-08,466.29,102.589996,-0.8610792192881633,-6.25057479667368,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-09,464.18,102.839996,-0.7504971241634406,-5.006471365112297,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-10,463.93,102.870003,-1.5971662495227523,-5.718997289716821,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-13,465.7,103.449997,-1.0601457434829764,-4.873565977011496,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-14,463.06,103.550003,-0.258475854047302,-3.332710885006218,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-15,461.84,103.879997,-0.9075889887785182,-2.9340311044860123,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-16,463.34,104.080002,-0.8134606327867444,-3.019006708907934,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-17,466.38,104.989998,0.4177073464817882,-1.6026232877963453,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-20,465.85,104.739998,0.22374733762182686,-1.8369250750775556,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-21,465.3,104.660004,0.49458974968144,-1.8843105256268977,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-22,467.32,105.019997,0.5551491156345456,-2.1431261647409494,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-23,467.38,104.970001,0.10066179777685758,-2.985208955227603,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-27,470.54,105.610001,1.0002575770584832,-2.212962037037036,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-28,470.94,105.529999,0.8307283860745862,-2.350329416119168,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-29,470.58,105.559998,1.4399655098081388,-1.7863834633499276,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-30,468.64,105.290001,0.47165766229311235,-2.5182862231592162,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1993-12-31,466.45,105.0,-0.20111684032606547,-2.894661136446719,UNDERPERFORM,146.3,102.8,132.3,,131.7,160.8,123.2
1994-01-03,465.44,104.199997,-0.33618123808911715,-3.5095852117711934,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-04,466.89,104.459999,-0.5389629755868985,-3.179163992762668,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-05,467.55,104.660004,-0.7114036950520153,-3.137435359441876,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-06,467.12,105.389999,-0.8364114974737769,-2.8842592024767577,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-07,469.9,105.830002,0.2902633713236735,-1.7545478856800245,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-10,475.27,106.980003,1.3801194539249106,-0.4837181395348833,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-11,474.13,107.160004,1.1930678277201512,-0.7134216621884626,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-12,474.17,107.300003,2.114784106815981,0.28975138404994105,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-13,472.47,107.07,2.5815276390638076,1.085726984247093,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-14,474.91,107.919998,3.2413043478261017,1.955597580644275,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-17,473.3,108.0,4.601308345120225,3.9961502936186832,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-18,474.25,108.629997,6.441476826394332,6.604509193238295,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-19,474.3,109.089996,6.400161518271763,6.668621492186011,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-20,474.98,109.0,8.215620158571046,8.027748106486655,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-21,474.72,109.0,5.895737134444223,5.907503029683303,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-24,471.97,108.889999,5.338689878361791,5.769793271582135,OUTPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-25,470.92,107.860001,4.444641589779996,4.363815275545524,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-26,473.2,107.809998,5.83762021919032,5.057488645756525,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-27,477.05,108.269997,6.041745393113573,5.024736832854271,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-28,478.7,108.739998,6.955336595392891,5.562562749974509,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-01-31,481.61,109.550003,7.921391117285892,6.9093412031878465,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-02-01,479.62,109.25,7.446570186836321,7.1919173310815765,UNDERPERFORM,146.7,104.1,132.4,,132.3,161.4,123.1
1994-02-02,482.0,110.129997,8.028150073961182,8.4597162846197,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-03,480.71,109.970001,8.64484925190978,10.168303947104796,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-04,469.81,107.660004,6.162154833461386,8.103231573580949,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-07,471.76,108.440002,6.742691646302834,9.768196074823399,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-08,471.05,108.720001,4.974037840126577,8.959713459207386,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-09,472.77,109.089996,5.616245559949062,9.484139998837215,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
1994-02-10,468.93,107.949997,3.5828676194473275,7.167669795463016,OUTPERFORM,147.1,104.3,132.5,,132.6,162.0,123.3
