,S&P 500,S&P 500 Consumer Staples (Sector),S&P 500 Performance (%),S&P 500 Consumer Staples (Sector) Performance (%),S&P 500 Consumer Staples (Sector) Outperform/Underperform,overall,food and beverages,food,nondurables,household furnishings and operations,household furnishings and supplies,tobacco and smoking products,domestically produced farm food,footwear,infants' and toddlers' apparel,men's apparel,women's apparel
1993-06-07,447.69,87.599998,-3.6417640601795087,-4.084094950528961,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-08,444.71,86.93,-4.921642828127348,-6.163643201248304,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-09,445.78,86.610001,-4.713250539725966,-6.549416271040154,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-10,445.38,87.110001,-5.0564911532722245,-5.816841946520535,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-11,447.26,87.989998,-4.521390146016568,-4.296284439932907,OUTPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-14,447.71,88.190002,-3.3065526327156536,-2.7566434500685078,OUTPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-15,446.27,87.58000200000002,-2.4525126232267436,-2.504731103089586,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-16,447.43,87.83000200000002,-2.641599756293922,-3.451686232255813,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-17,448.54,88.25,-2.5357988744268867,-3.139063734616787,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-18,443.68,87.43,-3.6169704342536857,-4.500276204250908,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-21,446.22,87.889999,-3.773829034762355,-4.74693631993941,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-22,445.93,87.769997,-3.6118796472419112,-4.566710834329546,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-23,443.19,87.540001,-4.770192741571588,-5.678264318031756,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-24,446.62,88.309998,-3.693800539083558,-5.063426308216301,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-25,447.6,88.489998,-4.100784162488747,-5.560297936829173,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-28,451.85,89.16999799999998,-2.7882360534411843,-3.9840690001916146,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-29,450.69,89.32,-2.788921961951596,-3.635777243806737,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-06-30,450.53,89.18,-2.6091655858192953,-4.035295383622084,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-07-01,449.02,88.900002,-2.2019907215821255,-4.047490468483749,UNDERPERFORM,144.5,141.4,140.6,134.8,118.7,,235.7,141.6,125.4,126.7,129.6,131.1
1993-07-02,445.84,88.309998,-3.294796434071534,-4.416063474575871,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-06,441.43,87.110001,-4.526775672636041,-5.877905806226725,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-07,442.83,87.709999,-4.3687643070012605,-5.910750848415036,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-08,448.64,88.82,-2.870751244858194,-4.525420880634434,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-09,448.11,88.57,-2.9623854999025534,-4.6711912745155075,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-12,448.98,89.190002,-2.7950377795578962,-3.661697911823314,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-13,448.09,88.540001,-3.2432899311178875,-4.734238116327994,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-14,450.08,89.029999,-3.1856998429736105,-4.464001406502815,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-15,449.22,88.940002,-3.6897283622408517,-5.069911301741669,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-16,445.75,87.730003,-4.501242608621137,-7.0656767570831285,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-19,446.03,87.709999,-4.34493555512665,-6.998196522069689,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-20,447.31,87.589996,-3.6343659787151594,-6.6801671992311125,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-21,447.18,87.309998,-3.6104584743387957,-6.580356372569618,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-22,444.51,86.790001,-4.550139574833578,-7.37459575372238,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-23,447.1,86.540001,-3.4466375847622244,-6.976242147438915,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-26,449.09,86.18,-2.7606963450545696,-6.912942170815661,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-27,448.24,86.019997,-3.2589459144472643,-7.505379569892467,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-28,447.19,85.709999,-4.114670440413393,-7.848621484816231,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-29,450.24,86.519997,-3.3508640120210376,-7.027725274612607,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-07-30,448.13,85.970001,-3.6900924134966706,-7.994435830598556,UNDERPERFORM,144.8,141.9,141.1,134.8,119.2,,227.5,142.4,125.0,128.4,129.6,134.0
1993-08-02,450.15,85.93,-3.674141915603868,-8.633708390206007,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-03,449.27,85.769997,-3.8747913903034004,-8.697045801638371,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-04,448.54,85.16999799999998,-4.675479236621749,-9.882556134111631,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-05,448.13,85.269997,-4.843504480400895,-9.757647576624983,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-06,448.68,85.150002,-4.653831442050227,-9.970395221602967,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-09,450.72,85.699997,-3.8238306589279514,-8.88794511775346,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-10,449.45,85.010002,-3.6445492550112535,-9.206445878664294,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-11,450.46,85.650002,-3.218459951873498,-8.747068945801518,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-12,448.96,84.760002,-3.8403049968943503,-9.386357607586515,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-13,450.14,84.989998,-3.7236659180836296,-8.573581202383618,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-16,452.38,85.139999,-3.15550607980819,-8.31359241531776,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-17,453.13,86.83000200000002,-3.5688444349861626,-7.292335797892957,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-18,456.04,88.989998,-4.046121152187165,-6.444496222314033,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-19,456.43,89.879997,-3.7331533545651996,-4.707382315521613,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-20,456.16,89.059998,-3.7982158297656943,-5.646785736272775,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-23,455.23,88.900002,-3.6489089254344242,-4.86890866352836,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-24,459.77,89.769997,-3.187972457939403,-3.948215321508819,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-25,460.13,88.730003,-2.782590323262202,-4.334228571428578,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-26,461.04,88.25,-2.7854507116499727,-4.7490576416825085,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-27,460.54,88.16999799999998,-2.9011174362218006,-5.346219960360299,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-30,461.9,88.540001,-2.7538001600067474,-5.1424846857717865,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-08-31,463.56,89.099998,-2.3508594539939365,-4.234740926109836,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-09-01,463.15,89.309998,-1.8687628450960947,-3.37552958995998,UNDERPERFORM,145.0,142.1,141.4,134.4,119.6,,215.7,142.6,126.1,126.5,129.1,132.6
1993-09-02,461.3,88.949997,-2.042809819077551,-3.920938562952281,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-03,461.34,89.129997,-2.5063398140321214,-4.5615184126942765,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-07,458.52,88.83000200000002,-3.8842888586102187,-5.268204285001721,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-08,456.65,89.040001,-4.606225193231673,-5.034130652002333,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-09,457.5,88.489998,-5.006125288096175,-5.7714894783733595,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-10,461.72,89.410004,-3.732121262666277,-4.394774520790456,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-13,462.06,89.760002,-4.136929460580907,-4.286625125683785,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-14,459.9,89.290001,-4.3290133344427995,-4.797952822284324,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-15,461.6,89.66999799999998,-1.7475149528532796,-2.7756748527916875,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-16,459.43,89.41999799999998,-2.613617093437337,-3.1936829102409137,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-17,458.83,89.029999,-2.594204436896297,-2.9962955218598375,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-20,455.05,87.870003,-3.7481227658269334,-4.8511045988328005,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-21,452.95,87.239998,-3.4077580875610525,-4.780620886903919,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-22,456.2,87.41999799999998,-2.9733293632225988,-5.512320758073552,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-23,457.74,87.279999,-2.656146991897579,-5.887426264555229,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-24,457.63,87.470001,-3.1511893676458125,-6.489202410848815,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-27,461.8,88.019997,-2.324499249138101,-6.491023260098483,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-28,461.53,87.529999,-1.8731130671429175,-6.053449738187178,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-29,460.11,86.910004,-1.6207316812418493,-6.4477910344932,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-09-30,458.93,86.769997,-2.657701607771601,-7.89725302937323,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-10-01,461.28,86.82,-1.999192674584127,-7.6972125812717955,UNDERPERFORM,145.6,142.7,142.0,135.3,120.1,,215.2,143.4,126.0,126.3,129.6,132.4
1993-10-04,461.34,86.989998,-0.6289579115151045,-6.1697778682966,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-05,461.2,87.529999,-1.0449074173407458,-5.739825482017813,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-06,460.74,87.58000200000002,-1.3700389604829333,-5.757019261809948,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-07,459.18,87.599998,-1.132546722935146,-5.143476018266946,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-08,460.31,87.980003,-0.9681375185559671,-4.783548597758691,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-11,460.88,88.739998,-0.46003326062071803,-2.973978821058154,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-12,461.12,88.91999799999998,-0.7789301544949834,-2.7346314315167985,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-13,461.49,89.599998,-1.1608232850014,-2.6721703817547238,UNDERPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-14,466.83,92.120003,0.2039151712887488,0.5128215927371116,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-15,469.5,93.870003,0.522416820108762,2.500547008068432,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-18,468.45,93.190002,0.9808148307824949,2.4065956043956227,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-19,466.21,92.269997,-0.04930966469428588,0.8084759183707657,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-20,466.07,92.220001,-0.2824193927983054,0.4246967129544421,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-21,465.36,92.110001,-0.3533114922592562,0.5348155249460085,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-22,463.27,91.279999,-1.3101273912487832,-0.49057449611115134,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-25,464.2,91.5,-1.4228073901040528,-0.5975045975826876,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-26,464.3,91.589996,-1.4350613509956256,-0.8658978338120793,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-27,464.61,91.330002,-0.8387757715456523,-0.5553070799349857,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-28,467.73,92.639999,-0.22824232081911644,1.014066088911414,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-10-29,467.83,92.68,-0.15153455414693706,1.2342948803617304,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-11-01,469.1,92.489998,1.0229352858834861,1.7603685967693794,OUTPERFORM,146.0,143.0,142.3,135.4,120.5,,215.2,143.8,126.6,127.5,130.4,133.3
1993-11-02,468.44,91.940002,1.7065439228798551,1.759827377085288,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-03,463.02,90.690002,0.6565217391304223,-0.16511889762742538,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-04,457.49,89.83000200000002,1.1072312588401578,0.066843045566789,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-05,459.57,90.970001,3.1466726517787036,2.075850468721363,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-08,460.21,91.110001,3.2393386724095308,2.324797817556168,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-09,460.33,91.550003,4.877882074182072,4.532999439757934,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-10,463.72,92.269997,3.441968368689907,4.413255479916645,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-11,462.64,91.970001,3.2563329985492606,4.109129685720148,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-12,465.39,92.809998,3.218151171043293,4.25747149822977,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-15,463.75,93.019997,3.7239991053455546,5.285794120787646,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-16,466.74,93.699997,3.7499722141952185,5.923579085728914,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-17,464.81,92.870003,3.851911432848487,5.64213260643236,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-18,463.62,92.690002,3.89010890512258,4.829228790527718,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-19,462.6,92.93,3.6336753438774183,4.851633922542042,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-22,459.13,92.650002,2.9024160652651343,4.8076921989209875,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-23,461.03,92.389999,4.19698955837815,5.335765651986857,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-24,462.36,92.550003,4.4786911917566785,4.529028636446486,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-26,463.06,93.220001,4.774187709294964,4.671011782416623,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-29,461.9,93.029999,2.9349497470639196,3.068908640174861,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-11-30,461.79,92.910004,3.1633268547684557,3.3251846824996933,OUTPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-12-01,461.89,92.580002,2.0277882087870847,1.994056472206318,UNDERPERFORM,146.3,143.5,142.8,135.5,120.6,,216.3,144.4,126.9,127.1,130.4,133.3
1993-12-02,463.11,92.940002,2.4874410781862144,2.1655501575733815,UNDERPERFORM,146.3,143.6,142.9,135.6,120.8,,217.1,144.5,127.4,125.6,129.2,131.6
1993-12-03,464.89,93.190002,3.5159207303495865,2.7679775033083276,UNDERPERFORM,146.3,143.6,142.9,135.6,120.8,,217.1,144.5,127.4,125.6,129.2,131.6
1993-12-06,466.43,93.690002,3.4419285444988956,2.752798859398986,UNDERPERFORM,146.3,143.6,142.9,135.6,120.8,,217.1,144.5,127.4,125.6,129.2,131.6
1993-12-07,466.76,94.400002,3.032978676438125,3.6565301416492835,OUTPERFORM,146.3,143.6,142.9,135.6,120.8,,217.1,144.5,127.4,125.6,129.2,131.6
1993-12-08,466.29,94.309998,2.926958479570896,3.637360439560422,OUTPERFORM,146.3,143.6,142.9,135.6,120.8,,217.1,144.5,127.4,125.6,129.2,131.6
