,S&P 500,S&P 500 Consumer Discretionary (Sector),S&P 500 Performance (%),S&P 500 Consumer Discretionary (Sector) Performance (%),S&P 500 Consumer Discretionary (Sector) Outperform/Underperform,overall,durables,jewelry and watches,jewelry,watches,sporting goods,"pets, pet products and services"
1993-06-21,446.22,99.089996,-3.7406161014755357,-5.0680217973181225,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-22,445.93,98.330002,-3.7180179207600084,-5.850248834732897,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-23,443.19,97.519997,-3.9258616952091985,-5.32958440288157,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-24,446.62,98.769997,-3.1907053366280747,-3.8079499415660356,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-25,447.6,99.260002,-2.3815755037948083,-2.819656381629687,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-28,451.85,100.489998,-1.0511332530384276,-1.22862200174213,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-29,450.69,99.889999,-1.488524590163931,-2.527326233587246,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-06-30,450.53,99.989998,-2.4235467382829556,-3.874254101353225,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-07-01,449.02,99.290001,-2.822144310262742,-5.112765721643397,UNDERPERFORM,144.5,121.2,144.6,151.2,121.2,120.2,
1993-07-02,445.84,98.540001,-3.0571863448575765,-4.441429273426212,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-06,441.43,97.379997,-4.369584055459274,-5.72175810125125,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-07,442.83,97.790001,-3.6131728446118117,-5.205508716343199,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-08,448.64,99.639999,-2.2208661159906717,-3.2996913499641733,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-09,448.11,99.690002,-1.525107131084491,-2.6844981904627474,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-12,448.98,99.349998,-0.8764764322772844,-2.3491252673309426,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-13,448.09,99.629997,-1.7777290661990408,-3.767026019192754,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-14,450.08,100.870003,-1.673439070214533,-3.749999892652678,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-15,449.22,100.940002,-1.8377291698533638,-3.820862424607774,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-16,445.75,100.25,-3.4755305326981456,-5.129173940175535,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-19,446.03,99.510002,-3.3583949039065697,-5.408740648538224,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-20,447.31,100.370003,-2.781943448305846,-3.5645646893819216,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-21,447.18,100.150002,-2.5603033142309273,-3.4140225014172576,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-22,444.51,99.309998,-3.635535900104059,-4.72947054354319,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-23,447.1,100.150002,-3.0866605973902006,-4.482590452696044,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-26,449.09,100.870003,-2.6257588898525586,-4.911386596693312,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-27,448.24,100.169998,-2.7130268698181137,-5.695728622710128,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-28,447.19,100.410004,-2.6111764449671226,-5.353937424976429,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-29,450.24,101.800003,-2.187656144771999,-4.01658974196849,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-07-30,448.13,101.410004,-2.766446797430999,-4.6360656248285,UNDERPERFORM,144.8,121.7,145.1,152.0,120.5,120.4,
1993-08-02,450.15,102.230003,-2.3789902845246402,-3.4837566745422377,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-03,449.27,102.019997,-2.647944700860261,-4.840968238419618,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-04,448.54,102.160004,-3.9179144442302305,-6.154691290146131,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-05,448.13,102.099998,-4.551650692225772,-6.96191009589776,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-06,448.68,102.279999,-4.220300992635284,-7.237441370625042,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-09,450.72,103.0,-3.322537054117236,-5.7898123883689205,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-10,449.45,102.269997,-3.5659879417254903,-6.4575184037772075,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-11,450.46,102.860001,-3.2018222451435485,-6.209535081782358,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-12,448.96,102.529999,-3.088911433937014,-6.185380124573337,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-13,450.14,102.68,-3.0288668677294295,-6.467479563376566,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-16,452.38,103.360001,-2.567305621365501,-5.590063785438515,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-17,453.13,102.830002,-2.4708895632896466,-6.356430313385486,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-18,456.04,102.589996,-2.4993051546832623,-8.188654164822873,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-19,456.43,102.940002,-2.436782591967168,-7.519536564900475,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-20,456.16,102.989998,-2.7584736729908355,-7.764647760535636,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-23,455.23,102.949997,-2.819998292203907,-8.268738975263146,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-24,459.77,104.050003,-0.7019135242538166,-6.97362104557212,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-25,460.13,104.07,0.5770617937004063,-5.784898658201154,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-26,461.04,104.150002,0.31986422090215516,-5.464278940987189,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-27,460.54,104.400002,0.07170639490667874,-6.115103582241998,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-30,461.9,104.580002,0.34105967458126774,-5.919397052198749,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-08-31,463.56,104.379997,-0.03450357974640328,-7.217780444444443,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-09-01,463.15,104.440002,0.11023690126232832,-6.949390715420356,UNDERPERFORM,145.0,122.1,147.1,154.6,121.0,120.5,
1993-09-02,461.3,103.010002,-0.8788328068931373,-8.92130519754739,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-03,461.34,102.68,-0.5196765498652334,-9.469227816420878,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-07,458.52,102.139999,-1.7611518189998732,-10.505562354478993,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-08,456.65,101.739998,-1.7555560336481646,-10.558243516483511,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-09,457.5,102.480003,-1.320046589879642,-9.741058571947702,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-10,461.72,104.019997,-0.19022913964548138,-7.800038113809604,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-13,462.06,104.639999,0.6381634831093663,-5.933116791318172,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-14,459.9,103.120003,-0.2451033555300075,-7.557149057181112,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-15,461.6,103.290001,-0.16437408080283156,-8.268203521637718,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-16,459.43,103.160004,-0.7839156912711087,-8.917532952189067,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-17,458.83,103.040001,-0.6646460272786259,-9.087696632705011,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-20,455.05,102.440002,-1.459537885185913,-8.942220444444438,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-21,452.95,101.739998,-1.935525774535063,-10.083962702890625,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-22,456.2,103.529999,-1.492086113450375,-8.104033974648184,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-23,457.74,104.800003,-1.5379982361418798,-7.624499099810455,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-24,457.63,104.949997,-1.8866710974851597,-7.671330301246249,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-27,461.8,105.669998,-1.0626446139343493,-6.80014041630288,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-28,461.53,105.199997,-1.0208239507602634,-7.067137996478923,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-29,460.11,104.080002,-0.8768150286526777,-8.17010263526038,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-09-30,458.93,103.690002,-1.0777487983100853,-8.401055876353059,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-10-01,461.28,104.239998,-0.9491088683701965,-7.93146345229232,UNDERPERFORM,145.6,122.5,147.7,155.5,120.6,121.3,
1993-10-04,461.34,104.849998,-0.371442145726264,-6.333753683513432,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-05,461.2,106.080002,-0.13857613026155846,-4.578569840398861,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-06,460.74,106.220001,-0.5611430051366106,-4.564242464575685,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-07,459.18,106.089996,-1.5438054805094525,-5.41191849458208,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-08,460.31,106.059998,-1.1892239991413533,-4.733678168801259,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-11,460.88,106.339996,-0.9499247797120192,-4.103168041330763,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-12,461.12,105.919998,-1.3267140289309198,-4.850882141573831,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-13,461.49,107.209999,-1.260216526167146,-3.5621112451580728,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-14,466.83,108.860001,-0.788455816721223,-2.2976099855970267,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-15,469.5,109.739998,-0.3057714358516983,-1.8776806823204817,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-18,468.45,110.260002,-0.45263292107611264,-1.5183967624008199,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-19,466.21,109.330002,-0.5185216797541803,-1.814096125982878,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-20,466.07,109.330002,-0.08146639511201759,-1.4689951466203666,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-21,465.36,109.669998,-0.017188037126159017,-0.7151919311532806,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-22,463.27,109.290001,-0.7753432285977468,-1.6999451340169114,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-25,464.2,109.779999,-0.7165009089937002,-0.9920617151531808,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-26,464.3,109.480003,-0.6036992635725325,-0.6533521049006952,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-27,464.61,109.809998,-1.1257714407320596,-0.9024456439390982,OUTPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-28,467.73,111.739998,-1.5864666400151384,-0.7901971266145003,OUTPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-10-29,467.83,111.309998,-1.3287494990825377,-1.3559004379971817,UNDERPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-11-01,469.1,111.660004,-1.0692367716219953,-1.0457214124679703,OUTPERFORM,146.0,122.9,147.3,154.7,119.9,120.9,
1993-11-02,468.44,112.230003,-0.8529642093678014,-0.40819859067888764,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-03,463.02,111.849998,-2.5036322671664224,-1.3668465367399185,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-04,457.49,110.459999,-3.340376082822738,-1.9962736402827974,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-05,459.57,110.169998,-3.095413811280967,-1.966541251998788,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-08,460.21,111.199997,-2.9706936538056117,-1.1994722025907123,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-09,460.33,111.160004,-3.0843403932797275,-1.0591847095537954,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-10,463.72,112.5,-2.3171553758004726,-0.07993250128546237,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-11,462.64,112.239998,-1.976820560628867,0.6095374795542785,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-12,465.39,113.099998,-1.1742971205300323,1.6537803046237531,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-15,463.75,113.419998,-1.9970414201183395,1.6126097040151555,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-16,466.74,114.129997,-2.161199035740491,1.044710076442068,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-17,464.81,113.75,-2.9016085230833433,0.3705973639707594,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-18,463.62,113.540001,-3.73538755424514,-0.3772922665851275,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-19,462.6,112.82,-3.5486426754513967,-0.9829752328774033,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-22,459.13,111.239998,-4.744813278008298,-2.8556492383957854,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-23,461.03,111.550003,-4.093944373946867,-3.0252942973597707,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-24,462.36,112.599998,-1.5857474298120455,-0.026635000265518016,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-26,463.06,113.260002,-1.844158046464306,0.2123562257748013,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-29,461.9,113.339996,-1.9424689523405259,0.45200211908176247,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-11-30,461.79,112.5,-2.3224823910146464,-0.6008128644636956,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-12-01,461.89,113.150002,-1.50129017124091,0.8017835189309652,OUTPERFORM,146.3,123.0,146.4,153.6,121.0,120.0,
1993-12-02,463.11,112.660004,-1.5036794419158617,0.5892892857142895,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-03,464.89,113.449997,-1.1356144865278806,1.015046763690619,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-06,466.43,113.669998,-1.2888343350546005,0.7177006847625345,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-07,466.76,113.379997,-1.2754076862877883,0.7195496135737889,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-08,466.29,113.199997,-0.8610792192881633,0.6311663371173726,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-09,464.18,113.339996,-0.7504971241634406,1.1693269764288639,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-10,463.93,113.199997,-1.5971662495227523,0.2479622785682256,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-13,465.7,113.220001,-1.0601457434829764,-0.22911701896941583,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-14,463.06,111.940002,-0.258475854047302,-0.062494419025183046,OUTPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-15,461.84,111.169998,-0.9075889887785182,-1.1470754147881457,UNDERPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-16,463.34,111.300003,-0.8134606327867444,-1.3647581128946484,UNDERPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-17,466.38,112.160004,0.4177073464817882,-0.14244658119657583,UNDERPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-20,465.85,111.330002,0.22374733762182686,-1.0839635428530503,UNDERPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-21,465.3,110.889999,0.49458974968144,-1.3434190152416536,UNDERPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-22,467.32,111.32,0.5551491156345456,-2.239398377815094,UNDERPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-23,467.38,111.169998,0.10066179777685758,-2.721386968160544,UNDERPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-27,470.54,111.419998,1.0002575770584832,-2.5793520351660604,UNDERPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-28,470.94,111.839996,0.8307283860745862,-2.6631905541655287,UNDERPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-29,470.58,111.959999,1.4399655098081388,-1.4696805809121027,UNDERPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-30,468.64,111.349998,0.47165766229311235,-2.5212334101050504,UNDERPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1993-12-31,466.45,110.959999,-0.20111684032606547,-2.7775327112292914,UNDERPERFORM,146.3,123.2,144.7,151.6,120.9,120.3,
1994-01-03,465.44,110.459999,-0.33618123808911715,-2.91791178518116,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-04,466.89,111.18,-0.5389629755868985,-2.5335320417287477,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-05,467.55,110.879997,-0.7114036950520153,-2.608696576349523,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-06,467.12,110.199997,-0.8364114974737769,-3.239970175080964,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-07,469.9,110.809998,0.2902633713236735,-2.0593963413416794,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-10,475.27,112.629997,1.3801194539249106,-1.1670779323190383,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-11,474.13,112.839996,1.1930678277201512,-1.1995473356058772,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-12,474.17,112.839996,2.114784106815981,0.08869789052150523,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-13,472.47,112.690002,2.5815276390638076,0.9224413067368431,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-14,474.91,113.400002,3.2413043478261017,1.978421815964615,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-17,473.3,112.709999,4.601308345120225,3.7176783604983443,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-18,474.25,112.379997,6.441476826394332,5.283866503351442,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-19,474.3,112.550003,6.400161518271763,5.700600891230256,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-20,474.98,112.349998,8.215620158571046,6.654644262564813,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-21,474.72,112.589996,5.895737134444223,3.265153657389286,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-24,471.97,111.559998,5.338689878361791,2.5084957730681756,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-25,470.92,111.260002,4.444641589779996,1.3389206545320942,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-26,473.2,111.620003,5.83762021919032,3.4956004357088677,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-27,477.05,112.949997,6.041745393113573,4.554288665688122,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-28,478.7,113.330002,6.955336595392891,5.668999533799535,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-01-31,481.61,113.970001,7.921391117285892,6.923731379068632,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-02-01,479.62,113.940002,7.446570186836321,7.419630432733104,UNDERPERFORM,146.7,123.1,148.0,155.3,122.3,120.8,
1994-02-02,482.0,114.510002,8.028150073961182,8.355414458743372,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-03,480.71,115.029999,8.64484925190978,10.552614784643488,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-04,469.81,112.629997,6.162154833461386,9.296451937027106,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-07,471.76,113.019997,6.742691646302834,10.869133590952828,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-08,471.05,112.830002,4.974037840126577,8.12650135364641,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-09,472.77,113.18,5.616245559949062,8.25442061441166,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
1994-02-10,468.93,112.25,3.5828676194473275,6.1566125620694745,OUTPERFORM,147.1,123.3,152.7,161.0,123.4,121.1,
