,S&P 500,S&P 500 Real Estate (Sector),S&P 500 Performance (%),S&P 500 Communication Services (Sector) Performance (%),S&P 500 Communication Services (Sector) Outperform/Underperform,overall,communication,information technology commodities,education and communication commodities,education and communication services
1993-09-16,459.43,118.720001,-2.613617093437337,9.611303842882535,OUTPERFORM,145.6,,,,
1993-09-17,458.83,119.050003,-2.594204436896297,10.44623981402506,OUTPERFORM,145.6,,,,
1993-09-20,455.05,118.010002,-3.7481227658269334,9.501721522735117,OUTPERFORM,145.6,,,,
1993-09-21,452.95,117.169998,-3.4077580875610525,9.843442576984017,OUTPERFORM,145.6,,,,
1993-09-22,456.2,117.849998,-2.9733293632225988,9.16079945499073,OUTPERFORM,145.6,,,,
1993-09-23,457.74,118.080002,-2.656146991897579,10.015838814574884,OUTPERFORM,145.6,,,,
1993-09-24,457.63,116.559998,-3.1511893676458125,8.166291607901034,OUTPERFORM,145.6,,,,
1993-09-27,461.8,118.260002,-2.324499249138101,10.121988175081365,OUTPERFORM,145.6,,,,
1993-09-28,461.53,118.779999,-1.8731130671429175,12.067177319882582,OUTPERFORM,145.6,,,,
1993-09-29,460.11,117.860001,-1.6207316812418493,11.779209753808594,OUTPERFORM,145.6,,,,
1993-09-30,458.93,117.669998,-2.657701607771601,10.978024247647134,OUTPERFORM,145.6,,,,
1993-10-01,461.28,117.980003,-1.999192674584127,12.415441993771559,OUTPERFORM,145.6,,,,
1993-10-04,461.34,117.309998,-0.6289579115151045,11.596265841050247,OUTPERFORM,146.0,,,,
1993-10-05,461.2,116.690002,-1.0449074173407458,9.908641045655852,OUTPERFORM,146.0,,,,
1993-10-06,460.74,116.75,-1.3700389604829333,10.027329092193682,OUTPERFORM,146.0,,,,
1993-10-07,459.18,115.529999,-1.132546722935146,9.486355463031337,OUTPERFORM,146.0,,,,
1993-10-08,460.31,115.779999,-0.9681375185559671,9.660917604453179,OUTPERFORM,146.0,,,,
1993-10-11,460.88,114.309998,-0.46003326062071803,9.136910619379602,OUTPERFORM,146.0,,,,
1993-10-12,461.12,114.68,-0.7789301544949834,9.573854019726591,OUTPERFORM,146.0,,,,
1993-10-13,461.49,114.93,-1.1608232850014,9.509293268488616,OUTPERFORM,146.0,,,,
1993-10-14,466.83,120.370003,0.2039151712887488,15.208651936964435,OUTPERFORM,146.0,,,,
1993-10-15,469.5,120.349998,0.522416820108762,15.233622841179173,OUTPERFORM,146.0,,,,
1993-10-18,468.45,118.330002,0.9808148307824949,14.053013975903617,OUTPERFORM,146.0,,,,
1993-10-19,466.21,119.050003,-0.04930966469428588,14.416145667963121,OUTPERFORM,146.0,,,,
1993-10-20,466.07,119.139999,-0.2824193927983054,14.701064367929217,OUTPERFORM,146.0,,,,
1993-10-21,465.36,117.669998,-0.3533114922592562,12.398505828665463,OUTPERFORM,146.0,,,,
1993-10-22,463.27,116.190002,-1.3101273912487832,10.394301187648459,OUTPERFORM,146.0,,,,
1993-10-25,464.2,116.599998,-1.4228073901040528,10.145472226096054,OUTPERFORM,146.0,,,,
1993-10-26,464.3,116.809998,-1.4350613509956256,10.552710181612323,OUTPERFORM,146.0,,,,
1993-10-27,464.61,117.220001,-0.8387757715456523,11.616839029237447,OUTPERFORM,146.0,,,,
1993-10-28,467.73,117.480003,-0.22824232081911644,11.46110130054836,OUTPERFORM,146.0,,,,
1993-10-29,467.83,117.849998,-0.15153455414693706,12.077979798802097,OUTPERFORM,146.0,,,,
1993-11-01,469.1,117.940002,1.0229352858834861,12.634899366200948,OUTPERFORM,146.0,,,,
1993-11-02,468.44,118.309998,1.7065439228798551,13.302049670600447,OUTPERFORM,146.3,,,,
1993-11-03,463.02,116.199997,0.6565217391304223,10.39330685173272,OUTPERFORM,146.3,,,,
1993-11-04,457.49,114.419998,1.1072312588401578,10.072151324833634,OUTPERFORM,146.3,,,,
1993-11-05,459.57,114.709999,3.1466726517787036,11.716009933774817,OUTPERFORM,146.3,,,,
1993-11-08,460.21,113.849998,3.2393386724095308,10.781357714742356,OUTPERFORM,146.3,,,,
1993-11-09,460.33,113.260002,4.877882074182072,11.96124705570396,OUTPERFORM,146.3,,,,
1993-11-10,463.72,113.040001,3.441968368689907,10.229154259507922,OUTPERFORM,146.3,,,,
1993-11-11,462.64,113.559998,3.2563329985492606,11.43164904595626,OUTPERFORM,146.3,,,,
1993-11-12,465.39,113.290001,3.218151171043293,11.571794252789115,OUTPERFORM,146.3,,,,
1993-11-15,463.75,112.68,3.7239991053455546,12.53370955359161,OUTPERFORM,146.3,,,,
1993-11-16,466.74,113.260002,3.7499722141952185,12.718947669617409,OUTPERFORM,146.3,,,,
1993-11-17,464.81,112.230003,3.851911432848487,10.767867153572851,OUTPERFORM,146.3,,,,
1993-11-18,463.62,111.599998,3.89010890512258,9.745300231186938,OUTPERFORM,146.3,,,,
1993-11-19,462.6,110.989998,3.6336753438774183,8.888450897674872,OUTPERFORM,146.3,,,,
1993-11-22,459.13,109.610001,2.9024160652651343,7.0723823266860775,OUTPERFORM,146.3,,,,
1993-11-23,461.03,110.18,4.19698955837815,7.660742922053676,OUTPERFORM,146.3,,,,
1993-11-24,462.36,110.809998,4.4786911917566785,6.363983490113245,OUTPERFORM,146.3,,,,
1993-11-26,463.06,111.849998,4.774187709294964,4.454609554452582,UNDERPERFORM,146.3,,,,
1993-11-29,461.9,111.650002,2.9349497470639196,2.4311944954128473,UNDERPERFORM,146.3,,,,
1993-11-30,461.79,111.150002,3.1633268547684557,3.8299849463806046,OUTPERFORM,146.3,,,,
1993-12-01,461.89,110.379997,2.0277882087870847,2.336358220504753,OUTPERFORM,146.3,,,,
1993-12-02,463.11,111.18,2.4874410781862144,3.8289110229938306,OUTPERFORM,146.3,,,,
1993-12-03,464.89,111.790001,3.5159207303495865,6.09281372042858,OUTPERFORM,146.3,,,,
1993-12-06,466.43,112.57,3.4419285444988956,7.158492894093471,OUTPERFORM,146.3,,,,
1993-12-07,466.76,112.309998,3.032978676438125,6.414626621047681,OUTPERFORM,146.3,,,,
1993-12-08,466.29,111.449997,2.926958479570896,5.599768754976608,OUTPERFORM,146.3,,,,
1993-12-09,464.18,110.739998,2.758345877977497,4.511135376662279,OUTPERFORM,146.3,,,,
1993-12-10,463.93,110.779999,2.7803624440604358,4.716890020636266,OUTPERFORM,146.3,,,,
1993-12-13,465.7,111.360001,3.9926756286007725,7.210934614106068,OUTPERFORM,146.3,,,,
1993-12-14,463.06,111.120003,4.688913004159878,8.54742575322578,OUTPERFORM,146.3,,,,
1993-12-15,461.84,110.900002,3.549247774713571,6.083796574671929,OUTPERFORM,146.3,,,,
1993-12-16,463.34,110.93,4.949149471109182,7.877076575375352,OUTPERFORM,146.3,,,,
1993-12-17,466.38,111.510002,5.099718309859158,7.812048728608723,OUTPERFORM,146.3,,,,
1993-12-20,465.85,111.330002,4.888098347367964,6.965795408036213,OUTPERFORM,146.3,,,,
1993-12-21,465.3,111.290001,4.681770118562856,5.859416128395778,OUTPERFORM,146.3,,,,
1993-12-22,467.32,111.330002,3.9944811625164167,4.48615566908992,OUTPERFORM,146.3,,,,
1993-12-23,467.38,111.190002,3.017478895280923,2.4887123695955804,UNDERPERFORM,146.3,,,,
1993-12-27,470.54,111.360001,3.0800911321416047,1.8847190699528005,UNDERPERFORM,146.3,,,,
1993-12-28,470.94,111.419998,3.5214982854128163,2.587235958132439,UNDERPERFORM,146.3,,,,
1993-12-29,470.58,110.900002,3.8349514563106757,3.6545509609225313,UNDERPERFORM,146.3,,,,
1993-12-30,468.64,109.879997,3.0408302368021722,3.028593473444108,UNDERPERFORM,146.3,,,,
1993-12-31,466.45,109.18,2.215453390016209,2.2476128698970976,OUTPERFORM,146.3,,,,
1994-01-03,465.44,108.489998,1.833457314138176,1.2411291063408214,UNDERPERFORM,146.7,,,,
1994-01-04,466.89,106.629997,2.0903942448560198,-0.36441787603488374,UNDERPERFORM,146.7,,,,
1994-01-05,467.55,105.830002,2.420591456736032,-0.8339570761435877,UNDERPERFORM,146.7,,,,
1994-01-06,467.12,106.839996,2.07372768393681,-0.49362669757958555,UNDERPERFORM,146.7,,,,
1994-01-07,469.9,107.839996,2.676718015951063,0.503255344736564,UNDERPERFORM,146.7,,,,
1994-01-10,475.27,108.849998,3.2903744593919093,0.2948484317225386,UNDERPERFORM,146.7,,,,
1994-01-11,474.13,108.629997,3.3233089260809034,-0.5310887330014502,UNDERPERFORM,146.7,,,,
1994-01-12,474.17,108.489998,3.4831190938652723,-0.5500027701898502,UNDERPERFORM,146.7,,,,
1994-01-13,472.47,108.059998,3.371548593182516,-0.9441727360591345,UNDERPERFORM,146.7,,,,
1994-01-14,474.91,108.339996,3.7238457170314154,-1.5269960423649254,UNDERPERFORM,146.7,,,,
1994-01-17,473.3,107.160004,3.1896570519109657,-2.7321358397410567,UNDERPERFORM,146.7,,,,
1994-01-18,474.25,107.980003,3.2999346547593067,-1.6396392934928006,UNDERPERFORM,146.7,,,,
1994-01-19,474.3,109.68,2.580184700564492,-0.26370919101836865,UNDERPERFORM,146.7,,,,
1994-01-20,474.98,110.489998,3.1197759492846533,1.0425240245546252,UNDERPERFORM,146.7,,,,
1994-01-21,474.72,110.019997,2.7688177862446706,-0.14521964058813452,UNDERPERFORM,146.7,,,,
1994-01-24,471.97,108.739998,2.9490675100883434,-0.7303295533108489,UNDERPERFORM,146.7,,,,
1994-01-25,470.92,108.650002,3.3898305084745672,-0.11950450560309633,UNDERPERFORM,146.7,,,,
1994-01-26,473.2,110.260002,4.843355341870881,1.9792812991320519,UNDERPERFORM,146.7,,,,
1994-01-27,477.05,112.010002,5.288132600587092,3.120971189809296,UNDERPERFORM,146.7,,,,
1994-01-28,478.7,112.099998,6.4653159264284055,3.203825173895458,UNDERPERFORM,146.7,,,,
1994-01-31,481.61,112.809998,8.764679313459812,6.625703970915753,UNDERPERFORM,146.7,,,,
1994-02-01,479.62,110.870003,7.223178556258514,4.230516003651896,UNDERPERFORM,146.7,,,,
1994-02-02,482.0,111.239998,8.054789607012358,4.666916679214483,UNDERPERFORM,147.1,,,,
1994-02-03,480.71,110.339996,7.390031946026854,2.9963587136103476,UNDERPERFORM,147.1,,,,
1994-02-04,469.81,108.050003,5.748756386881859,0.4742439978217883,UNDERPERFORM,147.1,,,,
1994-02-07,471.76,108.309998,5.728372926938596,0.9130680906909827,UNDERPERFORM,147.1,,,,
1994-02-08,471.05,107.790001,5.5290454107578935,0.8231194154664889,UNDERPERFORM,147.1,,,,
1994-02-09,472.77,107.769997,5.971353641315313,0.9838793011255786,UNDERPERFORM,147.1,,,,
1994-02-10,468.93,106.669998,4.583166064498867,-0.22449349080558845,UNDERPERFORM,147.1,,,,
1994-02-11,470.18,107.959999,4.589033477922366,0.8500663003250919,UNDERPERFORM,147.1,,,,
1994-02-14,470.23,107.330002,4.947998035977319,0.5904451899843899,UNDERPERFORM,147.1,,,,
1994-02-15,472.52,107.760002,5.484987163745947,1.354403686982697,UNDERPERFORM,147.1,,,,
1994-02-16,472.79,107.389999,5.361798854545041,1.0444109996651463,UNDERPERFORM,147.1,,,,
1994-02-17,470.34,105.989998,3.733927350521582,-1.9337564409001362,UNDERPERFORM,147.1,,,,
1994-02-18,467.69,105.440002,2.979126299101642,-2.1983081754625267,UNDERPERFORM,147.1,,,,
1994-02-22,471.46,106.029999,3.5675058213610944,-1.394959559145914,UNDERPERFORM,147.1,,,,
1994-02-23,470.69,104.949997,3.7081919534658336,-2.3266636294089427,UNDERPERFORM,147.1,,,,
1994-02-24,464.26,105.120003,2.80336581045173,-2.1229040573016,UNDERPERFORM,147.1,,,,
1994-02-25,466.07,106.169998,2.973862707408137,-1.658022431067263,UNDERPERFORM,147.1,,,,
1994-02-28,467.14,106.110001,3.0963783628699337,-1.7954668636149917,UNDERPERFORM,147.1,,,,
1994-03-01,464.44,105.519997,2.2432581177765476,-2.6478476118447003,UNDERPERFORM,147.1,,,,
1994-03-02,464.81,105.580002,2.525586730192342,-2.7450221581617917,UNDERPERFORM,147.2,,,,
1994-03-03,463.01,104.739998,2.3068254634642127,-3.5365665217062636,UNDERPERFORM,147.2,,,,
1994-03-04,464.74,104.660004,2.311553363860508,-3.7255036677904863,UNDERPERFORM,147.2,,,,
1994-03-07,466.91,104.949997,1.8875747392310016,-3.856730346034065,UNDERPERFORM,147.2,,,,
1994-03-08,465.88,104.480003,1.0563762174356395,-5.164740948801693,UNDERPERFORM,147.2,,,,
1994-03-09,467.06,104.440002,1.411325343060632,-5.226855859170298,UNDERPERFORM,147.2,,,,
1994-03-10,463.9,103.75,0.5309350958933701,-5.8102604482930476,UNDERPERFORM,147.2,,,,
1994-03-11,466.44,104.050003,1.753926701570685,-5.32301992132812,UNDERPERFORM,147.2,,,,
1994-03-14,467.39,103.870003,2.2533855477039566,-5.132884375429436,UNDERPERFORM,147.2,,,,
1994-03-15,467.01,104.690002,1.991744742186996,-4.532192065212759,UNDERPERFORM,147.2,,,,
1994-03-16,469.42,105.25,2.5113556953179517,-3.670146372503269,UNDERPERFORM,147.2,,,,
1994-03-17,470.9,105.860001,2.3028459700195514,-3.3418518081223203,UNDERPERFORM,147.2,,,,
1994-03-18,471.06,105.660004,2.6542887029288753,-3.506845662100455,UNDERPERFORM,147.2,,,,
1994-03-21,468.54,105.019997,1.4287569814261714,-4.69190026877393,UNDERPERFORM,147.2,,,,
1994-03-22,468.8,105.400002,1.6412635778245033,-4.138240222052936,UNDERPERFORM,147.2,,,,
1994-03-23,468.54,105.150002,0.7591234597105423,-4.016431656327757,UNDERPERFORM,147.2,,,,
1994-03-24,464.35,104.709999,-0.1762796397016153,-3.838736374678453,UNDERPERFORM,147.2,,,,
1994-03-25,460.58,104.419998,-0.5591899302631931,-3.1713632481959575,UNDERPERFORM,147.2,,,,
1994-03-28,460.0,105.260002,-0.7936507936507908,-2.4647850716231545,UNDERPERFORM,147.2,,,,
1994-03-29,452.48,103.949997,-2.1283959162484822,-2.8776997372484403,UNDERPERFORM,147.2,,,,
1994-03-30,445.55,102.68,-4.081720522701337,-4.510368311265401,UNDERPERFORM,147.2,,,,
1994-03-31,445.77,102.769997,-4.959171055156386,-5.368325144904695,UNDERPERFORM,147.2,,,,
1994-04-04,438.92,101.160004,-6.2297043240471695,-6.644515442557076,UNDERPERFORM,147.5,,,,
1994-04-05,448.29,102.550003,-5.3841283241874205,-6.0208942626220345,UNDERPERFORM,147.5,,,,
1994-04-06,448.05,101.910004,-5.592195368633968,-7.455501976330314,UNDERPERFORM,147.5,,,,
1994-04-07,450.88,101.540001,-5.291238683386901,-7.648927903108527,UNDERPERFORM,147.5,,,,
1994-04-08,447.1,100.129997,-5.9706828745084035,-8.582125523437645,UNDERPERFORM,147.5,,,,
1994-04-11,449.87,100.480003,-4.924234418919204,-7.621581528590104,UNDERPERFORM,147.5,,,,
1994-04-12,447.57,101.32,-4.9725047240918085,-7.020281664492234,UNDERPERFORM,147.5,,,,
1994-04-13,446.26,101.690002,-5.425338023990167,-6.902866239049709,UNDERPERFORM,147.5,,,,
1994-04-14,446.38,101.93,-5.225164016221151,-6.029317728133876,UNDERPERFORM,147.5,,,,
1994-04-15,446.18,102.370003,-5.698102041678988,-5.554014259193785,OUTPERFORM,147.5,,,,
1994-04-18,442.46,102.339996,-5.493613567431332,-4.435521689626354,OUTPERFORM,147.5,,,,
1994-04-19,442.54,104.18,-5.077111173076498,-2.040430691874573,OUTPERFORM,147.5,,,,
1994-04-20,441.96,107.080002,-5.465123740668654,0.3655450301706775,OUTPERFORM,147.5,,,,
1994-04-21,448.73,109.0,-4.281143344709893,1.2540622154377568,OUTPERFORM,147.5,,,,
1994-04-22,447.63,107.050003,-5.724395021166362,-2.3800847207702036,OUTPERFORM,147.5,,,,
1994-04-25,452.71,107.860001,-3.9219847619856196,-0.8001489708410969,OUTPERFORM,147.5,,,,
1994-04-26,451.87,107.080002,-4.031007751937987,-1.5175213413725408,OUTPERFORM,147.5,,,,
1994-04-28,449.1,105.370003,-3.0775207182320408,-1.82614270332353,OUTPERFORM,147.5,,,,
1994-04-29,450.91,105.050003,-2.286221991071802,-1.3892762732495623,OUTPERFORM,147.5,,,,
1994-05-02,453.02,105.540001,-1.7885403342944528,-0.6495358942990803,OUTPERFORM,147.9,,,,
1994-05-03,453.03,105.540001,-1.4445145430417528,-0.8175951200979137,OUTPERFORM,147.9,,,,
1994-05-04,451.72,105.959999,-1.9747406796579936,-1.0551844637289975,OUTPERFORM,147.9,,,,
1994-05-05,451.38,105.790001,-2.309273888107355,-2.1731071035057004,OUTPERFORM,147.9,,,,
1994-05-06,447.82,103.870003,-3.6614749161001603,-4.680185329171471,UNDERPERFORM,147.9,,,,
1994-05-09,442.32,102.370003,-4.309449636552443,-4.59459446613436,UNDERPERFORM,147.9,,,,
1994-05-10,446.01,104.540001,-3.609172051609,-2.52680559440559,OUTPERFORM,147.9,,,,
1994-05-11,441.49,102.830002,-4.38558496123359,-3.2734418826722234,OUTPERFORM,147.9,,,,
1994-05-12,443.75,103.43,-2.3845663125013683,-0.8055979899951438,OUTPERFORM,147.9,,,,
1994-05-13,444.14,104.080002,-2.0682660081143056,0.2504353689077199,OUTPERFORM,147.9,,,,
1994-05-16,444.49,105.129997,-1.7397647891060242,1.5258270924434436,OUTPERFORM,147.9,,,,
1994-05-17,449.37,106.550003,-1.259063941990779,2.000769691755422,OUTPERFORM,147.9,,,,
1994-05-18,453.69,108.489998,-1.1654757755315437,3.7486831787319597,OUTPERFORM,147.9,,,,
1994-05-19,456.48,109.300003,-1.9987548036668912,3.0354458326650624,OUTPERFORM,147.9,,,,
1994-05-20,454.92,108.610001,-2.2665263067437214,3.2218209159682543,OUTPERFORM,147.9,,,,
1994-05-23,453.2,106.989998,-3.118920883302345,0.4506581457016656,OUTPERFORM,147.9,,,,
1994-05-24,454.81,106.650002,-3.046258793434242,-0.3922648734472678,OUTPERFORM,147.9,,,,
1994-05-25,456.34,106.779999,-2.691061071306722,0.17825594064193595,OUTPERFORM,147.9,,,,
