,S&P 500,S&P 500 Health Care (Sector),S&P 500 Performance (%),S&P 500 Health Care (Sector) Performance (%),S&P 500 Health Care (Sector) Outperform/Underperform,overall,medical Care,medical care commodities,medical care services,personal Care
1993-06-15,446.27,90.379997,-3.0121922065503237,9.711095279598037,OUTPERFORM,144.5,202.2,195.5,203.8,
1993-06-16,447.43,91.529999,-2.952021516571235,9.094155921474245,OUTPERFORM,144.5,202.2,195.5,203.8,
1993-06-17,448.54,91.959999,-2.6056368610761327,10.000001435406736,OUTPERFORM,144.5,202.2,195.5,203.8,
1993-06-18,443.68,89.019997,-3.9445767482138905,6.445055833255631,OUTPERFORM,144.5,202.2,195.5,203.8,
1993-06-21,446.22,88.68,-3.7406161014755357,5.848652492822315,OUTPERFORM,144.5,202.2,195.5,203.8,
1993-06-22,445.93,87.91999799999998,-3.7180179207600084,5.356502289628584,OUTPERFORM,144.5,202.2,195.5,203.8,
1993-06-23,443.19,87.519997,-3.9258616952091985,2.4584395330939035,OUTPERFORM,144.5,202.2,195.5,203.8,
1993-06-24,446.62,88.32,-3.1907053366280747,4.126385286489032,OUTPERFORM,144.5,202.2,195.5,203.8,
1993-06-25,447.6,88.790001,-2.3815755037948083,6.030574540973843,OUTPERFORM,144.5,202.2,195.5,203.8,
1993-06-28,451.85,88.099998,-1.0511332530384276,7.386636916301348,OUTPERFORM,144.5,202.2,195.5,203.8,
1993-06-29,450.69,88.730003,-1.488524590163931,7.7605141005836265,OUTPERFORM,144.5,202.2,195.5,203.8,
1993-06-30,450.53,87.489998,-2.4235467382829556,6.344963158318828,OUTPERFORM,144.5,202.2,195.5,203.8,
1993-07-01,449.02,86.07,-2.822144310262742,5.997540861978101,OUTPERFORM,144.5,202.2,195.5,203.8,
1993-07-02,445.84,85.050003,-3.0571863448575765,2.2481401779273824,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-06,441.43,84.040001,-4.369584055459274,1.2042389065000103,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-07,442.83,84.730003,-3.6131728446118117,3.2034166432013844,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-08,448.64,86.08000200000002,-2.2208661159906717,4.5040656366129195,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-09,448.11,85.68,-1.525107131084491,5.934722030219675,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-12,448.98,85.699997,-0.8764764322772844,3.8158617632030767,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-13,448.09,86.529999,-1.7777290661990408,4.64384678573353,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-14,450.08,86.66999799999998,-1.673439070214533,2.847989896095493,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-15,449.22,84.790001,-1.8377291698533638,1.193459825832921,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-16,445.75,83.33000200000002,-3.4755305326981456,-0.38254631482254053,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-19,446.03,83.279999,-3.3583949039065697,0.7988331832909923,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-20,447.31,84.650002,-2.781943448305846,2.4694358737509248,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-21,447.18,83.910004,-2.5603033142309273,1.3038777905618915,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-22,444.51,83.0,-3.635535900104059,-0.2043982254273713,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-23,447.1,84.209999,-3.0866605973902006,2.1841947732462064,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-26,449.09,83.900002,-2.6257588898525586,1.23070105806109,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-27,448.24,83.940002,-2.7130268698181137,2.10437054013346,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-28,447.19,82.489998,-2.6111764449671226,-0.10899006759532703,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-29,450.24,81.68,-2.187656144771999,-1.053910319058371,OUTPERFORM,144.8,202.8,196.1,204.4,
1993-07-30,448.13,80.75,-2.766446797430999,-4.415249606466043,UNDERPERFORM,144.8,202.8,196.1,204.4,
1993-08-02,450.15,80.75,-2.3789902845246402,-4.415249606466043,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-03,449.27,80.989998,-2.647944700860261,-4.0402890037846255,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-04,448.54,80.870003,-3.9179144442302305,-5.492575669042887,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-05,448.13,79.91999799999998,-4.551650692225772,-7.015705887691903,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-06,448.68,80.110001,-4.220300992635284,-8.445713142857148,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-09,450.72,79.099998,-3.322537054117236,-8.87097319570369,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-10,449.45,78.199997,-3.5659879417254903,-10.893350936796931,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-11,450.46,77.339996,-3.2018222451435485,-12.123628857547352,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-12,448.96,76.889999,-3.088911433937014,-11.406846279446404,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-13,450.14,77.089996,-3.0288668677294295,-11.247990890536597,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-16,452.38,78.959999,-2.567305621365501,-8.611114384001983,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-17,453.13,80.889999,-2.4708895632896466,-6.138316314690185,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-18,456.04,83.709999,-2.4993051546832623,-3.3036860344230035,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-19,456.43,84.360001,-2.436782591967168,-3.4451206325356365,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-20,456.16,84.110001,-2.7584736729908355,-3.9072295659457357,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-23,455.23,83.239998,-2.819998292203907,-5.139603418803418,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-24,459.77,83.18,-0.7019135242538166,-6.127977585735489,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-25,460.13,82.379997,0.5770617937004063,-5.937434210152237,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-26,461.04,83.900002,0.31986422090215516,-4.059456971736653,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-27,460.54,83.599998,0.07170639490667874,-4.271159870121178,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-30,461.9,83.629997,0.34105967458126774,-4.32445581400499,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-08-31,463.56,83.779999,-0.03450357974640328,-5.333334463276829,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-09-01,463.15,83.449997,0.11023690126232832,-5.908225145828738,UNDERPERFORM,145.0,203.6,196.4,205.3,
1993-09-02,461.3,85.41999799999998,-0.8788328068931373,-4.377033373401296,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-03,461.34,84.82,-0.5196765498652334,-5.366503582500415,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-07,458.52,83.739998,-1.7611518189998732,-7.866653183701766,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-08,456.65,82.040001,-1.7555560336481646,-8.955720686319813,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-09,457.5,82.339996,-1.320046589879642,-8.784758240326518,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-10,461.72,82.269997,-0.19022913964548138,-8.882494087025206,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-13,462.06,81.199997,0.6381634831093663,-9.385117627663009,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-14,459.9,83.18,-0.2451033555300075,-7.526400473365202,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-15,461.6,83.040001,-0.16437408080283156,-7.3317709258813535,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-16,459.43,82.099998,-0.7839156912711087,-8.247658418160754,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-17,458.83,82.370003,-0.6646460272786259,-7.67764842324985,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-20,455.05,80.879997,-1.459537885185913,-9.418752274400799,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-21,452.95,82.550003,-1.935525774535063,-7.589834152248221,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-22,456.2,82.690002,-1.492086113450375,-7.598610070367862,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-23,457.74,84.269997,-1.5379982361418798,-5.969656126880507,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-24,457.63,83.790001,-1.8866710974851597,-6.993001753491024,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-27,461.8,83.650002,-1.0626446139343493,-6.8485532233222735,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-28,461.53,82.620003,-1.0208239507602634,-7.707768354817979,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-29,460.11,82.610001,-0.8768150286526777,-6.518051153625059,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-09-30,458.93,82.83000200000002,-1.0777487983100853,-5.853604028633619,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-10-01,461.28,83.16999799999998,-0.9491088683701965,-5.606631419740893,UNDERPERFORM,145.6,204.5,196.9,206.3,
1993-10-04,461.34,82.410004,-0.371442145726264,-6.010488138686143,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-05,461.2,82.879997,-0.13857613026155846,-5.517560356616946,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-06,460.74,82.209999,-0.5611430051366106,-6.185094357586262,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-07,459.18,82.58000200000002,-1.5438054805094525,-6.4355312387144314,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-08,460.31,82.550003,-1.1892239991413533,-6.6387640044958784,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-11,460.88,84.480003,-0.9499247797120192,-4.92909965193451,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-12,461.12,84.480003,-1.3267140289309198,-5.386939126588208,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-13,461.49,84.400002,-1.260216526167146,-6.243051752156803,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-14,466.83,85.57,-0.788455816721223,-6.265747548847123,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-15,469.5,85.949997,-0.3057714358516983,-5.942219499087975,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-18,468.45,87.5,-0.45263292107611264,-4.507254321966203,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-19,466.21,86.800003,-0.5185216797541803,-4.824554983263862,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-20,466.07,87.760002,-0.08146639511201759,-3.2627854578617055,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-21,465.36,88.010002,-0.017188037126159017,-3.0620100995482957,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-22,463.27,86.790001,-0.7753432285977468,-5.488403452283485,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-25,464.2,86.860001,-0.7165009089937002,-6.117592070393174,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-26,464.3,86.400002,-0.6036992635725325,-5.82079367387821,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-27,464.61,86.18,-1.1257714407320596,-6.5698158406291345,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-28,467.73,86.57,-1.5864666400151384,-7.033937702944448,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-10-29,467.83,87.370003,-1.3287494990825377,-5.515300037684656,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-11-01,469.1,87.529999,-1.0692367716219953,-4.931031823612453,UNDERPERFORM,146.0,205.1,197.1,207.0,
1993-11-02,468.44,87.75,-0.8529642093678014,-4.234417905743248,UNDERPERFORM,146.3,205.8,197.5,207.7,
1993-11-03,463.02,88.610001,-2.5036322671664224,-3.5904720448059257,UNDERPERFORM,146.3,205.8,197.5,207.7,
1993-11-04,457.49,87.58000200000002,-3.340376082822738,-4.586555130334924,UNDERPERFORM,146.3,205.8,197.5,207.7,
1993-11-05,459.57,87.449997,-3.095413811280967,-4.9972904400665925,UNDERPERFORM,146.3,205.8,197.5,207.7,
1993-11-08,460.21,87.33000200000002,-2.9706936538056117,-3.3104495128431943,UNDERPERFORM,146.3,205.8,197.5,207.7,
1993-11-09,460.33,87.410004,-3.0843403932797275,-2.9855649941301854,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-10,463.72,88.5,-2.3171553758004726,-1.6338790526411073,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-11,462.64,88.690002,-1.976820560628867,0.2713454020806916,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-12,465.39,89.33000200000002,-1.1742971205300323,0.2581414199358534,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-15,463.75,89.629997,-1.9970414201183395,-0.17819801561200777,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-16,466.74,90.889999,-2.161199035740491,0.8880042574316516,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-17,464.81,90.110001,-2.9016085230833433,-0.6285829289810474,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-18,463.62,90.269997,-3.73538755424514,-0.8566787197140435,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-19,462.6,90.290001,-3.5486426754513967,-0.29814157018862586,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-22,459.13,89.610001,-4.744813278008298,-1.581550744155391,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-23,461.03,89.949997,-4.093944373946867,-0.8050319805910977,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-24,462.36,89.610001,-1.5857474298120455,1.15137718258842,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-26,463.06,89.480003,-1.844158046464306,0.8111773138535838,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-29,461.9,89.220001,-1.9424689523405259,1.236813839900619,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-11-30,461.79,89.290001,-2.3224823910146464,1.431332516543593,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-12-01,461.89,89.33000200000002,-1.50129017124091,1.754187245082739,OUTPERFORM,146.3,205.8,197.5,207.7,
1993-12-02,463.11,89.489998,-1.5036794419158617,1.9945293365518424,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-03,464.89,89.620003,-1.1356144865278806,2.4345697207582395,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-06,466.43,90.089996,-1.2888343350546005,2.9482275637475075,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-07,466.76,89.800003,-1.2754076862877883,3.4323923059203176,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-08,466.29,89.519997,-0.8610792192881633,3.8635513664334153,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-09,464.18,88.370003,-0.7504971241634406,2.863460464976808,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-10,463.93,87.980003,-1.5971662495227523,2.0886551404037945,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-13,465.7,88.110001,-1.0601457434829764,2.251367117357961,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-14,463.06,87.68,-0.258475854047302,3.763313609467467,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-15,461.84,87.720001,-0.9075889887785182,3.1029606698880663,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-16,463.34,87.629997,-0.8134606327867444,2.5872149985300075,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-17,466.38,88.260002,0.4177073464817882,3.676735710445289,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-20,465.85,88.41999799999998,0.22374733762182686,4.244279651025695,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-21,465.3,88.860001,0.49458974968144,6.088823875625016,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-22,467.32,89.290001,0.5551491156345456,6.742377603290439,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-23,467.38,90.019997,0.10066179777685758,6.519932398061012,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-27,470.54,91.290001,1.0002575770584832,8.112267690377362,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-28,470.94,91.379997,0.8307283860745862,6.814720976690092,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-29,470.58,91.629997,1.4399655098081388,8.348110441054768,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-30,468.64,91.199997,0.47165766229311235,7.585230892481909,OUTPERFORM,146.3,206.4,198.0,208.4,
1993-12-31,466.45,90.720001,-0.20111684032606547,6.981129470007197,OUTPERFORM,146.3,206.4,198.0,208.4,
1994-01-03,465.44,90.790001,-0.33618123808911715,7.7881963271448695,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-04,466.89,91.830002,-0.5389629755868985,8.816214110868748,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-05,467.55,92.519997,-0.7114036950520153,9.168138053097351,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-06,467.12,91.739998,-0.8364114974737769,8.069265026142824,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-07,469.9,92.239998,0.2902633713236735,8.059977646907491,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-10,475.27,93.120003,1.3801194539249106,11.201343711520018,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-11,474.13,92.470001,1.1930678277201512,11.463358383116674,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-12,474.17,92.07,2.114784106815981,11.195648145085201,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-13,472.47,91.629997,2.5815276390638076,11.214950979669268,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-14,474.91,91.910004,3.2413043478261017,11.839868581163282,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-17,473.3,91.790001,4.601308345120225,12.253888183461715,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-18,474.25,92.050003,6.441476826394332,14.40467827994878,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-19,474.3,90.32,6.400161518271763,12.310373347684012,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-20,474.98,90.099998,8.215620158571046,13.9208528977546,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-21,474.72,89.970001,5.895737134444223,11.390373086184447,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-24,471.97,88.449997,5.338689878361791,10.673172189018354,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-25,470.92,89.099998,4.444641589779996,10.628255393242414,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-26,473.2,89.790001,5.83762021919032,12.476511024013238,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-27,477.05,90.089996,6.041745393113573,11.718746425083658,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-28,478.7,90.68,6.955336595392891,12.968734756524292,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-01-31,481.61,91.050003,7.921391117285892,13.105593788819881,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-02-01,479.62,90.559998,7.446570186836321,13.228300329020982,OUTPERFORM,146.7,207.2,198.4,209.2,
1994-02-02,482.0,91.050003,8.028150073961182,14.4995050741765,OUTPERFORM,147.1,207.9,198.6,210.1,
1994-02-03,480.71,90.68,8.64484925190978,13.634080941074656,OUTPERFORM,147.1,207.9,198.6,210.1,
1994-02-04,469.81,88.589996,6.162154833461386,10.13176752531657,OUTPERFORM,147.1,207.9,198.6,210.1,
1994-02-07,471.76,88.760002,6.742691646302834,10.028516425648126,OUTPERFORM,147.1,207.9,198.6,210.1,
1994-02-08,471.05,88.129997,4.974037840126577,6.617460362087568,OUTPERFORM,147.1,207.9,198.6,210.1,
1994-02-09,472.77,88.029999,5.616245559949062,6.2394375302988525,OUTPERFORM,147.1,207.9,198.6,210.1,
1994-02-10,468.93,87.790001,3.5828676194473275,5.656523319606377,OUTPERFORM,147.1,207.9,198.6,210.1,
1994-02-11,470.18,87.739998,4.052050368468807,6.454744150806735,OUTPERFORM,147.1,207.9,198.6,210.1,
1994-02-14,470.23,87.489998,4.704965486528612,5.38424615939217,OUTPERFORM,147.1,207.9,198.6,210.1,
1994-02-15,472.52,87.510002,4.792530660220429,5.510007101277847,OUTPERFORM,147.1,207.9,198.6,210.1,
1994-02-16,472.79,86.82,4.364045737495048,1.1534404950846566,UNDERPERFORM,147.1,207.9,198.6,210.1,
1994-02-17,470.34,86.190002,3.8209390106615393,0.477970394940197,UNDERPERFORM,147.1,207.9,198.6,210.1,
1994-02-18,467.69,85.910004,3.5353758965730897,0.7978422809629571,UNDERPERFORM,147.1,207.9,198.6,210.1,
1994-02-22,471.46,86.18,4.448579910496697,1.4240308176529437,UNDERPERFORM,147.1,207.9,198.6,210.1,
1994-02-23,470.69,86.16999799999998,5.106962618909394,2.194020398481955,UNDERPERFORM,147.1,207.9,198.6,210.1,
1994-02-24,464.26,84.5,4.960209802857651,0.35629811245718734,UNDERPERFORM,147.1,207.9,198.6,210.1,
1994-02-25,466.07,85.08000200000002,4.497657003206212,-0.3630366595975487,UNDERPERFORM,147.1,207.9,198.6,210.1,
1994-02-28,467.14,85.41999799999998,5.809871118258614,0.6717737341608077,UNDERPERFORM,147.1,207.9,198.6,210.1,
1994-03-01,464.44,85.129997,4.662535211267604,-0.2226945616502496,UNDERPERFORM,147.1,207.9,198.6,210.1,
1994-03-02,464.81,84.82,4.653937947494047,-0.5043988269794797,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-03,463.01,83.760002,4.166572926275047,-2.2979131354981974,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-04,464.74,83.650002,3.4203440372076566,-3.473346250941789,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-07,466.91,84.510002,2.9138839295554275,-2.525945877483704,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-08,465.88,84.440002,2.059235892043465,-2.617918378709694,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-09,467.06,85.550003,2.6686010727160703,-0.8345821549060717,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-10,463.9,84.57,2.3609885260370778,-1.6627906976744211,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-11,466.44,84.769997,2.557111760955122,-2.1244705908732064,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-14,467.39,84.800003,2.4214401542709485,-2.90816706701017,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-15,467.01,84.230003,2.1769570734695654,-4.501127137226546,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-16,469.42,84.389999,2.643605274090932,-4.200246529696738,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-17,470.9,84.75,3.154435925520249,-3.3857740152100524,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-18,471.06,84.889999,2.9346852260559775,-3.1930698325220774,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-21,468.54,85.360001,2.379547689282213,-2.7679689854428924,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-22,468.8,83.739998,1.8842501032316994,-5.421281845253201,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-23,468.54,82.959999,2.105125523012563,-5.058363643569375,UNDERPERFORM,147.2,209.0,199.4,211.2,
1994-03-24,464.35,82.800003,1.3399969446323823,-5.726971291655003,UNDERPERFORM,147.2,209.0,199.4,211.2,
