,S&P 500,S&P 500 Real Estate (Sector),S&P 500 Performance (%),S&P 500 Communication Services (Sector) Performance (%),S&P 500 Communication Services (Sector) Outperform/Underperform,overall,communication,information technology commodities,education and communication commodities,education and communication services
1993-05-04,444.05,105.379997,-1.1508837540626038,-8.053401901636835,-8.053401901636835,144.3,,,,
1993-05-05,444.52,105.190002,-0.27593942793046056,-7.792776861977957,UNDERPERFORM,144.3,,,,
1993-05-06,443.26,105.059998,-0.6210344595654949,-8.675245925980136,UNDERPERFORM,144.3,,,,
1993-05-07,442.31,104.510002,-1.1177930294426708,-9.491641902731086,UNDERPERFORM,144.3,,,,
1993-05-10,442.8,104.839996,-0.9794713538172517,-9.150784936728162,UNDERPERFORM,144.3,,,,
1993-05-11,444.36,105.120003,-0.03374502260915513,-8.328242056828161,UNDERPERFORM,144.3,,,,
1993-05-12,444.8,104.779999,-0.5144263028405316,-8.648647131176467,UNDERPERFORM,144.3,,,,
1993-05-13,439.23,102.559998,-2.195551003139673,-11.387593077373314,UNDERPERFORM,144.3,,,,
1993-05-14,439.56,103.470001,-1.936462609316436,-10.221257266811278,UNDERPERFORM,144.3,,,,
1993-05-17,440.37,103.32,-1.5250788255551262,-10.359189478410736,UNDERPERFORM,144.3,,,,
1993-05-18,440.32,104.260002,-2.2032693674484793,-10.136179369147891,UNDERPERFORM,144.3,,,,
1993-05-19,447.57,107.059998,-0.12496373820096718,-7.122407576708801,UNDERPERFORM,144.3,,,,
1993-05-20,450.59,107.57,0.09774519604575094,-6.946365172082447,UNDERPERFORM,144.3,,,,
1993-05-21,445.84,106.139999,-0.7634607251764014,-7.349859590605079,UNDERPERFORM,144.3,,,,
1993-05-24,448.0,107.029999,-0.1203906006153388,-6.138735474337764,UNDERPERFORM,144.3,,,,
1993-05-25,448.85,107.93,0.16066766340125938,-5.74622468349969,UNDERPERFORM,144.3,,,,
1993-05-26,453.44,108.870003,1.0608897209592572,-4.239597955148255,UNDERPERFORM,144.3,,,,
1993-05-27,452.41,108.470001,0.3749556265530751,-5.431557247555984,UNDERPERFORM,144.3,,,,
1993-05-28,450.19,108.379997,0.16464567805094532,-5.74013378656808,UNDERPERFORM,144.3,,,,
1993-06-01,453.83,109.370003,0.7481241397682359,-5.1101847109112475,UNDERPERFORM,144.3,,,,
1993-06-02,453.85,109.599998,1.0891838916607277,-4.4463811101930535,UNDERPERFORM,144.5,,,,
1993-06-03,452.49,109.660004,0.522059803616659,-4.7345990380106,UNDERPERFORM,144.5,,,,
1993-06-04,450.06,109.790001,-0.5128431849330206,-4.405744090652918,UNDERPERFORM,144.5,,,,
1993-06-07,447.69,110.080002,-1.2005384768168037,-3.5232217970766366,UNDERPERFORM,144.5,,,,
1993-06-08,444.71,109.68,-2.4844311902464833,-3.1779652469806186,UNDERPERFORM,144.5,,,,
1993-06-09,445.78,110.080002,-2.333326030278471,-1.6616044012577547,OUTPERFORM,144.5,,,,
1993-06-10,445.38,109.959999,-2.36320589266924,-2.188221885575914,OUTPERFORM,144.5,,,,
1993-06-11,447.26,110.699997,-1.7507633503943132,-0.7619954972121423,OUTPERFORM,144.5,,,,
1993-06-14,447.71,111.269997,-2.62305065576266,-2.051057254420019,OUTPERFORM,144.5,,,,
1993-06-15,446.27,111.269997,-3.0121922065503237,-3.3946891821496794,UNDERPERFORM,144.5,,,,
1993-06-16,447.43,110.980003,-2.952021516571235,-4.680921583784259,UNDERPERFORM,144.5,,,,
1993-06-17,448.54,111.290001,-2.6056368610761327,-5.1721199286629105,UNDERPERFORM,144.5,,,,
1993-06-18,443.68,110.129997,-3.9445767482138905,-7.3681571820014895,UNDERPERFORM,144.5,,,,
1993-06-21,446.22,111.260002,-3.7406161014755357,-7.1130381291788165,UNDERPERFORM,144.5,,,,
1993-06-22,445.93,111.910004,-3.7180179207600084,-6.865845310724195,UNDERPERFORM,144.5,,,,
1993-06-23,443.19,111.68,-3.9258616952091985,-6.770181928623575,UNDERPERFORM,144.5,,,,
1993-06-24,446.62,112.220001,-3.1907053366280747,-6.3506641683941485,UNDERPERFORM,144.5,,,,
1993-06-25,447.6,111.910004,-2.3815755037948083,-6.210187730472672,UNDERPERFORM,144.5,,,,
1993-06-28,451.85,113.050003,-1.0511332530384276,-4.999997478991592,UNDERPERFORM,144.5,,,,
1993-06-29,450.69,113.309998,-1.488524590163931,-4.21809372227997,UNDERPERFORM,144.5,,,,
1993-06-30,450.53,113.790001,-2.4235467382829556,-4.857857104646435,UNDERPERFORM,144.5,,,,
1993-07-01,449.02,113.82,-2.822144310262742,-5.276301422226992,UNDERPERFORM,144.5,,,,
1993-07-02,445.84,112.870003,-3.0571863448575765,-5.429405202000925,UNDERPERFORM,144.8,,,,
1993-07-06,441.43,112.089996,-4.369584055459274,-6.552731301860726,UNDERPERFORM,144.8,,,,
1993-07-07,442.83,112.089996,-3.6131728446118117,-5.584572897704065,UNDERPERFORM,144.8,,,,
1993-07-08,448.64,113.410004,-2.2208661159906717,-4.737504290529082,UNDERPERFORM,144.8,,,,
1993-07-09,448.11,113.129997,-1.525107131084491,-4.135246942882009,UNDERPERFORM,144.8,,,,
1993-07-12,448.98,113.839996,-0.8764764322772844,-2.8420261644111378,UNDERPERFORM,144.8,,,,
1993-07-13,448.09,112.870003,-1.7777290661990408,-4.225706478162183,UNDERPERFORM,144.8,,,,
1993-07-14,450.08,113.639999,-1.673439070214533,-3.7601650785879848,UNDERPERFORM,144.8,,,,
1993-07-15,449.22,114.610001,-1.8377291698533638,-1.6729555880740432,OUTPERFORM,144.8,,,,
1993-07-16,445.75,114.080002,-3.4755305326981456,-3.5345847533471253,UNDERPERFORM,144.8,,,,
1993-07-19,446.03,115.040001,-3.3583949039065697,-3.148676571381348,OUTPERFORM,144.8,,,,
1993-07-20,447.31,115.470001,-2.781943448305846,-2.027829611167231,OUTPERFORM,144.8,,,,
1993-07-21,447.18,115.400002,-2.5603033142309273,-1.9291204543064655,OUTPERFORM,144.8,,,,
1993-07-22,444.51,114.669998,-3.635535900104059,-2.805564431118035,OUTPERFORM,144.8,,,,
1993-07-23,447.1,114.699997,-3.0866605973902006,-2.2248751551423585,OUTPERFORM,144.8,,,,
1993-07-26,449.09,115.739998,-2.6257588898525586,-0.8141263036399726,OUTPERFORM,144.8,,,,
1993-07-27,448.24,115.25,-2.7130268698181137,-1.2847965738758016,OUTPERFORM,144.8,,,,
1993-07-28,447.19,115.260002,-2.6111764449671226,-0.23370293632566375,OUTPERFORM,144.8,,,,
1993-07-29,450.24,116.019997,-2.187656144771999,0.20728796171436414,OUTPERFORM,144.8,,,,
1993-07-30,448.13,115.269997,-2.766446797430999,0.8398206778028383,OUTPERFORM,144.8,,,,
1993-08-02,450.15,115.599998,-2.3789902845246402,0.8022305545866804,OUTPERFORM,145.0,,,,
1993-08-03,449.27,114.559998,-2.647944700860261,-0.3219368311145998,OUTPERFORM,145.0,,,,
1993-08-04,448.54,114.029999,-3.9179144442302305,-5.26709632133181,UNDERPERFORM,145.0,,,,
1993-08-05,448.13,114.510002,-4.551650692225772,-4.852510259285592,UNDERPERFORM,145.0,,,,
1993-08-06,448.68,113.690002,-4.220300992635284,-3.9212371516734956,OUTPERFORM,145.0,,,,
1993-08-09,450.72,114.699997,-3.322537054117236,-3.653931869283533,UNDERPERFORM,145.0,,,,
1993-08-10,449.45,114.980003,-3.5659879417254903,-3.4916871201249644,OUTPERFORM,145.0,,,,
1993-08-11,450.46,115.260002,-3.2018222451435485,-2.0480972558527655,OUTPERFORM,145.0,,,,
1993-08-12,448.96,114.699997,-3.088911433937014,-1.2823865860678851,OUTPERFORM,145.0,,,,
1993-08-13,450.14,115.110001,-3.0288668677294295,-1.2778705193459805,OUTPERFORM,145.0,,,,
1993-08-16,452.38,114.849998,-2.567305621365501,-1.6779385613892361,OUTPERFORM,145.0,,,,
1993-08-17,453.13,114.099998,-2.4708895632896466,-2.6616643690354436,UNDERPERFORM,145.0,,,,
1993-08-18,456.04,113.279999,-2.4993051546832623,-3.575079922325153,UNDERPERFORM,145.0,,,,
1993-08-19,456.43,111.940002,-2.436782591967168,-5.014846075771673,UNDERPERFORM,145.0,,,,
1993-08-20,456.16,112.419998,-2.7584736729908355,-4.680349250799576,UNDERPERFORM,145.0,,,,
1993-08-23,455.23,111.550003,-2.819998292203907,-5.713798592068264,UNDERPERFORM,145.0,,,,
1993-08-24,459.77,113.599998,-0.7019135242538166,-2.237520711812069,UNDERPERFORM,145.0,,,,
1993-08-25,460.13,115.18,0.5770617937004063,0.664221301594492,OUTPERFORM,145.0,,,,
1993-08-26,461.04,116.43,0.31986422090215516,1.4994342385096004,OUTPERFORM,145.0,,,,
1993-08-27,460.54,117.360001,0.07170639490667874,3.0830066417743884,OUTPERFORM,145.0,,,,
1993-08-30,461.9,118.889999,0.34105967458126774,4.970860763361107,OUTPERFORM,145.0,,,,
1993-08-31,463.56,119.779999,-0.03450357974640328,5.96248933154202,OUTPERFORM,145.0,,,,
1993-09-01,463.15,120.160004,0.11023690126232832,5.811910986472557,OUTPERFORM,145.0,,,,
1993-09-02,461.3,119.790001,-0.8788328068931373,5.737487812362185,OUTPERFORM,145.6,,,,
1993-09-03,461.34,119.830002,-0.5196765498652334,6.345404685835976,OUTPERFORM,145.6,,,,
1993-09-07,458.52,119.32,-1.7611518189998732,5.3505190649740575,OUTPERFORM,145.6,,,,
1993-09-08,456.65,119.0,-1.7555560336481646,6.032252355905232,OUTPERFORM,145.6,,,,
1993-09-09,457.5,118.300003,-1.320046589879642,6.0035888172686125,OUTPERFORM,145.6,,,,
1993-09-10,461.72,119.599998,-0.19022913964548138,7.757455766419596,OUTPERFORM,145.6,,,,
1993-09-13,462.06,120.160004,0.6381634831093663,9.625036861371793,OUTPERFORM,145.6,,,,
1993-09-14,459.9,119.349998,-0.2451033555300075,8.322742784534398,OUTPERFORM,145.6,,,,
1993-09-15,461.6,119.949997,-0.16437408080283156,8.2483522831577,OUTPERFORM,145.6,,,,
1993-09-16,459.43,118.720001,-0.7839156912711087,6.142157463427034,OUTPERFORM,145.6,,,,
1993-09-17,458.83,119.050003,-0.6646460272786259,6.627855680647454,OUTPERFORM,145.6,,,,
1993-09-20,455.05,118.010002,-1.459537885185913,6.171839744996133,OUTPERFORM,145.6,,,,
1993-09-21,452.95,117.169998,-1.935525774535063,6.151477789947757,OUTPERFORM,145.6,,,,
1993-09-22,456.2,117.849998,-1.492086113450375,5.999278647238704,OUTPERFORM,145.6,,,,
1993-09-23,457.74,118.080002,-1.5379982361418798,5.626622187792973,OUTPERFORM,145.6,,,,
1993-09-24,457.63,116.559998,-1.8866710974851597,3.5444594474549174,OUTPERFORM,145.6,,,,
1993-09-27,461.8,118.260002,-1.0626446139343493,5.297840001742338,OUTPERFORM,145.6,,,,
1993-09-28,461.53,118.779999,-1.0208239507602634,6.576942303551614,OUTPERFORM,145.6,,,,
1993-09-29,460.11,117.860001,-0.8768150286526777,6.429477269811756,OUTPERFORM,145.6,,,,
1993-09-30,458.93,117.669998,-1.0777487983100853,6.219533365404706,OUTPERFORM,145.6,,,,
1993-10-01,461.28,117.980003,-0.9491088683701965,5.944685650640391,OUTPERFORM,145.6,,,,
1993-10-04,461.34,117.309998,-0.371442145726264,5.570549705618699,OUTPERFORM,146.0,,,,
1993-10-05,461.2,116.690002,-0.13857613026155846,5.220919653364842,OUTPERFORM,146.0,,,,
1993-10-06,460.74,116.75,-0.5611430051366106,5.246551879563688,OUTPERFORM,146.0,,,,
1993-10-07,459.18,115.529999,-1.5438054805094525,3.6050550873454323,OUTPERFORM,146.0,,,,
1993-10-08,460.31,115.779999,-1.1892239991413533,3.997122895946781,OUTPERFORM,146.0,,,,
1993-10-11,460.88,114.309998,-0.9499247797120192,2.71362833395965,OUTPERFORM,146.0,,,,
1993-10-12,461.12,114.68,-1.3267140289309198,3.00907027739028,OUTPERFORM,146.0,,,,
1993-10-13,461.49,114.93,-1.260216526167146,3.3636099763717953,OUTPERFORM,146.0,,,,
1993-10-14,466.83,120.370003,-0.788455816721223,8.090878160103454,OUTPERFORM,146.0,,,,
1993-10-15,469.5,120.349998,-0.3057714358516983,8.014719224819933,OUTPERFORM,146.0,,,,
1993-10-18,468.45,118.330002,-0.45263292107611264,6.699729365198737,OUTPERFORM,146.0,,,,
1993-10-19,466.21,119.050003,-0.5185216797541803,8.345473471390786,OUTPERFORM,146.0,,,,
1993-10-20,466.07,119.139999,-0.08146639511201759,9.12254900164864,OUTPERFORM,146.0,,,,
1993-10-21,465.36,117.669998,-0.017188037126159017,8.461609520907176,OUTPERFORM,146.0,,,,
1993-10-22,463.27,116.190002,-0.7753432285977468,8.965586860140306,OUTPERFORM,146.0,,,,
1993-10-25,464.2,116.599998,-0.7165009089937002,10.176694506724093,OUTPERFORM,146.0,,,,
1993-10-26,464.3,116.809998,-0.6036992635725325,9.331713191003853,OUTPERFORM,146.0,,,,
1993-10-27,464.61,117.220001,-1.1257714407320596,8.698076175744674,OUTPERFORM,146.0,,,,
1993-10-28,467.73,117.480003,-1.5864666400151384,7.928346493860294,OUTPERFORM,146.0,,,,
1993-10-29,467.83,117.849998,-1.3287494990825377,8.487527620938806,OUTPERFORM,146.0,,,,
1993-11-01,469.1,117.940002,-1.0692367716219953,8.710484076144986,OUTPERFORM,146.0,,,,
1993-11-02,468.44,118.309998,-0.8529642093678014,9.485471210169738,OUTPERFORM,146.3,,,,
1993-11-03,463.02,116.199997,-2.5036322671664224,7.254939348530165,OUTPERFORM,146.3,,,,
1993-11-04,457.49,114.419998,-3.340376082822738,6.774910161444203,OUTPERFORM,146.3,,,,
1993-11-05,459.57,114.709999,-3.095413811280967,6.232631795722399,OUTPERFORM,146.3,,,,
1993-11-08,460.21,113.849998,-2.9706936538056117,3.8019675419401766,OUTPERFORM,146.3,,,,
1993-11-09,460.33,113.260002,-3.0843403932797275,2.5070178750478345,OUTPERFORM,146.3,,,,
1993-11-10,463.72,113.040001,-2.3171553758004726,2.744959173194661,OUTPERFORM,146.3,,,,
1993-11-11,462.64,113.559998,-1.976820560628867,4.432591584193335,OUTPERFORM,146.3,,,,
1993-11-12,465.39,113.290001,-1.1742971205300323,4.270592650334248,OUTPERFORM,146.3,,,,
1993-11-15,463.75,112.68,-1.9970414201183395,2.1948104082203823,OUTPERFORM,146.3,,,,
1993-11-16,466.74,113.260002,-2.161199035740491,1.1159717683069115,OUTPERFORM,146.3,,,,
1993-11-17,464.81,112.230003,-2.9016085230833433,0.115972348188631,OUTPERFORM,146.3,,,,
1993-11-18,463.62,111.599998,-3.73538755424514,-1.0725999658292684,OUTPERFORM,146.3,,,,
1993-11-19,462.6,110.989998,-3.5486426754513967,0.10823035695237682,OUTPERFORM,146.3,,,,
1993-11-22,459.13,109.610001,-4.744813278008298,-1.4652975811811908,OUTPERFORM,146.3,,,,
1993-11-23,461.03,110.18,-4.093944373946867,-0.1450027241255203,OUTPERFORM,146.3,,,,
1993-11-24,462.36,110.809998,-1.5857474298120455,2.5543682770651888,OUTPERFORM,146.3,,,,
1993-11-26,463.06,111.849998,-1.844158046464306,3.2683963303184793,OUTPERFORM,146.3,,,,
1993-11-29,461.9,111.650002,-1.9424689523405259,3.581038096474276,OUTPERFORM,146.3,,,,
1993-11-30,461.79,111.150002,-2.3224823910146464,3.1363135326059277,OUTPERFORM,146.3,,,,
1993-12-01,461.89,110.379997,-1.50129017124091,3.4780154397302976,OUTPERFORM,146.3,,,,
1993-12-02,463.11,111.18,-1.5036794419158617,2.982587096911704,OUTPERFORM,146.3,,,,
1993-12-03,464.89,111.790001,-1.1356144865278806,4.155407543922363,OUTPERFORM,146.3,,,,
1993-12-06,466.43,112.57,-1.2888343350546005,4.463620926807321,OUTPERFORM,146.3,,,,
1993-12-07,466.76,112.309998,-1.2754076862877883,4.581431274619896,OUTPERFORM,146.3,,,,
1993-12-08,466.29,111.449997,-0.8610792192881633,5.151428533850888,OUTPERFORM,146.3,,,,
1993-12-09,464.18,110.739998,-0.7504971241634406,5.026551497978904,OUTPERFORM,146.3,,,,
1993-12-10,463.93,110.779999,-1.5971662495227523,4.47986423163127,OUTPERFORM,146.3,,,,
1993-12-13,465.7,111.360001,-1.0601457434829764,6.107674305126465,OUTPERFORM,146.3,,,,
1993-12-14,463.06,111.120003,-0.258475854047302,5.707762394184868,OUTPERFORM,146.3,,,,
1993-12-15,461.84,110.900002,-0.9075889887785182,4.455123000002303,OUTPERFORM,146.3,,,,
1993-12-16,463.34,110.93,-0.8134606327867444,4.542454956719877,OUTPERFORM,146.3,,,,
1993-12-17,466.38,111.510002,0.4177073464817882,5.676653876326387,OUTPERFORM,146.3,,,,
1993-12-20,465.85,111.330002,0.22374733762182686,5.446107114110488,OUTPERFORM,146.3,,,,
1993-12-21,465.3,111.290001,0.49458974968144,6.253583277708286,OUTPERFORM,146.3,,,,
1993-12-22,467.32,111.330002,0.5551491156345456,6.373015235122659,OUTPERFORM,146.3,,,,
1993-12-23,467.38,111.190002,0.10066179777685758,5.945693357189907,OUTPERFORM,146.3,,,,
1993-12-27,470.54,111.360001,1.0002575770584832,6.584990239711241,OUTPERFORM,146.3,,,,
1993-12-28,470.94,111.419998,0.8307283860745862,6.683259159646515,OUTPERFORM,146.3,,,,
1993-12-29,470.58,110.900002,1.4399655098081388,6.89156819277108,OUTPERFORM,146.3,,,,
1993-12-30,468.64,109.879997,0.47165766229311235,5.603069516490056,OUTPERFORM,146.3,,,,
1993-12-31,466.45,109.18,-0.20111684032606547,5.112156394180523,OUTPERFORM,146.3,,,,
1994-01-03,465.44,108.489998,-0.33618123808911715,3.6297601751884567,OUTPERFORM,146.7,,,,
1994-01-04,466.89,106.629997,-0.5389629755868985,1.3111610451306488,OUTPERFORM,146.7,,,,
1994-01-05,467.55,105.830002,-0.7114036950520153,-0.028338371166281018,OUTPERFORM,146.7,,,,
1994-01-06,467.12,106.839996,-0.8364114974737769,1.1167820890864322,OUTPERFORM,146.7,,,,
1994-01-07,469.9,107.839996,0.2902633713236735,2.685201943016624,OUTPERFORM,146.7,,,,
1994-01-10,475.27,108.849998,1.3801194539249106,3.2732409246064353,OUTPERFORM,146.7,,,,
1994-01-11,474.13,108.629997,1.1930678277201512,3.3095529565467796,OUTPERFORM,146.7,,,,
1994-01-12,474.17,108.489998,2.114784106815981,3.609969473879948,OUTPERFORM,146.7,,,,
1994-01-13,472.47,108.059998,2.5815276390638076,3.485922303886646,OUTPERFORM,146.7,,,,
1994-01-14,474.91,108.339996,3.2413043478261017,2.92608202686524,UNDERPERFORM,146.7,,,,
1994-01-17,473.3,107.160004,4.601308345120225,3.0880299111504694,UNDERPERFORM,146.7,,,,
1994-01-18,474.25,107.980003,6.441476826394332,5.161670237631455,UNDERPERFORM,146.7,,,,
1994-01-19,474.3,109.68,6.400161518271763,6.723755183139679,OUTPERFORM,146.7,,,,
1994-01-20,474.98,110.489998,8.215620158571046,9.223006752747853,OUTPERFORM,146.7,,,,
1994-01-21,474.72,110.019997,5.895737134444223,7.28424552069491,OUTPERFORM,146.7,,,,
1994-01-24,471.97,108.739998,5.338689878361791,6.7019858030817,OUTPERFORM,146.7,,,,
1994-01-25,470.92,108.650002,4.444641589779996,7.002167549712746,OUTPERFORM,146.7,,,,
1994-01-26,473.2,110.260002,5.83762021919032,10.116853394093273,OUTPERFORM,146.7,,,,
1994-01-27,477.05,112.010002,6.041745393113573,11.474919044339593,OUTPERFORM,146.7,,,,
1994-01-28,478.7,112.099998,6.955336595392891,10.639555862613514,OUTPERFORM,146.7,,,,
1994-01-31,481.61,112.809998,7.921391117285892,10.935191052508774,OUTPERFORM,146.7,,,,
1994-02-01,479.62,110.870003,7.446570186836321,8.770727950554292,OUTPERFORM,146.7,,,,
1994-02-02,482.0,111.239998,8.028150073961182,8.664642707883875,OUTPERFORM,147.1,,,,
1994-02-03,480.71,110.339996,8.64484925190978,7.817080626034034,UNDERPERFORM,147.1,,,,
1994-02-04,469.81,108.050003,6.162154833461386,3.7147273948934467,UNDERPERFORM,147.1,,,,
1994-02-07,471.76,108.309998,6.742691646302834,1.1486701317020787,UNDERPERFORM,147.1,,,,
1994-02-08,471.05,107.790001,4.974037840126577,-1.1100908256880704,UNDERPERFORM,147.1,,,,
1994-02-09,472.77,107.769997,5.616245559949062,0.6725772814784481,UNDERPERFORM,147.1,,,,
1994-02-10,468.93,106.669998,3.5828676194473275,-1.1032848034184473,UNDERPERFORM,147.1,,,,
1994-02-11,470.18,107.959999,4.052050368468807,0.8218126480797006,UNDERPERFORM,147.1,,,,
1994-02-14,470.23,107.330002,4.704965486528612,1.8601109843377372,UNDERPERFORM,147.1,,,,
1994-02-15,472.52,107.760002,4.792530660220429,2.5797229153815326,UNDERPERFORM,147.1,,,,
1994-02-16,472.79,107.389999,4.364045737495048,1.752887987939289,UNDERPERFORM,147.1,,,,
1994-02-17,470.34,105.989998,3.8209390106615393,0.42637577765418655,UNDERPERFORM,147.1,,,,
1994-02-18,467.69,105.440002,3.5353758965730897,-0.4907484002524276,UNDERPERFORM,147.1,,,,
1994-02-22,471.46,106.029999,4.448579910496697,0.2268626502801574,UNDERPERFORM,147.1,,,,
1994-02-23,470.69,104.949997,5.106962618909394,1.0397554335297432,UNDERPERFORM,147.1,,,,
1994-02-24,464.26,105.120003,4.960209802857651,2.6863338081566823,UNDERPERFORM,147.1,,,,
1994-02-25,466.07,106.169998,4.497657003206212,1.5592089003328091,UNDERPERFORM,147.1,,,,
1994-02-28,467.14,106.110001,5.809871118258614,3.189729588841206,UNDERPERFORM,147.1,,,,
1994-03-01,464.44,105.519997,4.662535211267604,2.020687421444456,UNDERPERFORM,147.1,,,,
1994-03-02,464.81,105.580002,4.653937947494047,1.4411990499385352,UNDERPERFORM,147.2,,,,
1994-03-03,463.01,104.739998,4.166572926275047,-0.3709683355170301,UNDERPERFORM,147.2,,,,
1994-03-04,464.74,104.660004,3.4203440372076566,-1.7738141218072045,UNDERPERFORM,147.2,,,,
1994-03-07,466.91,104.949997,2.9138839295554275,-3.262974527845419,UNDERPERFORM,147.2,,,,
1994-03-08,465.88,104.480003,2.059235892043465,-4.409880940259447,UNDERPERFORM,147.2,,,,
1994-03-09,467.06,104.440002,2.6686010727160703,-3.839424511192102,UNDERPERFORM,147.2,,,,
1994-03-10,463.9,103.75,2.3609885260370778,-3.0283185910518484,UNDERPERFORM,147.2,,,,
1994-03-11,466.44,104.050003,2.557111760955122,-2.4378799355296743,UNDERPERFORM,147.2,,,,
1994-03-14,467.39,103.870003,2.4214401542709485,-2.725225723218083,UNDERPERFORM,147.2,,,,
1994-03-15,467.01,104.690002,2.1769570734695654,-2.304966319336821,UNDERPERFORM,147.2,,,,
1994-03-16,469.42,105.25,2.643605274090932,-1.6538937110977536,UNDERPERFORM,147.2,,,,
1994-03-17,470.9,105.860001,3.154435925520249,-0.8058470689107256,UNDERPERFORM,147.2,,,,
1994-03-18,471.06,105.660004,2.9346852260559775,-1.5926226620297301,UNDERPERFORM,147.2,,,,
1994-03-21,468.54,105.019997,2.379547689282213,-2.124889036582789,UNDERPERFORM,147.2,,,,
1994-03-22,468.8,105.400002,1.8842501032316994,-2.8839924710586273,UNDERPERFORM,147.2,,,,
1994-03-23,468.54,105.150002,2.105125523012563,-3.7176055646699457,UNDERPERFORM,147.2,,,,
1994-03-24,464.35,104.709999,1.3399969446323823,-4.015030855808266,UNDERPERFORM,147.2,,,,
1994-03-25,460.58,104.419998,0.7701395878002781,-4.28086733085955,UNDERPERFORM,147.2,,,,
1994-03-28,460.0,105.260002,0.46739177914645325,-4.326481666782811,UNDERPERFORM,147.2,,,,
1994-03-29,452.48,103.949997,-1.3495541456820748,-5.645821106395966,UNDERPERFORM,147.2,,,,
1994-03-30,445.55,102.68,-2.9514267044217,-6.467479563376566,UNDERPERFORM,147.2,,,,
1994-03-31,445.77,102.769997,-3.5901983260159698,-6.547243734225294,UNDERPERFORM,147.2,,,,
1994-04-04,438.92,101.160004,-4.708972883784545,-7.489706584173872,UNDERPERFORM,147.5,,,,
1994-04-05,448.29,102.550003,-2.952828350615888,-6.925029043383557,UNDERPERFORM,147.5,,,,
1994-04-06,448.05,101.910004,-2.2685134692987163,-6.965489255381696,UNDERPERFORM,147.5,,,,
1994-04-07,450.88,101.540001,-1.0099235970843945,-6.65563344967488,UNDERPERFORM,147.5,,,,
1994-04-08,447.1,100.129997,-0.9394248238578373,-7.389942451259457,UNDERPERFORM,147.5,,,,
1994-04-11,449.87,100.480003,-0.7106755832174572,-7.494015628042283,UNDERPERFORM,147.5,,,,
1994-04-12,447.57,101.32,-0.4581544825745576,-6.720680167906091,UNDERPERFORM,147.5,,,,
1994-04-13,446.26,101.690002,0.7813911472448032,-3.8846889257649564,UNDERPERFORM,147.5,,,,
1994-04-14,446.38,101.93,-0.2079095034763334,-4.174111943947201,UNDERPERFORM,147.5,,,,
1994-04-15,446.18,102.370003,0.02465980675678825,-3.6789575054474777,UNDERPERFORM,147.5,,,,
1994-04-18,442.46,102.339996,-1.1549717400531678,-4.471204269706086,UNDERPERFORM,147.5,,,,
1994-04-19,442.54,104.18,-0.38940284061492747,-3.1244197217368375,UNDERPERFORM,147.5,,,,
1994-04-20,441.96,107.080002,-0.9502465262214321,-0.23292648405988103,OUTPERFORM,147.5,,,,
1994-04-21,448.73,109.0,0.5287093666689113,1.9549115347521573,OUTPERFORM,147.5,,,,
1994-04-22,447.63,107.050003,0.3362248671911816,0.30922226097056527,UNDERPERFORM,147.5,,,,
1994-04-25,452.71,107.860001,0.965698737677867,0.8885950467273362,UNDERPERFORM,147.5,,,,
1994-04-26,451.87,107.080002,0.5160716271827459,0.028023352787753808,UNDERPERFORM,147.5,,,,
1994-04-28,449.1,105.370003,0.23211177074500267,-1.2464798850931547,UNDERPERFORM,147.5,,,,
1994-04-29,450.91,105.050003,0.6607880343788342,-1.1945043265613187,UNDERPERFORM,147.5,,,,
1994-05-02,453.02,105.540001,0.9560314665834513,-0.6962721179551434,UNDERPERFORM,147.9,,,,
1994-05-03,453.03,105.540001,-0.08380935577072535,-2.350111910619679,UNDERPERFORM,147.9,,,,
1994-05-04,451.72,105.959999,-0.537255592742647,-1.7159809241439672,UNDERPERFORM,147.9,,,,
1994-05-05,451.38,105.790001,-0.8435481745090345,-1.6181512286631783,UNDERPERFORM,147.9,,,,
1994-05-06,447.82,103.870003,-1.3308068567399634,-3.3317767333208903,UNDERPERFORM,147.9,,,,
1994-05-09,442.32,102.370003,-2.0549158547387147,-4.6834254248896645,UNDERPERFORM,147.9,,,,
1994-05-10,446.01,104.540001,-1.4582090541525816,-3.1678381175235026,UNDERPERFORM,147.9,,,,
1994-05-11,441.49,102.830002,-2.5644986868530784,-4.831097505846449,UNDERPERFORM,147.9,,,,
1994-05-12,443.75,103.43,-2.3115024766097947,-4.576067022567276,UNDERPERFORM,147.9,,,,
1994-05-13,444.14,104.080002,-2.0337038997706114,-4.126746575658558,UNDERPERFORM,147.9,,,,
1994-05-16,444.49,105.129997,-1.7853591709569794,-3.177385279473466,UNDERPERFORM,147.9,,,,
1994-05-17,449.37,106.550003,-1.072120464952453,-1.9869340629834698,UNDERPERFORM,147.9,,,,
1994-05-18,453.69,108.489998,-0.9972504691659778,-0.6137834146653254,OUTPERFORM,147.9,,,,
1994-05-19,456.48,109.300003,-0.9826251057460711,-0.78968413887055,OUTPERFORM,147.9,,,,
1994-05-20,454.92,108.610001,-1.2245961438249076,-1.4428276254853212,UNDERPERFORM,147.9,,,,
1994-05-23,453.2,106.989998,-1.7878426698450522,-2.868818831251585,UNDERPERFORM,147.9,,,,
1994-05-24,454.81,106.650002,-0.7831588132635181,-2.957233795136782,UNDERPERFORM,147.9,,,,
1994-05-25,456.34,106.779999,-0.16408147192018552,-2.4751110142498978,UNDERPERFORM,147.9,,,,
