,S&P 500,S&P 500 Financials (Sector),S&P 500 Performance (%),S&P 500 Financials (Sector) Performance (%),S&P 500 Financials (Sector) Outperform/Underperform,overall,purchasing power of the consumer dollar,commodities,other services,housing,shelter,services,other personal services
1993-06-08,444.71,100.209999,-5.138651877133116,-5.702454287262293,UNDERPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-09,445.78,101.300003,-4.857642890681701,-4.829010619522533,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-10,445.38,101.360001,-4.085280499623134,-4.060578247788394,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-11,447.26,102.82,-2.8920057319032466,-1.748687974224794,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-14,447.71,103.309998,-2.6717391304347915,-1.2521553837080313,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-15,446.27,103.440002,-1.3724363507779391,0.5247813309080529,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-16,447.43,103.489998,0.42195039838401893,2.3235109978595014,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-17,448.54,104.160004,0.6213966843888086,2.5903723292659553,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-18,443.68,103.639999,1.0844800874874716,3.68147262586509,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-21,446.22,105.010002,-0.4617546677374018,2.7193572517062448,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-22,445.93,106.150002,-0.47316147751367277,2.988262345978465,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-23,443.19,105.489998,-1.705553584102204,1.2282880839486365,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-24,446.62,107.199997,-0.10735853276672147,2.8198685436434223,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-25,447.6,107.220001,-0.504590214950984,0.7044237747306781,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-28,451.85,109.550003,0.9562749960900119,3.2224687615886705,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-29,450.69,108.739998,0.9926948415721837,3.0222595067098235,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-06-30,450.53,109.139999,0.9297011514852738,2.7586856487965994,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-07-01,449.02,109.260002,0.636514411224165,2.562661246246689,OUTPERFORM,144.5,,131.3,177.1,141.3,155.9,158.1,
1993-07-02,445.84,108.290001,0.7639108619988288,2.1603783018868006,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-06,441.43,108.129997,-0.25082478420029863,1.645046107681325,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-07,442.83,108.949997,0.19685039370078705,3.182120586499493,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-08,448.64,111.07,-0.020056604194063077,4.644809729082433,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-09,448.11,110.620003,0.10723141880570886,5.072192297418243,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-12,448.98,110.75,-0.8239270172958335,4.668747843658405,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-13,448.09,109.970001,-0.8365237789629831,4.623727479557349,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-14,450.08,109.239998,0.2182142061901482,4.998074730891244,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-15,449.22,109.980003,-0.37479763145639167,4.95276452950888,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-16,445.75,109.639999,-1.6047856606772326,4.131444542392959,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-19,446.03,110.269997,-1.5451515352184142,4.51141589401165,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-20,447.31,109.940002,-0.9762684849021541,4.159165206276683,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-21,447.18,110.010002,-0.9304798617572718,3.5778203895849847,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-22,444.51,109.029999,-0.7391362601045115,3.611133604168004,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-23,447.1,109.910004,1.0806655814794786,5.5608920794979255,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-26,449.09,110.610001,0.6905674760655511,4.833664016042771,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-27,448.24,110.699997,1.5289134521733194,5.670098211720154,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-28,447.19,110.309998,0.7752112676056244,5.4387257090787955,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-29,450.24,111.900002,1.3734408069527637,6.5207032883187965,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-07-30,448.13,111.089996,0.818916061103736,5.079450387065365,OUTPERFORM,144.8,,131.6,177.8,141.7,156.2,158.6,
1993-08-02,450.15,111.650002,0.17357634020962465,3.561825499709226,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-03,449.27,111.669998,-0.974233507461042,2.000360741678109,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-04,448.54,112.0,-1.7393971258324536,2.0222272000567143,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-05,448.13,112.150002,-1.4925701222192944,2.7861799762975092,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-06,448.68,112.519997,-0.9973521624006998,3.5428352543081854,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-09,450.72,113.220001,-0.8992766210065728,3.3217730731561756,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-10,449.45,113.239998,-1.5098391550159906,3.02037851201562,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-11,450.46,113.150002,-1.4440117271255493,3.1919744059831334,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-12,448.96,113.260002,-1.8301882666783342,3.0667058246128365,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-13,450.14,113.190002,-1.393209200438117,2.778539075053277,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-16,452.38,112.870003,-1.147214999016677,1.2105506064531202,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-17,453.13,111.889999,-0.987654320987652,0.26884399207256493,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-18,456.04,112.110001,-0.8888792297828796,0.017847266227044578,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-19,456.43,111.919998,-0.5339086471408572,-0.22287599577206496,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-20,456.16,111.720001,-0.4473931166932066,-0.2678057561454894,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-23,455.23,111.779999,-0.400385069793896,-0.28545852427223073,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-24,459.77,113.339996,0.4171580832568855,0.8632134680996773,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-25,460.13,113.5,0.31831164017703806,0.763495212744103,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-26,461.04,113.720001,0.4225658897843543,0.5037551833185105,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-27,460.54,113.209999,-0.39578692389211634,-0.12351036830190454,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-30,461.9,113.260002,0.28006339419464066,0.31886624767287763,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-08-31,463.56,113.800003,0.35286731755894696,1.2095348415237517,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-09-01,463.15,113.660004,1.0251935870869255,2.0378894159070793,OUTPERFORM,145.0,,131.3,178.9,142.0,156.5,159.0,
1993-09-02,461.3,113.080002,1.2777728989198156,2.725290648159695,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-03,461.34,113.459999,2.215624584570386,4.244765867135825,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-07,458.52,113.510002,1.1984373965437278,3.766343393055527,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-08,456.65,113.459999,1.5612837221715692,4.600348441040403,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-09,457.5,115.129997,3.3197831978319714,8.001875384650582,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-10,461.72,116.510002,3.2214795108537864,7.919602703960749,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-13,462.06,116.139999,3.5846391821911405,8.289043356643354,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-14,459.9,115.190002,2.7411031432209576,6.608050718887992,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-15,461.6,115.209999,3.900781056564706,7.99587457817772,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-16,459.43,114.839996,2.9650380995069447,6.80803497418252,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-17,458.83,114.879997,2.791406232497695,6.656761736670336,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-20,455.05,114.330002,1.9994172102302032,6.047680290282531,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-21,452.95,112.919998,1.019224764708504,4.5846040142205835,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-22,456.2,114.120003,1.4792570348125755,5.911835730858472,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-23,457.74,114.419998,2.1604249430879907,6.665424815850418,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-24,457.63,114.93,2.160955463779435,7.541870285153829,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-27,461.8,116.339996,2.9126646312927607,8.556497313735134,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-28,461.53,116.769997,1.7908736022584248,7.305639588310986,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-29,460.11,116.330002,1.310110974106049,6.842400078317401,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-09-30,458.93,115.709999,0.8149905540178359,5.738827560997883,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-10-01,461.28,116.209999,1.6348653769884924,7.224582226183296,OUTPERFORM,145.6,,132.2,179.7,142.3,156.9,159.4,
1993-10-04,461.34,116.459999,2.1567759078830795,8.365123212383697,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-05,461.2,115.849998,1.89788117805616,7.57730137287953,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-06,460.74,115.959999,1.6839178124517185,7.679447345539092,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-07,459.18,115.470001,1.0853054485415514,7.124965144030382,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-08,460.31,115.940002,1.532998058937718,7.451343698770274,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-11,460.88,115.790001,1.8361800384470994,7.661550692843777,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-12,461.12,116.389999,1.5146178231771668,7.6787892563156435,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-13,461.49,116.519997,0.7048400471348248,6.938324219331182,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-14,466.83,115.720001,1.2624455000976198,5.805977714017252,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-15,469.5,114.489998,1.9411151641479885,4.978910782668455,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-18,468.45,111.809998,1.5169574168382383,2.2777149652396744,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-19,466.21,110.830002,1.7037521815008727,1.8283775019616755,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-20,466.07,110.660004,1.9646021571244177,2.1037156884217367,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-21,465.36,110.660004,1.6313961868571036,2.066045048257603,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-22,463.27,110.660004,1.1683263452131332,1.8312377257980517,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-25,464.2,109.949997,0.8472735172713408,0.8530545088897723,OUTPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-26,464.3,108.889999,1.1811366806136814,0.02755649432706342,UNDERPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-27,464.61,108.43,0.5779971424860308,-1.364504684799417,UNDERPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-28,467.73,108.620003,1.40927519892462,-1.0115738354622983,UNDERPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-10-29,467.83,108.849998,0.606438571213519,-1.715577426636572,UNDERPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-11-01,469.1,108.949997,0.8448524195455498,-1.3134103022932941,UNDERPERFORM,146.0,,132.4,180.6,142.6,157.3,159.9,
1993-11-02,468.44,107.440002,1.1378111708443939,-2.184990975418455,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-03,463.02,104.730003,-0.14233954451345898,-4.652215209476163,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-04,457.49,103.120003,-1.0447309223048928,-6.135079135854005,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-05,459.57,105.110001,-1.063486254332524,-5.041106603286549,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-08,460.21,105.589996,-1.8804767285674706,-5.283465053369252,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-09,460.33,106.230003,-1.6556998803623268,-4.288670227744307,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-10,463.72,106.279999,-2.127479949345712,-5.310049096757819,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-11,462.64,105.169998,-2.5179628732168835,-6.340727523904821,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-12,465.39,105.849998,-2.2433675719957136,-5.886016663234495,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-15,463.75,105.010002,-2.4690319459925614,-6.666074008246836,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-16,466.74,105.589996,-1.3589196271952986,-5.672687052480141,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-17,464.81,104.589996,-1.3121297692095357,-6.20572672933859,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-18,463.62,104.150002,-1.7462806764718342,-6.78421265235265,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-19,462.6,103.68,-1.781354168878313,-6.879824209801477,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-22,459.13,102.540001,-2.9610686054867497,-7.887171218109945,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-23,461.03,103.940002,-1.5271903968559153,-5.4145027337747065,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-24,462.36,103.849998,-0.8258081122241023,-5.021033657253837,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-26,463.06,104.400002,-0.9518512972984561,-4.518011871886296,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-29,461.9,105.010002,-1.471843003412976,-4.284018815823698,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-11-30,461.79,104.949997,-2.7421494913754896,-5.211347496284791,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-12-01,461.89,105.419998,-1.973726097752504,-3.875262220757947,UNDERPERFORM,146.3,,132.4,181.2,143.0,157.8,160.5,
1993-12-02,463.11,105.940002,-1.6438356164383605,-2.5390939063227314,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-03,464.89,106.43,0.33019682320440946,0.216575335684821,UNDERPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-06,466.43,107.580002,1.0770164261257875,1.452283087021078,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-07,466.76,107.639999,1.190192295185044,1.8546546177138579,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-08,466.29,107.720001,1.4401635956229564,2.4928668409679666,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-09,464.18,107.279999,0.7291350201814151,2.239587343943583,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-10,463.93,106.470001,0.40688237203765354,1.8559284593506975,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-13,465.7,106.699997,0.1850098958781521,1.561011832495951,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-14,463.06,105.989998,0.1773970231914168,1.688568501720189,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-15,461.84,105.339996,-0.1880227356227504,1.1717181759973716,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-16,463.34,106.370003,0.34651535496166286,2.852451225148922,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-17,466.38,107.599998,2.593545832508415,5.697440893002725,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-20,465.85,107.959999,2.718733462691847,6.427441710815418,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-21,465.3,107.209999,2.86055354142718,5.594405649506595,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-22,467.32,107.510002,2.6851241485387867,5.185405588351499,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-23,467.38,107.389999,1.8168351341930844,4.2115437881161455,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-27,470.54,108.190002,1.0197728590137123,4.179108409804688,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-28,470.94,108.230003,1.1751562936386906,4.177499318293365,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-29,470.58,107.639999,0.5964214711729587,2.9653701648615804,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-30,468.64,107.18,-0.09806011511405144,2.2319764300639644,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1993-12-31,466.45,106.82,-0.5352268850221775,2.0150902685043492,OUTPERFORM,146.3,,132.3,182.0,143.2,158.2,160.8,
1994-01-03,465.44,106.019997,-0.47470384467348525,1.2124076372315162,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-04,466.89,106.110001,-0.7208471548864503,0.8075232603548699,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-05,467.55,105.559998,0.14994109456998306,1.324628527548466,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-06,467.12,105.050003,0.47968336595753946,1.360482452339662,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-07,469.9,107.099998,1.9681878349933735,4.8971597433332015,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-10,475.27,108.25,2.9770545793339487,6.033895818744073,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-11,474.13,108.309998,2.4880031127058944,5.740503758664439,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-12,474.17,108.459999,1.7859826124288825,4.670908955677211,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-13,472.47,108.459999,-0.2743947485066456,2.301454507681222,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-14,474.91,109.410004,0.5419709960834185,3.607960295605306,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-17,473.3,108.760002,1.0418000939327987,4.1463200229818975,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-18,474.25,108.470001,1.6591284216844304,4.137861784260299,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-19,474.3,107.610001,1.3656472398538178,2.8186478953316163,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-20,474.98,108.18,2.7472527472527597,4.56215063369565,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-21,474.72,108.209999,2.5158183427991476,4.429642797829292,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-24,471.97,107.68,1.3572425641576347,3.698000912865984,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-25,470.92,107.629997,1.186076493339061,3.950160286361215,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-26,473.2,108.849998,1.9015009582875608,5.301339693295737,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-27,477.05,110.459999,3.179409538228617,7.608374912647342,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-28,478.7,111.360001,2.716505021028226,7.86517159754303,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-01-31,481.61,112.269997,3.565361374534981,9.03175285003639,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-02-01,479.62,111.620003,3.006743696576608,9.16381711491443,OUTPERFORM,146.7,,132.4,182.9,143.7,158.8,161.4,
1994-02-02,482.0,111.529999,3.975667105291536,10.557099838137397,OUTPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
1994-02-03,480.71,110.400002,4.169285110624732,10.6655972200161,OUTPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
1994-02-04,469.81,107.260002,2.51145537857298,9.415488211929901,OUTPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
1994-02-07,471.76,107.400002,4.814592637028148,11.549650099186227,OUTPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
1994-02-08,471.05,107.110001,4.694063520992153,8.741117766497464,OUTPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
1994-02-09,472.77,107.860001,4.528068274779451,8.828574222292662,OUTPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
1994-02-10,468.93,106.919998,3.252157829839697,7.825729817437277,OUTPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
1994-02-11,470.18,107.129997,3.29766900279016,7.3877253931891484,OUTPERFORM,147.1,,132.5,183.4,144.1,159.4,162.0,
