,S&P 500,S&P 500 Financials (Sector),S&P 500 Performance (%),S&P 500 Financials (Sector) Performance (%),S&P 500 Financials (Sector) Outperform/Underperform,overall,purchasing power of the consumer dollar,commodities,other services,housing,shelter,services,other personal services
1997-06-27,887.3,245.089996,-20.728656684415537,-27.62948293120554,UNDERPERFORM,160.4,,141.4,210.2,156.9,176.5,179.7,
1997-06-30,885.14,241.830002,-20.12597345172673,-27.382736776199945,UNDERPERFORM,160.4,,141.4,210.2,156.9,176.5,179.7,
1997-07-01,891.03,245.75,-20.63648995297136,-27.305803273417762,UNDERPERFORM,160.4,,141.4,210.2,156.9,176.5,179.7,
1997-07-02,904.03,250.699997,-19.545232056245275,-25.222218719136833,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-03,916.92,255.410004,-18.6168088260094,-23.48641277065644,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-07,912.2,252.789993,-19.312894722875782,-25.090381158695642,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-08,918.75,252.910004,-17.93797674127797,-23.86356513650719,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-09,907.54,248.889999,-18.084664680927887,-23.805295095153134,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-10,913.78,250.940002,-15.900012884937508,-20.88903136611483,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-11,916.68,251.679993,-15.52192865239469,-20.658238977094513,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-14,918.38,250.429993,-16.10056457948876,-21.65738914274681,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-15,925.76,251.070007,-16.729480548684506,-22.942114785480307,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-16,936.59,254.179993,-16.450490633363067,-23.17596429800962,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-17,931.61,252.929993,-16.973985580222262,-22.901300206677444,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-18,915.3,248.389999,-17.94710891976693,-23.489911107159923,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-21,912.94,248.690002,-17.375013575643482,-22.13594967895287,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-22,933.98,254.309998,-14.715926730828944,-19.732977169234932,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-23,936.56,255.740005,-15.483603154836045,-20.01376279938889,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-24,940.3,259.320007,-15.031085086387641,-18.759399357416072,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-25,938.79,258.359985,-15.863200064528272,-20.00247950217462,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-28,936.45,258.410004,-16.303201472927785,-19.96965158554066,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-29,942.29,263.089996,-15.668936878563045,-18.22900348818933,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-30,952.29,267.959991,-14.109837381508573,-16.95283342276287,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-07-31,954.31,270.209991,-13.701144851784196,-15.945503418840012,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-08-01,947.14,266.160004,-14.635157545605304,-17.625571366975855,UNDERPERFORM,160.8,,141.9,210.8,157.1,177.0,179.9,
1997-08-04,950.3,265.299988,-15.080514002823797,-19.16760754549974,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-05,952.37,263.559998,-14.558063590038051,-19.5703267138434,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-06,960.32,266.769989,-13.521301791133478,-18.19882463815198,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-07,951.19,261.709991,-13.055520008774968,-18.523707751045638,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-08,933.54,256.109985,-14.528991146553382,-19.1827106819068,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-11,937.0,259.390015,-14.631924198250722,-18.666121777688495,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-12,926.53,255.389999,-15.061146660310587,-19.60018768330277,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-13,922.02,255.970001,-15.486993345432554,-19.989375281752064,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-14,924.77,257.100006,-15.408609429026187,-19.96886972762646,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-15,900.81,251.360001,-16.80197279100053,-20.831495748031493,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-18,912.49,254.139999,-16.654640446462,-20.573804354865143,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-19,926.01,257.609985,-16.864776542833027,-20.625483122803256,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-20,939.35,261.429993,-15.807729537876892,-20.2884433933334,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-21,925.05,256.98999,-17.28882967784624,-21.527375539020287,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-22,923.54,255.839996,-16.96874887618226,-21.778215512130394,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-25,920.16,254.649994,-15.934879131721758,-20.871919563409858,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-26,913.02,253.110001,-16.91056022714863,-21.198632769665025,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-27,913.7,252.559998,-15.163276106999934,-19.471991208239135,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-28,903.67,250.479996,-16.910784394854673,-20.10462568643343,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-08-29,899.47,249.75999500000003,-18.755137249234487,-22.3214021158878,UNDERPERFORM,161.2,,142.2,211.0,157.5,177.4,180.4,
1997-09-02,927.58,257.950012,-16.1600549544908,-19.463609618868873,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-03,927.86,258.309998,-15.698905192386325,-19.13155485345246,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-04,930.87,259.730011,-15.621685807779118,-18.341872768909017,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-05,929.05,259.290009,-17.011317653574398,-19.282134258620065,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-08,931.2,262.790009,-17.802415083680533,-20.156167773278522,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-09,933.62,263.160004,-17.32608387645225,-20.087453888964525,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-10,919.03,258.48999,-18.899576420755395,-21.60556170909175,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-11,912.59,255.059998,-19.84207151577967,-23.17701565684722,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-12,923.91,258.619995,-18.51495801876808,-21.753599295926396,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-15,919.77,258.589996,-19.91972556940865,-23.392088522307997,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-16,945.64,268.079987,-17.513651192407675,-21.05310201910735,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-17,943.0,269.02999900000003,-18.519350574166392,-21.791329160479332,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-18,947.29,269.890015,-17.959399303691136,-21.761937024169274,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-19,950.51,270.02999900000003,-18.507690461084735,-23.27385421791296,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-22,955.43,271.829987,-17.532971965198175,-22.033560396389962,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-23,951.93,269.959991,-18.24225090824766,-23.33513555597172,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-24,944.48,269.350006,-18.941975128519818,-23.458365844700747,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-25,937.91,265.839996,-20.352757349819118,-25.472389386967563,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-26,945.22,269.5,-19.542734569845333,-23.407033624468554,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-29,953.34,270.859985,-19.480738857591696,-23.360314912330672,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-09-30,947.28,269.549988,-20.1786391405098,-24.0960825086743,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-10-01,955.41,272.52999900000003,-19.31340258424119,-22.826644553435827,UNDERPERFORM,161.5,,142.2,211.8,157.8,177.9,180.9,
1997-10-02,960.46,274.309998,-17.562034899190603,-20.110085629226717,UNDERPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-03,965.03,278.700012,-17.099340251529107,-18.677593499163546,UNDERPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-06,972.69,282.420013,-14.657600350954148,-16.208270863371165,UNDERPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-07,983.12,285.089996,-13.821879382889202,-14.618148810149423,UNDERPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-08,973.84,281.380005,-15.116755428103234,-16.385351777721603,UNDERPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-09,970.62,280.220001,-14.122664212910529,-15.06683025328952,UNDERPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-10,966.98,277.059998,-14.062263932954744,-15.789796790681232,UNDERPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-13,968.1,278.48999,-15.298132026772826,-16.57480553584675,UNDERPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-14,970.28,280.700012,-13.41965074464384,-14.967730527751222,UNDERPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-15,965.72,278.269989,-13.189025924993715,-14.536245739504071,UNDERPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-16,955.25,277.140015,-10.900831996418303,-10.472923895031172,OUTPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-17,944.16,273.269989,-12.693378212182028,-12.771326011144446,UNDERPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-20,955.61,275.390015,-12.29958793351873,-12.538501802942514,UNDERPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-21,972.28,281.769989,-10.754968103171336,-9.839370626625744,OUTPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-22,968.49,280.450012,-10.584965932381785,-9.0216041970543,OUTPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-23,950.69,275.470001,-11.06568878744223,-8.277557045943595,OUTPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-24,941.64,273.910004,-13.150467617273254,-10.44888074098278,OUTPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-27,876.99,254.649994,-18.412704319431395,-15.460463065332775,OUTPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-28,921.85,265.920013,-13.258056927781691,-10.389212131423765,OUTPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-29,919.16,267.709991,-15.180820729557897,-11.923020091869585,OUTPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-30,903.68,260.369995,-17.936796222302952,-16.392658104474478,OUTPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-10-31,914.62,263.5,-16.705826639710033,-14.384114950207183,OUTPERFORM,161.7,,142.1,212.1,158.3,178.4,181.4,
1997-11-03,938.99,270.25,-13.980395749358731,-10.317248427918601,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-04,940.76,271.670013,-12.992490103954724,-7.9677458046157,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-05,942.76,273.329987,-13.360413182127306,-7.944909392146626,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-06,938.03,272.470001,-14.166628540055815,-8.431911939991332,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-07,927.51,268.579987,-14.451341554524577,-8.521804662360932,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-10,921.13,265.27999900000003,-11.649833587508029,-4.369140325215715,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-11,923.78,263.859985,-10.062893081761015,-2.5339893523419588,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-12,905.96,257.359985,-5.361022898211598,1.4426440848558597,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-13,916.66,259.309998,-7.804799549413632,-0.43770932903623994,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-14,928.35,261.670013,-6.272716258783618,-1.2267853844624366,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-17,946.2,269.52999900000003,-3.671125771180739,4.732851259385651,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-18,938.23,266.73999,-3.6616044933206027,7.344353749761479,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-19,944.59,270.899994,-7.7062122603716805,2.1955663518272273,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-20,958.98,275.73999,-4.69290399522958,6.776642145935652,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-21,963.09,275.899994,-1.7445597282159553,11.713970475304802,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-24,946.67,270.570007,-6.182982181436191,4.398654716276917,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-25,950.82,271.670013,-7.6622771238783365,1.5740754287245862,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-26,951.64,272.309998,-8.291573510138006,-0.32577377778446603,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-11-28,955.4,273.630005,-8.61613804185638,-2.0966707966893483,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-12-01,974.77,284.559998,-4.328324516375992,5.427732867582047,OUTPERFORM,161.8,,142.1,212.8,158.4,178.9,181.7,
1997-12-02,971.68,285.220001,-4.745659696693439,6.628289529638121,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-03,976.77,287.470001,-4.602056861576931,7.501588085687327,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-04,973.1,288.869995,-5.4903217660713155,7.259018079559176,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-05,983.79,291.690002,-7.719798516072752,3.3189270217041322,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-08,982.37,291.820007,-5.7877474297989835,7.627052760913933,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-09,975.78,290.540009,-6.601579325197415,7.452196043555825,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-10,969.79,287.070007,-7.523672391269121,5.742594433591641,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-11,954.94,282.730011,-8.96837047911383,5.2253559475577305,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-12,953.39,283.459991,-6.2555923737229735,9.70237801178191,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-15,963.39,288.019989,-2.331734912154426,15.735750157776462,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-16,968.04,287.130005,-3.4470377019748755,11.989542572474976,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-17,965.54,287.709991,-2.3286396374524565,16.78911467126167,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-18,955.3,284.98999,-2.97484232015357,17.74013074480316,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-19,946.78,281.190002,-2.4621914534140976,20.88993755228019,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-22,953.7,282.0,-0.598265654965402,21.887966278146752,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-23,939.13,277.850006,-4.597771208565716,12.745497380737735,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-24,932.7,273.920013,-6.515921460143725,9.66889883222326,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-26,936.46,275.470001,-5.864495375954959,9.49163535103359,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-29,953.35,280.970001,-5.189303153560809,10.687836994765787,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-30,970.84,285.75,-7.317492291095851,5.868621305344424,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1997-12-31,970.43,286.910004,-8.139755021676997,3.5327689003458618,OUTPERFORM,162.0,,142.0,213.7,158.7,179.4,182.1,
1998-01-02,975.04,287.350006,-8.222027692278743,2.5224800289798788,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-05,977.07,288.5,-8.164070944517032,0.5541793516548044,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-06,966.58,284.070007,-9.658666068491106,0.7519045610113295,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-07,964.0,280.549988,-10.614939544544178,-1.134722178108838,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-08,956.05,275.929993,-10.705446122521423,-1.6677923987629906,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-09,927.69,267.230011,-13.487578334825411,-4.228931671250169,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-12,939.21,267.390015,-11.839412769632219,-2.501361896080212,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-13,952.12,271.700012,-10.8576992575532,-1.650618198413878,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-14,957.94,275.600006,-11.786210897571669,-2.3180012236123204,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-15,950.73,273.609985,-13.465371767682743,-5.36455806178332,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-16,961.51,277.290009,-13.502159050017982,-4.662195881130571,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-20,978.6,280.619995,-11.904504699146578,-3.007055091077737,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-21,970.81,275.98999,-13.217481473535553,-6.532785513860729,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-22,963.04,272.380005,-15.064602901618374,-9.852718712944942,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-23,957.59,269.420013,-16.075231593062277,-10.979673437561676,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-26,956.95,269.839996,-15.329145284020528,-8.760779036348277,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-27,969.02,275.26001,-14.113768103096803,-5.713499995112004,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-28,977.46,277.339996,-12.802305146435678,-3.4801977236750603,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-29,985.49,279.660004,-11.827966609703944,-2.3192400552947134,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-01-30,980.28,278.320007,-12.919731371921973,-4.841357859494888,OUTPERFORM,162.0,,141.8,214.2,158.8,179.8,182.3,
1998-02-02,1001.27,285.820007,-11.849947617244927,-3.6702451317185414,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-03,1006.0,288.890015,-11.7017168135379,-4.277658553120944,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-04,1006.9,287.950012,-12.021179924507209,-4.051838861675994,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-05,1003.54,287.540009,-12.93325582807714,-4.9328778826816855,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-06,1012.46,291.200012,-12.985260624811989,-5.15893581803536,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-09,1010.74,292.359985,-14.935912002087171,-8.106242177078272,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-10,1019.01,293.679993,-13.861486572160375,-7.435306463858449,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-11,1020.01,294.480011,-14.058826998744589,-7.544503546372072,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-12,1024.14,295.549988,-14.105994145915968,-7.042213580913293,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-13,1020.09,293.76001,-12.33553620996365,-4.80263711982073,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-17,1022.76,296.720001,-12.977333061057795,-3.7592024505153976,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-18,1032.08,299.75,-11.882177161152619,-3.0782129978993877,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-19,1028.28,297.600006,-10.595231884814037,-1.5254244192078992,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-20,1034.21,299.23999,-12.112276288729873,-3.889518473303011,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-23,1038.14,300.98999,-12.592405489601743,-3.2030942645533744,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-24,1030.56,298.609985,-12.766425705530837,-1.9890464244671113,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-25,1042.9,302.98999,-11.879272321692614,-0.6362125879824654,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-26,1048.67,303.98999,-9.986953013682164,1.3468837600846495,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-02-27,1049.34,304.079987,-10.040635769764938,2.6880967629355768,OUTPERFORM,162.0,,141.4,215.1,159.2,180.3,182.8,
1998-03-02,1047.7,303.149994,-8.193130038555907,4.747586403405735,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-03,1052.02,305.51001,-9.529337908378688,2.7166113674352843,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-04,1047.33,302.98999,-9.863676265555888,1.9721956387406925,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-05,1035.05,300.600006,-12.282411566297736,-2.9978407016437725,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-06,1055.69,306.7799990000001,-11.139449340504859,-1.2616713384613343,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-09,1052.31,306.649994,-12.514548900934452,-2.8358719359466766,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-10,1064.25,310.920013,-11.575562700964625,-0.7216233637249103,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-11,1068.47,313.0299990000001,-13.029286795708728,-1.4916418051044822,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-12,1069.92,314.429993,-12.750046890162848,-1.1568300818976085,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-13,1068.61,313.769989,-12.801410048225614,-0.579853284286691,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-16,1079.27,319.119995,-13.088958858440503,0.06270600522020331,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-17,1080.45,322.369995,-12.296153190522185,1.3009407839916332,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-18,1085.52,323.890015,-11.691058630199391,3.025004723185254,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-19,1089.74,325.7799990000001,-11.266183535542707,3.310713240447982,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-20,1099.16,327.309998,-11.698452738636533,2.7564119635714146,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-23,1095.55,322.5299990000001,-13.894870867849784,-1.5506200154430272,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-24,1105.65,326.350006,-12.92243232813275,-1.9557709828052716,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-25,1101.93,323.299988,-13.580217866974087,-3.610511271452721,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-26,1100.8,322.190002,-12.903123714276688,-2.3962447307559365,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-27,1095.44,320.899994,-11.623141402651038,-0.4220244392098227,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-30,1093.6,316.660004,-11.406351263771885,-0.24571509421801307,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-03-31,1101.75,321.0299990000001,-9.110782963066855,4.2711425836179595,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-04-01,1108.15,320.899994,-10.86739700464906,0.45704732997089437,OUTPERFORM,162.2,,141.3,215.7,159.6,180.8,183.3,
1998-04-02,1120.01,325.2799990000001,-10.542332268370602,2.868349596202391,OUTPERFORM,162.6,,141.7,216.4,160.0,181.4,183.7,
1998-04-03,1122.7,328.190002,-10.657159682322416,2.777776151057143,OUTPERFORM,162.6,,141.7,216.4,160.0,181.4,183.7,
1998-04-06,1121.38,339.140015,-9.21176203892613,7.790105714806206,OUTPERFORM,162.6,,141.7,216.4,160.0,181.4,183.7,
1998-04-07,1109.55,333.670013,-9.438536063794189,7.621598282175257,OUTPERFORM,162.6,,141.7,216.4,160.0,181.4,183.7,
1998-04-08,1101.65,329.98999,-10.723836691032263,5.132529865991309,OUTPERFORM,162.6,,141.7,216.4,160.0,181.4,183.7,
1998-04-09,1110.67,334.809998,-11.31029856824587,6.569686521927864,OUTPERFORM,162.6,,141.7,216.4,160.0,181.4,183.7,
