,S&P 500,S&P 500 Energy (Sector),S&P 500 Performance (%),S&P 500 Energy (Sector) Performance (%),S&P 500 Energy (Sector) Outperform/Underperform,overall,energy,energy commodities,fuels and utilities,transportation,transportation services,utilities and public transportation
1993-04-13,449.22,103.84,-4.608001359041869,0.24133603629694633,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-14,448.66,103.76,-5.185967878275566,0.3578682657897403,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-15,448.4,102.63,-6.005659784089723,-0.7734699796964284,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-16,448.94,103.85,-6.21683726759975,-0.08658841639407333,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-19,447.46,103.22,-7.090799609642662,-1.8074581430745917,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-20,445.1,102.15,-7.1973645802927315,-2.491408934707906,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-21,443.63,100.94,-7.960580912863069,-4.926061976076113,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-22,439.46,100.55,-8.581057186245344,-4.881278970769087,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-23,437.03,99.44,-6.977288691173033,-3.8855596365745204,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-26,433.54,99.4,-8.101577073088006,-4.2665896176442235,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-27,438.01,99.65,-7.014117397303899,-3.9980732177263834,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-28,438.02,101.1,-7.350297184677535,-2.8164952417571887,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-29,438.89,101.37,-6.406073401147294,-2.2185781807658844,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-04-30,440.19,101.58,-6.378408269173508,-2.8500382555470605,OUTPERFORM,144.2,104.3,97.5,121.1,162.3,162.3,134.2
1993-05-03,442.46,101.73,-5.905620653722654,-2.182692307692302,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-04,444.05,101.83,-6.025141792939981,-2.0300173176832748,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-05,444.52,101.6,-5.979398887455323,-2.015623493104446,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-06,443.26,101.71,-5.7575371008206755,-1.8432734993244604,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-07,442.31,100.88,-5.426671513181802,-2.1152726567048363,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-10,442.8,100.12,-6.078988673482366,-3.0220844633862765,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-11,444.36,100.48,-5.593915315812947,-2.6639542768575053,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-12,444.8,101.65,-4.191616766467066,0.39506172839507414,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-13,439.23,101.48,-5.758791597828649,0.2865895839509802,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-14,439.56,101.01,-5.904011645331164,-0.27643400138217533,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-17,440.37,101.42,-5.1825854792868835,0.4755300178323818,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-18,440.32,101.11,-5.268819517652378,-0.8336602589250619,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-19,447.57,101.4,-3.334701194358658,-0.685602350636616,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-20,450.59,102.1,-3.0447131729569255,0.6704791954249556,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-21,445.84,101.38,-4.512646976933466,0.10862051940356832,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-24,448.0,101.75,-3.8378981712028803,1.0427010923535152,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-25,448.85,102.09,-3.8988566779428746,1.4407790143084354,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-26,453.44,102.23,-2.254796292304373,1.9039074960127689,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-27,452.41,103.07,-3.0078895463510835,1.8075859344132805,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-05-28,450.19,102.79,-3.680010269796097,1.701790838033057,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-06-01,453.83,103.63,-2.8222093745315924,2.919853014202012,OUTPERFORM,144.3,103.9,96.4,121.4,162.6,162.6,134.7
1993-06-02,453.85,103.49,-3.3168591027225025,1.2721401311282854,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-03,452.49,103.59,-3.9095349331068063,0.07728721862620969,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-04,450.06,103.5,-4.458030824098847,0.0,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-07,447.69,103.81,-4.4499935971315185,1.12020261055914,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-08,444.71,104.18,-5.138651877133116,1.1652748106428357,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-09,445.78,105.15,-4.857642890681701,2.4055317491234796,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-10,445.38,104.58,-4.085280499623134,2.529411764705891,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-11,447.26,101.91,-2.8920057319032466,-0.06864090998235373,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-14,447.71,102.22,-2.6717391304347915,1.8026093018623568,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-15,446.27,102.18,-1.3724363507779391,2.35400180306522,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-16,447.43,103.48,0.42195039838401893,5.948602436776906,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-17,448.54,103.94,0.6213966843888086,7.220961419434713,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-18,443.68,102.25,1.0844800874874716,7.473197393315112,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-21,446.22,102.81,-0.4617546677374018,6.230626162430264,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-22,445.93,103.23,-0.47316147751367277,6.554500412881925,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-23,443.19,100.9,-1.705553584102204,3.5296531910527618,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-24,446.62,101.01,-0.10735853276672147,3.493852459016411,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-25,447.6,101.18,-0.504590214950984,2.835654029881085,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-28,451.85,102.24,0.9562749960900119,3.7337662337662225,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-29,450.69,101.87,0.9926948415721837,3.4528282725703408,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-06-30,450.53,101.7,0.9297011514852738,1.6694991502549161,OUTPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-07-01,449.02,101.38,0.636514411224165,-0.6078431372549042,UNDERPERFORM,144.5,103.4,95.3,121.7,163.2,163.2,135.1
1993-07-02,445.84,100.09,0.7639108619988288,-1.0479485912011866,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-06,441.43,99.26,-0.25082478420029863,-1.8102680779503388,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-07,442.83,99.63,0.19685039370078705,-0.6481850817710466,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-08,448.64,100.2,-0.020056604194063077,-0.11961722488037507,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-09,448.11,99.8,0.10723141880570886,-1.7039298729439656,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-12,448.98,99.88,-0.8239270172958335,-3.1043849437330295,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-13,448.09,99.94,-0.8365237789629831,-2.440452948067162,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-14,450.08,100.1,0.2182142061901482,-0.8714596949891185,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-15,449.22,98.77,-0.37479763145639167,-2.6224982746722025,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-16,445.75,97.94,-1.6047856606772326,-2.4501992031872533,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-19,446.03,99.25,-1.5451515352184142,-1.0665869218500768,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-20,447.31,99.12,-0.9762684849021541,-0.34184596822842694,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-21,447.18,99.67,-0.9304798617572718,-0.32999999999999696,OUTPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-22,444.51,99.81,-0.7391362601045115,-2.671867381764992,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-23,447.1,100.85,1.0806655814794786,-0.8357915437561592,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-26,449.09,101.59,0.6905674760655511,-0.460513423476383,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-27,448.24,102.28,1.5289134521733194,0.9674234945705962,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-28,447.19,102.76,0.7752112676056244,0.5971610376896752,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-29,450.24,102.76,1.3734408069527637,0.9331106963952562,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-07-30,448.13,102.61,0.818916061103736,0.7066444204534283,UNDERPERFORM,144.8,103.4,95.0,122.1,163.9,163.9,135.7
1993-08-02,450.15,103.23,0.17357634020962465,1.136474968159118,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-03,449.27,102.26,-0.974233507461042,0.5704169944925175,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-04,448.54,101.4,-1.7393971258324536,-1.294655894091301,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-05,448.13,100.31,-1.4925701222192944,-2.0983798555533784,UNDERPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-06,448.68,100.98,-0.9973521624006998,-0.6297972839992116,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-09,450.72,101.38,-0.8992766210065728,-0.3244518729721757,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-10,449.45,101.33,-1.5098391550159906,-0.5398508048684691,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-11,450.46,101.59,-1.4440117271255493,0.04924167815638647,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-12,448.96,102.35,-1.8301882666783342,1.0764368951214687,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-13,450.14,102.73,-1.393209200438117,1.4617283950617344,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-16,452.38,103.61,-1.147214999016677,2.2702595992498242,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-17,453.13,102.84,-0.987654320987652,1.440126257644514,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-18,456.04,103.47,-0.8888792297828796,1.7904574520413163,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-19,456.43,103.81,-0.5339086471408572,2.8534627959972303,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-20,456.16,104.15,-0.4473931166932066,3.3439174439372943,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-23,455.23,104.06,-0.400385069793896,3.111375346809364,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-24,459.77,105.12,0.4171580832568855,3.484937979917313,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-25,460.13,105.81,0.31831164017703806,3.1688767550702046,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-26,461.04,106.51,0.4225658897843543,5.132760833086558,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-27,460.54,105.72,-0.39578692389211634,3.6877206747744307,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-30,461.9,105.59,0.28006339419464066,4.111615066061924,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-08-31,463.56,105.9,0.35286731755894696,3.3271538686701296,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-09-01,463.15,105.93,1.0251935870869255,3.9242617482586173,OUTPERFORM,145.0,103.0,93.9,122.5,164.0,164.0,136.3
1993-09-02,461.3,105.46,1.2777728989198156,3.6767597325992885,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-03,461.34,106.16,2.215624584570386,4.849382716049377,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-07,458.52,105.11,1.1984373965437278,3.4547244094488283,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-08,456.65,104.51,1.5612837221715692,3.0467363439163897,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-09,457.5,103.94,3.3197831978319714,4.462311557788934,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-10,461.72,104.84,3.2214795108537864,5.2082288008028055,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-13,462.06,104.18,3.5846391821911405,5.338725985844284,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-14,459.9,104.32,2.7411031432209576,5.352454049686939,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-15,461.6,105.21,3.900781056564706,6.6713981547196655,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-16,459.43,103.98,2.9650380995069447,4.807983066223165,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-17,458.83,102.9,2.791406232497695,2.6946107784431073,UNDERPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-20,455.05,102.16,1.9994172102302032,1.742854297380747,UNDERPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-21,452.95,102.4,1.019224764708504,1.5168038068801515,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-22,456.2,102.32,1.4792570348125755,0.8277493102089029,UNDERPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-23,457.74,101.78,2.1604249430879907,-0.30365363894603314,UNDERPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-24,457.63,102.91,2.160955463779435,0.6257944656302028,UNDERPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-27,461.8,104.26,2.9126646312927607,2.3662248404516584,UNDERPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-28,461.53,104.63,1.7908736022584248,2.3076170920113492,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-29,460.11,107.06,1.310110974106049,4.143968871595338,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-09-30,458.93,106.69,0.8149905540178359,3.191798046232708,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-10-01,461.28,108.1,1.6348653769884924,4.222907828769751,OUTPERFORM,145.6,105.3,98.3,122.6,164.4,164.4,136.3
1993-10-04,461.34,107.71,2.1567759078830795,4.24893534649633,OUTPERFORM,146.0,104.4,97.0,122.4,165.7,165.7,136.5
1993-10-05,461.2,107.17,1.89788117805616,4.281405079303302,OUTPERFORM,146.0,104.4,97.0,122.4,165.7,165.7,136.5
1993-10-06,460.74,106.75,1.6839178124517185,3.9536468984321838,OUTPERFORM,146.0,104.4,97.0,122.4,165.7,165.7,136.5
1993-10-07,459.18,106.52,1.0853054485415514,3.800428766322339,OUTPERFORM,146.0,104.4,97.0,122.4,165.7,165.7,136.5
