,S&P 500,S&P 500 Financials (Sector),S&P 500 Performance (%),S&P 500 Financials (Sector) Performance (%),S&P 500 Financials (Sector) Outperform/Underperform,overall,purchasing power of the consumer dollar,commodities,other services,housing,shelter,services,other personal services
1995-03-21,495.07,109.940002,-7.201634519859789,-11.730229344113297,UNDERPERFORM,151.8,,136.2,191.9,147.6,164.5,167.7,
1995-03-22,495.67,110.25,-6.918179940282809,-12.894050722920113,UNDERPERFORM,151.8,,136.2,191.9,147.6,164.5,167.7,
1995-03-23,495.95,110.199997,-7.402912621359226,-13.18733632917385,UNDERPERFORM,151.8,,136.2,191.9,147.6,164.5,167.7,
1995-03-24,500.97,111.43,-6.4569134534590455,-12.052089472425154,UNDERPERFORM,151.8,,136.2,191.9,147.6,164.5,167.7,
1995-03-27,503.2,112.709999,-5.614015343349655,-9.767035953341264,UNDERPERFORM,151.8,,136.2,191.9,147.6,164.5,167.7,
1995-03-28,503.9,112.790001,-5.344228421151509,-8.590645989064317,UNDERPERFORM,151.8,,136.2,191.9,147.6,164.5,167.7,
1995-03-29,503.12,112.720001,-4.701291813463659,-7.218698777161892,UNDERPERFORM,151.8,,136.2,191.9,147.6,164.5,167.7,
1995-03-30,502.22,112.279999,-5.3985834840265206,-8.012452204038201,UNDERPERFORM,151.8,,136.2,191.9,147.6,164.5,167.7,
1995-03-31,500.71,111.809998,-6.59266859434754,-10.192772690763052,UNDERPERFORM,151.8,,136.2,191.9,147.6,164.5,167.7,
1995-04-03,501.85,112.080002,-6.4532965496672645,-9.7439185053954,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-04,505.24,113.370003,-5.935358951444747,-8.298951912131812,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-05,505.57,113.57,-6.346442398532881,-7.980876810579762,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-06,506.08,115.220001,-7.178753530684867,-8.32272358370465,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-07,506.42,115.459999,-7.075489008770964,-8.4159601808519,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-10,507.01,115.300003,-6.796205742858197,-8.860958677401642,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-11,505.53,114.379997,-8.26392291360446,-10.731294359974475,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-12,507.17,114.360001,-7.738625820887379,-10.207286352015654,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-13,509.23,115.010002,-6.413908440997551,-8.671482569681576,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-17,506.13,114.620003,-6.692107737403896,-8.19382872557195,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-18,505.37,114.879997,-7.2255980026802336,-8.745732057714928,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-19,504.92,114.739998,-7.161637891407868,-8.17861802319636,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-20,505.29,114.389999,-7.24368976594768,-8.253128809752974,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-21,508.49,114.550003,-7.055511890182609,-8.389313752484695,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-24,512.89,115.419998,-6.2803786134561275,-7.782043535249484,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-25,512.1,115.139999,-7.5615083304752755,-9.095219198003502,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-26,512.66,115.489998,-7.856282689577087,-9.801621123175153,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-27,513.55,116.019997,-7.832157791776606,-9.634708385658596,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-04-28,514.71,115.559998,-7.222682865279917,-9.591614770771395,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-05-01,514.26,115.25,-8.313573071368719,-10.561850763915492,UNDERPERFORM,152.1,,136.4,192.4,147.9,165.1,168.1,
1995-05-02,514.86,115.349998,-8.224598930481285,-10.588324571286122,UNDERPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-03,520.48,116.599998,-7.03888263766096,-8.884897172111451,UNDERPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-04,520.54,117.699997,-7.495735001421677,-7.490376306915591,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-05,520.12,118.75,-6.865308168893036,-6.304243432290413,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-08,523.96,119.949997,-4.9039892555083675,-4.040002399999998,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-09,523.56,120.279999,-5.416049427322333,-4.067632893626561,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-10,524.36,120.93,-5.2852136844767195,-2.6720321931589464,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-11,524.37,120.580002,-5.795591326374794,-3.5359984000000066,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-12,525.55,120.830002,-6.335769025129223,-4.760779425535288,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-15,527.74,122.099998,-6.030875518598311,-3.880973816271549,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-16,528.19,122.459999,-6.551431301086296,-4.387884847159828,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-17,527.07,121.709999,-6.370241415451283,-4.921487576028738,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-18,519.58,120.379997,-7.557911966693931,-5.960470508572402,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-19,519.19,119.690002,-7.227860767636329,-5.703929725045298,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-22,523.65,120.910004,-6.290264853256977,-5.413438075358856,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-23,528.59,122.57,-5.3977628635346715,-4.302000245128057,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-24,528.61,123.410004,-5.426342720148858,-3.6085253738071255,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-25,528.59,122.879997,-5.613984965091145,-4.477613529832181,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-26,523.65,121.839996,-6.556148396652328,-5.543072116324055,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-30,523.58,122.160004,-6.45512854871273,-4.741111012901156,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-05-31,533.4,124.220001,-4.314288276975531,-3.2102190497185434,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-06-01,533.49,124.550003,-3.8947235683017833,-2.267733015258433,OUTPERFORM,152.4,,136.6,192.5,148.2,165.5,168.5,
1995-06-02,532.51,126.57,-4.864758637939048,-1.1943840189984178,OUTPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-05,535.6,126.940002,-4.112286732191139,-1.1524653660249906,OUTPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-06,535.55,126.699997,-4.360947907923651,-1.8894238956901233,OUTPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-07,533.13,124.910004,-4.634730967372636,-3.080385510537509,OUTPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-08,532.35,123.389999,-4.803204520663085,-5.004234390670826,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-09,527.94,121.489998,-5.405744387307154,-6.689707527412613,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-12,530.88,122.059998,-5.118673148412922,-6.524738757470693,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-13,536.05,124.5,-3.7854040277129686,-4.038850622828328,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-14,536.47,124.18,-3.7652925770458867,-4.7114845535574545,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-15,537.12,123.629997,-4.102838778789508,-6.5179606805293,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-16,539.83,123.419998,-3.4379751363920796,-8.244738244172856,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-19,545.22,125.68,-2.6392857142857107,-6.613168277408709,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-20,544.98,126.07,-2.8417599657705073,-6.677027364779864,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-21,543.98,126.510002,-3.1857336085996946,-6.2263744355088635,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-22,551.07,128.130005,-2.2648269012485733,-5.501874194317402,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-23,549.71,127.360001,-3.41901365145737,-6.565913822403557,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-26,544.13,125.93,-4.567058947331493,-7.730067635699511,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-27,542.43,124.849998,-4.8852338284030905,-8.279457400802869,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-28,544.73,125.889999,-4.880561570161335,-8.25013295130873,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-29,543.87,124.959999,-5.234270181735812,-9.24540839210678,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-06-30,544.75,124.68,-5.509011118627605,-10.385973176670271,UNDERPERFORM,152.6,,136.6,193.1,148.6,166.0,168.9,
1995-07-03,547.09,125.040001,-5.473676935570248,-10.474688343591144,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-05,547.26,125.160004,-6.228474494953828,-11.81567662023346,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-06,553.99,126.660004,-5.032999057169796,-11.389392592844649,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-07,556.37,128.03999299999998,-4.5300890574326065,-9.633713605283178,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-10,557.19,128.389999,-4.623416638137623,-10.034340479010739,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-11,554.78,127.82,-5.451880634660943,-10.75268879519139,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-12,560.89,128.860001,-3.792452830188686,-8.635842742845245,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-13,561.0,129.009995,-3.5635088443092156,-8.01426381461675,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-14,559.89,127.970001,-3.7675529812137953,-9.112217135393108,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-17,562.72,127.230003,-3.2145989921053886,-9.61210036985296,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-18,558.46,126.739998,-3.886135205837793,-10.221718640245358,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-19,550.98,125.0,-5.9552460443443085,-12.69729982456418,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-20,553.54,125.379997,-5.282250474837868,-12.480803171883403,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-21,553.62,124.25,-4.830502647321744,-12.929220313858869,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-24,556.63,125.0,-4.414946594772817,-13.140159456878331,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-25,561.1,126.870003,-3.503190190379557,-12.237130080757197,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-26,561.61,127.029999,-3.6077785215316682,-12.193266913572497,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-27,565.22,128.080002,-2.9648577657985564,-11.827064292546618,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-28,562.93,128.009995,-2.6695713816415223,-11.540329757568212,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-07-31,562.06,128.009995,-2.676963568361279,-11.301282711273707,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-08-01,559.64,126.93,-3.4204259137818105,-12.88263375873645,UNDERPERFORM,152.9,,136.8,193.9,149.0,166.3,169.3,
1995-08-02,558.8,127.830002,-4.167381238209577,-13.170764073014784,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-03,558.75,128.080002,-4.405474764756201,-13.476995970256,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-04,558.94,128.029999,-4.131862854398561,-13.341008076993088,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-07,560.03,128.639999,-4.558778417805653,-13.157365383198371,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-08,560.39,128.990005,-4.604725588996339,-12.979822923290108,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-09,559.71,128.240005,-5.238296791670183,-12.862671235478306,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-10,557.45,128.339996,-5.108432914581417,-11.201828763591138,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-11,555.11,127.440002,-5.11913308036781,-11.592086504006371,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-14,559.74,128.100006,-4.569168343164998,-9.890262805563776,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-15,558.57,128.419998,-4.103215616254907,-7.770760278269173,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-16,559.97,129.139999,-2.904355666527947,-6.1687173520047605,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-17,559.04,128.880005,-3.5639123684664598,-7.916548618063446,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-18,559.21,129.889999,-4.121731675953699,-6.788666374366725,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-21,558.11,130.199997,-4.02235597592433,-6.162164324324326,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-22,559.52,130.580002,-4.227859368046294,-7.567071350829712,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-23,557.14,129.740005,-5.524655768839459,-9.519488175740898,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-24,557.46,130.320007,-5.606448007856823,-8.848005813471316,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-25,560.1,132.25,-4.8193590048601465,-7.284071139119952,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-28,559.05,134.509995,-4.65104379860829,-5.134352464492997,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-29,560.0,134.580002,-5.35904412634568,-6.554646394816088,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-30,560.92,135.089996,-5.45123554596636,-6.9820286988095726,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-08-31,561.88,134.910004,-5.203131326764754,-6.7914886419963905,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-09-01,563.84,135.589996,-4.804997467499561,-5.637139597228192,UNDERPERFORM,153.1,,136.8,195.1,149.2,166.9,169.7,
1995-09-05,569.17,136.309998,-3.414278199188858,-4.027318904649146,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-06,570.17,136.479996,-4.005320223584096,-4.103436419870333,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-07,570.29,136.119995,-4.528409281146429,-5.636051993067603,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-08,572.68,137.21000700000002,-4.564467478794154,-5.6197535555181695,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-11,573.91,137.690002,-3.8435117701265065,-4.732579428025884,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-12,576.51,139.130005,-3.953418632546979,-4.430551525888838,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-13,578.77,139.669998,-3.2804144385026768,-4.033252220920447,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-14,583.61,141.929993,-2.7268030068170135,-2.721042606759805,OUTPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-15,583.35,142.940002,-2.9884254639792496,-2.54312132737603,OUTPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-18,582.77,141.690002,-3.9046912358809527,-3.8868512262495103,OUTPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-19,584.2,142.71000700000005,-3.8575472319136273,-3.4895436359485554,OUTPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-20,586.77,143.220001,-3.072501115020565,-3.4970708578378473,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-21,583.0,141.03999299999995,-3.9507067778180582,-5.747130484811103,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-22,581.73,140.25,-5.206296441141955,-7.845457548518853,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-25,581.81,140.800003,-5.807214091438939,-7.750770892001224,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-26,581.41,140.759995,-6.251410880712049,-8.430917197300825,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-27,581.04,141.169998,-5.701348653780613,-6.855370900704294,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-28,585.87,143.179993,-5.119194143939887,-5.441820835316613,UNDERPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-09-29,584.41,143.259995,-5.667290805785131,-5.0063013726715955,OUTPERFORM,153.5,,137.1,195.5,149.8,167.4,170.3,
1995-10-02,581.72,142.699997,-5.989204563819117,-4.999673557035422,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-03,582.34,143.910004,-6.3295211439785115,-4.123918556005934,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-04,581.47,144.559998,-5.746288011411515,-2.3375259468307985,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-05,582.63,144.669998,-5.46938378167895,-2.5922474389375894,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-06,582.49,145.259995,-4.00784430052239,-0.5613410383167983,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-09,578.37,144.71000700000005,-5.484287418495571,-2.3878536256323413,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-10,577.52,144.320007,-4.690233356437945,-1.9631817557077103,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-11,579.46,145.699997,-5.082802339104653,-1.0727878943019298,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-12,583.1,147.220001,-4.7144374540403655,-0.37894031925118643,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-13,584.5,148.029999,-4.851049975581956,-0.4840342857142854,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-16,583.03,147.740005,-5.125868549948742,-1.2565098668797514,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-17,586.78,148.130005,-4.451898651729314,-0.9163846153846134,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-18,587.44,148.229996,-4.625525627912241,-0.9422634385342299,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-19,590.65,147.169998,-4.845907238251746,-2.069471001260792,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-20,587.46,144.529999,-5.449687761539945,-3.909317760539377,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-23,585.06,144.149994,-5.284118504128232,-2.403522729929375,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-24,586.54,142.160004,-4.892088664039839,-3.1871371067049292,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-25,582.47,139.240005,-5.819293082818611,-5.3111171986851335,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-26,576.72,137.630005,-5.370415948806306,-4.8925448535152345,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-27,579.7,139.96000700000002,-3.1379494719957157,-1.200054321613575,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-30,583.25,139.350006,-3.22553883422656,-2.463770646873742,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-10-31,581.5,138.75,-3.3748192951263634,-3.779470952416175,UNDERPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-11-01,584.22,141.270004,-2.6007802340702213,-1.704701491061078,OUTPERFORM,153.7,,137.0,196.3,150.0,167.9,170.7,
1995-11-02,589.72,143.389999,-3.0767207941621244,-2.3627958439139785,OUTPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-03,590.57,142.970001,-2.605669805564248,-3.365999392348751,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-06,588.46,142.639999,-3.2520057871892605,-3.5368879264518815,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-07,586.32,141.78999299999995,-4.169458836604933,-4.947378895855481,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-08,591.71,144.020004,-3.5360286925334106,-3.6204170872175534,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-09,593.26,145.229996,-3.187062452063505,-2.5629030010821285,OUTPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-10,592.72,144.740005,-4.393831860120012,-3.2551273093033517,OUTPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-13,592.3,143.690002,-4.007908853702413,-3.969794026271678,OUTPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-14,589.29,142.029999,-5.20092661111291,-5.609092805149906,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-15,593.96,142.320007,-4.847649867034054,-6.5098793013172,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-16,597.34,144.25,-5.206696818217871,-6.319000034264189,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-17,600.07,145.380005,-5.652337976793175,-7.471989799897827,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-20,596.85,144.529999,-6.517244619866558,-7.16809227094749,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-21,600.24,145.580002,-5.598892803220934,-5.925685298869143,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-22,598.4,145.53999299999995,-6.708448310805537,-6.5613779712820675,OUTPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-24,599.97,145.899994,-7.1728064610957265,-7.500159956892416,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-27,601.32,146.669998,-7.4792669979843796,-7.76632227980576,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-28,606.45,147.419998,-7.563217339613148,-8.825532700531479,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-29,607.64,147.869995,-7.424166247695663,-8.36586752078663,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-11-30,605.37,148.410004,-8.478343034242952,-8.563855690516375,UNDERPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-12-01,606.98,149.639999,-8.104343613268528,-8.094833210515716,OUTPERFORM,153.9,,137.3,197.0,150.3,168.2,170.9,
1995-12-04,613.68,152.190002,-6.39128710454866,-5.8929006561161295,OUTPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-05,617.68,152.630005,-5.164895903703259,-5.451271995037487,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-06,620.18,153.720001,-4.2902558720948285,-4.086855204670736,OUTPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-07,616.17,151.559998,-3.82111917583704,-3.6674530773857072,OUTPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-08,617.48,151.419998,-4.7245795401944175,-4.946644602385863,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-11,619.52,150.809998,-5.97091946695808,-6.751992994546285,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-12,618.78,150.21000700000005,-6.11458396552772,-8.105958297187643,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-13,621.69,150.100006,-4.423023706300155,-7.070330434117622,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-14,616.92,148.020004,-4.684506519992593,-7.890474945061754,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-15,616.34,148.520004,-4.406359053896858,-7.688479754419031,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-18,606.81,146.080002,-5.249597926393202,-8.551397628915803,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-19,611.93,148.25,-5.034374660521134,-8.724293913610314,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-20,605.94,147.21000700000005,-6.894485333661116,-10.368970702357172,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-21,610.49,147.279999,-6.907699110995891,-11.035943019584238,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-22,611.95,147.779999,-6.142638036809811,-9.785726876084821,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-26,614.3,148.75,-6.020041306509604,-8.949008659760317,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-27,614.53,149.619995,-2.994475138121555,-4.200280633896558,UNDERPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
1995-12-28,614.12,149.5,-4.0467485391081475,-3.697503745893338,OUTPERFORM,154.7,,138.2,197.9,150.9,168.7,171.5,
