,S&P 500,S&P 500 Utilities (Sector),S&P 500 Performance (%),S&P 500 Utilities (Sector) Performance (%),S&P 500 Utilities (Sector) Outperform/Underperform,overall,utilities and public transportation,fuels and utilities,shelter
1993-07-21,447.18,126.68,-2.5603033142309273,-2.7558178320160276,UNDERPERFORM,144.8,135.7,122.1,156.2
1993-07-22,444.51,126.510002,-3.635535900104059,-3.2798172030622963,OUTPERFORM,144.8,135.7,122.1,156.2
1993-07-23,447.1,126.690002,-3.0866605973902006,-2.8078280257233024,OUTPERFORM,144.8,135.7,122.1,156.2
1993-07-26,449.09,127.32,-2.6257588898525586,-1.955953319298076,OUTPERFORM,144.8,135.7,122.1,156.2
1993-07-27,448.24,127.059998,-2.7130268698181137,-2.0883146462721935,OUTPERFORM,144.8,135.7,122.1,156.2
1993-07-28,447.19,126.970001,-2.6111764449671226,-1.305863255617401,OUTPERFORM,144.8,135.7,122.1,156.2
1993-07-29,450.24,128.100006,-2.187656144771999,-0.6283437862588115,OUTPERFORM,144.8,135.7,122.1,156.2
1993-07-30,448.13,127.790001,-2.766446797430999,-0.4983197343941259,OUTPERFORM,144.8,135.7,122.1,156.2
1993-08-02,450.15,128.320007,-2.3789902845246402,0.41474762958957356,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-03,449.27,128.46000700000002,-2.647944700860261,0.7213470227274144,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-04,448.54,128.529999,-3.9179144442302305,-0.34888898585482275,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-05,448.13,128.979996,-4.551650692225772,-0.5857938729075918,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-06,448.68,128.610001,-4.220300992635284,-0.45665326137738216,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-09,450.72,129.029999,-3.322537054117236,-0.01550096825646552,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-10,449.45,128.910004,-3.5659879417254903,0.05433716405887079,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-11,450.46,129.630005,-3.2018222451435485,1.313019178890662,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-12,448.96,129.559998,-3.088911433937014,2.1766521567038177,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-13,450.14,129.770004,-3.0288668677294295,2.943047801730092,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-16,452.38,129.860001,-2.567305621365501,3.2519711358504733,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-17,453.13,129.869995,-2.4708895632896466,2.8591738815274104,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-18,456.04,129.630005,-2.4993051546832623,1.93442402979358,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-19,456.43,129.490005,-2.436782591967168,1.744329419603896,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-20,456.16,129.729996,-2.7584736729908355,2.0050290926246106,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-23,455.23,129.649994,-2.819998292203907,3.769803045144804,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-24,459.77,130.589996,-0.7019135242538166,7.845404503936071,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-25,460.13,131.25,0.5770617937004063,10.081352593776248,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-26,461.04,131.639999,0.31986422090215516,9.85562613943709,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-27,460.54,131.320007,0.07170639490667874,9.790156259592386,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-30,461.9,131.669998,0.34105967458126774,10.202539917914134,OUTPERFORM,145.0,136.3,122.5,156.5
1993-08-31,463.56,132.059998,-0.03450357974640328,10.381142681219856,OUTPERFORM,145.0,136.3,122.5,156.5
1993-09-01,463.15,131.940002,0.11023690126232832,11.069956132082194,OUTPERFORM,145.0,136.3,122.5,156.5
1993-09-02,461.3,131.479996,-0.8788328068931373,10.03431098894152,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-03,461.34,131.830002,-0.5196765498652334,11.192648636853054,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-07,458.52,132.009995,-1.7611518189998732,9.615540147803703,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-08,456.65,132.100006,-1.7555560336481646,10.0008413690013,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-09,457.5,131.649994,-1.320046589879642,9.808987486937903,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-10,461.72,132.610001,-0.19022913964548138,11.4369756302521,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-13,462.06,133.220001,0.6381634831093663,11.771120701885707,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-14,459.9,132.669998,-0.2451033555300075,9.944476836736161,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-15,461.6,132.910004,-0.16437408080283156,10.207301993487583,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-16,459.43,132.46000700000002,-0.7839156912711087,9.380684713140974,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-17,458.83,132.779999,-0.6646460272786259,9.990057902666848,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-20,455.05,132.100006,-1.459537885185913,10.26711410015575,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-21,452.95,131.199997,-1.935525774535063,10.633275508332085,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-22,456.2,131.440002,-1.492086113450375,10.518794248717711,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-23,457.74,130.830002,-1.5379982361418798,10.265486552625603,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-24,457.63,130.190002,-1.8866710974851597,8.854518542717704,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-27,461.8,131.339996,-1.0626446139343493,9.532142122186915,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-28,461.53,131.449997,-1.0208239507602634,10.499325912065615,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-29,460.11,130.5,-0.8768150286526777,10.18236896010858,OUTPERFORM,145.6,136.3,122.6,156.9
1993-09-30,458.93,130.270004,-1.0777487983100853,9.960329957285975,OUTPERFORM,145.6,136.3,122.6,156.9
1993-10-01,461.28,130.800003,-0.9491088683701965,9.657951120539487,OUTPERFORM,145.6,136.3,122.6,156.9
1993-10-04,461.34,130.350006,-0.371442145726264,9.593075338942736,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-05,461.2,129.860001,-0.13857613026155846,9.034427523667986,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-06,460.74,129.770004,-0.5611430051366106,8.204789460518636,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-07,459.18,128.649994,-1.5438054805094525,6.225739359047644,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-08,460.31,128.910004,-1.1892239991413533,6.343840073058571,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-11,460.88,128.429993,-0.9499247797120192,5.86925654718089,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-12,461.12,127.790001,-1.3267140289309198,4.720152460215954,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-13,461.49,127.540001,-1.260216526167146,4.463924300562683,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-14,466.83,128.979996,-0.788455816721223,4.947106510217947,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-15,469.5,129.740005,-0.3057714358516983,5.308448181212211,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-18,468.45,129.199997,-0.45263292107611264,5.143229292233786,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-19,466.21,129.050003,-0.5185216797541803,5.648793194452839,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-20,466.07,128.839996,-0.08146639511201759,6.735147930868601,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-21,465.36,127.949997,-0.017188037126159017,6.749537737781264,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-22,463.27,126.800003,-0.7753432285977468,5.851909125537125,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-25,464.2,126.059998,-0.7165009089937002,5.906073308460669,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-26,464.3,125.769997,-0.6036992635725325,7.010974279000881,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-27,464.61,126.260002,-1.1257714407320596,6.954679196407976,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-28,467.73,127.169998,-1.5864666400151384,7.099545344442415,OUTPERFORM,146.0,136.5,122.4,157.3
1993-10-29,467.83,127.269997,-1.3287494990825377,8.057393513817225,OUTPERFORM,146.0,136.5,122.4,157.3
1993-11-01,469.1,127.18,-1.0692367716219953,7.999318817946355,OUTPERFORM,146.0,136.5,122.4,157.3
1993-11-02,468.44,124.940002,-0.8529642093678014,7.070014447338857,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-03,463.02,121.089996,-2.5036322671664224,3.5222663629796758,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-04,457.49,119.230003,-3.340376082822738,2.65174425050807,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-05,459.57,119.830002,-3.095413811280967,2.787785164045542,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-08,460.21,119.610001,-2.9706936538056117,2.634288633651205,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-09,460.33,119.480003,-3.0843403932797275,2.233250563020861,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-10,463.72,119.639999,-2.3171553758004726,2.7570205273554915,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-11,462.64,118.790001,-1.976820560628867,3.1790185836624296,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-12,465.39,119.489998,-1.1742971205300323,3.868217108238725,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-15,463.75,118.559998,-1.9970414201183395,1.506844995543366,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-16,466.74,120.43,-2.161199035740491,1.1421852691694045,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-17,464.81,120.089996,-2.9016085230833433,0.975360295972405,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-18,463.62,119.889999,-3.73538755424514,0.6548551703899452,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-19,462.6,119.0,-3.5486426754513967,0.7620677521095409,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-22,459.13,119.190002,-4.744813278008298,0.8887785753240118,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-23,461.03,120.669998,-4.093944373946867,2.497235135549958,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-24,462.36,120.599998,-1.5857474298120455,4.5966997936678355,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-26,463.06,121.099998,-1.844158046464306,4.975725511652862,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-29,461.9,120.720001,-1.9424689523405259,5.2484779053656005,OUTPERFORM,146.3,137.3,122.5,157.8
1993-11-30,461.79,119.800003,-2.3224823910146464,4.038211827386684,OUTPERFORM,146.3,137.3,122.5,157.8
1993-12-01,461.89,118.589996,-1.50129017124091,4.798508137203661,OUTPERFORM,146.3,137.3,122.5,157.8
1993-12-02,463.11,118.93,-1.5036794419158617,4.388659703326603,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-03,464.89,118.650002,-1.1356144865278806,4.4822156478023345,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-06,466.43,119.599998,-1.2888343350546005,5.5418266854924125,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-07,466.76,119.910004,-1.2754076862877883,6.909771508210727,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-08,466.29,118.959999,-0.8610792192881633,6.366240392211742,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-09,464.18,118.440002,-0.7504971241634406,7.457812489041804,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-10,463.93,118.470001,-1.5971662495227523,6.003936005656119,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-13,465.7,119.279999,-1.0601457434829764,7.208337997333492,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-14,463.06,118.940002,-0.258475854047302,7.94082933222926,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-15,461.84,119.099998,-0.9075889887785182,7.743800364177655,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-16,463.34,119.93,-0.8134606327867444,7.271911253884311,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-17,466.38,121.110001,0.4177073464817882,8.990278734963674,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-20,465.85,121.220001,0.22374733762182686,8.106665694461746,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-21,465.3,121.309998,0.49458974968144,8.399601165236303,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-22,467.32,122.029999,0.5551491156345456,8.163445311115058,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-23,467.38,122.089996,0.10066179777685758,7.568278414096907,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-27,470.54,122.900002,1.0002575770584832,9.05058142991788,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-28,470.94,123.199997,0.8307283860745862,10.058955510828005,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-29,470.58,122.879997,1.4399655098081388,10.632931484649323,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-30,468.64,122.150002,0.47165766229311235,9.453408771566462,OUTPERFORM,146.3,136.7,122.2,158.2
1993-12-31,466.45,120.709999,-0.20111684032606547,8.561918183974848,OUTPERFORM,146.3,136.7,122.2,158.2
1994-01-03,465.44,119.860001,-0.33618123808911715,8.519696021358868,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-04,466.89,119.790001,-0.5389629755868985,8.123476774767791,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-05,467.55,119.029999,-0.7114036950520153,7.253555399525458,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-06,467.12,117.529999,-0.8364114974737769,6.516225539830556,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-07,469.9,118.050003,0.2902633713236735,7.10397562054097,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-10,475.27,118.739998,1.3801194539249106,6.608009694954475,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-11,474.13,117.779999,1.1930678277201512,6.704115058093363,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-12,474.17,117.760002,2.114784106815981,7.858583989741708,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-13,472.47,116.690002,2.5815276390638076,7.459256191518793,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-14,474.91,116.970001,3.2413043478261017,6.230133446279784,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-17,473.3,116.150002,4.601308345120225,7.56621482961064,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-18,474.25,116.580002,6.441476826394332,9.856764704388477,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-19,474.3,116.540001,6.400161518271763,10.245011921719914,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-20,474.98,116.870003,8.215620158571046,12.678366634416061,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-21,474.72,116.43,5.895737134444223,10.172218016654044,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-24,471.97,115.129997,5.338689878361791,9.647616190476182,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-25,470.92,115.040001,4.444641589779996,9.156468442513233,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-26,473.2,116.800003,5.83762021919032,11.995399252129646,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-27,477.05,119.07,6.041745393113573,13.7140685103053,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-28,478.7,118.93,6.955336595392891,13.97221109673621,OUTPERFORM,146.7,137.4,123.1,158.8
1994-01-31,481.61,119.110001,7.921391117285892,13.915458376347711,OUTPERFORM,146.7,137.4,123.1,158.8
1994-02-01,479.62,118.099998,7.446570186836321,12.49761347406324,OUTPERFORM,146.7,137.4,123.1,158.8
1994-02-02,482.0,118.139999,8.028150073961182,12.492860764412317,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-03,480.71,117.730003,8.64484925190978,12.284220549055224,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-04,469.81,115.300003,6.162154833461386,9.517481093441127,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-07,471.76,115.360001,6.742691646302834,7.062645939675161,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-08,471.05,114.699997,4.974037840126577,5.880176204556897,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-09,472.77,115.150002,5.616245559949062,8.040908087053712,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-10,468.93,113.160004,3.5828676194473275,5.216179305917823,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-11,470.18,113.93,4.052050368468807,6.8260645696002875,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-14,470.23,113.559998,4.704965486528612,7.660214988806935,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-15,472.52,113.32,4.792530660220429,6.274034688381347,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-16,472.79,112.160004,4.364045737495048,5.881246105919002,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-17,470.34,111.839996,3.8209390106615393,6.352217331600718,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-18,467.69,110.220001,3.5353758965730897,5.221957995226734,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-22,471.46,111.760002,4.448579910496697,7.782814007468142,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-23,470.69,111.260002,5.106962618909394,9.217629060048239,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-24,464.26,110.190002,4.960209802857651,11.777236523083069,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-25,466.07,110.540001,4.497657003206212,12.189183113662683,OUTPERFORM,147.1,137.7,123.4,159.4
1994-02-28,467.14,111.800003,5.809871118258614,15.914988571746669,OUTPERFORM,147.1,137.7,123.4,159.4
1994-03-01,464.44,111.120003,4.662535211267604,15.138328356888842,OUTPERFORM,147.1,137.7,123.4,159.4
1994-03-02,464.81,112.129997,4.653937947494047,15.182331077192224,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-03,463.01,111.910004,4.166572926275047,15.573687584969797,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-04,464.74,112.82,3.4203440372076566,15.11070064053257,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-07,466.91,113.5,2.9138839295554275,13.70466840312563,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-08,465.88,112.699997,2.059235892043465,12.790231440957388,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-09,467.06,111.940002,2.6686010727160703,12.108166491901184,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-10,463.9,111.07,2.3609885260370778,11.751686404584817,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-11,466.44,111.599998,2.557111760955122,12.014454843354061,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-14,467.39,111.190002,2.4214401542709485,10.384194071750418,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-15,467.01,110.449997,2.1769570734695654,8.871365466871328,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-16,469.42,110.790001,2.643605274090932,9.271133339295123,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-17,470.9,110.980003,3.154435925520249,10.099206048634723,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-18,471.06,110.339996,2.9346852260559775,9.107089165640936,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-21,468.54,110.220001,2.379547689282213,9.628008656972264,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-22,468.8,111.379997,1.8842501032316994,10.266305113032281,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-23,468.54,110.379997,2.105125523012563,8.641731469325432,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-24,464.35,109.18,1.3399969446323823,7.7363373884483,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-25,460.58,108.589996,0.7701395878002781,7.143560081767353,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-28,460.0,110.110001,0.46739177914645325,9.062997316392597,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-29,452.48,107.980003,-1.3495541456820748,6.784018786075396,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-30,445.55,106.120003,-2.9514267044217,4.716802041318413,OUTPERFORM,147.2,137.3,122.9,159.5
1994-03-31,445.77,105.709999,-3.5901983260159698,3.9429716010709326,OUTPERFORM,147.2,137.3,122.9,159.5
1994-04-04,438.92,103.720001,-4.708972883784545,2.3788402404272047,OUTPERFORM,147.5,136.7,122.8,159.9
