,S&P 500,S&P 500 Consumer Discretionary (Sector),S&P 500 Performance (%),S&P 500 Consumer Discretionary (Sector) Performance (%),S&P 500 Consumer Discretionary (Sector) Outperform/Underperform,overall,durables,jewelry and watches,jewelry,watches,sporting goods,"pets, pet products and services"
2001-03-20,1142.62,233.910004,-1.0838513080665746,-3.13082244945202,UNDERPERFORM,176.4,125.2,136.8,141.2,120.6,118.9,109.1
2001-03-21,1122.14,230.339996,-2.9752280489386385,-4.849638922260091,UNDERPERFORM,176.4,125.2,136.8,141.2,120.6,118.9,109.1
2001-03-22,1117.58,224.449997,-2.4458798882681543,-5.9264844448884695,UNDERPERFORM,176.4,125.2,136.8,141.2,120.6,118.9,109.1
2001-03-23,1139.83,228.100006,0.1247353765339243,-3.5150788288976,UNDERPERFORM,176.4,125.2,136.8,141.2,120.6,118.9,109.1
2001-03-26,1152.69,233.75999500000003,0.5670962056901541,-1.7360982039433925,UNDERPERFORM,176.4,125.2,136.8,141.2,120.6,118.9,109.1
2001-03-27,1182.17,239.800003,4.842271433259149,2.474256708564937,UNDERPERFORM,176.4,125.2,136.8,141.2,120.6,118.9,109.1
2001-03-28,1153.29,235.059998,1.2652781680247083,-0.33073185771255176,UNDERPERFORM,176.4,125.2,136.8,141.2,120.6,118.9,109.1
2001-03-29,1147.95,236.399994,1.806523705635077,0.8317325762217775,UNDERPERFORM,176.4,125.2,136.8,141.2,120.6,118.9,109.1
2001-03-30,1160.33,236.770004,3.664757752543979,1.1016704291244794,UNDERPERFORM,176.4,125.2,136.8,141.2,120.6,118.9,109.1
2001-04-02,1145.87,233.309998,1.5680121966352711,-1.7518014833376783,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-03,1106.46,224.789993,-2.269133948681712,-5.211891761633347,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-04,1103.25,226.899994,-2.649830580262602,-3.4837730823731095,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-05,1151.44,236.539993,1.6221559317247225,-0.4335623056996418,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-06,1128.43,235.220001,2.5248946067742306,0.9354651842956363,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-09,1137.59,234.949997,2.1570265003547195,-0.8775268990318996,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-10,1168.38,238.470001,3.3781631569633763,-0.5214416797870824,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-11,1165.89,237.020004,3.893245410800228,-0.029521279337330064,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-12,1183.5,238.160004,8.13749497459888,2.549086665753375,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-16,1179.68,238.339996,8.22553714610741,2.856894083994077,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-17,1191.81,240.25,9.995293075283108,4.0448641627497395,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-18,1238.16,257.75,14.626401399779665,11.013010496559028,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-19,1253.69,258.790009,14.36481728120269,9.281707354264658,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-20,1242.98,256.019989,11.7848085328345,6.100284217567964,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-23,1224.36,253.570007,10.551693002257334,5.553016368530428,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-24,1209.47,248.190002,8.132247364797806,2.060206079535498,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-25,1228.75,252.720001,10.055710805388362,3.70978671195219,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-26,1234.52,255.660004,11.804234816787119,6.400867764278595,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-27,1253.05,258.769989,15.665442058818101,9.615784016137209,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-04-30,1249.46,257.02999900000003,13.796244011730629,7.234343049486069,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-05-01,1266.44,262.25,17.15990563855867,10.58402135148273,UNDERPERFORM,177.3,124.8,135.0,139.3,119.5,119.1,108.9
2001-05-02,1267.43,262.559998,16.295052484768412,10.106512745342666,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-03,1248.58,259.380005,12.542476767348987,6.974060267356541,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-04,1266.61,261.820007,14.172781193098839,7.40452176388362,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-07,1263.51,260.380005,13.841011271387238,7.090567603399545,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-08,1261.2,259.299988,13.957333767043444,6.888162032864686,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-09,1255.54,257.769989,10.934987365035598,4.38990657566658,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-10,1255.18,263.459991,8.782846841849846,5.0939362950741085,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-11,1245.67,263.27999900000003,8.683930409897567,7.1943316347285124,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-14,1248.92,263.339996,7.4090318807674915,6.040106403158663,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-15,1249.44,260.98999,7.9392504794650876,4.924814968947189,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-16,1284.99,266.549988,10.36493717308964,6.246007129982312,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-17,1288.49,270.119995,10.291373495625965,7.5190062097521215,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-18,1291.96,270.920013,10.842670601760517,8.117172494874492,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-21,1312.83,277.179993,13.754559869680882,11.12536614632389,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-22,1309.38,276.940002,13.558939845972407,11.015791801849817,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-23,1289.05,271.790009,10.538005076490343,7.03344090589566,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-24,1293.17,272.579987,10.949337222770383,6.969617577947873,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-25,1277.89,268.829987,9.194302266959475,5.262534967158228,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-29,1267.93,265.52999900000003,10.077701089551617,4.679490188764657,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-30,1248.08,262.769989,8.190951724616191,4.952667750782203,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-05-31,1255.82,264.079987,9.325324279620428,6.077521663918728,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-06-01,1260.67,264.429993,11.379398694196352,7.83377861579897,UNDERPERFORM,177.7,124.6,137.9,143.1,119.9,119.0,109.4
2001-06-04,1267.11,263.290009,11.297420267196024,7.434611123180002,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-05,1283.57,266.209991,12.143318946687875,7.807880187320948,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-06,1270.03,264.079987,10.688606315202321,7.058008327384835,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-07,1276.96,265.420013,11.375093760357258,9.05132260590542,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-08,1264.96,263.980011,11.277666349977133,9.676350827401636,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-11,1254.39,262.910004,11.461702505775717,10.202454745285738,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-12,1255.85,263.470001,11.498304242058355,9.405362238030346,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-13,1241.6,261.820007,10.587585617200922,7.758161881062842,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-14,1219.87,257.429993,8.404944503194734,5.133542411445147,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-15,1214.36,255.139999,8.638396850957243,3.842084702996562,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-18,1208.43,254.550003,6.896246693853003,2.7488487376110315,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-19,1212.58,255.880005,9.865994980474579,5.330758808361713,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-20,1223.14,261.089996,10.092618428276978,5.991959517785395,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-21,1237.04,267.02999900000003,12.198086254591622,9.152223713015983,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-22,1225.35,262.829987,8.594698547462265,6.168197254549979,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-25,1218.6,260.220001,8.217073538945186,5.6387767982886805,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-26,1216.76,257.910004,8.20742216333028,5.0378803260778815,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-27,1211.07,256.799988,7.634401912599853,3.9718137582126056,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-28,1226.2,259.48999,10.684852369045794,6.67625488180883,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-06-29,1224.38,259.980011,11.21021653829386,6.597241406360421,UNDERPERFORM,177.4,124.4,138.5,143.6,120.6,118.6,109.5
2001-07-02,1236.72,262.540009,13.134639661891434,8.165791001294531,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-03,1234.45,261.929993,13.098728332172826,7.847819159381975,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-05,1219.24,257.51001,13.27857886130519,7.228822166866267,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-06,1190.59,250.77999900000003,11.745271950818893,6.510937436962472,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-09,1198.78,252.149994,11.315603758867866,6.581279849680599,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-10,1181.52,249.380005,8.749516779264766,3.7440718083020297,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-11,1180.18,250.470001,8.816478571955466,4.523638848983036,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-12,1208.14,258.640015,12.549490884361347,9.130808016877644,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-13,1215.68,260.940002,15.485384783455402,12.687858116150096,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-16,1202.45,260.890015,14.574698186738333,11.567746947789036,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-17,1214.44,262.299988,11.534187445470012,9.900695603977837,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-18,1207.71,257.309998,12.553471076690803,8.946568560530022,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-19,1215.02,257.130005,15.16886415984986,11.398491119532794,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-20,1210.85,257.980011,12.683330851697438,10.177244335099145,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-23,1191.03,252.979996,8.543853893263332,4.606351382837426,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-24,1171.65,250.369995,7.385410651928859,2.665354546794485,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-25,1190.49,255.639999,8.400790362674492,4.1897611501884535,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-26,1202.93,259.420013,8.706024814972135,4.858536496164989,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-27,1205.82,259.23999,10.43521266073193,5.502193124278865,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-30,1204.52,259.700012,11.542023187761586,7.875719284794402,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-07-31,1211.23,260.730011,11.529253604905998,8.660143471475013,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-08-01,1215.93,260.170013,10.833302949648171,7.9454023243647365,UNDERPERFORM,177.4,124.2,136.6,141.4,119.6,118.6,110.4
2001-08-02,1220.75,263.01001,12.634016718643327,9.678901880580892,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-03,1214.35,261.200012,13.010097250011633,10.434638754699165,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-06,1200.48,257.549988,12.440289979956166,9.381627598439678,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-07,1204.4,258.890015,13.125317002611169,10.778784049363942,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-08,1183.53,255.660004,10.906722641827681,8.192975350914388,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-09,1183.43,254.630005,13.716992735519074,9.872709816612723,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-10,1190.16,254.190002,14.362586360972053,10.551041507664461,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-13,1191.29,251.240005,13.466996856843494,7.953426424671095,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-14,1186.73,248.399994,15.311664966234261,8.699452849650747,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-15,1178.02,246.100006,14.645801095831757,7.350057142857147,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-16,1181.66,246.910004,14.641907755593087,6.5139580390315865,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-17,1161.97,242.789993,14.63792423046566,5.684933281416149,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-20,1171.41,244.820007,14.8148511163821,7.104735697744902,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-21,1157.26,241.080002,14.630135900788478,7.108583551549819,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-22,1165.31,241.630005,15.689934178522137,8.10218355221577,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-23,1162.09,240.75,12.152446027196294,4.883683602795963,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-24,1184.93,246.839996,14.249763773453928,7.359080613770708,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-27,1179.21,245.020004,15.609956960362359,7.483767536469688,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-28,1161.51,241.369995,15.42497689532838,8.48576995627286,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-29,1148.56,237.130005,16.117030956184152,8.735327781224079,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-30,1129.03,229.940002,13.730961398984597,4.641847987579695,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-08-31,1133.58,233.020004,16.128833978732548,7.3923902183130386,UNDERPERFORM,178.1,123.9,132.3,136.2,119.4,118.3,110.9
2001-09-04,1132.94,234.919998,16.37443119369717,9.535131675595032,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-05,1131.74,232.899994,14.243317451344595,7.351923125401094,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-06,1106.4,224.970001,11.777899011941573,3.5916577206028366,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-07,1085.78,215.660004,12.092086925101952,2.150440085033156,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-10,1092.54,215.970001,15.235895326393045,4.601152687551924,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-17,1038.77,194.779999,8.886885606767358,-7.691576884782181,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-18,1032.74,195.610001,4.4194817144070475,-10.451382892772532,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-19,1016.1,193.820007,4.00417613461892,-9.951680683151809,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-20,984.54,185.699997,3.327980857025903,-11.819174449293413,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-21,965.8,185.75,4.924658055124009,-8.583100461803228,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-24,1003.45,196.899994,8.203845282896793,-3.1051684378909594,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-25,1012.27,197.850006,9.863358621213592,-1.0304626876001532,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-26,1007.04,196.830002,9.707711917030704,-1.4914148590302267,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-27,1018.61,198.419998,13.060803161142797,3.2415817343089515,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-09-28,1040.94,203.440002,14.888967374508866,6.429510010866135,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-10-01,1038.55,201.660004,17.808203639003594,6.529318966783104,UNDERPERFORM,177.6,123.9,136.1,140.8,119.6,117.9,110.9
2001-10-02,1051.33,206.559998,24.014155116484815,14.304681533214714,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-03,1072.28,214.00999500000003,30.789778618039886,21.54134062311064,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-04,1069.63,210.869995,34.0892566127617,21.61600796825658,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-05,1071.38,211.520004,27.02654636425075,14.750719744472196,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-08,1062.44,206.029999,26.680020985357956,14.137723509437805,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-09,1056.75,205.830002,23.90952581961445,12.524603242123366,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-10,1080.99,212.240005,20.248954347245697,9.849385285721768,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-11,1097.43,219.550003,21.561177695562606,13.945407398888587,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-12,1091.65,216.729996,19.74836006230667,13.109960267679345,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-15,1089.98,216.669998,23.20891641986753,16.771756667662242,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-16,1097.54,217.880005,26.994816254744048,22.624951364107737,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-17,1077.09,210.910004,29.05463695183319,22.217068693750463,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-18,1068.61,208.869995,24.319136312342195,16.922299691683264,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-19,1073.48,211.889999,22.435758522759674,17.00811954294812,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-22,1089.9,213.619995,20.36975680869393,16.962328169964568,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-23,1084.78,215.25,19.385014967423842,17.321632325057877,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-24,1085.2,213.399994,20.070812126576687,18.044028753424215,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-25,1100.09,215.869995,24.415014532746724,20.658426121325224,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-26,1104.61,217.460007,20.115917444161703,15.590283963475148,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-29,1078.3,210.25999500000003,15.91507659231388,7.138850955414022,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-30,1059.79,205.470001,14.106829462622606,5.282843199777765,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-10-31,1059.78,208.070007,11.473650994004414,3.440225307687572,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-11-01,1084.1,213.02999900000003,15.64596823229467,6.728453204555529,UNDERPERFORM,177.5,124.0,135.5,140.0,119.6,117.7,111.3
2001-11-02,1087.2,215.470001,14.519255077104587,6.200405176205859,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-05,1102.84,220.210007,14.556975173989816,7.330510867383255,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-06,1118.86,224.710007,18.918861467168323,12.45058537306123,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-07,1115.8,222.27999900000003,17.706630096524066,10.576059385612213,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-08,1118.54,225.229996,19.652981322607555,13.86178569194465,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-09,1120.31,226.139999,22.055410896967963,15.838540027463676,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-12,1118.33,225.339996,21.848986707343656,14.636001411954979,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-13,1139.09,231.740005,24.3453011232766,17.915842965022357,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-14,1141.21,236.149994,29.97539919364025,24.755667353212907,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-15,1142.24,238.149994,27.853145287665093,23.432150684853823,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-16,1138.65,235.360001,29.517147244497544,24.115379841919005,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-19,1151.06,240.389999,28.765437623053526,22.472997872799038,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-20,1142.66,236.979996,26.546026402055457,19.801829228065614,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-21,1137.03,234.580002,25.006046746850185,16.78200220993684,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-23,1150.34,237.740005,26.48743746220241,18.37872958842075,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-26,1157.42,239.660004,30.500276239979264,22.644695304340722,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-27,1149.5,236.619995,29.18488216585564,19.505047979797972,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-28,1128.52,233.419998,26.643474357535624,17.44993062669995,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-29,1140.2,233.589996,30.52935250480815,19.275939936191588,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-11-30,1139.45,236.220001,31.052607365491227,20.803932421128792,UNDERPERFORM,177.4,124.0,136.9,141.6,119.5,117.3,111.8
2001-12-03,1129.9,232.800003,33.982355452260116,22.565020821680328,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-04,1144.8,236.339996,35.416789883958884,23.12581385453214,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-05,1170.35,245.139999,40.38023269761304,31.428261710738536,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-06,1167.1,244.02999900000003,42.45261140743815,33.3351511674101,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-07,1158.31,240.199997,37.94988447705023,28.4835522088829,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-10,1139.93,233.690002,33.33294344698521,21.529986222423947,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-11,1136.76,234.490005,37.39439428550708,26.327987995043323,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-12,1137.07,235.089996,39.469875380237454,30.95476312489387,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-13,1119.38,233.139999,32.01636966187451,26.322064112722842,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-14,1123.09,234.350006,35.653633849089886,29.489452524907776,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-17,1134.36,236.800003,38.51395079064655,32.297891717473284,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-18,1142.92,237.27999900000003,42.76149791401234,33.88252798922369,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-19,1149.56,238.369995,46.38854930725347,40.011744493392065,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-20,1139.93,236.979996,42.74998434662829,35.99999770444764,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-21,1144.89,239.020004,47.393017148153895,42.35006748019612,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-24,1144.65,238.770004,42.38357050452783,38.44949223503158,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-26,1149.37,240.470001,37.59637025331608,32.93714540846451,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
2001-12-27,1157.13,242.820007,37.51782658300058,33.67465731928403,UNDERPERFORM,177.7,123.2,136.8,141.7,118.3,117.1,111.8
